Wavelength (µm) raw,SynOl_Fo50 raw,Wavelength (µm) bin avg,SynOl_Fo50 bin avg,Wavelength (µm) cubic spline of bin avg,SynOl_Fo50 cubic spline of bin avg
1.8572,0.75605,,,,
1.8579,0.75607,,,,
1.8585,0.75616,,,,
1.8592,0.75615,,,,
1.8599,0.75612,,,,
1.8605,0.75622,,,,
1.8612,0.7564,,,,
1.8619,0.75678,,,,
1.8625,0.75689,,,,
1.8632,0.75688,,,,
1.8639,0.75682,,,,
1.8645,0.75687,,,,
1.8652,0.75697,,,,
1.8659,0.7568,,,,
1.8666,0.75678,,,,
1.8672,0.75693,,,,
1.8679,0.75689,,,,
1.8686,0.75706,,,,
1.8693,0.75734,,,,
1.8699,0.75737,,,,
1.8706,0.7572,,,,
1.8713,0.75723,,,,
1.8719,0.75748,,,,
1.8726,0.75755,,,,
1.8733,0.75746,,,,
1.874,0.75772,,,,
1.8747,0.75789,,,,
1.8753,0.75788,,,,
1.876,0.75773,,,,
1.8767,0.75769,,,,
1.8774,0.75766,,,,
1.8781,0.75766,,,,
1.8787,0.7578,,,,
1.8794,0.75781,,,,
1.8801,0.75786,,,,
1.8808,0.75789,,,,
1.8815,0.75802,,,,
1.8821,0.758,,,,
1.8828,0.75795,,,,
1.8835,0.75806,,,,
1.8842,0.75815,,,,
1.8849,0.75823,,,,
1.8856,0.75845,,,,
1.8863,0.75853,,,,
1.8869,0.75857,,,,
1.8876,0.75858,,,,
1.8883,0.75849,,,,
1.889,0.75846,,,,
1.8897,0.75837,,,,
1.8904,0.75857,,,,
1.8911,0.75876,,,,
1.8918,0.75881,,,,
1.8924,0.75874,,,,
1.8931,0.75885,,,,
1.8938,0.75905,,,,
1.8945,0.75912,,,,
1.8952,0.75912,,,,
1.8959,0.75927,,,,
1.8966,0.7592,,,,
1.8973,0.75916,,,,
1.898,0.75914,,,,
1.8987,0.75926,,,,
1.8994,0.75931,,,,
1.9001,0.75937,,,,
1.9008,0.75949,,,,
1.9015,0.75958,,,,
1.9022,0.75949,,,,
1.9029,0.75958,,,,
1.9036,0.75959,,,,
1.9043,0.7597,,,,
1.905,0.75974,,,,
1.9057,0.75976,,,,
1.9064,0.7598,,,,
1.9071,0.75987,,,,
1.9078,0.75973,,,,
1.9085,0.75982,,,,
1.9092,0.76009,,,,
1.9099,0.76018,,,,
1.9106,0.76015,,,,
1.9113,0.76017,,,,
1.912,0.76019,,,,
1.9127,0.76005,,,,
1.9134,0.75989,,,,
1.9141,0.75999,,,,
1.9148,0.76014,,,,
1.9155,0.76049,,,,
1.9162,0.76064,,,,
1.9169,0.76063,,,,
1.9176,0.76062,,,,
1.9183,0.76074,,,,
1.9191,0.7608,,,,
1.9198,0.76091,,,,
1.9205,0.76091,,,,
1.9212,0.76076,,,,
1.9219,0.76056,,,,
1.9226,0.76066,,,,
1.9233,0.76086,,,,
1.9241,0.76098,,,,
1.9248,0.7611,,,,
1.9255,0.76115,,,,
1.9262,0.76115,,,,
1.9269,0.76117,,,,
1.9276,0.76129,,,,
1.9283,0.7614,,,,
1.9291,0.76142,,,,
1.9298,0.76156,,,,
1.9305,0.76163,,,,
1.9312,0.76163,,,,
1.9319,0.76159,,,,
1.9327,0.76163,,,,
1.9334,0.76175,,,,
1.9341,0.76193,,,,
1.9348,0.76196,,,,
1.9355,0.76199,,,,
1.9363,0.76213,,,,
1.937,0.76236,,,,
1.9377,0.76228,,,,
1.9384,0.76219,,,,
1.9392,0.76201,,,,
1.9399,0.76194,,,,
1.9406,0.76212,,,,
1.9413,0.76242,,,,
1.9421,0.76235,,,,
1.9428,0.76216,,,,
1.9435,0.76232,,,,
1.9443,0.76263,,,,
1.945,0.76265,,,,
1.9457,0.76267,,,,
1.9464,0.76274,,,,
1.9472,0.76286,,,,
1.9479,0.76287,,,,
1.9486,0.76297,,,,
1.9494,0.76298,,,,
1.9501,0.76297,,,,
1.9508,0.76304,,,,
1.9516,0.7633,,,,
1.9523,0.76323,,,,
1.953,0.76321,,,,
1.9538,0.76334,,,,
1.9545,0.76336,,,,
1.9553,0.76341,,,,
1.956,0.76352,,,,
1.9567,0.76341,,,,
1.9575,0.76353,,,,
1.9582,0.76375,,,,
1.9589,0.7638,,,,
1.9597,0.76369,,,,
1.9604,0.76371,,,,
1.9612,0.76371,,,,
1.9619,0.76383,,,,
1.9627,0.764,,,,
1.9634,0.76421,,,,
1.9641,0.76425,,,,
1.9649,0.76417,,,,
1.9656,0.76411,,,,
1.9664,0.76406,,,,
1.9671,0.76417,,,,
1.9679,0.76442,,,,
1.9686,0.7645,,,,
1.9694,0.76452,,,,
1.9701,0.76446,,,,
1.9708,0.76449,,,,
1.9716,0.76449,,,,
1.9723,0.7646,,,,
1.9731,0.7648,,,,
1.9738,0.76496,,,,
1.9746,0.76496,,,,
1.9754,0.76491,,,,
1.9761,0.76493,,,,
1.9769,0.76499,,,,
1.9776,0.76504,,,,
1.9784,0.76511,,,,
1.9791,0.76514,,,,
1.9799,0.76506,,,,
1.9806,0.76511,,,,
1.9814,0.7654,,,,
1.9822,0.76554,,,,
1.9829,0.76562,,,,
1.9837,0.76566,,,,
1.9844,0.7657,,,,
1.9852,0.76578,,,,
1.9859,0.76574,,,,
1.9867,0.76559,,,,
1.9875,0.76579,,,,
1.9882,0.76583,,,,
1.989,0.7658,,,,
1.9898,0.76593,,,,
1.9905,0.76607,,,,
1.9913,0.76603,,,,
1.9921,0.76617,,,,
1.9928,0.76629,,,,
1.9936,0.7663,,,,
1.9943,0.7664,,,,
1.9951,0.76653,,,,
1.9959,0.76656,,,,
