Wavelength (µm) raw,SynOl_Fo80 raw,Wavelength (µm) bin avg,SynOl_Fo80 bin avg,Wavelength (µm) cubic spline of bin avg,SynOl_Fo80 cubic spline of bin avg
0.3,0.1227,0.44602,0.59338,0.44602,0.59338
0.305,0.13424,0.456,0.5949500000000001,0.45600098039215686,0.5949505964492797
0.31,0.14219,0.46598,0.605475,0.46598196078431375,0.605477938428837
0.315,0.15604,0.47596,0.62022,0.47596294117647064,0.6202229221513461
0.32,0.17231,0.48595,0.624465,0.4859439215686275,0.6244635763071149
0.325,0.19405,0.49593,0.63079,0.4959249019607843,0.6307836544886836
0.33,0.21747,0.50591,0.6461300000000001,0.5059058823529412,0.6461246551267238
0.335,0.24767,0.51589,0.6538550000000001,0.5158868627450981,0.6538534396296538
0.34,0.27999,0.52587,0.65936,0.525867843137255,0.65935851230741
0.345,0.31392,0.53585,0.667665,0.5358488235294118,0.6676639473407143
0.35,0.34822,0.54583,0.67554,0.5458298039215687,0.6755398833523242
0.355,0.38333,0.55581,0.6795500000000001,0.5558107843137255,0.6795502339572209
0.36,0.41659,0.56579,0.682005,0.5657917647058823,0.682005274023804
0.365,0.44713,0.57577,0.6825399999999999,0.5757727450980392,0.6825399431112038
0.37,0.47362,0.58576,0.6823049999999999,0.5857537254901961,0.6823048884085138
0.375,0.49585,0.59574,0.68247,0.595734705882353,0.6824703781935961
0.38,0.5139,0.60572,0.6810849999999999,0.6057156862745099,0.6810854249832715
0.385,0.5282,0.6157,0.6807000000000001,0.6156966666666667,0.680700222254282
0.39,0.5407,0.62568,0.6798299999999999,0.6256776470588236,0.6798300281872419
0.395,0.54872,0.63566,0.681205,0.6356586274509805,0.6812046345436463
0.4,0.54961,0.64564,0.68471,0.6456396078431372,0.6847098377379139
0.405,0.56744,0.65562,0.68816,0.6556205882352941,0.6881600995936317
0.41,0.57994,0.6656,0.6881900000000001,0.665601568627451,0.6881899294580909
0.415,0.58566,0.67558,0.68729,0.6755825490196079,0.6872893602127108
0.42,0.58972,0.68556,0.682965,0.6855635294117648,0.6829631577661489
0.425,0.59222,0.69555,0.677335,0.6955445098039216,0.6773385792041806
0.43,0.59423,0.70553,0.66996,0.7055254901960785,0.669963507693282
0.435,0.59622,0.71551,0.6619200000000001,0.7155064705882352,0.6619230726213045
0.44,0.59946,0.72549,0.65235,0.7254874509803921,0.6523526339896402
0.445,0.59593,0.73547,0.64151,0.735468431372549,0.6415117745145739
0.45,0.59083,0.74545,0.629765,0.7454494117647059,0.6297657239346969
0.455,0.59138,0.75543,0.6173850000000001,0.7554303921568628,0.6173845302075313
0.46,0.59852,0.76541,0.60534,0.7654113725490197,0.6053381887521884
0.465,0.60446,0.77539,0.5912,0.7753923529411766,0.5911967179761832
0.47,0.60649,0.78537,0.578135,0.7853733333333334,0.5781307376772366
0.475,0.61655,0.79536,0.56505,0.7953543137254901,0.5650576599065216
0.48,0.62389,0.80534,0.5519000000000001,0.805335294117647,0.5519057191806075
0.485,0.62439,0.81532,0.540525,0.8153162745098039,0.540529336893224
0.49,0.62454,0.8253,0.52894,0.8252972549019608,0.5289428274296979
0.495,0.62566,0.83528,0.52018,0.8352782352941177,0.5201814680170394
0.5,0.63592,0.84526,0.51171,0.8452592156862746,0.5117106446235847
0.505,0.64326,0.85524,0.5043850000000001,0.8552401960784315,0.5043848767552103
0.51,0.649,0.86522,0.498645,0.8652211764705883,0.49864430438600454
0.515,0.65259,0.8752,0.49246500000000004,0.875202156862745,0.4924637284228487
0.52,0.65512,0.88518,0.48732,0.8851831372549019,0.487318573305765
0.525,0.65791,0.89517,0.48271,0.8951641176470588,0.4827130723192742
0.53,0.66081,0.90515,0.47709999999999997,0.9051450980392157,0.47710258188654053
0.535,0.66538,0.91513,0.472055,0.9151260784313726,0.47205725050872105
0.54,0.66995,0.92511,0.46546,0.9251070588235295,0.46546198999008737
0.545,0.67354,0.93509,0.45877999999999997,0.9350880392156864,0.45878139254980704
0.55,0.67754,0.94507,0.45114,0.9450690196078432,0.45114077172405836
0.555,0.67883,0.95505,0.44332,0.95505,0.44332
0.56,0.68027,0.96503,0.435185,0.9650309803921568,0.4351841616167274
0.565,0.68171,0.97501,0.426855,0.9750119607843137,0.4268535483613869
0.57,0.6823,0.98499,0.42055,0.9849929411764706,0.4205482862320859
0.575,0.68282,0.99497,0.414035,0.9949739215686275,0.4140319305839187
0.58,0.68226,1.00496,0.40549,1.0049549019607844,0.4054941354816792
0.585,0.68214,1.01494,0.39864,1.0149358823529413,0.3986424622878433
0.59,0.68247,1.02492,0.39324000000000003,1.0249168627450982,0.3932415040829875
0.595,0.68255,1.0349,0.38904,1.0348978431372549,0.3890407984616581
0.6,0.68239,1.04488,0.386075,1.0448788235294117,0.3860752278486408
0.605,0.68101,1.05486,0.38512500000000005,1.0548598039215686,0.38512500628339935
0.61,0.68116,1.06484,0.38556999999999997,1.0648407843137255,0.38557013336848606
0.615,0.68083,1.07482,0.38844999999999996,1.0748217647058824,0.3884506201539061
0.62,0.68057,1.0848,0.39239,1.0848027450980393,0.39239130233984293
0.625,0.6795,1.09478,0.39801,1.0947837254901962,0.39801232758695776
0.63,0.68016,1.10477,0.40463,1.104764705882353,0.40462627360407505
0.635,0.68029,1.11475,0.41199,1.1147456862745098,0.41198672114443574
0.64,0.68212,1.12473,0.419625,1.1247266666666667,0.41962245598017694
0.645,0.68378,1.13471,0.42701,1.1347076470588235,0.4270083479371156
0.65,0.68564,1.14469,0.43352999999999997,1.1446886274509804,0.43352916520890017
0.655,0.68757,1.15467,0.43940999999999997,1.1546696078431373,0.43940976763037126
0.66,0.68875,1.16465,0.44521,1.1646505882352942,0.44521031331969796
0.665,0.68825,1.17463,0.44992,1.174631568627451,0.44992068420271975
0.67,0.68813,1.18461,0.454175,1.184612549019608,0.4541760642552045
0.675,0.68852,1.19459,0.45821999999999996,1.1945935294117647,0.45822137199393687
0.68,0.68606,1.20458,0.46193,1.2045745098039216,0.4619280367115187
0.685,0.68406,1.21456,0.46521,1.2145554901960784,0.465208732774986
0.69,0.68187,1.22454,0.46785,1.2245364705882353,0.4678489479430792
0.695,0.67889,1.23452,0.47143,1.2345174509803922,0.4714289897649434
0.7,0.67578,1.2445,0.47525,1.2444984313725491,0.475249465034257
0.705,0.6719,1.25448,0.47829,1.254479411764706,0.4782898225429203
0.71,0.66802,1.26446,0.481765,1.264460392156863,0.4817651610489787
0.715,0.66412,1.27444,0.48612,1.2744413725490196,0.4861205618259779
0.72,0.65972,1.28442,0.49007,1.2844223529411765,0.49007105525623607
0.725,0.65504,1.2944,0.495095,1.2944033333333334,0.49509664902239053
0.73,0.64966,1.30438,0.499745,1.3043843137254902,0.4997470747394506
0.735,0.64424,1.31437,0.505045,1.3143652941176471,0.5050423137175044
0.74,0.63878,1.32435,0.5110699999999999,1.324346274509804,0.5110676216629472
0.745,0.63298,1.33433,0.5177,1.334327254901961,0.5176981343771127
0.75,0.62655,1.34431,0.524705,1.3443082352941178,0.524703690952389
0.755,0.62031,1.35429,0.5323100000000001,1.3542892156862745,0.5323094157242942
0.76,0.61446,1.36427,0.539425,1.3642701960784314,0.5394251378935538
0.765,0.60872,1.37425,0.5465949999999999,1.3742511764705883,0.5465958660185892
0.77,0.60196,1.38423,0.554365,1.3842321568627451,0.5543668188612069
0.775,0.5945,1.39421,0.563315,1.394213137254902,0.5633178763886232
0.78,0.5879,1.40419,0.572235,1.404194117647059,0.5722385454680794
