Wavelength (µm),BKR1KW003D anorthite Kierra <45µm,Wavelength (µm) target,BKR1KW003D anorthite Kierra <45µm target
3.2736199999999998,0.764637,,
3.27568,0.765131,,
3.2777600000000002,0.765598,,
3.27983,0.76621,,
3.2819000000000003,0.766912,,
3.28398,0.767487,,
3.28606,0.767963,,
3.28815,0.768463,,
3.29023,0.768985,,
3.29232,0.769557,,
3.29441,0.770105,,
3.29651,0.770571,,
3.2986,0.77102,,
3.3007,0.771452,,
3.30281,0.771974,,
3.30491,0.772529,,
3.30702,0.773095,,
3.30913,0.773672,,
3.3112399999999997,0.774148,,
3.3133600000000003,0.774665,,
3.31548,0.775166,,
3.3176,0.775698,,
3.31972,0.776104,,
3.32185,0.776506,,
3.32398,0.777004,,
3.3261100000000003,0.777486,,
3.32825,0.777967,,
3.33038,0.778407,,
3.33252,0.778815,,
3.33467,0.779238,,
3.33681,0.779574,,
3.33896,0.77993,,
3.34111,0.780259,,
3.34327,0.780522,,
3.3454200000000003,0.780767,,
3.34758,0.781028,,
3.34975,0.781178,,
3.3519099999999997,0.781243,,
3.3540799999999997,0.781296,,
3.35625,0.781285,,
3.35842,0.781405,,
3.3606,0.781441,,
3.3627800000000003,0.781259,,
3.36496,0.780932,,
3.36715,0.780627,,
3.3693299999999997,0.780241,,
3.3715300000000004,0.779765,,
3.3737199999999996,0.779375,,
3.3759200000000003,0.779022,,
3.37811,0.778925,,
3.38032,0.779133,,
3.38252,0.77951,,
3.3847300000000002,0.779971,,
3.38694,0.780552,,
3.38915,0.781191,,
3.3913699999999998,0.781375,,
3.39359,0.781022,,
3.39581,0.780311,,
3.39804,0.77919,,
3.40027,0.77758,,
3.4025,0.77565,,
3.40473,0.773643,,
3.40697,0.771446,,
3.40921,0.769134,,
3.41145,0.766769,,
3.4137,0.764517,,
3.4159499999999996,0.762619,,
3.4181999999999997,0.761308,,
3.4204499999999998,0.760652,,
3.42271,0.760424,,
3.4249699999999996,0.760549,,
3.42723,0.761543,,
3.4295,0.764438,,
3.4317699999999998,0.769792,,
3.43404,0.775892,,
3.4363200000000003,0.780664,,
3.4386,0.783967,,
3.44088,0.786226,,
3.4431599999999998,0.788078,,
3.4454499999999997,0.789705,,
3.4477399999999996,0.791069,,
3.45004,0.792397,,
3.45233,0.793737,,
3.4546300000000003,0.794965,,
3.45694,0.796125,,
3.45924,0.797193,,
3.4615500000000003,0.798158,,
3.46386,0.799058,,
3.46618,0.799836,,
3.4685,0.800477,,
3.4708200000000002,0.801041,,
3.47315,0.801523,,
3.4754699999999996,0.80197,,
3.4778000000000002,0.802315,,
3.48014,0.802504,,
3.4824699999999997,0.802663,,
3.48481,0.802653,,
3.48716,0.802431,,
3.4895,0.80172,,
3.49185,0.800396,,
3.49421,0.798494,,
3.49656,0.796152,,
3.49892,0.794017,,
3.50129,0.79246,,
3.50365,0.791223,,
3.50602,0.789999,,
3.50839,0.789214,,
3.51077,0.791433,,
3.51315,0.797503,,
3.51553,0.804059,,
3.5179099999999996,0.808687,,
3.5203,0.811792,,
3.52269,0.814119,,
3.52509,0.815865,,
3.52749,0.817265,,
3.52989,0.818432,,
3.53229,0.819408,,
3.5347,0.820357,,
3.53711,0.821107,,
3.53953,0.821588,,
3.54194,0.822268,,
3.54436,0.823018,,
3.54679,0.823586,,
3.5492199999999996,0.824114,,
3.55165,0.82465,,
3.55408,0.825273,,
3.55652,0.825817,,
3.55896,0.826406,,
3.5614,0.826988,,
3.56385,0.827519,,
3.5663,0.827995,,
3.56876,0.828481,,
3.57121,0.828942,,
3.57367,0.829484,,
3.5761399999999997,0.830036,,
3.5786100000000003,0.830425,,
3.58108,0.830763,,
3.5835500000000002,0.831212,,
3.58603,0.831651,,
3.5885100000000003,0.832065,,
3.591,0.832482,,
3.5934899999999996,0.832842,,
3.59598,0.833259,,
3.59848,0.833632,,
3.60099,0.834,,
3.60349,0.834458,,
3.60599,0.834923,,
3.6085,0.835377,,
3.61102,0.835814,,
3.6135300000000004,0.836213,,
3.61605,0.836601,,
3.61858,0.836976,,
3.6210999999999998,0.837367,,
3.62363,0.837746,,
3.62617,0.838132,,
3.62871,0.838503,,
3.63125,0.838854,,
3.63379,0.839253,,
3.63634,0.839635,,
3.63889,0.840052,,
3.64145,0.840449,,
3.64401,0.84076,,
3.64657,0.841069,,
3.64913,0.841422,,
3.6517,0.841826,,
3.6542800000000004,0.842229,,
3.65685,0.84262,,
3.65943,0.842936,,
3.66202,0.843263,,
3.66461,0.843583,,
3.6672,0.843927,,
3.66979,0.844291,,
3.67239,0.844653,,
3.675,0.845032,,
3.6776,0.845384,,
3.68021,0.84575,,
3.68283,0.846133,,
3.6854400000000003,0.846489,,
3.68806,0.846818,,
3.69069,0.847195,,
3.6933200000000004,0.847616,,
3.69595,0.848015,,
3.6985900000000003,0.848338,,
3.70123,0.848695,,
3.7038699999999998,0.849093,,
3.70652,0.849457,,
3.70917,0.849838,,
3.71183,0.850148,,
3.71448,0.85045,,
3.71715,0.850825,,
3.71981,0.851165,,
3.72248,0.851507,,
3.72516,0.851849,,
3.72783,0.85217,,
3.73052,0.852477,,
3.7331999999999996,0.852803,,
3.73589,0.853194,,
3.7385900000000003,0.853538,,
3.74128,0.853848,,
3.74398,0.854187,,
3.74669,0.854493,,
3.7494,0.854832,,
3.75211,0.855197,,
3.75483,0.855468,,
3.75755,0.855716,,
3.76027,0.856004,,
3.763,0.856278,,
3.7657399999999996,0.856578,,
3.7684699999999998,0.856844,,
3.77121,0.857133,,
3.77396,0.857388,,
3.77671,0.857572,,
3.77946,0.857776,,
3.7822199999999997,0.857964,,
3.78498,0.858087,,
3.78774,0.858271,,
3.7905100000000003,0.858469,,
3.79328,0.85862,,
3.7960599999999998,0.858756,,
3.79884,0.858916,,
3.8016300000000003,0.859092,,
3.80442,0.859208,,
3.80721,0.859311,,
3.81001,0.859414,,
3.81281,0.859515,,
3.81561,0.85961,,
3.81842,0.859737,,
3.82124,0.859857,,
3.82405,0.859958,,
3.82688,0.860046,,
3.8297,0.860079,,
3.83253,0.860114,,
3.8353699999999997,0.860169,,
3.83821,0.86021,,
3.84105,0.860254,,
3.8439,0.860309,,
3.84675,0.860358,,
3.8495999999999997,0.860375,,
3.85246,0.860414,,
3.85533,0.860403,,
3.8581999999999996,0.860362,,
3.8610700000000002,0.86034,,
3.86395,0.86032,,
3.8668299999999998,0.860259,,
3.86971,0.860232,,
3.8726,0.860169,,
3.8755,0.860099,,
3.8784,0.860042,,
3.8813,0.860002,,
3.88421,0.85998,,
3.88712,0.859969,,
3.89004,0.85989,,
3.89296,0.859857,,
3.89588,0.859805,,
3.89881,0.859711,,
3.9017399999999998,0.859632,,
3.90468,0.859546,,
3.90762,0.859449,,
3.9105700000000003,0.859348,,
3.91352,0.859248,,
3.91648,0.859219,,
3.9194400000000003,0.859125,,
3.9224,0.859002,,
3.92537,0.858921,,
3.92835,0.858837,,
3.9313200000000004,0.858763,,
3.93431,0.858658,,
3.93729,0.858491,,
3.94029,0.858377,,
3.94328,0.858269,,
3.9462800000000002,0.858134,,
3.94929,0.857986,,
3.9523,0.857811,,
3.95531,0.857664,,
3.95833,0.857517,,
3.96136,0.857322,,
3.96439,0.85717,,
3.96742,0.857015,,
3.97046,0.856824,,
3.9735,0.856633,,
3.97655,0.856451,,
3.9796,0.85624,,
3.98265,0.856048,,
3.98571,0.855817,,
3.98878,0.855593,,
3.99185,0.855385,,
3.9949299999999996,0.855139,,
3.9980100000000003,0.854894,,
