Wavelength (µm),BKR1KW003E anorthite Kierra <45µm heated 650 °C under vacuum,Wavelength (µm) target,BKR1KW003E anorthite Kierra <45µm heated 650 °C under vacuum target
3.26949,0.843679,,
3.2715500000000004,0.844066,,
3.2736199999999998,0.844467,,
3.27568,0.844874,,
3.2777600000000002,0.845157,,
3.27983,0.845422,,
3.2819000000000003,0.845776,,
3.28398,0.846216,,
3.28606,0.846507,,
3.28815,0.846681,,
3.29023,0.846983,,
3.29232,0.847333,,
3.29441,0.847644,,
3.29651,0.847954,,
3.2986,0.848265,,
3.3007,0.848517,,
3.30281,0.848881,,
3.30491,0.849242,,
3.30702,0.849459,,
3.30913,0.849636,,
3.3112399999999997,0.849839,,
3.3133600000000003,0.850115,,
3.31548,0.850536,,
3.3176,0.850855,,
3.31972,0.851038,,
3.32185,0.851293,,
3.32398,0.851612,,
3.3261100000000003,0.85184,,
3.32825,0.852036,,
3.33038,0.852218,,
3.33252,0.852349,,
3.33467,0.852578,,
3.33681,0.852824,,
3.33896,0.852964,,
3.34111,0.853082,,
3.34327,0.853214,,
3.3454200000000003,0.853221,,
3.34758,0.853234,,
3.34975,0.853175,,
3.3519099999999997,0.853009,,
3.3540799999999997,0.852942,,
3.35625,0.852811,,
3.35842,0.852729,,
3.3606,0.852854,,
3.3627800000000003,0.852733,,
3.36496,0.852388,,
3.36715,0.852162,,
3.3693299999999997,0.852086,,
3.3715300000000004,0.852103,,
3.3737199999999996,0.85206,,
3.3759200000000003,0.852078,,
3.37811,0.852399,,
3.38032,0.852763,,
3.38252,0.853208,,
3.3847300000000002,0.853712,,
3.38694,0.854085,,
3.38915,0.854361,,
3.3913699999999998,0.854454,,
3.39359,0.854303,,
3.39581,0.854018,,
3.39804,0.853656,,
3.40027,0.853238,,
3.4025,0.852774,,
3.40473,0.852403,,
3.40697,0.852101,,
3.40921,0.851747,,
3.41145,0.851476,,
3.4137,0.851351,,
3.4159499999999996,0.851452,,
3.4181999999999997,0.851898,,
3.4204499999999998,0.852733,,
3.42271,0.853842,,
3.4249699999999996,0.854996,,
3.42723,0.856013,,
3.4295,0.856958,,
3.4317699999999998,0.857709,,
3.43404,0.85839,,
3.4363200000000003,0.859112,,
3.4386,0.859801,,
3.44088,0.860296,,
3.4431599999999998,0.860806,,
3.4454499999999997,0.861286,,
3.4477399999999996,0.861696,,
3.45004,0.862259,,
3.45233,0.862871,,
3.4546300000000003,0.863284,,
3.45694,0.863698,,
3.45924,0.864114,,
3.4615500000000003,0.864381,,
3.46386,0.86467,,
3.46618,0.864802,,
3.4685,0.864866,,
3.4708200000000002,0.864922,,
3.47315,0.865026,,
3.4754699999999996,0.865216,,
3.4778000000000002,0.865498,,
3.48014,0.865708,,
3.4824699999999997,0.865826,,
3.48481,0.865848,,
3.48716,0.865792,,
3.4895,0.865611,,
3.49185,0.865408,,
3.49421,0.865102,,
3.49656,0.864821,,
3.49892,0.864875,,
3.50129,0.865181,,
3.50365,0.865803,,
3.50602,0.86676,,
3.50839,0.867767,,
3.51077,0.868643,,
3.51315,0.869447,,
3.51553,0.870178,,
3.5179099999999996,0.87083,,
3.5203,0.871421,,
3.52269,0.871996,,
3.52509,0.87252,,
3.52749,0.872891,,
3.52989,0.873249,,
3.53229,0.873666,,
3.5347,0.874045,,
3.53711,0.874177,,
3.53953,0.874289,,
3.54194,0.874638,,
3.54436,0.875011,,
3.54679,0.8753,,
3.5492199999999996,0.875529,,
3.55165,0.875695,,
3.55408,0.875943,,
3.55652,0.87617,,
3.55896,0.876342,,
3.5614,0.876607,,
3.56385,0.876776,,
3.5663,0.877021,,
3.56876,0.877241,,
3.57121,0.877377,,
3.57367,0.877543,,
3.5761399999999997,0.877802,,
3.5786100000000003,0.877973,,
3.58108,0.878009,,
3.5835500000000002,0.878124,,
3.58603,0.878257,,
3.5885100000000003,0.878443,,
3.591,0.878792,,
3.5934899999999996,0.878993,,
3.59598,0.878967,,
3.59848,0.879105,,
3.60099,0.879275,,
3.60349,0.879424,,
3.60599,0.879588,,
3.6085,0.879737,,
3.61102,0.879875,,
3.6135300000000004,0.880026,,
3.61605,0.880205,,
3.61858,0.880368,,
3.6210999999999998,0.880496,,
3.62363,0.880673,,
3.62617,0.880854,,
3.62871,0.880992,,
3.63125,0.881126,,
3.63379,0.881298,,
3.63634,0.881481,,
3.63889,0.88166,,
3.64145,0.881814,,
3.64401,0.881943,,
3.64657,0.88212,,
3.64913,0.882241,,
3.6517,0.882379,,
3.6542800000000004,0.882555,,
3.65685,0.882717,,
3.65944,0.882842,,
3.66202,0.882997,,
3.66461,0.883118,,
3.6672,0.883218,,
3.6698000000000004,0.88333,,
3.67239,0.883509,,
3.675,0.883651,,
3.6776,0.883774,,
3.68021,0.883974,,
3.68283,0.884153,,
3.6854400000000003,0.884287,,
3.68806,0.884445,,
3.69069,0.884604,,
3.6933200000000004,0.884781,,
3.69595,0.884915,,
3.6985900000000003,0.885046,,
3.70123,0.885279,,
3.7038699999999998,0.885471,,
3.70652,0.88562,,
3.70917,0.885803,,
3.7118200000000003,0.885978,,
3.71448,0.886166,,
3.71715,0.886379,,
3.71981,0.886608,,
3.72248,0.886757,,
3.72516,0.88688,,
3.72784,0.88705,,
3.73052,0.88722,,
3.7331999999999996,0.887367,,
3.73589,0.887514,,
3.7385900000000003,0.887729,,
3.74128,0.887852,,
3.74398,0.887956,,
3.74669,0.888133,,
3.7494,0.888344,,
3.75211,0.888519,,
3.75483,0.888624,,
3.75755,0.888738,,
3.7602800000000003,0.888853,,
3.763,0.888904,,
3.7657399999999996,0.889004,,
3.7684699999999998,0.889163,,
3.77121,0.889234,,
3.77396,0.889297,,
3.77671,0.889375,,
3.77946,0.889431,,
3.7822199999999997,0.889435,,
3.78498,0.889448,,
3.78774,0.889536,,
3.7905100000000003,0.889578,,
3.79328,0.889543,,
3.7960599999999998,0.889502,,
3.79884,0.889482,,
3.8016300000000003,0.889517,,
3.80442,0.889476,,
3.80721,0.889439,,
3.81001,0.889426,,
3.81281,0.889379,,
3.81561,0.889325,,
3.81842,0.889325,,
3.82124,0.889312,,
3.82405,0.889232,,
3.82688,0.88909,,
3.8297,0.888993,,
3.83253,0.888933,,
3.8353699999999997,0.888859,,
3.83821,0.888756,,
3.84105,0.888642,,
3.8439,0.88857,,
3.84675,0.888534,,
3.8495999999999997,0.888402,,
3.85246,0.88827,,
3.85533,0.888182,,
3.8581999999999996,0.888042,,
3.8610700000000002,0.887854,,
3.86395,0.887738,,
3.8668299999999998,0.887621,,
3.86971,0.887499,,
3.8726,0.887399,,
3.8755,0.887309,,
3.8784,0.887201,,
3.8813,0.887046,,
3.88421,0.886907,,
3.88712,0.8868,,
3.89004,0.886591,,
3.89296,0.886431,,
3.89588,0.886323,,
3.89881,0.886142,,
3.9017399999999998,0.885989,,
3.90468,0.885823,,
3.90762,0.885646,,
3.9105700000000003,0.885549,,
3.91352,0.885419,,
3.91648,0.885284,,
3.9194400000000003,0.885159,,
3.9224,0.88496,,
3.92537,0.884805,,
3.92835,0.884701,,
3.9313200000000004,0.884595,,
3.93431,0.884464,,
3.93729,0.884257,,
3.94029,0.884085,,
3.94328,0.883948,,
3.9462800000000002,0.883759,,
3.94929,0.88358,,
3.9523,0.883412,,
3.95531,0.883261,,
3.95833,0.883103,,
3.96136,0.882924,,
3.9643800000000002,0.882782,,
3.96742,0.88259,,
3.97046,0.882394,,
3.9735,0.882206,,
3.97655,0.882001,,
3.9796,0.88177,,
3.98265,0.881589,,
3.9857199999999997,0.881356,,
3.98878,0.881108,,
3.99185,0.880934,,
3.9949299999999996,0.880755,,
3.9980100000000003,0.880504,,
