Wavelength raw,SynOl_Fo40 raw,Wavelength bin avg,SynOl_Fo40 bin avg,Wavelength cubic spline of bin avg,SynOl_Fo40 cubic spline of bin avg
0.3,0.04682,0.47000000000000003,0.363036,0.47000000000000003,0.363036
0.305,0.0468,0.5025000000000001,0.41716,0.49961429718875505,0.41216196244651593
0.31,0.04579,0.5425000000000001,0.47887875,0.5292285943775101,0.46092970191171945
0.315,0.04689,0.5824999999999999,0.5085725,0.5588428915662651,0.4954670575671033
0.32,0.04864,0.6224999999999999,0.515455,0.5884571887550202,0.5099508777079065
0.325,0.05157,0.6625,0.536365,0.6180714859437751,0.5140310103078896
0.33,0.05585,0.7024999999999999,0.5281975,0.6476857831325302,0.5294684175893069
0.335,0.05985,0.7374999999999999,0.5002716666666666,0.6773000803212852,0.5375810805066951
0.34,0.06534,0.7625000000000001,0.4726675,0.7069143775100403,0.5254722280107775
0.345,0.0734,0.7825000000000001,0.4462025,0.7365286746987953,0.5012199385969875
0.35,0.08343,0.8025000000000001,0.41864,0.7661429718875503,0.46807461650481
0.355,0.09598,0.8225,0.3919275,0.7957572690763053,0.4279581042775626
0.36,0.11253,0.8424999999999999,0.36913999999999997,0.8253715662650604,0.3884246273429316
0.365,0.13142,0.8625,0.34875999999999996,0.8549858634538154,0.35596066400622856
0.37,0.15317,0.8825,0.3332275,0.8846001606425704,0.3317742657529859
0.375,0.1753,0.9025000000000001,0.3198925,0.9142144578313254,0.3124183675842167
0.38,0.19749,0.9225,0.307215,0.9438287550200805,0.2935075565881081
0.385,0.21817,0.9424999999999999,0.29441249999999997,0.9734430522088355,0.27199910669040395
0.39,0.23815,0.9624999999999999,0.28007499999999996,1.0030573493975905,0.2504883458973679
0.395,0.25561,0.9824999999999999,0.2653,1.0326716465863455,0.2335982156814487
0.4,0.26471,1.0,0.25259,1.0622859437751007,0.22626025996088975
0.405,0.27486,1.02,0.239928,1.0919002409638556,0.2276371879261301
0.41,0.29805,1.04,0.23083333333333333,1.1215145381526106,0.23922743561519827
0.415,0.30999,1.0575,0.2269525,1.1511288353413656,0.2544192027390252
0.42,0.31709,1.0775000000000001,0.22541499999999998,1.1807431325301208,0.2676780926611874
0.425,0.32253,1.0975000000000001,0.22924,1.2103574297188757,0.2759543294628424
0.43,0.32756,1.1175000000000002,0.2373125,1.2399717269076307,0.2822007310013232
0.435,0.33341,1.1374999999999997,0.2473275,1.2695860240963857,0.28865011080900327
0.44,0.33929,1.1575,0.257645,1.2992003212851408,0.29753326234349453
0.445,0.33919,1.1774999999999998,0.26653,1.3288146184738958,0.310123001215056
0.45,0.33331,1.1975,0.2725925,1.3584289156626508,0.32714852516802323
0.455,0.33435,1.2174999999999998,0.27765000000000006,1.3880432128514057,0.3488204364038824
0.46,0.34322,1.2375,0.2817,1.417657510040161,0.37525702509756115
0.465,0.35331,1.2574999999999998,0.2859425,1.447271807228916,0.4049947380040693
0.47,0.35899,1.2775,0.29064999999999996,1.4768861044176709,0.43778173146311433
0.475,0.37246,1.2974999999999999,0.29694,1.5065004016064258,0.47262197785024374
0.48,0.3872,1.3175000000000001,0.3046675,1.536114698795181,0.5086231900185981
0.485,0.39313,1.3375,0.31479749999999995,1.565728995983936,0.5438069476572269
0.49,0.39556,1.3575000000000002,0.32657749999999997,1.595343293172691,0.5778179654801604
0.495,0.39557,1.3775,0.3400375,1.624957590361446,0.6095153956999179
0.5,0.40536,1.3975000000000002,0.35724749999999994,1.6545718875502011,0.6376299670273587
0.505,0.42156,1.4175,0.37511249999999996,1.684186184738956,0.6614526689067612
0.51,0.43427,1.4375,0.3945725,1.713800481927711,0.6819123917942708
0.515,0.44309,1.4575,0.41624,1.743414779116466,0.7001370164340325
0.52,0.44874,1.4775000000000003,0.43848,1.7730290763052212,0.7159700084806414
0.525,0.45342,1.4975,0.461885,1.8026433734939762,0.7275306198650155
0.53,0.45916,1.5175,0.48588749999999997,1.8322576706827312,0.7356747542192845
0.535,0.46819,1.5375,0.5103025,1.8618719678714861,0.7416281461874948
0.54,0.47723,1.5575,0.5341324999999999,1.8914862650602413,0.745883550895721
0.545,0.48506,1.5824999999999998,0.5632699999999999,1.9211005622489963,0.7492694869159331
0.55,0.49195,1.6175,0.6018275,1.9507148594377512,0.7522030357314038
0.555,0.49599,1.6575,0.64017625,1.9803291566265064,0.7548305306517945
0.56,0.50003,1.6974999999999998,0.67098375,2.0099434538152616,0.7572354378129057
0.565,0.5031,1.7374999999999998,0.69663875,2.0395577510040166,0.759387771194319
0.57,0.50508,1.7775,0.7180125,2.0691720481927716,0.761464957548337
0.575,0.50664,1.8175,0.73192625,2.0987863453815265,0.763632428758032
0.58,0.50821,1.8632454545454544,0.7418579545454546,2.1284006425702815,0.7657807617631515
0.585,0.50988,1.8980649122807016,0.7466840350877195,2.1580149397590365,0.7675260112812944
0.59,0.51109,1.9381464285714283,0.7510030357142857,2.1876292369477914,0.7690073651429353
0.595,0.51201,1.9780596153846153,0.7546371153846156,2.217243534136547,0.7704193263577287
0.6,0.51257,2.0177117647058824,0.7578235294117649,2.246857831325302,0.7715514494057084
0.605,0.51282,2.057742857142857,0.760654285714286,2.276472128514057,0.7723713180531553
0.61,0.51289,2.097691489361702,0.7635508510638298,2.3060864257028117,0.77313371632032
0.615,0.5121,2.1374711111111107,0.7663704444444444,2.3357007228915667,0.7739881524723657
0.62,0.51251,2.1774227272727273,0.768498409090909,2.3653150200803217,0.7746787478038386
0.625,0.51373,2.2174547619047615,0.7704285714285714,2.3949293172690767,0.7752066165978376
0.63,0.51599,2.257519512195122,0.7718780487804878,2.424543614457832,0.7755432973179607
0.635,0.51975,2.2975333333333334,0.7728966666666667,2.454157911646587,0.7756494047088935
0.64,0.52385,2.337407894736843,0.7740339473684212,2.483772208835342,0.7756293123188556
0.645,0.52792,2.3775918918918917,0.774913783783784,2.513386506024097,0.7754550188717176
0.65,0.5325,2.4175057142857135,0.775486857142857,2.543000803212852,0.7751024549266398
0.655,0.53536,2.4570264705882354,0.7756520588235294,2.572615100401607,0.7745680366115549
0.66,0.53784,2.496648484848485,0.7755763636363636,2.6022293975903623,0.7738044237527164
0.665,0.53918,2.536957575757576,0.7751878787878788,2.6318436947791173,0.772825723567829
