Wavelength (µm) raw,SynOl_Fo30 raw,Wavelength (µm) bin avg,SynOl_Fo30 bin avg,Wavelength (µm) cubic spline of bin avg,SynOl_Fo30 cubic spline of bin avg
0.3,0.03837,0.44602,0.090545,0.44602,0.090545
0.305,0.04021,0.456,0.09579,0.45600098039215686,0.09579063176268315
0.31,0.03797,0.46598,0.10301,0.46598196078431375,0.10301153455699835
0.315,0.03924,0.47596,0.11115,0.47596294117647064,0.1111524776084583
0.32,0.03971,0.48595,0.11915,0.4859439215686275,0.1191457618941853
0.325,0.04058,0.49593,0.125625,0.4959249019607843,0.12562134159798716
0.33,0.04219,0.50591,0.13356,0.5059058823529412,0.13355685507932055
0.335,0.04226,0.51589,0.140175,0.5158868627450981,0.14017311383448694
0.34,0.04339,0.52587,0.14628,0.525867843137255,0.1462785870623724
0.345,0.04473,0.53585,0.153585,0.5358488235294118,0.1535840477391424
0.35,0.0463,0.54583,0.16194999999999998,0.5458298039215687,0.16194983968769738
0.355,0.04805,0.55581,0.16977,0.5558107843137255,0.169770616029033
0.36,0.0501,0.56579,0.17763,0.5657917647058823,0.1776313307418836
0.365,0.05187,0.57577,0.18451,0.5757727450980392,0.18451172670822513
0.37,0.05408,0.58576,0.19029000000000001,0.5857537254901961,0.190286651097408
0.375,0.05616,0.59574,0.19515500000000002,0.595734705882353,0.1951527007860626
0.38,0.05846,0.60572,0.19918000000000002,0.6057156862745099,0.19917826773734124
0.385,0.06044,0.6157,0.20335,0.6156966666666667,0.2033485905418507
0.39,0.06256,0.62568,0.20754,0.6256776470588236,0.2075390115248723
0.395,0.06504,0.63566,0.21184999999999998,0.6356586274509805,0.21184937980007942
0.4,0.06674,0.64564,0.21650000000000003,0.6456396078431372,0.21649981732185408
0.405,0.06811,0.65562,0.22103499999999998,0.6556205882352941,0.22103526226060988
0.41,0.07035,0.6656,0.22543000000000002,0.665601568627451,0.22543068261294422
0.415,0.073,0.67558,0.22971,0.6755825490196079,0.2297110736563136
0.42,0.07596,0.68556,0.23391,0.6855635294117648,0.23391151451974368
0.425,0.07916,0.69555,0.238205,0.6955445098039216,0.23820272333978224
0.43,0.08238,0.70553,0.24206,0.7055254901960785,0.24205837269325725
0.435,0.08521,0.71551,0.24603,0.7155064705882352,0.24602825583719634
0.44,0.08778,0.72549,0.251415,0.7254874509803921,0.25141379073652587
0.445,0.08971,0.73547,0.25506,0.735468431372549,0.2550594937151716
0.45,0.09138,0.74545,0.2584,0.7454494117647059,0.2583998033528475
0.455,0.09423,0.75543,0.26155,0.7554303921568628,0.2615501140951229
0.46,0.09735,0.76541,0.2641,0.7654113725490197,0.26410029557319803
0.465,0.10126,0.77539,0.26587,0.7753923529411766,0.2658703440900568
0.47,0.10476,0.78537,0.26724000000000003,0.7853733333333334,0.2672404785555593
0.475,0.10891,0.79536,0.268505,0.7953543137254901,0.26850459483306616
0.48,0.11339,0.80534,0.2683,0.805335294117647,0.2683005183800491
