Wavelength raw,SynOl_Fo50 raw,Wavelength bin avg,SynOl_Fo50 bin avg,Wavelength cubic spline of bin avg,SynOl_Fo50 cubic spline of bin avg
0.3,0.06,0.47000000000000003,0.448794,0.47000000000000003,0.448794
0.305,0.06064,0.5025000000000001,0.49977249999999995,0.49961429718875505,0.4950479259015141
0.31,0.05967,0.5425000000000001,0.556635,0.5292285943775101,0.5406174388060757
0.315,0.06236,0.5824999999999999,0.57875625,0.5588428915662651,0.5702708901258338
0.32,0.06763,0.6224999999999999,0.57909875,0.5884571887550202,0.5790516258139741
0.325,0.07154,0.6625,0.5940912500000001,0.6180714859437751,0.5783421093807313
0.33,0.07781,0.7024999999999999,0.5794087499999999,0.6476857831325302,0.5893744780807465
0.335,0.0854,0.7374999999999999,0.54442,0.6773000803212852,0.5930935978053335
0.34,0.09618,0.7625000000000001,0.51318,0.7069143775100403,0.5758102799089126
0.345,0.10901,0.7825000000000001,0.484995,0.7365286746987953,0.5455437485231515
0.35,0.12656,0.8025000000000001,0.45717250000000004,0.7661429718875503,0.5081778410200553
0.355,0.14759,0.8225,0.4303875,0.7957572690763053,0.4664924817725823
0.36,0.17141,0.8424999999999999,0.4078275,0.8253715662650604,0.42687734419316736
0.365,0.199,0.8625,0.3883825,0.8549858634538154,0.39526304423173875
0.37,0.22733,0.8825,0.373395,0.8846001606425704,0.37209344089354274
0.375,0.25567,0.9025000000000001,0.3622725,0.9142144578313254,0.35609353632991775
0.38,0.28224,0.9225,0.351455,0.9438287550200805,0.3372492513623834
0.385,0.30699,0.9424999999999999,0.338265,0.9734430522088355,0.3134141659802346
0.39,0.3306,0.9624999999999999,0.32199749999999994,1.0030573493975905,0.29064850123182373
0.395,0.34941,0.9824999999999999,0.30643750000000003,1.0326716465863455,0.27335399345148975
0.4,0.35307,1.0,0.2928733333333333,1.0622859437751007,0.26577291891170535
0.405,0.36675,1.02,0.27974,1.0919002409638556,0.2698082673500086
0.41,0.39155,1.04,0.27047333333333334,1.1215145381526106,0.28317737249585634
0.415,0.40388,1.0575,0.266265,1.1511288353413656,0.29976381044570355
0.42,0.41123,1.0775000000000001,0.266285,1.1807431325301208,0.31373289471757215
0.425,0.41622,1.0975000000000001,0.2717925,1.2103574297188757,0.324033356808277
0.43,0.42026,1.1175000000000002,0.2809375,1.2399717269076307,0.33222176982217827
0.435,0.42529,1.1374999999999997,0.29252999999999996,1.2695860240963857,0.34000065023952736
0.44,0.43012,1.1575,0.30297749999999996,1.2992003212851408,0.3503255521766361
0.445,0.42862,1.1774999999999998,0.312455,1.3288146184738958,0.3647500687817143
0.45,0.42122,1.1975,0.31953,1.3584289156626508,0.38368678026185443
0.455,0.42134,1.2174999999999998,0.326365,1.3880432128514057,0.4064882809911577
0.46,0.42957,1.2375,0.3316075,1.417657510040161,0.43471717513908037
0.465,0.43931,1.2574999999999998,0.3367375,1.447271807228916,0.4633574653314562
0.47,0.44471,1.2775,0.34236,1.4768861044176709,0.49560002668405145
0.475,0.45806,1.2974999999999999,0.349625,1.5065004016064258,0.528979068422508
0.48,0.47232,1.3175000000000001,0.3587075,1.536114698795181,0.5624220579164504
0.485,0.47687,1.3375,0.36990249999999997,1.565728995983936,0.5941596550357536
0.49,0.47872,1.3575000000000002,0.3830675,1.595343293172691,0.6241053225387336
0.495,0.47796,1.3775,0.39722999999999997,1.624957590361446,0.6512428315600147
0.5,0.48854,1.3975000000000002,0.415535,1.6545718875502011,0.6749561530198018
0.505,0.50448,1.4175,0.43457250000000003,1.684186184738956,0.6943587996860443
0.51,0.51664,1.4375,0.4531375,1.713800481927711,0.7112220167020005
0.515,0.52515,1.4575,0.4745625,1.743414779116466,0.7262748901668843
0.52,0.52982,1.4775000000000003,0.4962725,1.7730290763052212,0.738636772599919
0.525,0.53368,1.4975,0.51869,1.8026433734939762,0.7477383385038513
0.53,0.53846,1.5175,0.54155,1.8322576706827312,0.7533741939855558
0.535,0.54706,1.5375,0.563945,1.8618719678714861,0.7564633408762441
0.54,0.55555,1.5575,0.585475,1.8914862650602413,0.7587241174649586
0.545,0.56321,1.5824999999999998,0.6114366666666667,1.9211005622489963,0.7608652306905745
0.55,0.56923,1.6175,0.6446875,1.9507148594377512,0.7630417023504821
0.555,0.57107,1.6575,0.6770625000000001,1.9803291566265064,0.7652886479492068
0.56,0.57482,1.6974999999999998,0.70212,2.0099434538152616,0.7675996547166323
0.565,0.57653,1.7374999999999998,0.72346,2.0395577510040166,0.7698538922820714
0.57,0.57829,1.7775,0.74023,2.0691720481927716,0.7721838596236612
0.575,0.57795,1.8175,0.75099125,2.0987863453815265,0.7746966370056374
0.58,0.57856,1.8632454545454544,0.7565765909090907,2.1284006425702815,0.7771817213869602
0.585,0.57931,1.8980649122807016,0.7591987719298245,2.1580149397590365,0.779198537264631
0.59,0.57937,1.9381464285714283,0.7621116071428572,2.1876292369477914,0.7809708810917964
0.595,0.58013,1.9780596153846153,0.7651130769230767,2.217243534136547,0.7827076160127336
0.6,0.57991,2.0177117647058824,0.7681986274509803,2.246857831325302,0.7840511797117514
0.605,0.5778,2.057742857142857,0.771259387755102,2.276472128514057,0.7850611482732274
0.61,0.57799,2.097691489361702,0.7746019148936172,2.3060864257028117,0.7860098209565016
0.615,0.57765,2.1374711111111107,0.7778617777777781,2.3357007228915667,0.7870007582451073
0.62,0.57688,2.1774227272727273,0.7803504545454544,2.3653150200803217,0.7877928166924185
0.625,0.57691,2.2174547619047615,0.7827188095238095,2.3949293172690767,0.7884027196317916
0.63,0.57924,2.257519512195122,0.78444243902439,2.424543614457832,0.7887521824380087
