Wavelength (µm),Orthoclase nmn h142137.17349 spliced,Wavelength (µm) target,Orthoclase nmn h142137.17349 spliced target
2.4686,0.80641,,
2.4698,0.80617,,
2.471,0.80617,,
2.4722,0.80611,,
2.4734000000000003,0.80598,,
2.4745,0.80598,,
2.4757,0.80586,,
2.4769,0.80586,,
2.4781,0.80574,,
2.4793000000000003,0.80562,,
2.4805,0.80562,,
2.4816,0.80543,,
2.4828,0.80525,,
2.484,0.80506,,
2.4852,0.80494,,
2.4864,0.80469,,
2.4876,0.80463,,
2.4888000000000003,0.80463,,
2.49,0.80457,,
2.4911999999999996,0.80445,,
2.4924,0.80451,,
2.4936,0.80439,,
2.4948,0.8042,,
2.496,0.80402,,
2.4972,0.80408,,
2.4984,0.80408,,
2.4996,0.80408,,
2.5008000000000004,0.80402,,
2.502,0.80384,,
2.5031999999999996,0.80377,,
2.5044,0.80384,,
2.5056,0.80371,,
2.5068,0.80371,,
2.5080999999999998,0.80396,,
2.5093,0.80377,,
2.5105,0.80377,,
2.5117,0.80371,,
2.5129,0.80353,,
2.5141,0.80347,,
2.5154,0.80347,,
2.5166,0.80359,,
2.5178000000000003,0.80359,,
2.519,0.80365,,
2.5202,0.80377,,
2.5215,0.80402,,
2.5227,0.80402,,
2.5239000000000003,0.80396,,
2.5252,0.80396,,
2.5264,0.80402,,
2.5276,0.80402,,
2.5289,0.80408,,
2.5301,0.80402,,
2.5313000000000003,0.8039,,
2.5326,0.80408,,
2.5338000000000003,0.80445,,
2.535,0.80426,,
2.5363,0.8042,,
2.5375,0.80488,,
2.5388,0.80512,,
2.54,0.80525,,
2.5413,0.80488,,
2.5425,0.80426,,
2.5437,0.80463,,
2.545,0.80531,,
2.5462,0.80531,,
2.5475,0.80506,,
2.5486999999999997,0.80549,,
2.55,0.80525,,
2.5513000000000003,0.80457,,
2.5525,0.80433,,
2.5538000000000003,0.80562,,
2.555,0.80654,,
2.5563000000000002,0.80666,,
2.5576,0.80666,,
2.5588,0.80592,,
2.5601,0.80353,,
2.5613,0.80187,,
2.5625999999999998,0.80205,,
2.5639000000000003,0.80279,,
2.5650999999999997,0.80506,,
2.5664000000000002,0.8069,,
2.5677,0.80604,,
2.569,0.80396,,
2.5702,0.80469,,
2.5715,0.80549,,
2.5728,0.80267,,
2.5741,0.80402,,
2.5753000000000004,0.80525,,
2.5766,0.80433,,
2.5779,0.80574,,
2.5791999999999997,0.8066,,
2.5805,0.80494,,
2.5818000000000003,0.80426,,
2.583,0.80162,,
2.5843000000000003,0.80236,,
2.5856,0.80463,,
2.5869,0.80328,,
2.5881999999999996,0.80408,,
2.5895,0.80531,,
2.5908,0.80623,,
2.5921,0.80414,,
2.5934,0.79635,,
2.5947,0.79125,,
2.596,0.7988,,
2.5973,0.80506,,
2.5986,0.8066,,
2.5999,0.80555,,
2.6012,0.80433,,
2.6025,0.80334,,
2.6038,0.80113,,
2.6050999999999997,0.79843,,
2.6064000000000003,0.80052,,
2.6077,0.80285,,
2.609,0.80328,,
2.6103,0.80402,,
2.6117,0.80457,,
2.613,0.80402,,
2.6143,0.80396,,
2.6155999999999997,0.80052,,
2.6169000000000002,0.79917,,
2.6183,0.80144,,
2.6195999999999997,0.79886,,
2.6209000000000002,0.80027,,
2.6222,0.80451,,
2.6235999999999997,0.80463,,
2.6249000000000002,0.80248,,
2.6262,0.79929,,
2.6275,0.80138,,
2.6289000000000002,0.79978,,
2.6302,0.79659,,
2.6315999999999997,0.80027,,
2.6329000000000002,0.80162,,
2.6342,0.80156,,
2.6355999999999997,0.80304,,
2.6369000000000002,0.80328,,
2.6382,0.80322,,
2.6395999999999997,0.80273,,
2.6409000000000002,0.80218,,
2.6423,0.80162,,
2.6435999999999997,0.80162,,
2.645,0.80021,,
2.6463,0.80064,,
2.6477,0.80162,,
2.649,0.80162,,
2.6504000000000003,0.80027,,
2.6517,0.79819,,
2.6531,0.79837,,
2.6545,0.79892,,
2.6558,0.79892,,
2.6572,0.79991,,
2.6585,0.798,,
2.6599,0.79727,,
2.6613,0.79757,,
2.6626,0.79702,,
2.664,0.79168,,
2.6654,0.78806,,
2.6666999999999996,0.78898,,
2.6681,0.79192,,
2.6695,0.78683,,
2.6709,0.78775,,
2.6721999999999997,0.79475,,
2.6736,0.79524,,
2.675,0.79205,,
2.6764,0.78935,,
2.6778000000000004,0.79002,,
2.6791,0.7907,,
2.6805,0.79327,,
2.6819,0.79303,,
2.6833,0.79162,,
2.6847,0.79113,,
2.6860999999999997,0.79027,,
2.6875,0.7899,,
2.6889000000000003,0.78922,,
2.6903,0.788,,
2.6917,0.78486,,
2.6931,0.77958,,
2.6945,0.7778,,
2.6959,0.77836,,
2.6973000000000003,0.77805,,
2.6986999999999997,0.77559,,
2.7001,0.77148,,
2.7015,0.76841,,
2.7029,0.76761,,
2.7043000000000004,0.76589,,
2.7056999999999998,0.76491,,
2.7071,0.7635,,
2.7085,0.76104,,
2.71,0.75834,,
2.7114000000000003,0.75988,,
2.7128,0.76405,,
2.7142,0.76442,,
2.7156,0.76313,,
2.7171,0.76031,,
2.7185,0.75576,,
2.7199,0.74938,,
2.7213000000000003,0.75061,,
2.7228000000000003,0.75079,,
2.7241999999999997,0.7476,,
2.7256,0.74944,,
2.7271,0.75104,,
2.7285,0.75005,,
2.7299,0.74784,,
2.7314000000000003,0.74576,,
2.7328,0.74275,,
2.7343,0.73851,,
2.7357,0.73722,,
2.7371,0.73507,,
2.7386,0.72906,,
2.74,0.72556,,
2.7415,0.72666,,
2.7429,0.7282,,
2.7444,0.72746,,
2.7458,0.72568,,
2.7473,0.72372,,
2.7488,0.72169,,
2.7502,0.71942,,
2.7517,0.71666,,
2.7531,0.71279,,
2.7546,0.70616,,
2.7561,0.70499,,
2.7575,0.70677,,
2.759,0.70524,,
2.7605,0.70204,,
2.7619000000000002,0.69854,,
2.7634000000000003,0.69836,,
2.7649,0.69959,,
2.7664,0.69897,,
2.7678000000000003,0.69781,,
2.7693000000000003,0.69652,,
2.7708000000000004,0.69523,,
2.7723,0.69584,,
2.7738,0.69597,,
2.7752,0.69474,,
2.7767,0.69326,,
2.7782,0.6924,,
2.7796999999999996,0.69136,,
2.7811999999999997,0.69001,,
2.7826999999999997,0.6894,,
2.7842,0.68847,,
2.7857,0.68602,,
2.7872,0.68461,,
2.7887,0.68528,,
2.7902,0.68565,,
2.7916999999999996,0.68491,,
2.7931999999999997,0.68405,,
2.7946999999999997,0.68326,,
2.7962,0.6824,,
2.7977,0.68154,,
2.7992,0.68074,,
2.8007,0.67902,,
2.8022,0.67675,,
2.8038000000000003,0.67626,,
2.8053000000000003,0.67681,,
2.8068,0.67644,,
2.8083,0.67577,,
2.8098,0.67528,,
2.8114,0.67472,,
2.8129,0.6738,,
2.8144,0.67288,,
2.8159,0.67233,,
2.8175,0.67147,,
2.819,0.67036,,
2.8205,0.66963,,
2.8221,0.66932,,
2.8236,0.66914,,
2.8251999999999997,0.66852,,
2.8266999999999998,0.6676,,
2.8282,0.66699,,
2.8298,0.6665,,
2.8313,0.66557,,
2.8329,0.66472,,
2.8344,0.66404,,
2.836,0.66355,,
2.8375,0.663,,
2.8390999999999997,0.66269,,
2.8406,0.66232,,
2.8421999999999996,0.66183,,
2.8436999999999997,0.66128,,
2.8453000000000004,0.6606,,
2.8469,0.66005,,
2.8484000000000003,0.65931,,
2.85,0.65901,,
2.8516,0.6587,,
2.8531,0.65808,,
2.8547,0.65747,,
2.8563,0.65741,,
2.8579,0.65692,,
2.8594,0.65643,,
2.861,0.65624,,
2.8626,0.65587,,
2.8642,0.65544,,
2.8658,0.65502,,
2.8673,0.65477,,
2.8689,0.65452,,
2.8705,0.65397,,
2.8721,0.65366,,
2.8737,0.65348,,
2.8753,0.6533,,
2.8769,0.65305,,
2.8785,0.65305,,
2.8801,0.6528,,
2.8817,0.65256,,
2.8833,0.65225,,
2.8849,0.65195,,
2.8865,0.65176,,
2.8881,0.65145,,
2.8897,0.65145,,
2.8913,0.65139,,
2.8929,0.65127,,
2.8946,0.65115,,
2.8962,0.65096,,
2.8978,0.6509,,
2.8994,0.65072,,
2.901,0.6506,,
2.9027,0.6506,,
2.9043,0.65053,,
2.9059,0.65053,,
2.9075,0.65053,,
2.9092,0.65047,,
2.9108,0.65035,,
2.9124,0.65029,,
2.9141,0.65017,,
2.9156999999999997,0.65023,,
2.9174,0.65017,,
2.919,0.65004,,
2.9206,0.6501,,
2.9223000000000003,0.65004,,
2.9239,0.64992,,
2.9255999999999998,0.64998,,
2.9272,0.6501,,
2.9289,0.65004,,
2.9306,0.65023,,
2.9322,0.65017,,
2.9339,0.6501,,
2.9355,0.65017,,
2.9372,0.65029,,
2.9389000000000003,0.65035,,
2.9405,0.65029,,
2.9421999999999997,0.65017,,
2.9439,0.65023,,
2.9455,0.65035,,
2.9471999999999996,0.65041,,
2.9489,0.6506,,
2.9506,0.6506,,
2.9523,0.65066,,
2.9539,0.65078,,
2.9556,0.65078,,
2.9573,0.65084,,
2.959,0.65078,,
2.9606999999999997,0.65084,,
2.9624,0.65115,,
2.9640999999999997,0.65133,,
2.9658,0.65145,,
2.9675,0.65158,,
2.9692,0.65158,,
2.9709,0.65176,,
2.9726,0.65188,,
2.9743000000000004,0.65188,,
2.976,0.65201,,
2.9777,0.65213,,
2.9794,0.65231,,
2.9811,0.65238,,
2.9828,0.65244,,
2.9845,0.65256,,
2.9863000000000004,0.65256,,
2.988,0.65274,,
2.9897,0.65299,,
2.9914,0.65324,,
2.9932,0.65342,,
2.9949,0.6536,,
2.9966,0.6536,,
2.9984,0.65366,,
3.0000999999999998,0.65385,,
3.0018000000000002,0.65397,,
3.0036,0.65409,,
3.0053,0.65428,,
3.0071,0.65452,,
3.0088000000000004,0.65471,,
3.0105,0.65477,,
3.0123,0.65495,,
3.014,0.65508,,
3.0158,0.6552,,
3.0176,0.6552,,
3.0193000000000003,0.65538,,
3.0211,0.65557,,
3.0228,0.65557,,
3.0246,0.65569,,
3.0264,0.65587,,
3.0281,0.65618,,
3.0299,0.65631,,
3.0317,0.65649,,
3.0334,0.65661,,
3.0351999999999997,0.65673,,
3.037,0.65686,,
3.0388,0.65698,,
3.0406,0.65716,,
3.0423,0.65723,,
3.0441,0.65741,,
3.0459,0.65784,,
3.0477,0.65808,,
3.0495,0.65802,,
3.0513000000000003,0.65815,,
3.0530999999999997,0.65833,,
3.0549,0.65864,,
3.0566999999999998,0.65888,,
3.0585,0.65925,,
3.0603000000000002,0.65944,,
3.0621,0.65974,,
3.0639000000000003,0.66017,,
3.0656999999999996,0.66036,,
3.0675,0.6606,,
3.0694,0.66103,,
3.0711999999999997,0.6614,,
3.073,0.66165,,
3.0748,0.66195,,
3.0766,0.66232,,
3.0785,0.66269,,
3.0803000000000003,0.66312,,
3.0821,0.66343,,
3.084,0.66379,,
3.0858000000000003,0.66422,,
3.0876,0.66459,,
3.0895,0.66502,,
3.0913000000000004,0.66557,,
3.0932,0.66601,,
3.095,0.66637,,
3.0969,0.6668,,
3.0987,0.66729,,
3.1006,0.66766,,
3.1024000000000003,0.66809,,
3.1043000000000003,0.66871,,
3.1061,0.6692,,
3.108,0.66963,,
3.1099,0.67012,,
3.1117,0.67073,,
3.1136,0.67116,,
3.1155,0.67165,,
3.1174,0.67239,,
3.1191999999999998,0.67282,,
3.1210999999999998,0.67319,,
3.123,0.67374,,
3.1249000000000002,0.67429,,
3.1268000000000002,0.67485,,
3.1286,0.6754,,
3.1305,0.67595,,
3.1324,0.67644,,
3.1343,0.67699,,
3.1361999999999997,0.67755,,
3.1381,0.67804,,
3.14,0.67853,,
3.1419,0.67908,,
3.1438,0.67951,,
3.1456999999999997,0.68,,
3.1475999999999997,0.68062,,
3.1495,0.68123,,
3.1515,0.68172,,
3.1534,0.68227,,
3.1553,0.68277,,
3.1572,0.68332,,
3.1591,0.68393,,
3.1611,0.68436,,
3.163,0.68504,,
3.1649000000000003,0.68565,,
3.1669,0.68608,,
3.1688,0.68651,,
3.1706999999999996,0.68712,,
3.1727,0.68762,,
3.1746,0.68798,,
3.1766,0.68829,,
3.1785,0.6889,,
3.1805,0.6894,,
3.1824,0.68976,,
3.1844,0.69044,,
3.1863,0.69087,,
3.1883000000000004,0.69111,,
3.1902,0.69154,,
3.1921999999999997,0.69198,,
3.1942,0.69253,,
3.1961,0.69314,,
3.1980999999999997,0.69363,,
3.2001,0.69394,,
3.2020999999999997,0.69443,,
3.2041,0.6948,,
3.206,0.69511,,
3.208,0.69547,,
3.21,0.69597,,
3.212,0.69646,,
3.214,0.69689,,
3.216,0.69732,,
3.218,0.69787,,
3.22,0.6983,,
3.222,0.6986,,
3.224,0.69885,,
3.226,0.69928,,
3.228,0.69971,,
3.23,0.7002,,
3.232,0.70063,,
3.234,0.70088,,
3.2361,0.70118,,
3.2380999999999998,0.70149,,
3.2401,0.70174,,
3.2420999999999998,0.70204,,
3.2441999999999998,0.70235,,
3.2462,0.7026,,
3.2481999999999998,0.70278,,
3.2503,0.70309,,
3.2523,0.70339,,
3.2543,0.70382,,
3.2564,0.70407,,
3.2584,0.7045,,
3.2605,0.70487,,
3.2625,0.70517,,
3.2645999999999997,0.70554,,
3.2666,0.70597,,
3.2687,0.70634,,
3.2708000000000004,0.70671,,
3.2728,0.70689,,
3.2749,0.70726,,
3.277,0.70757,,
3.279,0.70788,,
3.2811,0.70806,,
3.2832,0.70824,,
3.2853000000000003,0.70849,,
3.2874,0.70874,,
3.2894,0.70898,,
3.2915,0.70923,,
3.2936,0.70923,,
3.2956999999999996,0.70929,,
3.2978,0.70941,,
3.2999,0.70972,,
3.302,0.70996,,
3.3041,0.71027,,
3.3062,0.71052,,
3.3083,0.71082,,
3.3104,0.71107,,
3.3125999999999998,0.71119,,
3.3146999999999998,0.71113,,
3.3168,0.71107,,
3.3189,0.71107,,
3.321,0.71101,,
3.3232,0.71088,,
3.3253000000000004,0.71082,,
3.3274,0.71076,,
3.3296,0.71082,,
3.3316999999999997,0.7107,,
3.3339000000000003,0.71058,,
3.336,0.71052,,
3.3381999999999996,0.71039,,
3.3403,0.71015,,
3.3425,0.70966,,
3.3446,0.7088,,
3.3468,0.70781,,
3.3489,0.70677,,
3.3510999999999997,0.70573,,
3.3533000000000004,0.70431,,
3.3554,0.70247,,
3.3575999999999997,0.70014,,
3.3598000000000003,0.69744,,
3.362,0.69431,,
3.3641,0.69069,,
3.3663000000000003,0.68657,,
3.3685,0.68295,,
3.3707,0.68019,,
3.3729,0.67853,,
3.3750999999999998,0.67749,,
3.3773,0.67718,,
3.3795,0.67773,,
3.3817,0.67896,,
3.3839,0.68031,,
3.3861,0.68123,,
3.3883,0.68148,,
3.3906,0.68086,,
3.3928000000000003,0.67933,,
3.395,0.67699,,
3.3971999999999998,0.6738,,
3.3994,0.67018,,
3.4017,0.6665,,
3.4039,0.66287,,
3.4061,0.65925,,
3.4084,0.65612,,
3.4106,0.65366,,
3.4129,0.65225,,
3.4151,0.65188,,
3.4174,0.6528,,
3.4196,0.65508,,
3.4219,0.65858,,
3.4240999999999997,0.66275,,
3.4264,0.66723,,
3.4286999999999996,0.6719,,
3.4309000000000003,0.6765,,
3.4332,0.68068,,
3.4355,0.68436,,
3.4378,0.68743,,
3.44,0.69001,,
3.4423000000000004,0.6924,,
3.4446,0.69461,,
3.4469000000000003,0.69682,,
3.4492,0.69897,,
3.4515,0.70088,,
3.4538,0.70272,,
3.4560999999999997,0.7045,,
3.4584,0.70603,,
3.4606999999999997,0.70726,,
3.463,0.70812,,
3.4653,0.70837,,
3.4677,0.70812,,
3.47,0.70775,,
3.4723,0.70738,,
3.4745999999999997,0.70714,,
3.477,0.70689,,
3.4793000000000003,0.70665,,
3.4816,0.7064,,
3.484,0.70554,,
3.4863000000000004,0.7045,,
3.4886999999999997,0.7029,,
3.491,0.70106,,
3.4934000000000003,0.6991,,
3.4957,0.69713,,
3.4981,0.69603,,
3.5004,0.69615,,
3.5028,0.69775,,
3.5052,0.70088,,
3.5075,0.70505,,
3.5099,0.7099,,
3.5123,0.71555,,
3.5147,0.72095,,
3.5171,0.72501,,
3.5195,0.72832,,
3.5218000000000003,0.73078,,
3.5242,0.73262,,
3.5265999999999997,0.73421,,
3.529,0.73569,,
3.5314,0.73661,,
3.5338000000000003,0.73741,,
3.5363,0.7382,,
3.5387,0.73882,,
3.5410999999999997,0.73937,,
3.5435,0.73998,,
3.5459,0.74054,,
3.5484,0.74091,,
3.5508,0.74127,,
3.5532,0.74164,,
3.5557,0.74201,,
3.5581,0.7425,,
3.5605,0.74269,,
3.563,0.74293,,
3.5654,0.7433,,
3.5679000000000003,0.74348,,
3.5704000000000002,0.74367,,
3.5728,0.74404,,
3.5753000000000004,0.74422,,
3.5776999999999997,0.74453,,
3.5801999999999996,0.74471,,
3.5827,0.7449,,
3.5852,0.74508,,
3.5876,0.74508,,
3.5901,0.74514,,
3.5926,0.74533,,
3.5951,0.74569,,
3.5976,0.746,,
3.6001,0.74588,,
3.6026,0.74588,,
3.6050999999999997,0.74606,,
3.6075999999999997,0.74619,,
3.6101,0.74631,,
3.6126,0.74643,,
3.6151999999999997,0.74649,,
3.6176999999999997,0.74655,,
3.6201999999999996,0.74674,,
3.6227,0.7468,,
3.6253,0.7468,,
3.6278,0.7468,,
3.6304000000000003,0.74686,,
3.6329000000000002,0.7468,,
3.6355,0.7468,,
3.638,0.74704,,
3.6406,0.74704,,
3.6431,0.74692,,
3.6456999999999997,0.74692,,
3.6481999999999997,0.74704,,
3.6508000000000003,0.74704,,
3.6534,0.74729,,
3.656,0.74747,,
3.6585,0.74772,,
3.6611,0.74778,,
3.6637,0.74784,,
3.6663,0.74797,,
3.6689000000000003,0.74809,,
3.6715,0.74821,,
3.6740999999999997,0.74876,,
3.6767,0.74926,,
3.6793,0.74926,,
3.6819,0.74926,,
3.6845,0.74956,,
3.6872,0.74969,,
3.6898,0.74999,,
3.6924,0.75024,,
3.695,0.75067,,
3.6976999999999998,0.75085,,
3.7003000000000004,0.75097,,
3.703,0.75122,,
3.7056,0.7514,,
3.7083000000000004,0.75159,,
3.7109,0.75183,,
3.7136,0.75202,,
3.7161999999999997,0.75202,,
3.7189,0.75233,,
3.7216,0.75251,,
3.7241999999999997,0.75257,,
3.7269,0.75269,,
3.7296,0.75288,,
3.7323000000000004,0.75306,,
3.735,0.75312,,
3.7377,0.75331,,
3.7404,0.75355,,
3.7431,0.75374,,
3.7458,0.75386,,
3.7485,0.75398,,
3.7512,0.75429,,
3.7539000000000002,0.75441,,
3.7565999999999997,0.75429,,
3.7594000000000003,0.75429,,
3.7620999999999998,0.75454,,
3.7648,0.75472,,
3.7676,0.7549,,
3.7703,0.75515,,
3.773,0.75497,,
3.7758000000000003,0.75503,,
3.7785,0.75497,,
3.7813000000000003,0.7549,,
3.7841,0.75497,,
3.7868000000000004,0.75515,,
3.7896,0.75497,,
3.7924,0.75503,,
3.7950999999999997,0.7549,,
3.7979000000000003,0.75472,,
3.8007,0.75466,,
3.8035,0.75478,,
3.8063000000000002,0.75454,,
3.8091,0.75441,,
3.8119,0.75423,,
3.8146999999999998,0.75423,,
3.8175,0.75392,,
3.8203,0.7538,,
3.8230999999999997,0.75361,,
3.8259000000000003,0.75343,,
3.8288,0.75325,,
3.8316,0.75306,,
3.8344,0.75275,,
3.8373000000000004,0.7522,,
3.8401,0.7519,,
3.843,0.75183,,
3.8458,0.75159,,
3.8487,0.75122,,
3.8515,0.75091,,
3.8544,0.75067,,
3.8573000000000004,0.75042,,
3.8601,0.74999,,
3.863,0.74938,,
3.8659,0.74913,,
3.8688000000000002,0.74876,,
3.8716999999999997,0.7484,,
3.8746,0.74784,,
3.8775,0.74747,,
3.8804000000000003,0.74729,,
3.8833,0.74686,,
3.8861999999999997,0.74631,,
3.8891,0.74612,,
3.892,0.74569,,
3.8949000000000003,0.74533,,
3.8979,0.74477,,
3.9008000000000003,0.74428,,
3.9036999999999997,0.74373,,
3.9067,0.74336,,
3.9095999999999997,0.74305,,
3.9126,0.74275,,
3.9155,0.74244,,
3.9185,0.74226,,
3.9214,0.7422,,
3.9244,0.7422,,
3.9274,0.74201,,
3.9304,0.74164,,
3.9333,0.74158,,
3.9363,0.7417,,
3.9393000000000002,0.74164,,
3.9423000000000004,0.74177,,
3.9453,0.74164,,
3.9483,0.74152,,
3.9513000000000003,0.74158,,
3.9544,0.74164,,
3.9574000000000003,0.74152,,
3.9604,0.7414,,
3.9634,0.7414,,
3.9665,0.74146,,
3.9695,0.74146,,
3.9725,0.74158,,
3.9756,0.74164,,
3.9785999999999997,0.74177,,
3.9817,0.74189,,
3.9846999999999997,0.74226,,
3.9878,0.74232,,
3.9909,0.74232,,
3.994,0.74232,,
3.997,0.74238,,
4.0001,0.7425,,
