Wavelength (µm),split 92 <125 µm,Wavelength (µm) target,split 92 <125 µm target
3.4864,0.28334,,
3.4869,0.28339,,
3.4875,0.28342,,
3.4880999999999998,0.28338,,
3.4886999999999997,0.28333,,
3.4893,0.28336,,
3.4899,0.28332,,
3.4905,0.28323,,
3.4911,0.28329,,
3.4916,0.28333,,
3.4922,0.28336,,
3.4928000000000003,0.28334,,
3.4934000000000003,0.28315,,
3.494,0.28313,,
3.4945999999999997,0.28321,,
3.4951999999999996,0.28322,,
3.4958,0.28317,,
3.4963,0.28321,,
3.4969,0.2832,,
3.4975,0.28315,,
3.4981,0.28322,,
3.4987,0.28328,,
3.4993000000000003,0.28327,,
3.4999000000000002,0.28324,,
3.5005,0.28332,,
3.5011,0.28344,,
3.5017,0.28356,,
3.5023,0.28362,,
3.5028,0.28365,,
3.5034,0.28375,,
3.504,0.28384,,
3.5046,0.28395,,
3.5052,0.28418,,
3.5058000000000002,0.28431,,
3.5064,0.2844,,
3.507,0.28459,,
3.5076,0.2848,,
3.5082,0.28496,,
3.5088000000000004,0.28513,,
3.5094000000000003,0.28519,,
3.51,0.28532,,
3.5105999999999997,0.28551,,
3.5111,0.28559,,
3.5117,0.28567,,
3.5123,0.28593,,
3.5129,0.2861,,
3.5135,0.28627,,
3.5141,0.28634,,
3.5147,0.28648,,
3.5153000000000003,0.28661,,
3.5159000000000002,0.2868,,
3.5165,0.28688,,
3.5171,0.28695,,
3.5176999999999996,0.28698,,
3.5183,0.2871,,
3.5189,0.28726,,
3.5195,0.28744,,
3.5201,0.28751,,
3.5206999999999997,0.28748,,
3.5213,0.28752,,
3.5219,0.28778,,
3.5225,0.28788,,
3.5231,0.28774,,
3.5237,0.28779,,
3.5243,0.28801,,
3.5249,0.28821,,
3.5255,0.28822,,
3.5261,0.28833,,
3.5267,0.28847,,
3.5273000000000003,0.28857,,
3.5279000000000003,0.28857,,
3.5285,0.28853,,
3.5291,0.28865,,
3.5296999999999996,0.28878,,
3.5303,0.28877,,
3.5309,0.28891,,
3.5315,0.28899,,
3.5321,0.2891,,
3.5326999999999997,0.28921,,
3.5333,0.28914,,
3.5339,0.28913,,
3.5345,0.2892,,
3.5351,0.28926,,
3.5357,0.28924,,
3.5363,0.28926,,
3.5369,0.28941,,
3.5375,0.28945,,
3.5381,0.28947,,
3.5387,0.28956,,
3.5393000000000003,0.28966,,
3.5399000000000003,0.28972,,
3.5405,0.28966,,
3.5410999999999997,0.28973,,
3.5416999999999996,0.28982,,
3.5423,0.28975,,
3.5429,0.28977,,
3.5435,0.28992,,
3.5441,0.28997,,
3.5448000000000004,0.28987,,
3.5454,0.28985,,
3.546,0.28997,,
3.5465999999999998,0.29006,,
3.5471999999999997,0.29006,,
3.5478,0.29007,,
3.5484,0.29014,,
3.549,0.29015,,
3.5496,0.29019,,
3.5502,0.29018,,
3.5508,0.2903,,
3.5514,0.29039,,
3.552,0.29037,,
3.5526,0.29039,,
3.5533,0.29037,,
3.5539,0.29041,,
3.5545,0.2905,,
3.5551,0.29049,,
3.5557,0.29054,,
3.5563000000000002,0.29055,,
3.5569,0.29053,,
3.5575,0.29057,,
3.5581,0.29067,,
3.5587,0.29081,,
3.5594,0.29074,,
3.56,0.29064,,
3.5606,0.29071,,
3.5612,0.29076,,
3.5618000000000003,0.29074,,
3.5624000000000002,0.29068,,
3.563,0.29065,,
3.5636,0.29069,,
3.5642,0.29069,,
3.5649,0.29076,,
3.5655,0.29083,,
3.5661,0.29089,,
3.5667,0.29097,,
3.5673000000000004,0.29091,,
3.5679000000000003,0.2909,,
3.5685,0.29089,,
3.5692,0.29087,,
3.5698000000000003,0.29102,,
3.5704000000000002,0.2911,,
3.571,0.29108,,
3.5716,0.29109,,
3.5721999999999996,0.29107,,
3.5728,0.29116,,
3.5735,0.29123,,
3.5741,0.2911,,
3.5747,0.29097,,
3.5753000000000004,0.29107,,
3.5759000000000003,0.29117,,
3.5765,0.2912,,
3.5772,0.29122,,
3.5778000000000003,0.29123,,
3.5784000000000002,0.29124,,
3.579,0.29124,,
3.5796,0.2913,,
3.5801999999999996,0.29135,,
3.5809,0.29126,,
3.5815,0.29109,,
3.5821,0.29112,,
3.5827,0.29131,,
3.5833000000000004,0.29136,,
3.584,0.29127,,
3.5846,0.29129,,
3.5852,0.29136,,
3.5858000000000003,0.29138,,
3.5864000000000003,0.29131,,
3.5871,0.29126,,
3.5877,0.29127,,
3.5883000000000003,0.29133,,
3.5889,0.29145,,
3.5895,0.29151,,
3.5902,0.29148,,
3.5908,0.29141,,
3.5914,0.29147,,
3.592,0.29154,,
3.5926,0.29156,,
3.5933,0.29148,,
3.5939,0.29146,,
3.5945,0.29163,,
3.5951,0.29165,,
3.5958,0.29161,,
3.5964,0.29161,,
3.597,0.29162,,
3.5976,0.29156,,
3.5983,0.29156,,
3.5989,0.29151,,
3.5995,0.29159,,
3.6001,0.29172,,
3.6008,0.29167,,
3.6014,0.29166,,
3.602,0.29173,,
3.6026,0.29158,,
3.6033000000000004,0.29164,,
3.6039,0.29172,,
3.6045,0.29156,,
3.6050999999999997,0.29164,,
3.6058000000000003,0.29179,,
3.6064000000000003,0.29179,,
3.607,0.29174,,
3.6075999999999997,0.2917,,
3.6083000000000003,0.29174,,
3.6089,0.29168,,
3.6095,0.2917,,
3.6102,0.29182,,
3.6108000000000002,0.29186,,
3.6114,0.29183,,
3.612,0.29187,,
3.6127,0.29182,,
3.6133,0.29175,,
3.6139,0.29178,,
3.6146,0.29187,,
3.6151999999999997,0.29192,,
3.6158,0.29198,,
3.6164,0.29194,,
3.6170999999999998,0.2919,,
3.6176999999999997,0.29194,,
3.6183,0.29191,,
3.619,0.29195,,
3.6195999999999997,0.29198,,
3.6201999999999996,0.29198,,
3.6209000000000002,0.29194,,
3.6215,0.29192,,
3.6221,0.29199,,
3.6228000000000002,0.29196,,
3.6234,0.29204,,
3.624,0.29202,,
3.6247,0.29197,,
3.6253,0.29196,,
3.6259,0.29199,,
3.6266,0.29208,,
3.6271999999999998,0.29206,,
3.6278,0.29205,,
3.6285,0.29214,,
3.6290999999999998,0.29201,,
3.6296999999999997,0.29196,,
3.6304000000000003,0.29208,,
3.631,0.29209,,
3.6315999999999997,0.29206,,
3.6323000000000003,0.29202,,
3.6329000000000002,0.29203,,
3.6336,0.29208,,
3.6342,0.29209,,
3.6348000000000003,0.29205,,
3.6355,0.29196,,
3.6361,0.292,,
3.6367,0.29199,,
3.6374,0.29198,,
3.638,0.29208,,
3.6386999999999996,0.29222,,
3.6393,0.29223,,
3.6399,0.29212,,
3.6406,0.29207,,
3.6412,0.29206,,
3.6419,0.29219,,
3.6425,0.29219,,
3.6431,0.29211,,
3.6438,0.29217,,
3.6444,0.29213,,
3.6451,0.2921,,
3.6456999999999997,0.29213,,
3.6463,0.29224,,
3.647,0.29224,,
3.6475999999999997,0.29223,,
3.6483000000000003,0.29222,,
3.6489000000000003,0.2922,,
3.6495,0.29221,,
3.6502,0.2922,,
3.6508000000000003,0.29223,,
3.6515,0.29227,,
3.6521,0.29225,,
3.6528,0.29215,,
3.6534,0.29212,,
3.654,0.29222,,
3.6546999999999996,0.29227,,
3.6553,0.29232,,
3.656,0.29233,,
3.6566,0.29229,,
3.6573,0.29223,,
3.6579,0.2923,,
3.6586,0.29235,,
3.6592,0.29234,,
3.6598,0.29236,,
3.6605,0.29237,,
3.6611,0.29235,,
3.6618000000000004,0.29234,,
3.6624,0.29235,,
3.6631,0.29234,,
3.6637,0.29236,,
3.6644,0.29237,,
3.665,0.29233,,
3.6656999999999997,0.29239,,
3.6663,0.29248,,
3.667,0.2925,,
3.6675999999999997,0.29241,,
3.6683000000000003,0.29229,,
3.6689000000000003,0.29228,,
3.6696,0.29237,,
3.6702,0.2925,,
3.6709,0.29253,,
3.6715,0.29245,,
3.6721999999999997,0.29238,,
3.6728,0.29236,,
3.6735,0.29245,,
3.6740999999999997,0.2925,,
3.6748000000000003,0.29248,,
3.6754000000000002,0.29255,,
3.6761,0.29264,,
3.6767,0.29255,,
3.6774,0.29244,,
3.678,0.29249,,
3.6786999999999996,0.29252,,
3.6793,0.29238,,
3.68,0.29239,,
3.6806,0.29246,,
3.6813000000000002,0.29256,,
3.6819,0.29255,,
3.6826,0.29253,,
3.6832,0.29249,,
3.6839,0.29249,,
3.6846,0.29251,,
3.6852,0.29257,,
3.6859,0.29255,,
3.6865,0.29252,,
3.6872,0.29257,,
3.6878,0.29256,,
3.6885,0.29249,,
3.6891,0.29249,,
3.6898,0.29256,,
3.6905,0.29254,,
3.6911,0.2925,,
3.6918,0.2925,,
3.6924,0.29253,,
3.6931,0.29268,,
3.6936999999999998,0.2927,,
3.6944,0.29262,,
3.6951,0.29259,,
3.6957,0.29262,,
3.6964,0.29253,,
3.697,0.2925,,
3.6976999999999998,0.29266,,
3.6983,0.29273,,
3.699,0.2926,,
3.6997,0.29256,,
3.7003000000000004,0.29261,,
3.701,0.29262,,
3.7016,0.29263,,
3.7023,0.29259,,
3.703,0.29245,,
3.7036,0.29248,,
3.7043000000000004,0.2925,,
3.705,0.29249,,
3.7056,0.29257,,
3.7063,0.29261,,
3.7069,0.2926,,
3.7076,0.2926,,
3.7083000000000004,0.29262,,
3.7089000000000003,0.29258,,
3.7096,0.29258,,
3.7103,0.29249,,
3.7109,0.2925,,
3.7116,0.2925,,
3.7121999999999997,0.29243,,
3.7129000000000003,0.29252,,
3.7136,0.29254,,
3.7142,0.29251,,
3.7149,0.29247,,
3.7156,0.29244,,
3.7161999999999997,0.29242,,
3.7169,0.29242,,
3.7176,0.29248,,
3.7182,0.29243,,
3.7189,0.29241,,
3.7196,0.29252,,
3.7201999999999997,0.29258,,
3.7209,0.29253,,
3.7216,0.29243,,
3.7222,0.29239,,
3.7229,0.29244,,
3.7236,0.29252,,
3.7241999999999997,0.29252,,
3.7249,0.29244,,
3.7256,0.29239,,
3.7263,0.29243,,
3.7269,0.29239,,
3.7276,0.29233,,
3.7283000000000004,0.29233,,
3.7289,0.29243,,
3.7296,0.29249,,
3.7303,0.29244,,
3.7309,0.29235,,
3.7316,0.29226,,
3.7323000000000004,0.29224,,
3.733,0.29235,,
3.7336,0.29239,,
3.7343,0.29233,,
3.735,0.29238,,
3.7357,0.29237,,
3.7363000000000004,0.29226,,
3.737,0.29229,,
3.7377,0.29229,,
3.7383,0.29224,,
3.739,0.29214,,
3.7397,0.29218,,
3.7404,0.2923,,
3.741,0.29229,,
3.7417,0.29216,,
3.7424,0.2922,,
3.7431,0.29227,,
3.7437,0.29224,,
3.7444,0.2922,,
3.7451,0.29224,,
3.7458,0.2922,,
3.7464,0.29213,,
3.7471,0.29211,,
3.7478000000000002,0.29206,,
3.7485,0.29204,,
3.7491999999999996,0.29206,,
3.7498,0.2921,,
3.7505,0.29217,,
3.7512,0.29218,,
3.7519,0.29215,,
3.7525,0.29213,,
3.7531999999999996,0.29219,,
3.7539000000000002,0.29221,,
3.7546,0.29215,,
3.7553,0.29203,,
3.7559,0.29198,,
3.7565999999999997,0.29204,,
3.7573000000000003,0.29203,,
3.758,0.29202,,
3.7586999999999997,0.29206,,
3.7594000000000003,0.29208,,
3.76,0.29199,,
3.7607,0.29195,,
3.7614,0.29195,,
3.7620999999999998,0.29185,,
3.7628000000000004,0.29175,,
3.7634000000000003,0.29181,,
3.7641,0.29186,,
3.7648,0.29177,,
3.7655,0.29181,,
3.7662,0.29182,,
3.7669,0.29184,,
3.7675,0.29177,,
3.7681999999999998,0.29171,,
3.7689,0.29171,,
3.7696,0.29164,,
3.7703,0.29162,,
3.771,0.29171,,
3.7716999999999996,0.29171,,
3.7723,0.2917,,
3.773,0.29166,,
3.7737,0.29164,,
3.7744,0.29156,,
3.7751,0.2915,,
3.7758000000000003,0.29151,,
3.7765,0.29151,,
3.7771999999999997,0.29147,,
3.7778,0.29146,,
3.7785,0.29143,,
3.7792,0.29151,,
3.7799,0.29151,,
3.7805999999999997,0.29142,,
3.7813000000000003,0.29139,,
3.782,0.2914,,
3.7826999999999997,0.29136,,
3.7834,0.29132,,
3.784,0.29135,,
3.7847,0.29135,,
3.7854,0.29139,,
3.7861,0.29137,,
3.7868000000000004,0.2913,,
3.7875,0.29123,,
3.7882,0.29118,,
3.7889,0.29122,,
3.7896,0.29118,,
3.7903000000000002,0.29118,,
3.791,0.29112,,
3.7916999999999996,0.29105,,
3.7923,0.29109,,
3.793,0.29113,,
3.7937,0.29109,,
3.7944,0.29116,,
3.7950999999999997,0.29117,,
3.7958000000000003,0.29111,,
3.7965,0.29103,,
3.7971999999999997,0.29101,,
3.7979000000000003,0.29102,,
3.7986,0.29097,,
3.7993,0.29099,,
3.8,0.29088,,
3.8007,0.29079,,
3.8014,0.29082,,
3.8021,0.29085,,
3.8028000000000004,0.29079,,
3.8035,0.2908,,
3.8042,0.29083,,
3.8049,0.2909,,
3.8056,0.29087,,
3.8063000000000002,0.2907,,
3.807,0.29071,,
3.8076999999999996,0.29078,,
3.8084000000000002,0.29077,,
3.8091,0.29065,,
3.8098,0.29064,,
3.8105,0.29068,,
3.8112,0.29063,,
3.8119,0.29059,,
3.8125999999999998,0.29064,,
3.8133000000000004,0.29065,,
3.814,0.29062,,
3.8146999999999998,0.29052,,
3.8154,0.29048,,
3.8161,0.29047,,
3.8168,0.29053,,
3.8175,0.29054,,
3.8182,0.29044,,
3.8189,0.2904,,
3.8196,0.29047,,
3.8203,0.29044,,
3.821,0.29032,,
3.8217,0.29034,,
3.8224,0.29033,,
3.8230999999999997,0.29027,,
3.8238000000000003,0.2903,,
3.8245,0.29024,,
3.8251999999999997,0.29021,,
3.8259000000000003,0.29028,,
3.8266,0.29029,,
3.8273,0.2903,,
3.828,0.29031,,
3.8287,0.29025,,
3.8295,0.29023,,
3.8301999999999996,0.29017,,
3.8309,0.2901,,
3.8316,0.29004,,
3.8323,0.2901,,
3.833,0.29017,,
3.8337,0.29015,,
3.8344,0.2901,,
3.8350999999999997,0.29005,,
3.8358000000000003,0.29002,,
3.8365,0.29005,,
3.8373000000000004,0.29002,,
3.838,0.28999,,
3.8387,0.28999,,
3.8394,0.28993,,
3.8401,0.28993,,
3.8408,0.2899,,
3.8415,0.28983,,
3.8421999999999996,0.28978,,
3.8429,0.28979,,
3.8436999999999997,0.28983,,
3.8444000000000003,0.28983,,
3.8451,0.28982,,
3.8458,0.28978,,
3.8465,0.28975,,
3.8472,0.2897,,
3.8479,0.28969,,
3.8486,0.28963,,
3.8494,0.28961,,
3.8501,0.2896,,
3.8508,0.28963,,
3.8515,0.28966,,
3.8522,0.28963,,
3.8529,0.28961,,
3.8535999999999997,0.28961,,
3.8544,0.28961,,
3.8550999999999997,0.28953,,
3.8558000000000003,0.28947,,
3.8565,0.28946,,
3.8571999999999997,0.28949,,
3.8579,0.2894,,
3.8587,0.28943,,
3.8594,0.28944,,
3.8601,0.28941,,
3.8608000000000002,0.28937,,
3.8615,0.28931,,
3.8623000000000003,0.28934,,
3.863,0.28932,,
3.8636999999999997,0.28925,,
3.8644000000000003,0.28931,,
3.8651,0.2893,,
3.8659,0.28921,,
3.8666,0.28917,,
3.8673,0.28913,,
3.868,0.28909,,
3.8687,0.2891,,
3.8695,0.28913,,
3.8701999999999996,0.28908,,
3.8709000000000002,0.28898,,
3.8716,0.28898,,
3.8724000000000003,0.28899,,
3.8731,0.28904,,
3.8738,0.28909,,
3.8745,0.28899,,
3.8753,0.28896,,
3.876,0.28887,,
3.8767,0.28884,,
3.8774,0.28885,,
3.8781,0.28885,,
3.8789000000000002,0.28883,,
3.8796,0.2888,,
3.8803,0.28884,,
3.8811,0.28878,,
3.8818,0.28872,,
3.8825,0.28867,,
3.8832,0.28864,,
3.884,0.28872,,
3.8846999999999996,0.28868,,
3.8854,0.28864,,
3.8861,0.28863,,
3.8869000000000002,0.28853,,
3.8876,0.28844,,
3.8883,0.28845,,
3.8891,0.28848,,
3.8898,0.28847,,
3.8905,0.28841,,
3.8912,0.2884,,
3.892,0.2884,,
3.8926999999999996,0.28835,,
3.8934,0.28825,,
3.8941999999999997,0.28819,,
3.8949000000000003,0.28821,,
3.8956,0.28818,,
3.8964000000000003,0.28818,,
3.8971,0.28819,,
3.8978,0.2881,,
3.8986,0.28806,,
3.8993,0.288,,
3.9,0.28799,,
3.9008000000000003,0.28804,,
3.9015,0.28805,,
3.9021999999999997,0.28794,,
3.903,0.28794,,
3.9036999999999997,0.28792,,
3.9044,0.28782,,
3.9052,0.28777,,
3.9059,0.28775,,
3.9066,0.28769,,
3.9074,0.28771,,
3.9081,0.28761,,
3.9088000000000003,0.2876,,
3.9095999999999997,0.28765,,
3.9103000000000003,0.28755,,
3.9111,0.28739,,
3.9118000000000004,0.2874,,
3.9125,0.28752,,
3.9133,0.28748,,
3.914,0.28736,,
3.9147,0.28737,,
3.9155,0.28738,,
3.9162,0.2873,,
3.917,0.28725,,
3.9177,0.28727,,
3.9184,0.28722,,
3.9192,0.28721,,
3.9199,0.28722,,
3.9206999999999996,0.28713,,
3.9214,0.28707,,
3.9221999999999997,0.28702,,
3.9229000000000003,0.28697,,
3.9236,0.28691,,
3.9244,0.28695,,
3.9251,0.28693,,
3.9259,0.28684,,
3.9266,0.28676,,
3.9274,0.28683,,
3.9280999999999997,0.28681,,
3.9288000000000003,0.28674,,
3.9295999999999998,0.28669,,
3.9303000000000003,0.28662,,
3.9311,0.28653,,
3.9318,0.28645,,
3.9326,0.28642,,
3.9333,0.28642,,
3.9341,0.28632,,
3.9348,0.2863,,
3.9355,0.28635,,
3.9363,0.28628,,
3.937,0.28616,,
3.9378,0.28608,,
3.9385,0.28611,,
3.9393000000000002,0.28611,,
3.94,0.28602,,
3.9408000000000003,0.28605,,
3.9415,0.28606,,
3.9423000000000004,0.28596,,
3.943,0.2859,,
3.9438,0.2859,,
3.9445,0.28588,,
3.9453,0.28582,,
3.946,0.28581,,
3.9468,0.28583,,
3.9475,0.28578,,
3.9483,0.28567,,
3.949,0.28564,,
3.9498,0.28558,,
3.9505,0.2855,,
3.9513000000000003,0.28549,,
3.952,0.28553,,
3.9528000000000003,0.28554,,
3.9536,0.28546,,
3.9543000000000004,0.28537,,
3.9551,0.28533,,
3.9558,0.28526,,
3.9566,0.28521,,
3.9573,0.28516,,
3.9581,0.28512,,
3.9588,0.2851,,
3.9596,0.28506,,
3.9603,0.28503,,
3.9611,0.28505,,
3.9619,0.28507,,
3.9626,0.28497,,
3.9634,0.28488,,
3.9640999999999997,0.28491,,
3.9649,0.28494,,
3.9656,0.28488,,
3.9664,0.28484,,
3.9671999999999996,0.28478,,
3.9679,0.28472,,
3.9686999999999997,0.28473,,
3.9694000000000003,0.28469,,
3.9701999999999997,0.28465,,
3.971,0.28461,,
3.9717,0.28465,,
3.9725,0.28461,,
3.9732,0.28456,,
3.974,0.28451,,
3.9748,0.28444,,
3.9755,0.28441,,
3.9763,0.28434,,
3.9771,0.28437,,
3.9778000000000002,0.28446,,
3.9785999999999997,0.28444,,
3.9793000000000003,0.28433,,
3.9800999999999997,0.28426,,
3.9809,0.28433,,
3.9816,0.28428,,
3.9824,0.28422,,
3.9831999999999996,0.28417,,
3.9839,0.28414,,
3.9846999999999997,0.28418,,
3.9855,0.28423,,
3.9861999999999997,0.28414,,
3.987,0.28403,,
3.9878,0.28408,,
3.9885,0.28407,,
3.9893,0.284,,
3.9901,0.28406,,
3.9908,0.28397,,
3.9916,0.28387,,
3.9924,0.28385,,
3.9931,0.28384,,
3.9939,0.28388,,
3.9947,0.28394,,
3.9954,0.28385,,
3.9962,0.28375,,
3.997,0.28377,,
3.9978000000000002,0.28376,,
3.9985,0.28367,,
3.9993000000000003,0.28368,,
