Wavelength raw,Icelandic pillow lava JB602F raw,Wavelength bin avg,Icelandic pillow lava JB602F bin avg,Wavelength cubic spline of bin avg,Icelandic pillow lava JB602F cubic spline of bin avg
0.635,0.12025,2.1374711111111107,0.11561977777777774,2.3357007228915667,0.11155674517311104
0.64,0.12057,2.177415909090909,0.11267431818181817,2.3653150200803217,0.11165262663390102
0.645,0.12085,2.2174523809523805,0.11124880952380951,2.3949293172690767,0.1118005341307925
0.65,0.121,2.257519512195122,0.11121878048780487,2.424543614457832,0.11193183342501822
0.655,0.12133,2.297525641025641,0.11135897435897434,2.454157911646587,0.1119284791891255
0.66,0.12147,2.3374052631578954,0.11156394736842104,2.483772208835342,0.11198997306834614
0.665,0.12178,2.3775918918918917,0.1117008108108108,2.513386506024097,0.11238820570597848
0.67,0.12184,2.417497142857142,0.11191571428571429,2.543000803212852,0.11287802320288595
0.675,0.12201,2.4570235294117646,0.11192735294117645,2.572615100401607,0.11329918928576302
0.68,0.12226,2.496648484848485,0.11211242424242425,2.6022293975903623,0.11379796608777223
0.685,0.12235,2.5369515151515154,0.11280242424242426,2.6318436947791173,0.10918396598991915
0.69,0.12254,2.577296774193548,0.1134225806451613,2.6614579919678722,0.09567755383671943
0.695,0.12265,2.61697,0.11255466666666668,2.691072289156627,0.07611654047336805
0.7,0.12302,2.656520689655172,0.09855137931034481,2.720686586345382,0.05958924916203499
0.705,0.12332,2.6965793103448275,0.07260793103448275,2.750300883534137,0.04761104799778198
0.71,0.12352,2.7371499999999993,0.05249,2.779915180722892,0.039726035266287714
0.715,0.12377,2.7767230769230764,0.04033346153846154,2.809529477911647,0.036297594755952074
0.72,0.12404,2.81591923076923,0.035861923076923076,2.8391437751004025,0.034519459279864134
0.725,0.12412,2.8562461538461537,0.03378846153846154,2.8687580722891575,0.033411210109806556
0.73,0.12443,2.896125,0.03299083333333334,2.8983723694779124,0.03297703403815149
0.735,0.12454,2.9279866666666674,0.033010000000000005,2.9279866666666674,0.033010000000000005
