Wavelength raw,Pigeonite hs199 spliced raw,Wavelength bin avg,Pigeonite hs199 spliced bin avg,Wavelength cubic spline of bin avg,Pigeonite hs199 spliced cubic spline of bin avg
0.4973,0.162902,2.576,0.20890999999999998,2.661581122203098,0.2131749314525326
0.4993,0.162209,2.6163273000000005,0.21293793333333333,2.6911930292598965,0.20029757811056847
0.5013,0.161503,2.6565491333333338,0.2132992,2.720804936316695,0.1465050404910726
0.5033,0.164293,2.6966167857142858,0.19346421428571428,2.7504168433734937,0.10600454990276363
0.5053,0.161683,2.7364729999999997,0.11842217857142857,2.7800287504302923,0.10414298667964104
0.5073,0.162422,2.776777592592593,0.10382996296296297,2.809640657487091,0.10571768526444428
0.5093,0.161305,2.816756307692308,0.10583042307692307,2.8392525645438895,0.10580262542090786
0.5113,0.163994,2.8563284000000007,0.10562931999999998,2.868864471600688,0.10555079835894096
0.5133,0.165809,2.89622212,0.10564064000000001,2.8984763786574868,0.10566604369520365
0.5153,0.16518,2.9280882857142854,0.10629442857142857,2.9280882857142854,0.10629442857142857
