Wavelength (nm),"Mauna Iki, HI basaltic glass JB388B 150-250 µm"
1738.5,0.046335
1739.6,0.046309
1740.8,0.046318
1742,0.046335
1743.2,0.046321
1744.3,0.046353
1745.5,0.04641
1746.7,0.046423
1747.9,0.046415
1749,0.046408
1750.2,0.046376
1751.4,0.046353
1752.6,0.046359
1753.8,0.046375
1755,0.046365
1756.1,0.04628
1757.3,0.046207
1758.5,0.046136
1759.7,0.04603
1760.9,0.046021
1762.1,0.046183
1763.3,0.046322
1764.5,0.046371
1765.7,0.04639
1766.9,0.046365
1768.1,0.046269
1769.3,0.046152
1770.5,0.046083
1771.7,0.046103
1773,0.046146
1774.2,0.046178
1775.4,0.046228
1776.6,0.046279
1777.8,0.046286
1779,0.04629
1780.3,0.046287
1781.5,0.046311
1782.7,0.046371
1783.9,0.04639
1785.2,0.046341
1786.4,0.046264
1787.6,0.046209
1788.9,0.046207
1790.1,0.046256
1791.3,0.046338
1792.6,0.046375
1793.8,0.046319
1795.1,0.046235
1796.3,0.046203
1797.6,0.046195
1798.8,0.046223
1800,0.046271
1801.3,0.046296
1802.6,0.046224
1803.8,0.04614
1805.1,0.046124
1806.3,0.046115
1807.6,0.04608
1808.8,0.046112
1810.1,0.046181
1811.4,0.046189
1812.6,0.0462
1813.9,0.046228
1815.2,0.04623
1816.4,0.04622
1817.7,0.046223
1819,0.04619
1820.3,0.046154
1821.6,0.046209
1822.8,0.046216
1824.1,0.046195
1825.4,0.046231
1826.7,0.046279
1828,0.04626
1829.3,0.046224
1830.6,0.046208
1831.8,0.046269
1833.1,0.046302
1834.4,0.046281
1835.7,0.046321
1837,0.046365
1838.3,0.046269
1839.7,0.046155
1841,0.046091
1842.3,0.046063
1843.6,0.046042
1844.9,0.046064
1846.2,0.04613
1847.5,0.046163
1848.8,0.046164
1850.2,0.046215
1851.5,0.046254
1852.8,0.046207
1854.1,0.046189
1855.5,0.046174
1856.8,0.04611
1858.1,0.046099
1859.4,0.046152
1860.8,0.046206
1862.1,0.046232
1863.5,0.046269
1864.8,0.046303
1866.1,0.046337
1867.5,0.04634
1868.8,0.046355
1870.2,0.046331
1871.5,0.046305
1872.9,0.04631
1874.2,0.046314
1875.6,0.046259
1876.9,0.046196
1878.3,0.046161
1879.7,0.046151
1881,0.046169
1882.4,0.046223
1883.8,0.046283
1885.1,0.046273
1886.5,0.046221
1887.9,0.046219
1889.3,0.046235
1890.6,0.046259
1892,0.046279
1893.4,0.046302
1894.8,0.046309
1896.2,0.046292
1897.6,0.046277
1899,0.046346
1900.3,0.046392
1901.7,0.046408
1903.1,0.046457
1904.5,0.046527
1905.9,0.04654
1907.3,0.046569
1908.7,0.046596
1910.1,0.046599
1911.6,0.0466
1913,0.046628
1914.4,0.046637
1915.8,0.046653
1917.2,0.046705
1918.6,0.046738
1920,0.046736
1921.5,0.046764
1922.9,0.046784
1924.3,0.046747
1925.8,0.046691
1927.2,0.046623
1928.6,0.046534
1930.1,0.046439
1931.5,0.046433
1932.9,0.046513
1934.4,0.046581
1935.8,0.046607
1937.3,0.046673
1938.7,0.046683
1940.2,0.046626
1941.6,0.046616
1943.1,0.046652
1944.5,0.046593
1946,0.046554
1947.5,0.046573
1948.9,0.046603
1950.4,0.046599
1951.9,0.046647
1953.3,0.04668
1954.8,0.046723
1956.3,0.046753
1957.8,0.046829
1959.2,0.046915
1960.7,0.04694
1962.2,0.046927
1963.7,0.046952
1965.2,0.046952
1966.7,0.04691
1968.2,0.046949
1969.7,0.047016
1971.2,0.047049
1972.7,0.047042
1974.2,0.047069
1975.7,0.047136
1977.2,0.047177
1978.7,0.047197
1980.2,0.047241
1981.7,0.047292
1983.2,0.04727
1984.7,0.04721
1986.3,0.047195
1987.8,0.047262
1989.3,0.047336
1990.8,0.0474
1992.4,0.047504
1993.9,0.047613
1995.4,0.047673
1997,0.047746
1998.5,0.047807
2000.1,0.047834
2001.6,0.047803
2003.1,0.047782
2004.7,0.047763
2006.2,0.04775
2007.8,0.047755
2009.4,0.047748
2010.9,0.04776
2012.5,0.047716
2014,0.047679
2015.6,0.047689
2017.2,0.047792
2018.7,0.047914
2020.3,0.047999
2021.9,0.048099
2023.5,0.048152
2025.1,0.048109
2026.6,0.04807
2028.2,0.048123
2029.8,0.04817
2031.4,0.048213
2033,0.048255
2034.6,0.048239
2036.2,0.048226
2037.8,0.048238
2039.4,0.048305
2041,0.048398
2042.6,0.048471
2044.2,0.048483
2045.8,0.048476
2047.4,0.048476
2049.1,0.048504
2050.7,0.048544
2052.3,0.048618
2053.9,0.048696
2055.6,0.048712
2057.2,0.048736
2058.8,0.048792
2060.5,0.048882
2062.1,0.049023
2063.7,0.049143
2065.4,0.049171
2067,0.049208
2068.7,0.049247
2070.3,0.049215
2072,0.049228
2073.7,0.049332
2075.3,0.049394
2077,0.049381
2078.6,0.049418
2080.3,0.049445
2082,0.04937
2083.7,0.049303
2085.3,0.049308
2087,0.049295
2088.7,0.049277
2090.4,0.049353
2092.1,0.049471
2093.8,0.049569
2095.4,0.049641
2097.1,0.049749
2098.8,0.049887
2100.5,0.049987
2102.2,0.050028
2104,0.050134
2105.7,0.050229
2107.4,0.050239
2109.1,0.050253
2110.8,0.050291
2112.5,0.050283
2114.2,0.050306
2116,0.050409
2117.7,0.050514
2119.4,0.05065
2121.2,0.050784
2122.9,0.050861
2124.6,0.050905
2126.4,0.050972
2128.1,0.051037
2129.9,0.0511
2131.6,0.051175
2133.4,0.05124
2135.1,0.051285
2136.9,0.05133
2138.7,0.051367
2140.4,0.05139
2142.2,0.051419
2144,0.051449
2145.8,0.05147
2147.5,0.051526
2149.3,0.051588
2151.1,0.051669
2152.9,0.051734
2154.7,0.051796
2156.5,0.051842
2158.3,0.051898
2160.1,0.051958
2161.9,0.052064
2163.7,0.052172
2165.5,0.052277
2167.3,0.052388
2169.1,0.052489
2170.9,0.052508
2172.7,0.052519
2174.6,0.052545
2176.4,0.052565
2178.2,0.052587
2180,0.052696
2181.9,0.052867
2183.7,0.053031
2185.6,0.053169
2187.4,0.053266
2189.2,0.05333
2191.1,0.053347
2193,0.053353
2194.8,0.053379
2196.7,0.053421
2198.5,0.05349
2200.4,0.053597
2202.3,0.053753
2204.1,0.053874
2206,0.053923
2207.9,0.053918
2209.8,0.053897
2211.7,0.053855
2213.6,0.053887
2215.4,0.054041
2217.3,0.054232
2219.2,0.054412
2221.1,0.054531
2223,0.054543
2225,0.054523
2226.9,0.054547
2228.8,0.054551
2230.7,0.05457
2232.6,0.054698
2234.5,0.054856
2236.5,0.054962
2238.4,0.055088
2240.3,0.055228
2242.3,0.05534
2244.2,0.055449
2246.2,0.055559
2248.1,0.055645
2250.1,0.055786
2252,0.055916
2254,0.056017
2255.9,0.056122
2257.9,0.056234
2259.9,0.056322
2261.8,0.056418
2263.8,0.056482
2265.8,0.056523
2267.8,0.056584
2269.8,0.056632
2271.8,0.05667
2273.7,0.056747
2275.7,0.056884
2277.7,0.057014
2279.7,0.057177
2281.7,0.057344
2283.8,0.05749
2285.8,0.057612
2287.8,0.057695
2289.8,0.057734
2291.8,0.057777
2293.9,0.057786
2295.9,0.057815
2297.9,0.057931
2300,0.058034
2302,0.058101
2304.1,0.058211
2306.1,0.058279
2308.2,0.058312
2310.2,0.058369
2312.3,0.058434
2314.3,0.058505
2316.4,0.058606
2318.5,0.058734
2320.6,0.058885
2322.6,0.059061
2324.7,0.059259
2326.8,0.059483
2328.9,0.05961
2331,0.059658
2333.1,0.059758
2335.2,0.05987
2337.3,0.059928
2339.4,0.060085
2341.5,0.060275
2343.6,0.060378
2345.8,0.060477
2347.9,0.060633
2350,0.06072
2352.1,0.060815
2354.3,0.060988
2356.4,0.061125
2358.6,0.061145
2360.7,0.06115
2362.9,0.061205
2365,0.061262
2367.2,0.061289
2369.3,0.061412
2371.5,0.061639
2373.7,0.061875
2375.9,0.062051
2378,0.062183
2380.2,0.062247
2382.4,0.062268
2384.6,0.062276
2386.8,0.062337
2389,0.062496
2391.2,0.062682
2393.4,0.062811
2395.6,0.062878
2397.8,0.062929
2400.1,0.063003
2402.3,0.063104
2404.5,0.063265
2406.7,0.063488
2409,0.063644
2411.2,0.063694
2413.5,0.0638
2415.7,0.063948
2418,0.064048
2420.2,0.064151
2422.5,0.064271
2424.8,0.064339
2427,0.064399
2429.3,0.06449
2431.6,0.064614
2433.9,0.064765
2436.2,0.064896
2438.4,0.064978
2440.7,0.065049
2443,0.065127
2445.3,0.06521
2447.7,0.065323
2450,0.065405
2452.3,0.065445
2454.6,0.065527
2456.9,0.065655
2459.3,0.065769
2461.6,0.065925
2463.9,0.066115
2466.3,0.066226
2468.6,0.066266
2471,0.066303
2473.3,0.06639
2475.7,0.066542
2478.1,0.066719
2480.4,0.066931
2482.8,0.067107
2485.2,0.067195
2487.6,0.067234
2490,0.067268
2492.4,0.067331
2494.8,0.067449
2497.2,0.067599
2499.6,0.067778
2502,0.067952
2504.4,0.068008
2506.8,0.068069
2509.3,0.068172
2511.7,0.068226
2514.1,0.068305
2516.6,0.068497
2519,0.068639
2521.5,0.068721
2523.9,0.068863
2526.4,0.068979
2528.8,0.069012
2531.3,0.069043
2533.8,0.069079
2536.3,0.069103
2538.8,0.069229
2541.2,0.069433
2543.7,0.069605
2546.2,0.069775
2548.7,0.06995
2551.2,0.07003
2553.8,0.070082
2556.3,0.070204
2558.8,0.070306
2561.3,0.070358
2563.9,0.070425
2566.4,0.07049
2568.9,0.070508
2571.5,0.070572
2574,0.070706
2576.6,0.070808
2579.2,0.070906
2581.7,0.071063
2584.3,0.071194
2586.9,0.071226
2589.5,0.071273
2592.1,0.071389
2594.7,0.071474
2597.3,0.071533
2599.9,0.071639
2602.5,0.071749
2605.1,0.07179
2607.7,0.071865
2610.3,0.071966
2613,0.072047
2615.6,0.072088
2618.2,0.072143
2620.9,0.072184
2623.6,0.072256
2626.2,0.072372
2628.9,0.07256
2631.5,0.072714
2634.2,0.072813
2636.9,0.072901
2639.6,0.072977
2642.3,0.072996
2645,0.072997
2647.7,0.073016
2650.4,0.073026
2653.1,0.073002
2655.8,0.072987
2658.5,0.073081
2661.3,0.073241
2664,0.073397
2666.7,0.073583
2669.5,0.07376
2672.2,0.07387
2675,0.073938
2677.8,0.073946
2680.5,0.073918
2683.3,0.073958
2686.1,0.074008
2688.9,0.07407
2691.7,0.074238
2694.5,0.074355
2697.3,0.074323
2700.1,0.074313
2700.1,0.074174
2701.5,0.07382
2702.9,0.073705
2704.3,0.073964
2705.7,0.074096
2707.1,0.074213
2708.5,0.0746
2710,0.074675
2711.4,0.074262
2712.8,0.074019
2714.2,0.073882
2715.6,0.073688
2717.1,0.07375
2718.5,0.073966
2719.9,0.07372
2721.3,0.073315
2722.8,0.072984
2724.2,0.0728
2725.6,0.072618
2727.1,0.072637
2728.5,0.072909
2729.9,0.072969
2731.4,0.072746
2732.8,0.072538
2734.2,0.072449
2735.7,0.072393
2737.1,0.072339
2738.6,0.072062
2740,0.071751
2741.5,0.071175
2742.9,0.070336
2744.4,0.069726
2745.8,0.069511
2747.3,0.069356
2748.7,0.069597
2750.2,0.06997
2751.7,0.070061
2753.1,0.069603
2754.6,0.069041
2756.1,0.068656
2757.5,0.06842
2759,0.068417
2760.5,0.068596
2761.9,0.068626
2763.4,0.068474
2764.9,0.068113
2766.3,0.067379
2767.8,0.066893
2769.3,0.066785
2770.8,0.066753
2772.3,0.066996
2773.7,0.067231
2775.2,0.067361
2776.7,0.067752
2778.2,0.067998
2779.7,0.067565
2781.2,0.067451
2782.7,0.06762
2784.2,0.067346
2785.7,0.066882
2787.2,0.066926
2788.7,0.067118
2790.2,0.067083
2791.7,0.067038
2793.2,0.067162
2794.7,0.067269
2796.2,0.067093
2797.7,0.06672
2799.2,0.066341
2800.7,0.065933
2802.2,0.065545
2803.8,0.065634
2805.3,0.065935
2806.8,0.06608
2808.3,0.06605
2809.8,0.066022
2811.4,0.065802
2812.9,0.065679
2814.4,0.065663
2815.9,0.065777
2817.5,0.066076
2819,0.066191
2820.5,0.066045
2822.1,0.065996
2823.6,0.06642
2825.1,0.066814
2826.7,0.066841
2828.2,0.067003
2829.8,0.067479
2831.3,0.067493
2832.9,0.067256
2834.4,0.067318
2836,0.067325
2837.5,0.066876
2839.1,0.066529
2840.6,0.066457
2842.2,0.066368
2843.7,0.066245
2845.3,0.066407
2846.9,0.066599
2848.4,0.066338
2850,0.066249
2851.6,0.066499
2853.1,0.066551
2854.7,0.066533
2856.3,0.066771
2857.8,0.066963
2859.4,0.066878
2861,0.066774
2862.6,0.066696
2864.2,0.066529
2865.7,0.066427
2867.3,0.066404
2868.9,0.066398
2870.5,0.06627
2872.1,0.066266
2873.7,0.066223
2875.3,0.066273
2876.9,0.06652
2878.5,0.066785
2880.1,0.06678
2881.7,0.066674
2883.3,0.066441
2884.9,0.066033
2886.5,0.065878
2888.1,0.066247
2889.7,0.066549
2891.3,0.066853
2892.9,0.067314
2894.5,0.067453
2896.2,0.067311
2897.8,0.06722
2899.4,0.067055
2901,0.066854
2902.7,0.066965
2904.3,0.066933
2905.9,0.066824
2907.5,0.066858
2909.2,0.066863
2910.8,0.066711
2912.4,0.06682
2914.1,0.067043
2915.7,0.067029
2917.4,0.067176
2919,0.067584
2920.6,0.067736
2922.3,0.067739
2923.9,0.067741
2925.6,0.067505
2927.2,0.067004
2928.9,0.066599
2930.5,0.066449
2932.2,0.066463
2933.9,0.06656
2935.5,0.066442
2937.2,0.066179
2938.9,0.06614
2940.5,0.066246
2942.2,0.066232
2943.9,0.066652
2945.5,0.067322
2947.2,0.067648
2948.9,0.067746
2950.6,0.067929
2952.2,0.067961
2953.9,0.06798
2955.6,0.067976
2957.3,0.067998
2959,0.068026
2960.7,0.067968
2962.4,0.067944
2964.1,0.067958
2965.8,0.068084
2967.4,0.068234
2969.1,0.068312
2970.9,0.068185
2972.6,0.06812
2974.3,0.067902
2976,0.067628
2977.7,0.067479
2979.4,0.067342
2981.1,0.067275
2982.8,0.067325
2984.5,0.067466
2986.3,0.067849
2988,0.06825
2989.7,0.068451
2991.4,0.068592
2993.1,0.068514
2994.9,0.06817
2996.6,0.067972
2998.3,0.06784
3000.1,0.067812
3001.8,0.067932
3003.6,0.068064
3005.3,0.068143
3007,0.068264
3008.8,0.068413
3010.5,0.068677
3012.3,0.068841
3014,0.068919
3015.8,0.068874
3017.5,0.068657
3019.3,0.068599
3021.1,0.068793
3022.8,0.068956
3024.6,0.069184
3026.3,0.069424
3028.1,0.069527
3029.9,0.069573
3031.7,0.069516
3033.4,0.069356
3035.2,0.06936
3037,0.069408
3038.8,0.069335
3040.5,0.069551
3042.3,0.070007
3044.1,0.070413
3045.9,0.070478
3047.7,0.070445
3049.5,0.07035
3051.3,0.070157
3053.1,0.069768
3054.9,0.069437
3056.7,0.069328
3058.5,0.06919
3060.3,0.069044
3062.1,0.069078
3063.9,0.06927
3065.7,0.069495
3067.5,0.069709
3069.4,0.069792
3071.2,0.069754
3073,0.069833
3074.8,0.069905
3076.6,0.069885
3078.5,0.07007
3080.3,0.070436
3082.1,0.070406
3084,0.070167
3085.8,0.070163
3087.6,0.070202
3089.5,0.070197
3091.3,0.070335
3093.2,0.070613
3095,0.070852
3096.9,0.070894
3098.7,0.070788
3100.6,0.070661
3102.4,0.070512
3104.3,0.070423
3106.1,0.070422
3108,0.070456
3109.9,0.070715
3111.7,0.07097
3113.6,0.0711
3115.5,0.071046
3117.3,0.070806
3119.2,0.070446
3121.1,0.070372
3123,0.070308
3124.9,0.070171
3126.7,0.070379
3128.6,0.0707
3130.5,0.0705
3132.4,0.070219
3134.3,0.070272
3136.2,0.070385
3138.1,0.070596
3140,0.071021
3141.9,0.071353
3143.8,0.071576
3145.7,0.071681
3147.6,0.071604
3149.5,0.0717
3151.4,0.072008
3153.4,0.072165
3155.3,0.07224
3157.2,0.072345
3159.1,0.072199
3161.1,0.071934
3163,0.071845
3164.9,0.071653
3166.9,0.071523
3168.8,0.07168
3170.7,0.0718
3172.7,0.071945
3174.6,0.072403
3176.6,0.072737
3178.5,0.072808
3180.5,0.072991
3182.4,0.073028
3184.4,0.072829
3186.3,0.072743
3188.3,0.072695
3190.2,0.072554
3192.2,0.072516
3194.2,0.072592
3196.1,0.072533
3198.1,0.072537
3200.1,0.072651
3202.1,0.072619
3204,0.072554
3206,0.072589
3208,0.072532
3210,0.072369
3212,0.072329
3214,0.072428
3216,0.072629
3218,0.072826
3220,0.073099
3222,0.073421
3224,0.073424
3226,0.073202
3228,0.073141
3230,0.073178
3232,0.073235
3234,0.073489
3236,0.07373
3238.1,0.073771
3240.1,0.073711
3242.1,0.073706
3244.1,0.073642
3246.2,0.073559
3248.2,0.073478
3250.2,0.073401
3252.3,0.073257
3254.3,0.073238
3256.4,0.073352
3258.4,0.073467
3260.5,0.073634
3262.5,0.073936
3264.6,0.074052
3266.6,0.074048
3268.7,0.074152
3270.7,0.074115
3272.8,0.073941
3274.9,0.073945
3276.9,0.074087
3279,0.074344
3281.1,0.074525
3283.2,0.074553
3285.3,0.074582
3287.3,0.07464
3289.4,0.074493
3291.5,0.074539
3293.6,0.074775
3295.7,0.074747
3297.8,0.074582
3299.9,0.074474
3302,0.074298
3304.1,0.074147
3306.2,0.074165
3308.3,0.074303
3310.4,0.07444
3312.5,0.074611
3314.7,0.074605
3316.8,0.074573
3318.9,0.074637
3321,0.074703
3323.2,0.074621
3325.3,0.074493
3327.4,0.074453
3329.6,0.074427
3331.7,0.074362
3333.8,0.074414
3336,0.074794
3338.1,0.075088
3340.3,0.075112
3342.4,0.075159
3344.6,0.075259
3346.8,0.075295
3348.9,0.075581
3351.1,0.075903
3353.3,0.076243
3355.4,0.076712
3357.6,0.076927
3359.8,0.07673
3362,0.076578
3364.1,0.076449
3366.3,0.076072
3368.5,0.075772
3370.7,0.07572
3372.9,0.075684
3375.1,0.075466
3377.3,0.075339
3379.5,0.075446
3381.7,0.075677
3383.9,0.075775
3386.1,0.075888
3388.3,0.076104
3390.5,0.076233
3392.8,0.076107
3395,0.076063
3397.2,0.076345
3399.4,0.076546
3401.7,0.076597
3403.9,0.076807
3406.1,0.07712
3408.4,0.076955
3410.6,0.076722
3412.9,0.076618
3415.1,0.076503
3417.4,0.076512
3419.6,0.076758
3421.9,0.077056
3424.1,0.077355
3426.4,0.077446
3428.7,0.077269
3430.9,0.077093
3433.2,0.076888
3435.5,0.076605
3437.8,0.076523
3440,0.076636
3442.3,0.076828
3444.6,0.077041
3446.9,0.077236
3449.2,0.077331
3451.5,0.077552
3453.8,0.077854
3456.1,0.077976
3458.4,0.07813
3460.7,0.07838
3463,0.078275
3465.3,0.078005
3467.6,0.077955
3470,0.077966
3472.3,0.077903
3474.6,0.077958
3477,0.07805
3479.3,0.078043
3481.6,0.07798
3484,0.078032
3486.3,0.078149
3488.7,0.078378
3491,0.078607
3493.4,0.078725
3495.7,0.078836
3498.1,0.078968
3500.4,0.078967
3502.8,0.078996
3505.2,0.079065
3507.5,0.07903
3509.9,0.078946
3512.3,0.07901
3514.7,0.079123
3517.1,0.079281
3519.4,0.079407
3521.8,0.079532
3524.2,0.07947
3526.6,0.079319
3529,0.079326
3531.4,0.079395
3533.8,0.079406
3536.2,0.079424
3538.7,0.079607
3541.1,0.079526
3543.5,0.07933
3545.9,0.079262
3548.3,0.079304
3550.8,0.079347
3553.2,0.07956
3555.6,0.079777
3558.1,0.079817
3560.5,0.079914
3563,0.079995
3565.4,0.079894
3567.9,0.079867
3570.3,0.080008
3572.8,0.080168
3575.3,0.080285
3577.7,0.080459
3580.2,0.080697
3582.7,0.080903
3585.2,0.080993
3587.6,0.080924
3590.1,0.080889
3592.6,0.080849
3595.1,0.080895
3597.6,0.08107
3600.1,0.081195
3602.6,0.081247
3605.1,0.081395
3607.6,0.081505
3610.1,0.081519
3612.6,0.081662
3615.2,0.081886
3617.7,0.082073
3620.2,0.082213
3622.7,0.082353
3625.3,0.082509
3627.8,0.082563
3630.3,0.082559
3632.9,0.082482
3635.4,0.082333
3638,0.082198
3640.5,0.082231
3643.1,0.082246
3645.7,0.082283
3648.2,0.082366
3650.8,0.082443
3653.4,0.082406
3655.9,0.082278
3658.5,0.082202
3661.1,0.082172
3663.7,0.082238
3666.3,0.082486
3668.9,0.082763
3671.5,0.082835
3674.1,0.082829
3676.7,0.082806
3679.3,0.082677
3681.9,0.082651
3684.5,0.082826
3687.2,0.08304
3689.8,0.083249
3692.4,0.083477
3695,0.083703
3697.7,0.083929
3700.3,0.084157
3703,0.084265
3705.6,0.084316
3708.3,0.084321
3710.9,0.08426
3713.6,0.084218
3716.2,0.084259
3718.9,0.084278
3721.6,0.084186
3724.2,0.084057
3726.9,0.083927
3729.6,0.083885
3732.3,0.083974
3735,0.084196
3737.7,0.084513
3740.4,0.084891
3743.1,0.085115
3745.8,0.085142
3748.5,0.085089
3751.2,0.085057
3753.9,0.085071
3756.6,0.085221
3759.3,0.085458
3762.1,0.085652
3764.8,0.085763
3767.5,0.085744
3770.3,0.085634
3773,0.085561
3775.8,0.085633
3778.5,0.085645
3781.3,0.085534
3784,0.085405
3786.8,0.085442
3789.6,0.085528
3792.3,0.085539
3795.1,0.085593
3797.9,0.08573
3800.7,0.085743
3803.5,0.085581
3806.3,0.085533
3809.1,0.085662
3811.9,0.085779
3814.7,0.085843
3817.5,0.085943
3820.3,0.086043
3823.1,0.086048
3825.9,0.085982
3828.8,0.086001
3831.6,0.086137
3834.4,0.086269
3837.3,0.086357
3840.1,0.086455
3842.9,0.086431
3845.8,0.086234
3848.7,0.086129
3851.5,0.086199
3854.4,0.086254
3857.2,0.086389
3860.1,0.086632
3863,0.086718
3865.9,0.086715
3868.8,0.086823
3871.6,0.086835
3874.5,0.08681
3877.4,0.086978
3880.3,0.087214
3883.2,0.087302
3886.2,0.087383
3889.1,0.087441
3892,0.087382
3894.9,0.087223
3897.8,0.087206
3900.8,0.087275
3903.7,0.087367
3906.7,0.087414
3909.6,0.087475
3912.6,0.08745
3915.5,0.087414
3918.5,0.087402
3921.4,0.087469
3924.4,0.087614
3927.4,0.087845
3930.4,0.088121
3933.3,0.08836
3936.3,0.088493
3939.3,0.0885
3942.3,0.088492
3945.3,0.088485
3948.3,0.088413
3951.3,0.088338
3954.3,0.088273
3957.4,0.088147
3960.4,0.087924
3963.4,0.08781
3966.4,0.087838
3969.5,0.087789
3972.5,0.08771
3975.6,0.087805
3978.6,0.087968
3981.7,0.088036
3984.7,0.08819
3987.8,0.08841
3990.9,0.088441
3993.9,0.088388
3997,0.08844
4000.1,0.088535
