Wavelength (nm),Vogelsberg basalt JB460 125-250 µm
1905,0.08131
1905.7,0.08134
1906.4,0.08139
1907.1,0.08146
1907.8,0.08143
1908.5,0.08132
1909.2,0.08135
1909.9,0.08136
1910.6,0.0813
1911.3,0.08128
1912,0.08135
1912.7,0.08137
1913.4,0.08134
1914.1,0.08146
1914.8,0.08137
1915.5,0.08121
1916.2,0.08131
1916.9,0.08136
1917.6,0.08131
1918.3,0.08135
1919.1,0.08129
1919.8,0.08128
1920.5,0.08138
1921.2,0.08138
1921.9,0.08143
1922.6,0.08156
1923.3,0.08159
1924,0.08151
1924.8,0.08141
1925.5,0.08134
1926.2,0.08139
1926.9,0.08149
1927.6,0.08149
1928.3,0.08147
1929.1,0.08145
1929.8,0.08143
1930.5,0.08145
1931.2,0.08148
1931.9,0.08141
1932.7,0.08141
1933.4,0.08149
1934.1,0.08153
1934.8,0.08145
1935.5,0.08141
1936.3,0.0814
1937,0.08143
1937.7,0.08142
1938.4,0.08143
1939.2,0.08145
1939.9,0.08149
1940.6,0.0815
1941.3,0.08148
1942.1,0.08154
1942.8,0.08154
1943.5,0.08148
1944.2,0.08143
1945,0.08151
1945.7,0.0815
1946.4,0.08153
1947.2,0.08163
1947.9,0.08161
1948.6,0.08147
1949.4,0.08141
1950.1,0.08143
1950.8,0.0814
1951.6,0.08141
1952.3,0.08144
1953,0.08135
1953.8,0.0814
1954.5,0.08154
1955.2,0.08146
1956,0.08138
1956.7,0.08154
1957.5,0.08162
1958.2,0.0815
1958.9,0.08138
1959.7,0.08145
1960.4,0.08151
1961.2,0.08142
1961.9,0.08136
1962.6,0.08129
1963.4,0.08125
1964.1,0.08127
1964.9,0.08127
1965.6,0.08131
1966.4,0.08125
1967.1,0.08112
1967.9,0.08116
1968.6,0.08133
1969.3,0.08139
1970.1,0.0813
1970.8,0.08128
1971.6,0.08133
1972.3,0.08135
1973.1,0.08128
1973.8,0.08125
1974.6,0.08129
1975.3,0.08128
1976.1,0.0813
1976.9,0.08128
1977.6,0.08132
1978.4,0.08141
1979.1,0.08138
1979.9,0.08121
1980.6,0.08118
1981.4,0.08123
1982.2,0.08122
1982.9,0.08116
1983.7,0.08116
1984.4,0.0812
1985.2,0.08116
1985.9,0.08106
1986.7,0.08106
1987.5,0.08113
1988.2,0.08116
1989,0.08116
1989.8,0.08112
1990.5,0.08108
1991.3,0.08108
1992.1,0.08101
1992.8,0.08105
1993.6,0.0811
1994.3,0.08101
1995.1,0.08097
1995.9,0.08105
1996.7,0.08112
1997.4,0.0811
1998.2,0.081
1999,0.08098
1999.7,0.08099
2000.5,0.08098
2001.3,0.08097
2002.1,0.08102
2002.8,0.08103
2003.6,0.08101
2004.4,0.08098
2005.2,0.08099
2005.9,0.08096
2006.7,0.08091
2007.5,0.08099
2008.3,0.08107
2009,0.081
2009.8,0.08091
2010.6,0.08086
2011.4,0.08087
2012.2,0.08089
2012.9,0.0809
2013.7,0.08087
2014.5,0.08087
2015.3,0.08092
2016.1,0.08096
2016.8,0.08094
2017.6,0.0809
2018.4,0.08091
2019.2,0.08088
2020,0.08082
2020.8,0.08084
2021.6,0.08085
2022.3,0.08079
2023.1,0.08078
2023.9,0.08083
2024.7,0.08087
2025.5,0.0809
2026.3,0.08092
2027.1,0.08093
2027.9,0.08094
2028.7,0.08083
2029.5,0.08069
2030.3,0.08077
2031.1,0.08079
2031.9,0.08077
2032.7,0.08079
2033.5,0.08076
2034.3,0.08072
2035.1,0.08072
2035.8,0.08073
2036.7,0.08075
2037.4,0.08074
2038.3,0.08073
2039.1,0.08077
2039.9,0.08074
2040.7,0.08066
2041.5,0.08058
2042.3,0.08057
2043.1,0.08061
2043.9,0.08059
2044.7,0.08054
2045.5,0.08052
2046.3,0.08065
2047.1,0.08066
2047.9,0.08057
2048.7,0.08055
2049.5,0.08069
2050.4,0.08073
2051.2,0.08067
2052,0.08065
2052.8,0.08059
2053.6,0.08053
2054.4,0.08065
2055.2,0.08068
2056,0.08057
2056.9,0.08048
2057.7,0.08046
2058.5,0.0805
2059.3,0.08054
2060.1,0.08062
2060.9,0.08061
2061.8,0.08054
2062.6,0.08046
2063.4,0.08048
2064.2,0.08051
2065.1,0.08046
2065.9,0.08047
2066.7,0.08047
2067.5,0.08045
2068.3,0.08049
2069.2,0.0804
2070,0.08034
2070.8,0.08044
2071.6,0.08048
2072.5,0.08039
2073.3,0.08029
2074.1,0.08029
2075,0.08036
2075.8,0.08041
2076.6,0.08029
2077.5,0.08024
2078.3,0.08033
2079.1,0.08032
2080,0.08029
2080.8,0.08021
2081.6,0.08022
2082.5,0.08028
2083.3,0.08038
2084.1,0.08043
2085,0.08047
2085.8,0.08041
2086.6,0.08034
2087.5,0.08033
2088.3,0.08029
2089.2,0.0802
2090,0.0802
2090.9,0.08019
2091.7,0.08013
2092.6,0.08017
2093.4,0.08025
2094.2,0.08029
2095.1,0.08023
2095.9,0.08016
2096.8,0.08019
2097.6,0.08027
2098.5,0.08028
2099.3,0.08027
2100.2,0.08021
2101,0.08024
2101.9,0.0802
2102.7,0.08016
2103.6,0.08018
2104.4,0.08015
2105.3,0.08016
2106.1,0.08021
2107,0.08019
2107.9,0.08012
2108.7,0.08008
2109.6,0.08017
2110.4,0.08025
2111.3,0.08023
2112.1,0.08022
2113,0.08024
2113.9,0.08022
2114.7,0.08023
2115.6,0.08022
2116.5,0.08015
2117.3,0.0801
2118.2,0.08007
2119.1,0.08018
2119.9,0.08018
2120.8,0.08019
2121.7,0.08023
2122.5,0.08013
2123.4,0.08003
2124.3,0.08006
2125.1,0.08008
2126,0.08007
2126.9,0.07998
2127.8,0.07998
2128.6,0.08016
2129.5,0.08026
2130.4,0.08018
2131.3,0.08012
2132.1,0.08009
2133,0.08009
2133.9,0.08009
2134.8,0.08006
2135.6,0.08002
2136.5,0.07996
2137.4,0.08002
2138.3,0.08015
2139.2,0.0801
2140.1,0.08001
2140.9,0.08003
2141.8,0.07998
2142.7,0.07991
2143.6,0.07995
2144.5,0.08004
2145.4,0.08001
2146.3,0.07994
2147.1,0.08
2148,0.07999
2148.9,0.07998
2149.8,0.07994
2150.7,0.07994
2151.6,0.08002
2152.5,0.07998
2153.4,0.07996
2154.3,0.07995
2155.2,0.07991
2156.1,0.0799
2157,0.07996
2157.9,0.07991
2158.8,0.07986
2159.7,0.07988
2160.6,0.07995
2161.5,0.07991
2162.4,0.0799
2163.3,0.07993
2164.2,0.07998
2165.1,0.08003
2166,0.07994
2166.9,0.07987
2167.8,0.07987
2168.7,0.07992
2169.6,0.07993
2170.5,0.07995
2171.4,0.07997
2172.3,0.07983
2173.2,0.07975
2174.1,0.07979
2175.1,0.0798
2176,0.07979
2176.9,0.07989
2177.8,0.07988
2178.7,0.07986
2179.6,0.07987
2180.6,0.07989
2181.5,0.07989
2182.4,0.07988
2183.3,0.07987
2184.2,0.07987
2185.1,0.07983
2186.1,0.07977
2187,0.07981
2187.9,0.07991
2188.8,0.07988
2189.8,0.07976
2190.7,0.07964
2191.6,0.07966
2192.5,0.07974
2193.5,0.07984
2194.4,0.07982
2195.3,0.07979
2196.3,0.07988
2197.2,0.07991
2198.1,0.07982
2199.1,0.07981
2200,0.07985
2200.9,0.07977
2201.9,0.07973
2202.8,0.07977
2203.7,0.07984
2204.7,0.07992
2205.6,0.07993
2206.5,0.07989
2207.5,0.07981
2208.4,0.07978
2209.4,0.07977
2210.3,0.07987
2211.2,0.07983
2212.2,0.07976
2213.1,0.07983
2214.1,0.07984
2215,0.07989
2216,0.07995
2216.9,0.07993
2217.9,0.07986
2218.8,0.0798
2219.8,0.07974
2220.7,0.07984
2221.7,0.07987
2222.6,0.07985
2223.6,0.07991
2224.5,0.07992
2225.5,0.07986
2226.4,0.07994
2227.4,0.07994
2228.4,0.0798
2229.3,0.0798
2230.3,0.07988
2231.2,0.07993
2232.2,0.08002
2233.1,0.07997
2234.1,0.07991
2235.1,0.07995
2236,0.07994
2237,0.0799
2238,0.07985
2238.9,0.07988
2239.9,0.07991
2240.9,0.08001
2241.8,0.08008
2242.8,0.08009
2243.8,0.08005
2244.8,0.07998
2245.7,0.07999
2246.7,0.08008
2247.7,0.08002
2248.6,0.07992
2249.6,0.07996
2250.6,0.08002
2251.6,0.07999
2252.6,0.07999
2253.5,0.07996
2254.5,0.07993
2255.5,0.07991
2256.5,0.07988
2257.5,0.07982
2258.4,0.07983
2259.4,0.07989
2260.4,0.07991
2261.4,0.07985
2262.4,0.0797
2263.4,0.0797
2264.4,0.07981
2265.4,0.07979
2266.3,0.07974
2267.3,0.07975
2268.3,0.07972
2269.3,0.07964
2270.3,0.07958
2271.3,0.07956
2272.3,0.07957
2273.3,0.07948
2274.3,0.07945
2275.3,0.07939
2276.3,0.07932
2277.3,0.07929
2278.3,0.07926
2279.3,0.07921
2280.3,0.0792
2281.3,0.07935
2282.3,0.07937
2283.3,0.07916
2284.3,0.07913
2285.3,0.07914
2286.3,0.07903
2287.3,0.07897
2288.3,0.07886
2289.4,0.07876
2290.4,0.07874
2291.4,0.07875
2292.4,0.07871
2293.4,0.07867
2294.4,0.07873
2295.4,0.07869
2296.4,0.07852
2297.5,0.0785
2298.5,0.07849
2299.5,0.07856
2300.5,0.07859
2301.6,0.07864
2302.6,0.07862
2303.6,0.07854
2304.6,0.07859
2305.6,0.07857
2306.7,0.0785
2307.7,0.07857
2308.7,0.07863
2309.8,0.07872
2310.8,0.07877
2311.8,0.07885
2312.8,0.0789
2313.9,0.07883
2314.9,0.07878
2315.9,0.07877
2317,0.07882
2318,0.07889
2319.1,0.07885
2320.1,0.07881
2321.1,0.07892
2322.2,0.07912
2323.2,0.07925
2324.3,0.07915
2325.3,0.07919
2326.3,0.07935
2327.4,0.07937
2328.4,0.07939
2329.5,0.07939
2330.5,0.07953
2331.6,0.07968
2332.6,0.0798
2333.7,0.07988
2334.7,0.0799
2335.8,0.07995
2336.8,0.07998
2337.9,0.08
2338.9,0.07995
2340,0.07989
2341,0.07991
2342.1,0.07998
2343.1,0.08002
2344.2,0.08007
2345.3,0.08016
2346.3,0.0802
2347.4,0.08022
2348.5,0.08024
2349.5,0.08037
2350.6,0.08041
2351.7,0.08034
2352.7,0.08026
2353.8,0.08029
2354.9,0.08039
2355.9,0.08044
2357,0.0806
2358.1,0.08062
2359.1,0.0806
2360.2,0.08056
2361.3,0.08059
2362.4,0.08066
2363.4,0.08073
2364.5,0.08077
2365.6,0.08078
2366.7,0.08081
2367.8,0.08092
2368.9,0.08103
2369.9,0.08107
2371,0.08106
2372.1,0.08105
2373.2,0.08112
2374.3,0.08116
2375.4,0.08108
2376.4,0.08107
2377.5,0.08115
2378.6,0.08119
2379.7,0.08117
2380.8,0.08127
2381.9,0.08133
2383,0.08134
2384.1,0.08134
2385.2,0.08136
2386.3,0.0813
2387.4,0.08131
2388.5,0.08141
2389.6,0.08137
2390.7,0.08127
2391.8,0.08134
2392.9,0.0815
2394,0.08148
2395.1,0.0815
2396.2,0.08154
2397.3,0.08153
2398.4,0.08156
2399.5,0.08157
2400.6,0.08167
2401.8,0.0818
2402.9,0.08186
2404,0.08173
2405.1,0.0816
2406.2,0.08165
2407.3,0.08175
2408.5,0.08187
2409.6,0.08198
2410.7,0.08199
2411.8,0.08204
2412.9,0.08212
2414.1,0.08226
2415.2,0.08228
2416.3,0.0823
2417.4,0.08237
2418.6,0.08239
2419.7,0.08244
2420.8,0.08251
2422,0.08253
2423.1,0.08256
2424.2,0.08255
2425.4,0.08265
2426.5,0.0828
2427.6,0.08284
2428.8,0.08283
2429.9,0.08283
2431.1,0.08285
2432.2,0.08297
2433.3,0.08303
2434.5,0.08296
2435.6,0.08292
2436.8,0.08301
2437.9,0.08318
2439.1,0.08321
2440.2,0.0832
2441.4,0.08318
2442.5,0.08324
2443.6,0.08353
2444.8,0.08356
2445.9,0.0835
2447.1,0.08358
2448.3,0.08354
2449.4,0.08354
2450.6,0.08369
2451.7,0.08372
2452.9,0.08369
2454.1,0.08374
2455.2,0.08383
2456.4,0.0839
2457.6,0.08392
2458.7,0.08392
2459.9,0.08399
2461.1,0.08401
2462.2,0.08403
2463.4,0.08401
2464.6,0.08402
2465.7,0.08409
2466.9,0.08412
2468.1,0.08422
2469.3,0.08435
2470.4,0.08442
2471.6,0.08442
2472.8,0.08438
2474,0.08435
2475.1,0.08442
2476.3,0.0847
2477.5,0.08469
2478.7,0.0846
2479.9,0.08462
2481.1,0.08467
2482.3,0.08474
2483.4,0.08475
2484.6,0.08476
2485.8,0.08476
2487,0.08484
2488.2,0.08485
2489.4,0.08488
2490.6,0.08501
2491.8,0.0851
2493,0.08519
2494.2,0.08518
2495.4,0.08518
2496.6,0.08528
2497.8,0.08534
2499,0.0853
2500.2,0.08535
2501.4,0.08548
2502.6,0.08554
2503.8,0.08544
2505,0.08555
2506.3,0.08566
2507.5,0.08572
2508.7,0.08581
2509.9,0.08587
2511.1,0.08586
2512.3,0.08599
2513.5,0.08604
2514.8,0.08594
2516,0.08595
2517.2,0.08614
2518.4,0.08628
2519.6,0.08632
2520.9,0.08623
2522.1,0.08627
2523.3,0.08643
2524.6,0.08648
2525.8,0.08648
2527,0.08646
2528.2,0.08668
2529.5,0.08679
2530.7,0.0867
2531.9,0.0867
2533.2,0.08671
2534.4,0.08676
2535.7,0.08687
2536.9,0.08701
2538.1,0.08719
2539.4,0.08724
2540.6,0.08726
2541.9,0.08732
2543.1,0.08726
2544.4,0.08732
2545.6,0.08743
2546.9,0.08748
2548.1,0.08761
2549.4,0.08756
2550.6,0.08754
2551.9,0.08771
2553.1,0.08788
2554.4,0.08788
2555.6,0.08799
2556.9,0.08809
2558.2,0.08804
2559.4,0.08807
2560.7,0.08807
2562,0.08818
2563.2,0.08826
2564.5,0.08829
2565.8,0.08829
2567,0.08836
2568.3,0.08854
2569.6,0.08871
2570.9,0.08879
2572.1,0.0887
2573.4,0.08876
2574.7,0.08895
2576,0.08901
2577.3,0.08915
2578.5,0.08912
2579.8,0.08901
2581.1,0.08915
2582.4,0.08928
2583.7,0.08928
2585,0.08941
2586.2,0.08928
2587.5,0.08937
2588.8,0.08946
2590.1,0.08949
2591.4,0.08956
2592.7,0.08962
2594,0.08969
2595.3,0.08982
2596.6,0.08968
2597.9,0.08962
2599.2,0.08979
2600.5,0.08986
2601.8,0.0899
2603.1,0.08998
2604.4,0.09003
2605.7,0.09006
2607.1,0.09001
2608.4,0.09016
2609.7,0.09032
2611,0.09017
2612.3,0.0901
2613.6,0.09016
2614.9,0.09013
2616.3,0.09023
2617.6,0.09042
2618.9,0.09029
2620.2,0.09041
2621.6,0.09069
2622.9,0.0906
2624.2,0.09052
2625.5,0.09052
2626.9,0.09067
2628.2,0.09064
2629.5,0.09056
2630.9,0.09072
2632.2,0.09062
2633.5,0.09055
2634.9,0.09065
2636.2,0.0907
2637.6,0.09078
2638.9,0.09072
2640.2,0.09067
2641.6,0.09065
2642.9,0.09067
2644.3,0.0907
2645.6,0.09061
2647,0.09058
2648.3,0.09068
2649.7,0.09077
2651,0.09071
2652.4,0.09067
2653.8,0.09053
2655.1,0.09037
2656.5,0.09056
2657.8,0.09048
2659.2,0.09033
2660.6,0.09019
2661.9,0.09016
2663.3,0.09002
2664.7,0.0899
2666,0.08977
2667.4,0.0895
2668.8,0.08893
2670.1,0.08839
2671.5,0.088
2672.9,0.08736
2674.3,0.08705
2675.6,0.08684
2677,0.08652
2678.4,0.08621
2679.8,0.08597
2681.2,0.08559
2682.6,0.08518
2684,0.08483
2685.4,0.0842
2686.8,0.08355
2688.1,0.08287
2689.5,0.08231
2690.9,0.08178
2692.3,0.08117
2693.7,0.08055
2695.1,0.07977
2696.5,0.07881
2697.9,0.07808
2699.3,0.07745
2700.7,0.07685
2702.1,0.07635
2703.6,0.07558
2705,0.07465
2706.4,0.07392
2707.8,0.07314
2709.2,0.07227
2710.6,0.07122
2712,0.07
2713.5,0.06874
2714.9,0.0678
2716.3,0.06651
2717.7,0.06525
2719.1,0.06393
2720.6,0.06239
2722,0.06092
2723.4,0.05989
2724.9,0.05908
2726.3,0.05821
2727.7,0.05731
2729.2,0.05679
2730.6,0.05654
2732,0.05608
2733.5,0.05558
2734.9,0.05514
2736.4,0.05447
2737.8,0.05405
2739.3,0.05367
2740.7,0.0531
2742.2,0.05267
2743.6,0.05231
2745.1,0.05197
2746.5,0.05162
2748,0.05114
2749.4,0.05077
2750.9,0.05042
2752.3,0.05009
2753.8,0.04969
2755.3,0.04934
2756.7,0.04918
2758.2,0.04892
2759.7,0.04863
2761.1,0.0484
2762.6,0.04818
2764.1,0.04815
2765.6,0.04814
2767,0.04795
2768.5,0.04778
2770,0.0477
2771.5,0.04768
2772.9,0.04772
2774.4,0.0477
2775.9,0.04756
2777.4,0.0473
2778.9,0.04704
2780.4,0.04685
2781.9,0.04673
2783.4,0.04668
2784.9,0.04665
2786.4,0.04652
2787.9,0.04651
2789.4,0.04646
2790.9,0.04637
2792.4,0.04624
2793.9,0.04606
2795.4,0.04602
2796.9,0.04602
2798.4,0.04595
2799.9,0.04599
2801.4,0.04617
2802.9,0.04606
2804.4,0.04585
2806,0.04584
2807.5,0.04586
2809,0.04582
2810.5,0.04586
2812.1,0.04596
2813.6,0.04599
2815.1,0.04616
2816.6,0.04624
2818.2,0.04606
2819.7,0.04602
2821.2,0.0461
2822.8,0.04624
2824.3,0.04638
2825.8,0.04642
2827.4,0.04644
2828.9,0.04665
2830.5,0.04684
2832,0.04694
2833.6,0.04707
2835.1,0.04722
2836.7,0.0473
2838.2,0.04723
2839.8,0.04725
2841.3,0.04732
2842.9,0.0475
2844.4,0.04769
2846,0.04775
2847.6,0.04779
2849.1,0.04775
2850.7,0.04786
2852.3,0.04803
2853.8,0.04813
2855.4,0.0484
2857,0.04863
2858.6,0.04875
2860.1,0.04877
2861.7,0.0487
2863.3,0.04873
2864.9,0.04882
2866.4,0.04893
2868,0.04886
2869.6,0.04889
2871.2,0.04913
2872.8,0.04936
2874.4,0.04939
2876,0.04934
2877.6,0.04947
2879.2,0.04964
2880.8,0.04966
2882.4,0.0497
2884,0.04966
2885.6,0.04977
2887.2,0.04994
2888.8,0.04998
2890.4,0.05008
2892,0.05005
2893.6,0.05009
2895.3,0.05027
2896.9,0.05039
2898.5,0.05037
2900.1,0.05031
2901.7,0.05033
2903.4,0.05028
2905,0.05042
2906.6,0.05068
2908.3,0.05076
2909.9,0.0506
2911.5,0.05053
2913.1,0.05065
2914.8,0.0506
2916.4,0.05052
2918.1,0.05062
2919.7,0.05071
2921.4,0.05075
2923,0.05085
2924.7,0.05089
2926.3,0.05084
2928,0.0508
2929.6,0.05085
2931.3,0.05094
2932.9,0.05099
2934.6,0.05095
2936.3,0.05103
2937.9,0.05109
2939.6,0.05123
2941.2,0.05129
2942.9,0.05118
2944.6,0.05113
2946.3,0.05124
2947.9,0.05146
2949.6,0.0516
2951.3,0.0515
2953,0.05146
2954.6,0.05159
2956.3,0.05166
2958,0.05164
2959.7,0.05174
2961.4,0.05193
2963.1,0.05193
2964.8,0.05183
2966.5,0.05197
2968.2,0.05205
2969.9,0.05215
2971.6,0.05222
2973.3,0.05214
2975,0.05207
2976.7,0.05215
2978.4,0.05225
2980.1,0.05232
2981.8,0.05247
2983.6,0.05273
2985.3,0.05291
2987,0.05298
2988.7,0.05292
2990.4,0.0528
2992.2,0.05302
2993.9,0.05327
2995.6,0.05337
2997.4,0.05343
2999.1,0.05347
3000.8,0.05346
3002.6,0.05361
3004.3,0.05378
3006,0.05391
3007.8,0.05398
3009.5,0.05405
3011.3,0.05402
3013,0.05408
3014.8,0.05437
3016.5,0.05446
3018.3,0.05445
3020,0.05456
3021.8,0.05462
3023.6,0.05476
3025.3,0.05483
3027.1,0.05491
3028.9,0.0551
3030.6,0.05518
3032.4,0.05524
3034.2,0.05533
3036,0.05544
3037.7,0.05549
3039.5,0.0555
3041.3,0.05563
3043.1,0.05582
3044.9,0.05574
3046.7,0.05568
3048.4,0.05582
3050.2,0.05593
3052,0.05602
3053.8,0.05616
3055.6,0.05619
3057.4,0.05612
3059.2,0.05617
3061.1,0.05623
3062.9,0.05619
3064.7,0.05626
3066.5,0.05641
3068.3,0.05648
3070.1,0.05667
3071.9,0.05673
3073.8,0.05663
3075.6,0.05653
3077.4,0.05654
3079.2,0.05672
3081.1,0.05689
3082.9,0.05699
3084.7,0.05693
3086.6,0.05696
3088.4,0.05701
3090.2,0.05698
3092.1,0.05701
3093.9,0.05719
3095.8,0.05711
3097.6,0.05698
3099.5,0.05723
3101.3,0.05743
3103.2,0.05746
3105,0.0575
3106.9,0.05777
3108.8,0.05793
3110.6,0.05789
3112.5,0.05783
3114.4,0.05795
3116.2,0.05814
3118.1,0.05826
3120,0.05831
3121.9,0.05851
3123.7,0.05865
3125.6,0.05871
3127.5,0.05889
3129.4,0.05907
3131.3,0.05916
3133.2,0.05929
3135.1,0.05943
3137,0.05956
3138.9,0.05976
3140.8,0.05997
3142.7,0.05994
3144.6,0.05998
3146.5,0.06012
3148.4,0.06033
3150.3,0.06055
3152.2,0.06071
3154.1,0.06074
3156.1,0.06069
3158,0.06082
3159.9,0.06113
3161.8,0.06137
3163.8,0.06153
3165.7,0.06147
3167.6,0.06166
3169.6,0.06197
3171.5,0.06192
3173.4,0.06206
3175.4,0.06245
3177.3,0.0627
3179.3,0.06293
3181.2,0.06321
3183.2,0.06331
3185.1,0.06331
3187.1,0.06342
3189.1,0.06372
3191,0.06408
3193,0.06429
3194.9,0.06435
3196.9,0.0644
3198.9,0.06444
3200.9,0.06468
3202.9,0.0649
3204.8,0.06508
3206.8,0.06526
3208.8,0.06547
3210.8,0.06573
3212.8,0.06595
3214.8,0.06608
3216.8,0.06626
3218.8,0.06646
3220.8,0.06671
3222.8,0.06695
3224.8,0.06714
3226.8,0.06733
3228.8,0.06753
3230.8,0.06775
3232.8,0.06792
3234.8,0.06808
3236.8,0.0683
3238.9,0.06852
3240.9,0.06875
3242.9,0.06898
3244.9,0.06918
3247,0.06932
3249,0.06955
3251.1,0.06981
3253.1,0.07
3255.1,0.07018
3257.2,0.07035
3259.2,0.07054
3261.3,0.07076
3263.3,0.07099
3265.4,0.07118
3267.4,0.07134
3269.5,0.07154
3271.6,0.07174
3273.6,0.07193
3275.7,0.07213
3277.8,0.07227
3279.8,0.07247
3281.9,0.07269
3284,0.07286
3286.1,0.07303
3288.2,0.07321
3290.2,0.07338
3292.3,0.07357
3294.4,0.07379
3296.5,0.07395
3298.6,0.07414
3300.7,0.07433
3302.8,0.07448
3304.9,0.07463
3307,0.07477
3309.1,0.07492
3311.3,0.0751
3313.4,0.07523
3315.5,0.07534
3317.6,0.07544
3319.7,0.07557
3321.9,0.07575
3324,0.07593
3326.1,0.07606
3328.3,0.07616
3330.4,0.07626
3332.5,0.07639
3334.7,0.0765
3336.8,0.07657
3339,0.07668
3341.1,0.0768
3343.3,0.07696
3345.4,0.07706
3347.6,0.07716
3349.8,0.07729
3351.9,0.07737
3354.1,0.07745
3356.3,0.07754
3358.4,0.07761
3360.6,0.0777
3362.8,0.07778
3365,0.07789
3367.2,0.078
3369.4,0.07806
3371.5,0.0781
3373.7,0.07817
3375.9,0.07826
3378.1,0.07835
3380.3,0.07846
3382.5,0.0786
3384.7,0.07876
3386.9,0.07895
3389.2,0.07915
3391.4,0.07928
3393.6,0.0794
3395.8,0.07951
3398.1,0.07954
3400.3,0.07952
3402.5,0.07955
3404.7,0.07959
3407,0.07952
3409.2,0.07948
3411.5,0.0795
3413.7,0.07951
3416,0.07966
3418.2,0.07992
3420.5,0.08024
3422.7,0.08069
3425,0.08116
3427.3,0.08159
3429.5,0.08199
3431.8,0.08232
3434.1,0.08265
3436.3,0.08301
3438.6,0.08329
3440.9,0.08351
3443.2,0.08373
3445.5,0.08397
3447.8,0.08418
3450.1,0.08436
3452.4,0.08457
3454.6,0.08477
3456.9,0.08496
3459.3,0.08522
3461.6,0.08542
3463.9,0.08555
3466.2,0.08565
3468.5,0.08575
3470.8,0.08587
3473.2,0.086
3475.5,0.0861
3477.8,0.08616
3480.1,0.08624
3482.5,0.08639
3484.8,0.08655
3487.2,0.08664
3489.5,0.08673
3491.9,0.08688
3494.2,0.08704
3496.6,0.08713
3498.9,0.08718
3501.3,0.08725
3503.7,0.08747
3506,0.08787
3508.4,0.08826
3510.8,0.08867
3513.2,0.08913
3515.5,0.08955
3517.9,0.0899
3520.3,0.09024
3522.7,0.09065
3525.1,0.09106
3527.5,0.09141
3529.9,0.09178
3532.3,0.09217
3534.7,0.09248
3537.1,0.0928
3539.5,0.09313
3541.9,0.09342
3544.4,0.09375
3546.8,0.09414
3549.2,0.09446
3551.7,0.09475
3554.1,0.09504
3556.5,0.09533
3559,0.09561
3561.4,0.09588
3563.9,0.09614
3566.3,0.09645
3568.8,0.09676
3571.2,0.09702
3573.7,0.09723
3576.1,0.0975
3578.6,0.09775
3581.1,0.09801
3583.6,0.09828
3586,0.09851
3588.5,0.09874
3591,0.09898
3593.5,0.09925
3596,0.0995
3598.5,0.0997
3601,0.09987
3603.5,0.10007
3606,0.1003
3608.5,0.10053
3611,0.10077
3613.5,0.10105
3616.1,0.10128
3618.6,0.10145
3621.1,0.10164
3623.6,0.10179
3626.2,0.102
3628.7,0.10219
3631.3,0.10237
3633.8,0.10259
3636.3,0.1028
3638.9,0.10295
3641.4,0.10312
3644,0.1033
3646.6,0.10345
3649.1,0.10364
3651.7,0.10384
3654.3,0.10402
3656.9,0.1042
3659.4,0.1044
3662,0.10459
3664.6,0.10475
3667.2,0.10488
3669.8,0.10502
3672.4,0.10518
3675,0.10534
3677.6,0.10549
3680.2,0.10565
3682.8,0.10578
3685.4,0.10594
3688.1,0.10612
3690.7,0.10625
3693.3,0.10636
3695.9,0.10646
3698.6,0.1066
3701.2,0.10676
3703.9,0.10687
3706.5,0.10702
3709.2,0.10717
3711.8,0.10731
3714.5,0.10743
3717.1,0.10753
3719.8,0.10763
3722.5,0.10776
3725.2,0.10785
3727.8,0.10793
3730.5,0.10804
3733.2,0.10814
3735.9,0.10827
3738.6,0.10835
3741.3,0.10841
3744,0.10848
3746.7,0.10857
3749.4,0.10862
3752.1,0.10865
3754.8,0.10873
3757.6,0.10881
3760.3,0.1088
3763,0.10877
3765.7,0.10875
3768.5,0.10875
3771.2,0.10872
3774,0.10867
3776.7,0.1086
3779.5,0.10852
3782.2,0.1084
3785,0.10826
3787.7,0.10808
3790.5,0.10789
3793.3,0.10773
3796.1,0.10756
3798.8,0.1074
3801.6,0.1072
3804.4,0.10697
3807.2,0.10679
3810,0.10656
3812.8,0.10637
3815.6,0.10623
3818.4,0.10607
3821.2,0.10588
3824.1,0.10573
3826.9,0.1056
3829.7,0.10548
3832.5,0.10539
3835.4,0.1053
3838.2,0.10515
3841.1,0.10505
3843.9,0.10499
3846.8,0.10495
3849.6,0.10484
3852.5,0.1047
3855.3,0.10462
3858.2,0.10459
3861.1,0.10452
3863.9,0.10443
3866.8,0.10438
3869.7,0.10435
3872.6,0.10428
3875.5,0.10419
3878.4,0.10411
3881.3,0.10403
3884.2,0.10396
3887.1,0.1039
3890,0.10382
3893,0.10372
3895.9,0.10359
3898.8,0.1035
3901.7,0.10342
3904.7,0.10334
3907.6,0.10324
3910.6,0.10315
3913.5,0.10305
3916.5,0.10295
3919.4,0.10278
3922.4,0.10261
3925.4,0.10246
3928.4,0.1023
3931.3,0.10214
3934.3,0.10197
3937.3,0.10174
3940.3,0.10153
3943.3,0.10134
3946.3,0.10115
3949.3,0.10091
3952.3,0.10069
3955.3,0.10047
3958.3,0.10025
3961.4,0.10001
3964.4,0.09974
3967.4,0.0995
3970.5,0.09927
3973.5,0.09899
3976.6,0.09877
3979.6,0.0986
3982.6,0.09842
3985.7,0.09828
