Wavelength (nm),Icelandic pillow lava JB602F
2009.8,0.12109
2010.6,0.12104
2011.4,0.12103
2012.2,0.12101
2012.9,0.12101
2013.7,0.12103
2014.5,0.12098
2015.3,0.12091
2016.1,0.12084
2016.8,0.12079
2017.6,0.12082
2018.4,0.12081
2019.2,0.12081
2020,0.12081
2020.8,0.12076
2021.6,0.12072
2022.3,0.12069
2023.1,0.12063
2023.9,0.12058
2024.7,0.12051
2025.5,0.12049
2026.3,0.12049
2027.1,0.12044
2027.9,0.12041
2028.7,0.12042
2029.5,0.12044
2030.3,0.1204
2031.1,0.12034
2031.9,0.1203
2032.7,0.1203
2033.5,0.12026
2034.3,0.12019
2035.1,0.12013
2035.8,0.12011
2036.7,0.1201
2037.4,0.12002
2038.3,0.12
2039.1,0.12004
2039.9,0.12
2040.7,0.1199
2041.5,0.11989
2042.3,0.11992
2043.1,0.11987
2043.9,0.11982
2044.7,0.11976
2045.5,0.11976
2046.3,0.11975
2047.1,0.11969
2047.9,0.11965
2048.7,0.11959
2049.5,0.11956
2050.4,0.11955
2051.2,0.11951
2052,0.11947
2052.8,0.11945
2053.6,0.11944
2054.4,0.1194
2055.2,0.11932
2056,0.11931
2056.9,0.1193
2057.7,0.11926
2058.5,0.11923
2059.3,0.11923
2060.1,0.11919
2060.9,0.11914
2061.8,0.11912
2062.6,0.11911
2063.4,0.11903
2064.2,0.11899
2065.1,0.11899
2065.9,0.11895
2066.7,0.11889
2067.5,0.11885
2068.3,0.11881
2069.2,0.11873
2070,0.11867
2070.8,0.11865
2071.6,0.11861
2072.5,0.1186
2073.3,0.11859
2074.1,0.11856
2075,0.11855
2075.8,0.11849
2076.6,0.11843
2077.5,0.11841
2078.3,0.11838
2079.1,0.11839
2080,0.11835
2080.8,0.11825
2081.6,0.11822
2082.5,0.11818
2083.3,0.1181
2084.1,0.11804
2085,0.118
2085.8,0.11797
2086.6,0.11797
2087.5,0.11793
2088.3,0.11789
2089.2,0.11789
2090,0.11789
2090.9,0.11788
2091.7,0.11784
2092.6,0.11782
2093.4,0.11776
2094.2,0.11765
2095.1,0.1176
2095.9,0.11758
2096.8,0.11755
2097.6,0.11754
2098.5,0.1175
2099.3,0.11744
2100.2,0.11742
2101,0.11741
2101.9,0.11737
2102.7,0.11738
2103.6,0.11735
2104.4,0.11726
2105.3,0.1172
2106.1,0.11715
2107,0.11711
2107.9,0.11707
2108.7,0.11703
2109.6,0.11702
2110.4,0.11696
2111.3,0.11691
2112.1,0.11691
2113,0.1169
2113.9,0.11681
2114.7,0.11677
2115.6,0.11677
2116.5,0.11673
2117.3,0.11669
2118.2,0.1166
2119.1,0.11654
2119.9,0.11657
2120.8,0.11656
2121.7,0.11647
2122.5,0.11636
2123.4,0.11631
2124.3,0.1163
2125.1,0.11624
2126,0.11622
2126.9,0.11627
2127.8,0.11622
2128.6,0.11615
2129.5,0.11607
2130.4,0.11602
2131.3,0.11604
2132.1,0.11596
2133,0.11584
2133.9,0.11584
2134.8,0.11584
2135.6,0.11583
2136.5,0.11577
2137.4,0.11569
2138.3,0.11562
2139.2,0.11551
2140.1,0.11545
2140.9,0.11548
2141.8,0.11543
2142.7,0.11536
2143.6,0.11531
2144.5,0.11525
2145.4,0.11519
2146.3,0.11513
2147.1,0.11507
2148,0.11501
2148.9,0.11499
2149.8,0.11492
2150.7,0.11485
2151.6,0.11484
2152.5,0.1148
2153.4,0.11473
2154.3,0.11464
2155.2,0.11458
2156.1,0.11455
2157,0.11447
2157.9,0.11442
2158.8,0.11434
2159.7,0.1142
2160.6,0.11412
2161.5,0.1141
2162.4,0.11402
2163.3,0.11387
2164.2,0.11381
2165.1,0.11377
2166,0.11371
2166.9,0.11359
2167.8,0.11345
2168.7,0.11337
2169.6,0.11336
2170.5,0.11329
2171.4,0.11317
2172.3,0.11309
2173.2,0.11298
2174.1,0.11285
2175.1,0.11274
2176,0.11263
2176.9,0.11252
2177.8,0.11248
2178.7,0.11246
2179.6,0.11235
2180.6,0.11221
2181.5,0.11212
2182.4,0.11212
2183.3,0.11208
2184.2,0.11199
2185.1,0.11189
2186.1,0.11183
2187,0.11178
2187.9,0.11173
2188.8,0.11169
2189.8,0.11164
2190.7,0.11156
2191.6,0.1115
2192.5,0.11151
2193.5,0.11151
2194.4,0.11149
2195.3,0.11147
2196.3,0.11145
2197.2,0.11141
2198.1,0.11136
2199.1,0.11136
2200,0.11136
2200.9,0.11136
2201.9,0.11138
2202.8,0.11133
2203.7,0.11132
2204.7,0.11135
2205.6,0.11133
2206.5,0.11128
2207.5,0.11122
2208.4,0.1112
2209.4,0.1112
2210.3,0.11122
2211.2,0.11121
2212.2,0.11121
2213.1,0.1112
2214.1,0.11121
2215,0.11123
2216,0.11124
2216.9,0.11123
2217.9,0.11128
2218.8,0.11131
2219.8,0.11125
2220.7,0.1112
2221.7,0.1112
2222.6,0.11117
2223.6,0.11116
2224.5,0.11117
2225.5,0.11122
2226.4,0.11127
2227.4,0.11128
2228.4,0.11126
2229.3,0.11126
2230.3,0.11124
2231.2,0.11124
2232.2,0.11126
2233.1,0.11117
2234.1,0.11112
2235.1,0.11121
2236,0.11122
2237,0.11116
2238,0.11116
2238.9,0.11118
2239.9,0.11118
2240.9,0.11119
2241.8,0.11115
2242.8,0.11113
2243.8,0.11117
2244.8,0.11119
2245.7,0.11121
2246.7,0.11121
2247.7,0.11121
2248.6,0.11124
2249.6,0.11123
2250.6,0.11119
2251.6,0.11119
2252.6,0.11118
2253.5,0.11117
2254.5,0.11121
2255.5,0.11121
2256.5,0.11119
2257.5,0.11126
2258.4,0.11123
2259.4,0.11117
2260.4,0.11124
2261.4,0.11125
2262.4,0.11124
2263.4,0.11128
2264.4,0.11127
2265.4,0.11124
2266.3,0.11131
2267.3,0.11131
2268.3,0.11124
2269.3,0.11121
2270.3,0.11126
2271.3,0.11126
2272.3,0.11122
2273.3,0.1112
2274.3,0.11124
2275.3,0.11128
2276.3,0.11125
2277.3,0.11122
2278.3,0.11124
2279.3,0.11126
2280.3,0.11129
2281.3,0.11133
2282.3,0.11132
2283.3,0.1113
2284.3,0.11133
2285.3,0.11133
2286.3,0.11126
2287.3,0.11123
2288.3,0.11127
2289.4,0.1113
2290.4,0.11128
2291.4,0.1113
2292.4,0.11137
2293.4,0.11138
2294.4,0.11135
2295.4,0.11134
2296.4,0.11137
2297.5,0.11136
2298.5,0.11138
2299.5,0.11142
2300.5,0.11139
2301.6,0.11138
2302.6,0.11139
2303.6,0.11142
2304.6,0.11141
2305.6,0.1114
2306.7,0.11139
2307.7,0.1114
2308.7,0.1114
2309.8,0.11141
2310.8,0.11146
2311.8,0.11149
2312.8,0.11148
2313.9,0.11142
2314.9,0.11138
2315.9,0.11138
2317,0.11139
2318,0.1114
2319.1,0.11146
2320.1,0.11153
2321.1,0.11154
2322.2,0.11154
2323.2,0.11152
2324.3,0.1115
2325.3,0.11152
2326.3,0.11154
2327.4,0.11153
2328.4,0.11153
2329.5,0.11151
2330.5,0.1115
2331.6,0.11155
2332.6,0.11158
2333.7,0.11161
2334.7,0.1116
2335.8,0.11155
2336.8,0.11156
2337.9,0.1116
2338.9,0.11162
2340,0.11162
2341,0.11161
2342.1,0.1116
2343.1,0.11156
2344.2,0.11154
2345.3,0.11157
2346.3,0.1116
2347.4,0.11159
2348.5,0.11159
2349.5,0.1116
2350.6,0.11158
2351.7,0.1116
2352.7,0.11166
2353.8,0.11165
2354.9,0.11158
2355.9,0.11159
2357,0.1116
2358.1,0.1116
2359.1,0.11164
2360.2,0.11168
2361.3,0.11167
2362.4,0.11166
2363.4,0.11167
2364.5,0.11165
2365.6,0.11165
2366.7,0.11164
2367.8,0.11169
2368.9,0.11175
2369.9,0.11176
2371,0.1117
2372.1,0.1117
2373.2,0.11173
2374.3,0.11169
2375.4,0.11164
2376.4,0.11162
2377.5,0.11167
2378.6,0.11172
2379.7,0.11173
2380.8,0.11172
2381.9,0.11168
2383,0.11167
2384.1,0.11168
2385.2,0.11166
2386.3,0.1117
2387.4,0.11175
2388.5,0.11173
2389.6,0.11173
2390.7,0.11174
2391.8,0.11176
2392.9,0.11176
2394,0.11174
2395.1,0.11172
2396.2,0.11178
2397.3,0.11185
2398.4,0.11183
2399.5,0.11178
2400.6,0.11183
2401.8,0.11187
2402.9,0.11187
2404,0.11189
2405.1,0.1119
2406.2,0.11191
2407.3,0.11198
2408.5,0.11198
2409.6,0.11193
2410.7,0.11191
2411.8,0.11189
2412.9,0.11193
2414.1,0.112
2415.2,0.11197
2416.3,0.11195
2417.4,0.11194
2418.6,0.11197
2419.7,0.11195
2420.8,0.11193
2422,0.11191
2423.1,0.11188
2424.2,0.11192
2425.4,0.11195
2426.5,0.11191
2427.6,0.11193
2428.8,0.11192
2429.9,0.11196
2431.1,0.11195
2432.2,0.11192
2433.3,0.11189
2434.5,0.11188
2435.6,0.1119
2436.8,0.11192
2437.9,0.11192
2439.1,0.11188
2440.2,0.11188
2441.4,0.11196
2442.5,0.11203
2443.6,0.11201
2444.8,0.11193
2445.9,0.1119
2447.1,0.11188
2448.3,0.1119
2449.4,0.11197
2450.6,0.11199
2451.7,0.11195
2452.9,0.11189
2454.1,0.11187
2455.2,0.11195
2456.4,0.11197
2457.6,0.11192
2458.7,0.1119
2459.9,0.11192
2461.1,0.11187
2462.2,0.11187
2463.4,0.11189
2464.6,0.11192
2465.7,0.11192
2466.9,0.11192
2468.1,0.11194
2469.3,0.11196
2470.4,0.11192
2471.6,0.11189
2472.8,0.11192
2474,0.11198
2475.1,0.11196
2476.3,0.11195
2477.5,0.11198
2478.7,0.11201
2479.9,0.11198
2481.1,0.11205
2482.3,0.1121
2483.4,0.11207
2484.6,0.11204
2485.8,0.11206
2487,0.11202
2488.2,0.112
2489.4,0.11199
2490.6,0.112
2491.8,0.11198
2493,0.11202
2494.2,0.11206
2495.4,0.11209
2496.6,0.11208
2497.8,0.11211
2499,0.11218
2500.2,0.11219
2501.4,0.11212
2502.6,0.1121
2503.8,0.11208
2505,0.11209
2506.3,0.11208
2507.5,0.11214
2508.7,0.11218
2509.9,0.11216
2511.1,0.11221
2512.3,0.11236
2513.5,0.11244
2514.8,0.1124
2516,0.11234
2517.2,0.11239
2518.4,0.11238
2519.6,0.1124
2520.9,0.11244
2522.1,0.11246
2523.3,0.11245
2524.6,0.11248
2525.8,0.11251
2527,0.11252
2528.2,0.11257
2529.5,0.11258
2530.7,0.11254
2531.9,0.11258
2533.2,0.11264
2534.4,0.11272
2535.7,0.11277
2536.9,0.11284
2538.1,0.11289
2539.4,0.11292
2540.6,0.11295
2541.9,0.11292
2543.1,0.11289
2544.4,0.11298
2545.6,0.11303
2546.9,0.11299
2548.1,0.11301
2549.4,0.11314
2550.6,0.11317
2551.9,0.1132
2553.1,0.1132
2554.4,0.11326
2555.6,0.11329
2556.9,0.11337
2558.2,0.11336
2559.4,0.11333
2560.7,0.11323
2562,0.11321
2563.2,0.11321
2564.5,0.1133
2565.8,0.11346
2567,0.11357
2568.3,0.11347
2569.6,0.1134
2570.9,0.1135
2572.1,0.11352
2573.4,0.11348
2574.7,0.11357
2576,0.11347
2577.3,0.11347
2578.5,0.11358
2579.8,0.11361
2581.1,0.11353
2582.4,0.11349
2583.7,0.11332
2585,0.11347
2586.2,0.11348
2587.5,0.11348
2588.8,0.11357
2590.1,0.11362
2591.4,0.11353
2592.7,0.11336
2594,0.11301
2595.3,0.11309
2596.6,0.11341
2597.9,0.11353
2599.2,0.11356
2600.5,0.11357
2601.8,0.11348
2603.1,0.11337
2604.4,0.11314
2605.7,0.11308
2607.1,0.11314
2608.4,0.11315
2609.7,0.11315
2611,0.1132
2612.3,0.11311
2613.6,0.11303
2614.9,0.11294
2616.3,0.1127
2617.6,0.11274
2618.9,0.11274
2620.2,0.11245
2621.6,0.11254
2622.9,0.11254
2624.2,0.11241
2625.5,0.11211
2626.9,0.11196
2628.2,0.11187
2629.5,0.11153
2630.9,0.11134
2632.2,0.11126
2633.5,0.11112
2634.9,0.11102
2636.2,0.11086
2637.6,0.11063
2638.9,0.11052
2640.2,0.11052
2641.6,0.11024
2642.9,0.10984
2644.3,0.10926
2645.6,0.10867
2647,0.10808
2648.3,0.10739
2649.7,0.10618
2651,0.10471
2652.4,0.10317
2653.8,0.1015
2655.1,0.09974
2656.5,0.09809
2657.8,0.09633
2659.2,0.09509
2660.6,0.09413
2661.9,0.09301
2663.3,0.09195
2664.7,0.09125
2666,0.09053
2667.4,0.0895
2668.8,0.08866
2670.1,0.08794
2671.5,0.08674
2672.9,0.08565
2674.3,0.08468
2675.7,0.08399
2677,0.08346
2678.4,0.08264
2679.8,0.08191
2681.2,0.08127
2682.6,0.08059
2684,0.0798
2685.4,0.07889
2686.8,0.07803
2688.1,0.07711
2689.5,0.07625
2690.9,0.07556
2692.3,0.07483
2693.7,0.07407
2695.1,0.07326
2696.5,0.07249
2697.9,0.07174
2699.3,0.07097
2700.8,0.07013
2702.1,0.06934
2703.6,0.06871
2705,0.06812
2706.4,0.06744
2707.8,0.06647
2709.2,0.06554
2710.6,0.06483
2712.1,0.06413
2713.5,0.06333
2714.9,0.06268
2716.3,0.06204
2717.7,0.06138
2719.2,0.06071
2720.6,0.06015
2722,0.05934
2723.4,0.05865
2724.9,0.05805
2726.3,0.05744
2727.7,0.05659
2729.2,0.05582
2730.6,0.05517
2732.1,0.05452
2733.5,0.05395
2734.9,0.05333
2736.4,0.05258
2737.8,0.0519
2739.3,0.05129
2740.7,0.05069
2742.2,0.04989
2743.6,0.0491
2745.1,0.04856
2746.5,0.04811
2748,0.04766
2749.4,0.04705
2750.9,0.0465
2752.4,0.04596
2753.8,0.0455
2755.3,0.04517
2756.7,0.04466
2758.2,0.04413
2759.7,0.04364
2761.1,0.04326
2762.6,0.04288
2764.1,0.04256
2765.6,0.04225
2767,0.04177
2768.5,0.04143
2770,0.04126
2771.5,0.04097
2773,0.04074
2774.4,0.04047
2775.9,0.04021
2777.4,0.03997
2778.9,0.03977
2780.4,0.03963
2781.9,0.0392
2783.4,0.03886
2784.9,0.03892
2786.4,0.03883
2787.9,0.0386
2789.4,0.03827
2790.9,0.03797
2792.4,0.03784
2793.9,0.03767
2795.4,0.03757
2796.9,0.03752
2798.4,0.03733
2799.9,0.03708
2801.4,0.03693
2802.9,0.03686
2804.4,0.03685
2806,0.03674
2807.5,0.03654
2809,0.03635
2810.5,0.03607
2812.1,0.03607
2813.6,0.03606
2815.1,0.03588
2816.6,0.03577
2818.2,0.03568
2819.7,0.03564
2821.2,0.03549
2822.8,0.03519
2824.3,0.03502
2825.9,0.03487
2827.4,0.03487
2828.9,0.03503
2830.5,0.03495
2832,0.03462
2833.6,0.0345
2835.1,0.0345
2836.7,0.03445
2838.2,0.03431
2839.8,0.03428
2841.3,0.0344
2842.9,0.03437
2844.4,0.03428
2846,0.03417
2847.6,0.03401
2849.1,0.03398
2850.7,0.03398
2852.3,0.03392
2853.8,0.03383
2855.4,0.03369
2857,0.03369
2858.6,0.03363
2860.1,0.03353
2861.7,0.03354
2863.3,0.03365
2864.9,0.0337
2866.5,0.03363
2868.1,0.03342
2869.6,0.03331
2871.2,0.0333
2872.8,0.03319
2874.4,0.03313
2876,0.03311
2877.6,0.03309
2879.2,0.03317
2880.8,0.03321
2882.4,0.03316
2884,0.0331
2885.6,0.03303
2887.2,0.033
2888.8,0.03295
2890.4,0.03288
2892,0.03282
2893.7,0.03294
2895.3,0.03306
2896.9,0.03295
2898.5,0.03292
2900.1,0.03306
2901.8,0.03308
2903.4,0.03303
2905,0.033
2906.6,0.03298
2908.3,0.03297
2909.9,0.03291
2911.5,0.03289
2913.2,0.0328
2914.8,0.03278
2916.4,0.03297
2918.1,0.0331
2919.7,0.03307
2921.4,0.033
2923,0.03296
2924.7,0.03301
2926.3,0.03304
2928,0.03291
2929.6,0.03288
2931.3,0.03298
2932.9,0.03307
2934.6,0.03309
2936.3,0.03305
2937.9,0.03304
2939.6,0.03298
2941.3,0.03303
2942.9,0.0331
2944.6,0.03306
2946.3,0.03318
2947.9,0.03327
2949.6,0.03323
2951.3,0.03327
2953,0.03329
2954.7,0.03322
2956.3,0.03313
2958,0.03326
2959.7,0.03339
2961.4,0.03342
2963.1,0.03345
2964.8,0.03348
2966.5,0.03348
2968.2,0.03348
2969.9,0.03347
2971.6,0.03352
2973.3,0.03358
2975,0.03368
2976.7,0.03377
2978.4,0.03383
2980.1,0.03383
2981.8,0.03392
2983.6,0.03391
2985.3,0.03388
2987,0.03396
2988.7,0.03411
2990.4,0.03414
2992.2,0.03408
2993.9,0.03409
2995.6,0.03418
2997.4,0.03441
2999.1,0.03442
3000.8,0.03427
3002.6,0.0343
3004.3,0.03442
3006,0.0344
3007.8,0.0344
3009.5,0.03453
3011.3,0.03459
3013,0.03465
3014.8,0.03469
3016.5,0.03477
3018.3,0.03481
3020.1,0.0348
3021.8,0.03473
3023.6,0.03477
3025.3,0.03487
3027.1,0.03496
3028.9,0.03506
3030.6,0.03513
3032.4,0.03516
3034.2,0.03518
3036,0.03523
3037.7,0.0353
3039.5,0.03532
3041.3,0.03537
3043.1,0.03542
3044.9,0.03545
3046.7,0.03554
3048.5,0.03561
3050.3,0.03567
3052.1,0.03565
3053.8,0.0357
3055.6,0.03574
3057.4,0.03575
3059.3,0.03584
3061.1,0.03587
3062.9,0.03594
3064.7,0.03606
3066.5,0.03613
3068.3,0.03602
3070.1,0.03604
3071.9,0.03611
3073.8,0.0362
3075.6,0.03626
3077.4,0.03632
3079.2,0.03629
3081.1,0.03637
3082.9,0.03651
3084.7,0.03654
3086.6,0.03664
3088.4,0.03676
3090.2,0.03682
3092.1,0.03675
3093.9,0.03677
3095.8,0.03683
3097.6,0.0368
3099.5,0.03682
3101.3,0.03691
3103.2,0.03695
3105.1,0.03704
3106.9,0.03725
3108.8,0.03736
3110.6,0.03744
3112.5,0.03747
3114.4,0.03748
3116.2,0.03761
3118.1,0.03775
3120,0.03782
3121.9,0.03783
3123.8,0.03785
3125.6,0.03797
3127.5,0.03804
3129.4,0.03803
3131.3,0.03801
3133.2,0.03813
3135.1,0.03825
3137,0.03834
3138.9,0.03839
3140.8,0.0384
3142.7,0.03858
3144.6,0.03875
3146.5,0.0389
3148.4,0.03901
3150.3,0.03903
3152.2,0.03905
3154.1,0.03916
3156.1,0.03932
3158,0.03941
3159.9,0.03945
3161.9,0.0395
3163.8,0.03957
3165.7,0.03972
3167.6,0.03977
3169.6,0.03977
3171.5,0.03983
3173.4,0.04003
3175.4,0.04022
3177.3,0.0403
3179.3,0.0403
3181.2,0.04035
3183.2,0.04046
3185.1,0.04046
3187.1,0.04057
3189.1,0.04075
3191,0.0409
3193,0.04097
3195,0.041
3196.9,0.04108
3198.9,0.04118
3200.9,0.04126
3202.9,0.04137
3204.8,0.04145
3206.8,0.04151
3208.8,0.0416
3210.8,0.04175
3212.8,0.04193
3214.8,0.04197
3216.8,0.04206
3218.8,0.04219
3220.8,0.04232
3222.8,0.04241
3224.8,0.0425
3226.8,0.04264
3228.8,0.04279
3230.8,0.04281
3232.8,0.04292
3234.8,0.04302
3236.8,0.04316
3238.9,0.0433
3240.9,0.0434
3242.9,0.04348
3244.9,0.04353
3247,0.04358
3249,0.04373
3251.1,0.0439
3253.1,0.04402
3255.1,0.04413
3257.2,0.0442
3259.2,0.04424
3261.3,0.04432
3263.3,0.04448
3265.4,0.0446
3267.4,0.04472
3269.5,0.04482
3271.6,0.04498
3273.6,0.04507
3275.7,0.04515
3277.8,0.04534
3279.8,0.04555
3281.9,0.04566
3284,0.04557
3286.1,0.04561
3288.2,0.04585
3290.2,0.04608
3292.3,0.04613
3294.4,0.04623
3296.5,0.04643
3298.6,0.04649
3300.7,0.04657
3302.8,0.04679
3304.9,0.04689
3307,0.04695
3309.1,0.04709
3311.3,0.04722
3313.4,0.0474
3315.5,0.04751
3317.6,0.04749
3319.7,0.04762
3321.9,0.04781
3324,0.04799
3326.1,0.04811
3328.3,0.04813
3330.4,0.04828
3332.5,0.04839
3334.7,0.04852
3336.8,0.04868
3339,0.04878
3341.1,0.04888
3343.3,0.04901
3345.4,0.04913
3347.6,0.04926
3349.8,0.04934
3351.9,0.04937
3354.1,0.04948
3356.3,0.04966
3358.4,0.04971
3360.6,0.0498
3362.8,0.04984
3365,0.04985
3367.2,0.04997
3369.4,0.05002
3371.5,0.05018
3373.7,0.05038
3375.9,0.05046
3378.1,0.05057
3380.3,0.05069
3382.5,0.05076
3384.7,0.05086
3386.9,0.05098
3389.2,0.05111
3391.4,0.05123
3393.6,0.05134
3395.8,0.05147
3398.1,0.05153
3400.3,0.05158
3402.5,0.05169
3404.7,0.0518
3407,0.0519
3409.2,0.05213
3411.5,0.05229
3413.7,0.05236
3416,0.0524
3418.2,0.05252
3420.5,0.05272
3422.7,0.05291
3425,0.0531
3427.3,0.05335
3429.5,0.05353
3431.8,0.0536
3434.1,0.05375
3436.3,0.054
3438.6,0.05424
3440.9,0.05443
3443.2,0.05466
3445.5,0.05492
3447.8,0.05503
3450.1,0.05512
3452.4,0.05536
3454.6,0.05554
3456.9,0.05566
3459.3,0.0558
3461.6,0.05613
3463.9,0.0564
3466.2,0.05647
3468.5,0.05654
3470.8,0.05672
3473.2,0.05681
3475.5,0.05687
3477.8,0.05704
3480.1,0.05722
3482.5,0.05743
3484.8,0.0575
3487.2,0.05762
3489.5,0.05777
3491.9,0.05791
3494.2,0.05811
3496.6,0.05831
3498.9,0.05852
3501.3,0.05881
3503.7,0.05903
3506,0.05915
3508.4,0.05934
3510.8,0.05959
3513.2,0.05978
3515.5,0.06004
3517.9,0.06023
3520.3,0.06038
3522.7,0.06061
3525.1,0.06089
3527.5,0.06112
3529.9,0.0613
3532.3,0.06146
3534.7,0.06165
3537.1,0.06189
3539.5,0.06209
3541.9,0.06224
3544.4,0.06241
3546.8,0.06261
3549.2,0.06281
3551.7,0.06291
3554.1,0.06307
3556.5,0.06333
3559,0.06351
3561.4,0.06374
3563.9,0.06401
3566.3,0.06411
3568.8,0.06423
3571.2,0.06451
3573.7,0.06473
3576.1,0.06484
3578.6,0.06498
3581.1,0.06515
3583.6,0.06535
3586,0.06555
3588.5,0.06568
3591,0.06588
3593.5,0.06611
3596,0.06629
3598.5,0.0664
3601,0.06654
3603.5,0.06676
3606,0.06699
3608.5,0.06712
3611,0.06724
3613.5,0.06744
3616.1,0.06763
3618.6,0.06781
3621.1,0.06797
3623.6,0.06813
3626.2,0.06835
3628.7,0.06856
3631.3,0.06867
3633.8,0.06877
3636.3,0.06895
3638.9,0.06909
3641.4,0.06927
3644,0.06952
3646.6,0.06969
3649.1,0.06989
3651.7,0.07
3654.3,0.07008
3656.9,0.07025
3659.4,0.07049
3662,0.07073
3664.6,0.07089
3667.2,0.07106
3669.8,0.07123
3672.4,0.07144
3675,0.07156
3677.6,0.07165
3680.2,0.07177
3682.8,0.07192
3685.4,0.07209
3688.1,0.07233
3690.7,0.07257
3693.3,0.07281
3695.9,0.07297
3698.6,0.07305
3701.2,0.07318
3703.9,0.07336
3706.5,0.07356
3709.2,0.0737
3711.8,0.07376
3714.5,0.07391
3717.1,0.07417
3719.8,0.07432
3722.5,0.07443
3725.2,0.07458
3727.8,0.07475
3730.5,0.07493
3733.2,0.07506
3735.9,0.07519
3738.6,0.07542
3741.3,0.07558
3744,0.07568
3746.7,0.07577
3749.4,0.07583
3752.1,0.07603
3754.8,0.0762
3757.6,0.07633
3760.3,0.07642
3763,0.07646
3765.7,0.07656
3768.5,0.07673
3771.2,0.0769
3774,0.07705
3776.7,0.07719
3779.5,0.07734
3782.2,0.07743
3785,0.07752
3787.7,0.07762
3790.5,0.07771
3793.3,0.07781
3796.1,0.07798
3798.8,0.07809
3801.6,0.07816
3804.4,0.07831
3807.2,0.07845
3810,0.07856
3812.8,0.07864
3815.6,0.07876
3818.4,0.07885
3821.2,0.07898
3824.1,0.07904
3826.9,0.07908
3829.7,0.07921
3832.5,0.07931
3835.4,0.07944
3838.2,0.07945
3841.1,0.07947
3843.9,0.07965
3846.8,0.07975
3849.6,0.07979
3852.5,0.07988
3855.3,0.07994
3858.2,0.07996
3861.1,0.08002
3863.9,0.08012
3866.8,0.0802
3869.7,0.08029
3872.6,0.08037
3875.5,0.08042
3878.4,0.08043
3881.3,0.08044
3884.2,0.0805
3887.1,0.08053
3890,0.08053
3893,0.08052
3895.9,0.08058
3898.8,0.08074
3901.7,0.08081
3904.7,0.08081
3907.6,0.08079
3910.6,0.08088
3913.5,0.08095
3916.5,0.08094
3919.4,0.08098
3922.4,0.08105
3925.4,0.08102
3928.4,0.08104
3931.3,0.08111
3934.3,0.08113
3937.3,0.08106
3940.3,0.08104
3943.3,0.0811
3946.3,0.08111
3949.3,0.08115
3952.3,0.08124
3955.3,0.08127
3958.3,0.08125
3961.4,0.08125
3964.4,0.08127
3967.4,0.08134
3970.5,0.08141
3973.5,0.08135
3976.6,0.08131
3979.6,0.08132
3982.6,0.08135
3985.7,0.08138
3988.8,0.08136
3991.9,0.08131
3994.9,0.08132
3998,0.08131
4001.1,0.08135
