Wavelength (nm),"Mauna Iki, HI basaltic glass JB388A <125 µm"
1676.6,0.12341
1677.7,0.1234
1678.8,0.12339
1679.9,0.12339
1681,0.1234
1682.1,0.1234
1683.2,0.12342
1684.3,0.12343
1685.3,0.12343
1686.4,0.12344
1687.5,0.12341
1688.6,0.12336
1689.7,0.12333
1690.8,0.12331
1692,0.12327
1693.1,0.12323
1694.2,0.12322
1695.3,0.1232
1696.4,0.12319
1697.5,0.12318
1698.6,0.12317
1699.7,0.12318
1700.8,0.12321
1701.9,0.12324
1703.1,0.12327
1704.2,0.1233
1705.3,0.1233
1706.4,0.12329
1707.6,0.12328
1708.7,0.12325
1709.8,0.1232
1710.9,0.12316
1712.1,0.12311
1713.2,0.12308
1714.3,0.12305
1715.5,0.12301
1716.6,0.12296
1717.7,0.12294
1718.9,0.12293
1720,0.12292
1721.2,0.12293
1722.3,0.12296
1723.4,0.12299
1724.6,0.12299
1725.7,0.12298
1726.9,0.12294
1728,0.12291
1729.2,0.1229
1730.4,0.1229
1731.5,0.1229
1732.7,0.12288
1733.8,0.12285
1735,0.1228
1736.1,0.12277
1737.3,0.12276
1738.5,0.12275
1739.6,0.12277
1740.8,0.12279
1742,0.12277
1743.2,0.12273
1744.3,0.12271
1745.5,0.12269
1746.7,0.12268
1747.9,0.12267
1749,0.12265
1750.2,0.12263
1751.4,0.1226
1752.6,0.12255
1753.8,0.12252
1755,0.12249
1756.1,0.12247
1757.3,0.12245
1758.5,0.12243
1759.7,0.12242
1760.9,0.12242
1762.1,0.12241
1763.3,0.12238
1764.5,0.12237
1765.7,0.12239
1766.9,0.12241
1768.1,0.12243
1769.3,0.12244
1770.5,0.12244
1771.7,0.12243
1773,0.12243
1774.2,0.12242
1775.4,0.12241
1776.6,0.1224
1777.8,0.12238
1779,0.12234
1780.3,0.12231
1781.5,0.12228
1782.7,0.12227
1783.9,0.12225
1785.2,0.12224
1786.4,0.12223
1787.6,0.12222
1788.9,0.12222
1790.1,0.12223
1791.3,0.12224
1792.6,0.12224
1793.8,0.12225
1795.1,0.12225
1796.3,0.12224
1797.6,0.12223
1798.8,0.12221
1800,0.1222
1801.3,0.12219
1802.6,0.12218
1803.8,0.12216
1805.1,0.12215
1806.3,0.12214
1807.6,0.12214
1808.8,0.12216
1810.1,0.12217
1811.4,0.12217
1812.6,0.12217
1813.9,0.12218
1815.2,0.12218
1816.4,0.12218
1817.7,0.12219
1819,0.1222
1820.3,0.12223
1821.6,0.12224
1822.8,0.12223
1824.1,0.12225
1825.4,0.12225
1826.7,0.12225
1828,0.12225
1829.3,0.12226
1830.6,0.12227
1831.8,0.12227
1833.1,0.12226
1834.4,0.12227
1835.7,0.12229
1837,0.12229
1838.3,0.12229
1839.7,0.12228
1841,0.12228
1842.3,0.12229
1843.6,0.12228
1844.9,0.1223
1846.2,0.12233
1847.5,0.12234
1848.8,0.12234
1850.2,0.12236
1851.5,0.12238
1852.8,0.12238
1854.1,0.12239
1855.5,0.12239
1856.8,0.12239
1858.1,0.12239
1859.4,0.12238
1860.8,0.12238
1862.1,0.12243
1863.5,0.12246
1864.8,0.12244
1866.1,0.12245
1867.5,0.12248
1868.8,0.12252
1870.2,0.12256
1871.5,0.1226
1872.9,0.12264
1874.2,0.12268
1875.6,0.1227
1876.9,0.12269
1878.3,0.12269
1879.7,0.1227
1881,0.12272
1882.4,0.12272
1883.8,0.12273
1885.1,0.12277
1886.5,0.12279
1887.9,0.12282
1889.3,0.12284
1890.6,0.12285
1892,0.12286
1893.4,0.12289
1894.8,0.12291
1896.2,0.12294
1897.6,0.12299
1899,0.12304
1900.3,0.12307
1901.7,0.12311
1903.1,0.12315
1904.5,0.12317
1905.9,0.12322
1907.3,0.12326
1908.7,0.12328
1910.1,0.12332
1911.6,0.12338
1913,0.12343
1914.4,0.12344
1915.8,0.12346
1917.2,0.12348
1918.6,0.1235
1920,0.12353
1921.5,0.12356
1922.9,0.1236
1924.3,0.12365
1925.8,0.12368
1927.2,0.1237
1928.6,0.1237
1930.1,0.12374
1931.5,0.12379
1932.9,0.12383
1934.4,0.12389
1935.8,0.12395
1937.3,0.124
1938.7,0.12406
1940.2,0.12412
1941.6,0.12417
1943.1,0.12421
1944.5,0.12426
1946,0.1243
1947.5,0.12435
1948.9,0.12437
1950.4,0.12438
1951.9,0.1244
1953.3,0.12443
1954.8,0.12446
1956.3,0.12448
1957.8,0.12452
1959.2,0.12456
1960.7,0.12461
1962.2,0.12466
1963.7,0.1247
1965.2,0.12476
1966.7,0.12485
1968.2,0.12493
1969.7,0.12499
1971.2,0.12505
1972.7,0.12512
1974.2,0.12519
1975.7,0.12525
1977.2,0.1253
1978.7,0.12535
1980.2,0.1254
1981.7,0.12545
1983.2,0.12549
1984.7,0.12554
1986.3,0.12561
1987.8,0.12569
1989.3,0.12573
1990.8,0.12578
1992.4,0.12583
1993.9,0.12592
1995.4,0.126
1997,0.12605
1998.5,0.12611
2000.1,0.12617
2001.6,0.12621
2003.1,0.12625
2004.7,0.12632
2006.2,0.1264
2007.8,0.12647
2009.4,0.12651
2010.9,0.12654
2012.5,0.12661
2014,0.1267
2015.6,0.12679
2017.2,0.12687
2018.7,0.12696
2020.3,0.12704
2021.9,0.12709
2023.5,0.12715
2025.1,0.12721
2026.6,0.12728
2028.2,0.12736
2029.8,0.12744
2031.4,0.12752
2033,0.12762
2034.6,0.12773
2036.2,0.1278
2037.8,0.12786
2039.4,0.12794
2041,0.12803
2042.6,0.12812
2044.2,0.12823
2045.8,0.12832
2047.4,0.1284
2049.1,0.12846
2050.7,0.12854
2052.3,0.12862
2053.9,0.12871
2055.6,0.12881
2057.2,0.12891
2058.8,0.12899
2060.5,0.12909
2062.1,0.1292
2063.7,0.1293
2065.4,0.12939
2067,0.12949
2068.7,0.12957
2070.3,0.12964
2072,0.12972
2073.7,0.1298
2075.3,0.12989
2077,0.12998
2078.6,0.13007
2080.3,0.13015
2082,0.13024
2083.7,0.13033
2085.3,0.13043
2087,0.13055
2088.7,0.13066
2090.4,0.13078
2092.1,0.1309
2093.8,0.13101
2095.4,0.13112
2097.1,0.13121
2098.8,0.13129
2100.5,0.13139
2102.2,0.13149
2104,0.13157
2105.7,0.13166
2107.4,0.13176
2109.1,0.13187
2110.8,0.13197
2112.5,0.13205
2114.2,0.13213
2116,0.13225
2117.7,0.13237
2119.4,0.13248
2121.2,0.1326
2122.9,0.13272
2124.6,0.13282
2126.4,0.13289
2128.1,0.13298
2129.9,0.13308
2131.6,0.13321
2133.4,0.13334
2135.1,0.13346
2136.9,0.13356
2138.7,0.13366
2140.4,0.13378
2142.2,0.13389
2144,0.13402
2145.8,0.13415
2147.5,0.13426
2149.3,0.13436
2151.1,0.13447
2152.9,0.13458
2154.7,0.13469
2156.5,0.13481
2158.3,0.13492
2160.1,0.13502
2161.9,0.13512
2163.7,0.13521
2165.5,0.13531
2167.3,0.13543
2169.1,0.13554
2170.9,0.13562
2172.7,0.1357
2174.6,0.13578
2176.4,0.13586
2178.2,0.13594
2180,0.13603
2181.9,0.13612
2183.7,0.13624
2185.6,0.13635
2187.4,0.13645
2189.2,0.13656
2191.1,0.13668
2193,0.1368
2194.8,0.1369
2196.7,0.13701
2198.5,0.13714
2200.4,0.13724
2202.3,0.13734
2204.1,0.13744
2206,0.13756
2207.9,0.13767
2209.8,0.13776
2211.7,0.13787
2213.6,0.13799
2215.4,0.13811
2217.3,0.13821
2219.2,0.1383
2221.1,0.13842
2223,0.13855
2225,0.13866
2226.9,0.13876
2228.8,0.13887
2230.7,0.13899
2232.6,0.13914
2234.5,0.13929
2236.5,0.13944
2238.4,0.13962
2240.3,0.1398
2242.3,0.13997
2244.2,0.14014
2246.2,0.14033
2248.1,0.14053
2250.1,0.14075
2252,0.14093
2254,0.14109
2255.9,0.14126
2257.9,0.14144
2259.9,0.14162
2261.8,0.14183
2263.8,0.14204
2265.8,0.14224
2267.8,0.14242
2269.8,0.1426
2271.8,0.14275
2273.7,0.14291
2275.7,0.14312
2277.7,0.14333
2279.7,0.14352
2281.7,0.14369
2283.8,0.14383
2285.8,0.14399
2287.8,0.14415
2289.8,0.14432
2291.8,0.14446
2293.9,0.14462
2295.9,0.1448
2297.9,0.14495
2300,0.14506
2302,0.14518
2304.1,0.14531
2306.1,0.14546
2308.2,0.14559
2310.2,0.1457
2312.3,0.14584
2314.3,0.146
2316.4,0.14613
2318.5,0.14624
2320.6,0.14636
2322.6,0.14647
2324.7,0.14659
2326.8,0.1467
2328.9,0.14681
2331,0.14691
2333.1,0.14701
2335.2,0.14711
2337.3,0.14721
2339.4,0.14733
2341.5,0.14745
2343.6,0.14757
2345.8,0.1477
2347.9,0.14785
2350,0.148
2352.1,0.14813
2354.3,0.14825
2356.4,0.14838
2358.6,0.14852
2360.7,0.14866
2362.9,0.14878
2365,0.14892
2367.2,0.14905
2369.3,0.14916
2371.5,0.14927
2373.7,0.14938
2375.9,0.14953
2378,0.14969
2380.2,0.14984
2382.4,0.14997
2384.6,0.15008
2386.8,0.15021
2389,0.15032
2391.2,0.15044
2393.4,0.15059
2395.6,0.15074
2397.8,0.15087
2400.1,0.15099
2402.3,0.1511
2404.5,0.15123
2406.7,0.15137
2409,0.1515
2411.2,0.15164
2413.5,0.15178
2415.7,0.15194
2418,0.15206
2420.2,0.15217
2422.5,0.15228
2424.8,0.15241
2427,0.15256
2429.3,0.1527
2431.6,0.15284
2433.9,0.15299
2436.2,0.15314
2438.4,0.15331
2440.7,0.15348
2443,0.15365
2445.3,0.15384
2447.7,0.15404
2450,0.15422
2452.3,0.15437
2454.6,0.15453
2456.9,0.1547
2459.3,0.15486
2461.6,0.15503
2463.9,0.15517
2466.3,0.15529
2468.6,0.15541
2471,0.15555
2473.3,0.15568
2475.7,0.15583
2478.1,0.15601
2480.4,0.15616
2482.8,0.15629
2485.2,0.15643
2487.6,0.15657
2490,0.15672
2492.4,0.15688
2494.8,0.15704
2497.2,0.15719
2499.6,0.15732
2502,0.15744
2504.4,0.15755
2506.8,0.15768
2509.3,0.15781
2511.7,0.15792
2514.1,0.15805
2516.6,0.15817
2519,0.15828
2521.5,0.15839
2523.9,0.15851
2526.4,0.15862
2528.8,0.15874
2531.3,0.15886
2533.8,0.15897
2536.3,0.15911
2538.8,0.15926
2541.2,0.15938
2543.7,0.15949
2546.2,0.15963
2548.7,0.15976
2551.2,0.15989
2553.8,0.16002
2556.3,0.16015
2558.8,0.16026
2561.3,0.16039
2563.9,0.1605
2566.4,0.16062
2568.9,0.16076
2571.5,0.16091
2574,0.16104
2576.6,0.16115
2579.2,0.16125
2581.7,0.16135
2584.3,0.16146
2586.9,0.16157
2589.5,0.1617
2592.1,0.16183
2594.7,0.16194
2597.3,0.16203
2599.9,0.16214
2602.5,0.16224
2605.1,0.16236
2607.7,0.16251
2610.3,0.16265
2613,0.1628
2615.6,0.16291
2618.2,0.16302
2620.9,0.16312
2623.6,0.16321
2626.2,0.1633
2628.9,0.16339
2631.5,0.16349
2634.2,0.1636
2636.9,0.16369
2639.6,0.16377
2642.3,0.16386
2645,0.16396
2647.7,0.16403
2650.4,0.16408
2653.1,0.16414
2655.8,0.16421
2658.5,0.16426
2661.3,0.16427
2664,0.16426
2666.7,0.16423
2669.5,0.16419
2672.2,0.16416
2675,0.16411
2677.8,0.1641
2680.5,0.16414
2683.3,0.16418
2686.1,0.16425
2688.9,0.16433
2691.7,0.16441
2694.5,0.1645
2697.3,0.16462
2700.1,0.16472
2702.9,0.16477
2705.7,0.16479
2708.5,0.16475
2711.4,0.16461
2714.2,0.1644
2717.1,0.16413
2719.9,0.16377
2722.8,0.16325
2725.6,0.16264
2728.5,0.16199
2731.4,0.16132
2734.2,0.16058
2737.1,0.1598
2740,0.15893
2742.9,0.15801
2745.8,0.15708
2748.7,0.15613
2751.7,0.15519
2754.6,0.15435
2757.5,0.1535
2760.5,0.1526
2763.4,0.1517
2766.3,0.15086
2769.3,0.15005
2772.3,0.14931
2775.2,0.14864
2778.2,0.14795
2781.2,0.14725
2784.2,0.14661
2787.2,0.14601
2790.2,0.1455
2793.2,0.14512
2796.2,0.14475
2799.2,0.14439
2802.2,0.14409
2805.3,0.14379
2808.3,0.14351
2811.4,0.14333
2814.4,0.14324
2817.5,0.1432
2820.5,0.14318
2823.6,0.14317
2826.7,0.14317
2829.8,0.14321
2832.9,0.14328
2836,0.14334
2839.1,0.14341
2842.2,0.14353
2845.3,0.14365
2848.4,0.14379
2851.6,0.14392
2854.7,0.14408
2857.8,0.14425
2861,0.14439
2864.2,0.1445
2867.3,0.14463
2870.5,0.14482
2873.7,0.14502
2876.9,0.14526
2880.1,0.14548
2883.3,0.14568
2886.5,0.14585
2889.7,0.14602
2892.9,0.14616
2896.2,0.14632
2899.4,0.1465
2902.7,0.14669
2905.9,0.14686
2909.2,0.14701
2912.4,0.14715
2915.7,0.14732
2919,0.14744
2922.3,0.14758
2925.6,0.14777
2928.9,0.14797
2932.2,0.14819
2935.5,0.14843
2938.9,0.14867
2942.2,0.14892
2945.5,0.14919
2948.9,0.1494
2952.2,0.14961
2955.6,0.14989
2959,0.15018
2962.4,0.15042
2965.8,0.15066
2969.1,0.15089
2972.6,0.15112
2976,0.15133
2979.4,0.15155
2982.8,0.15185
2986.3,0.15217
2989.7,0.15246
2993.1,0.1527
2996.6,0.15293
3000.1,0.15318
3003.6,0.15343
3007,0.15368
3010.5,0.15392
3014,0.1542
3017.5,0.15445
3021.1,0.15465
3024.6,0.15486
3028.1,0.15507
3031.7,0.15534
3035.2,0.15562
3038.8,0.15583
3042.3,0.15603
3045.9,0.15626
3049.5,0.15652
3053.1,0.15673
3056.7,0.15689
3060.3,0.15704
3063.9,0.15718
3067.5,0.15737
3071.2,0.15755
3074.8,0.15773
3078.5,0.1579
3082.1,0.15807
3085.8,0.15827
3089.5,0.15844
3093.2,0.1586
3096.9,0.15877
3100.6,0.15891
3102.4,0.15902
3104.3,0.15914
3106.1,0.1592
3108,0.1592
3109.9,0.15923
3111.7,0.1593
3113.6,0.15936
3115.5,0.15942
3117.3,0.15947
3119.2,0.15951
3121.1,0.15962
3123,0.15978
3124.9,0.15987
3126.7,0.16004
3128.6,0.16031
3130.5,0.16052
3132.4,0.16063
3134.3,0.16071
3136.2,0.16076
3138.1,0.16079
3140,0.16088
3141.9,0.16099
3143.8,0.16106
3145.7,0.16114
3147.6,0.16118
3149.5,0.16116
3151.4,0.16125
3153.4,0.16137
3155.3,0.16144
3157.2,0.16152
3159.1,0.16166
3161.1,0.16177
3163,0.16186
3164.9,0.16199
3166.9,0.16208
3168.8,0.16213
3170.7,0.1622
3172.7,0.16226
3174.6,0.16237
3176.6,0.16251
3178.5,0.16268
3180.5,0.1628
3182.4,0.16292
3184.4,0.16298
3186.3,0.16304
3188.3,0.16314
3190.2,0.16327
3192.2,0.16336
3194.2,0.16342
3196.1,0.1635
3198.1,0.16359
3200.1,0.16365
3202.1,0.16374
3204,0.16378
3206,0.16387
3208,0.16402
3210,0.16416
3212,0.16428
3214,0.16442
3216,0.16455
3218,0.1646
3220,0.16465
3222,0.16473
3224,0.16481
3226,0.16497
3228,0.16515
3230,0.1653
3232,0.1654
3234,0.16544
3236,0.16551
3238.1,0.16564
3240.1,0.16577
3242.1,0.1659
3244.1,0.166
3246.2,0.1661
3248.2,0.16615
3250.2,0.16613
3252.3,0.1661
3254.3,0.16614
3256.4,0.16627
3258.4,0.16637
3260.5,0.16642
3262.5,0.16651
3264.6,0.16659
3266.6,0.16665
3268.7,0.16673
3270.7,0.16688
3272.8,0.16704
3274.9,0.1672
3276.9,0.16736
3279,0.16744
3281.1,0.16742
3283.2,0.1674
3285.3,0.16738
3287.3,0.1674
3289.4,0.16753
3291.5,0.16763
3293.6,0.16765
3295.7,0.16774
3297.8,0.16784
3299.9,0.16792
3302,0.16804
3304.1,0.16818
3306.2,0.16831
3308.3,0.16846
3310.4,0.16864
3312.5,0.16872
3314.7,0.16877
3316.8,0.16886
3318.9,0.16887
3321,0.16883
3323.2,0.16881
3325.3,0.16889
3327.4,0.16904
3329.6,0.1692
3331.7,0.16932
3333.8,0.16933
3336,0.16937
3338.1,0.16947
3340.3,0.16956
3342.4,0.16969
3344.6,0.16984
3346.8,0.16996
3348.9,0.17002
3351.1,0.17004
3353.3,0.17013
3355.4,0.1703
3357.6,0.17043
3359.8,0.17052
3362,0.17062
3364.1,0.17074
3366.3,0.17081
3368.5,0.17088
3370.7,0.17097
3372.9,0.17109
3375.1,0.17122
3377.3,0.17127
3379.5,0.17133
3381.7,0.17148
3383.9,0.17167
3386.1,0.17174
3388.3,0.1718
3390.5,0.17194
3392.8,0.17207
3395,0.17216
3397.2,0.17219
3399.4,0.17227
3401.7,0.17241
3403.9,0.17252
3406.1,0.1726
3408.4,0.17267
3410.6,0.17279
3412.9,0.17286
3415.1,0.17292
3417.4,0.17305
3419.6,0.17323
3421.9,0.17341
3424.1,0.17359
3426.4,0.17376
3428.7,0.1739
3430.9,0.174
3433.2,0.17416
3435.5,0.17432
3437.8,0.17445
3440,0.17457
3442.3,0.17466
3444.6,0.17472
3446.9,0.17481
3449.2,0.17493
3451.5,0.17504
3453.8,0.17514
3456.1,0.17522
3458.4,0.17523
3460.7,0.17525
3463,0.17535
3465.3,0.17548
3467.6,0.17559
3470,0.17571
3472.3,0.17585
3474.6,0.17596
3477,0.17605
3479.3,0.1761
3481.6,0.17621
3484,0.17639
3486.3,0.17661
3488.7,0.17681
3491,0.17696
3493.4,0.17707
3495.7,0.1772
3498.1,0.1773
3500.4,0.17741
3502.8,0.17756
3505.2,0.17773
3507.5,0.17789
3509.9,0.17799
3512.3,0.1781
3514.7,0.17821
3517.1,0.17835
3519.4,0.17852
3521.8,0.17868
3524.2,0.17883
3526.6,0.17899
3529,0.17911
3531.4,0.1792
3533.8,0.17931
3536.2,0.17944
3538.7,0.17954
3541.1,0.17963
3543.5,0.17972
3545.9,0.17977
3548.3,0.17982
3550.8,0.17989
3553.2,0.17997
3555.6,0.18007
3558.1,0.1802
3560.5,0.18031
3563,0.1804
3565.4,0.18052
3567.9,0.18065
3570.3,0.18073
3572.8,0.18086
3575.3,0.18101
3577.7,0.18113
3580.2,0.18124
3582.7,0.18135
3585.2,0.18148
3587.6,0.18161
3590.1,0.18178
3592.6,0.18198
3595.1,0.18221
3597.6,0.18246
3600.1,0.18268
3602.6,0.18285
3605.1,0.183
3607.6,0.18317
3610.1,0.1834
3612.6,0.18358
3615.2,0.18371
3617.7,0.18377
3620.2,0.18379
3622.7,0.18384
3625.3,0.18391
3627.8,0.18402
3630.3,0.18419
3632.9,0.18438
3635.4,0.18449
3638,0.18449
3640.5,0.18454
3643.1,0.18468
3645.7,0.18489
3648.2,0.1851
3650.8,0.18526
3653.4,0.18542
3655.9,0.18559
3658.5,0.18577
3661.1,0.18593
3663.7,0.1861
3666.3,0.18633
3668.9,0.18656
3671.5,0.18678
3674.1,0.18698
3676.7,0.18716
3679.3,0.18733
3681.9,0.18748
3684.5,0.18759
3687.2,0.18771
3689.8,0.18786
3692.4,0.18804
3695,0.18822
3697.7,0.18837
3700.3,0.18847
3703,0.18861
3705.6,0.18879
3708.3,0.18893
3710.9,0.18906
3713.6,0.18923
3716.2,0.18935
3718.9,0.18941
3721.6,0.18943
3724.2,0.18945
3726.9,0.1895
3729.6,0.18964
3732.3,0.18976
3735,0.18987
3737.7,0.19001
3740.4,0.19018
3743.1,0.1903
3745.8,0.19038
3748.5,0.19052
3751.2,0.19074
3753.9,0.19096
3756.6,0.19115
3759.3,0.1913
3762.1,0.1914
3764.8,0.19147
3767.5,0.19153
3770.3,0.1916
3773,0.19167
3775.8,0.19179
3778.5,0.19196
3781.3,0.19208
3784,0.19216
3786.8,0.19225
3789.6,0.19238
3792.3,0.19256
3795.1,0.19272
3797.9,0.19288
3800.7,0.19299
3803.5,0.1931
3806.3,0.19324
3809.1,0.19339
3811.9,0.19355
3814.7,0.19369
3817.5,0.19379
3820.3,0.19387
3823.1,0.19394
3825.9,0.19403
3828.8,0.19412
3831.6,0.19424
3834.4,0.19441
3837.3,0.19457
3840.1,0.19469
3842.9,0.19478
3845.8,0.19489
3848.7,0.195
3851.5,0.1951
3854.4,0.19519
3857.2,0.19527
3860.1,0.19541
3863,0.19558
3865.9,0.19571
3868.8,0.19578
3871.6,0.19586
3874.5,0.19592
3877.4,0.196
3880.3,0.19611
3883.2,0.19624
3886.2,0.19638
3889.1,0.19651
3892,0.19657
3894.9,0.1966
3897.8,0.19667
3900.8,0.19677
3903.7,0.19684
3906.7,0.19692
3909.6,0.19701
3912.6,0.1971
3915.5,0.19719
3918.5,0.19728
3921.4,0.19737
3924.4,0.19747
3927.4,0.19756
3930.4,0.19762
3933.3,0.19768
3936.3,0.19776
3939.3,0.19785
3942.3,0.19792
3945.3,0.19799
3948.3,0.19806
3951.3,0.19812
3954.3,0.19822
3957.4,0.19832
3960.4,0.19843
3963.4,0.19857
3966.4,0.1987
3969.5,0.19883
3972.5,0.19894
3975.6,0.19905
3978.6,0.19916
3981.7,0.19926
3984.7,0.19932
3987.8,0.19933
3990.9,0.19938
3993.9,0.19945
3997,0.19948
4000.1,0.19949
