 s07_M3t Record=19: M3 Wavelengths TARGET 2011t3 micron 256c
Center channel for M3 targeted data

M3 Wavelengths (µm)
 4.4601998e-001
 4.5600000e-001
 4.6597999e-001
 4.7595999e-001
 4.8594999e-001
 4.9592999e-001
 5.0590998e-001
 5.1589000e-001
 5.2586997e-001
 5.3584999e-001
 5.4583001e-001
 5.5580997e-001
 5.6579006e-001
 5.7577002e-001
 5.8576000e-001
 5.9573996e-001
 6.0572004e-001
 6.1570001e-001
 6.2567997e-001
 6.3565999e-001
 6.4563996e-001
 6.5561998e-001
 6.6560000e-001
 6.7558002e-001
 6.8555999e-001
 6.9554996e-001
 7.0553005e-001
 7.1551001e-001
 7.2549003e-001
 7.3547006e-001
 7.4545002e-001
 7.5543004e-001
 7.6541001e-001
 7.7539003e-001
 7.8536999e-001
 7.9535997e-001
 8.0533999e-001
 8.1532001e-001
 8.2529998e-001
 8.3528000e-001
 8.4526002e-001
 8.5523999e-001
 8.6522001e-001
 8.7520003e-001
 8.8518000e-001
 8.9516997e-001
 9.0514994e-001
 9.1513002e-001
 9.2510998e-001
 9.3509001e-001
 9.4507003e-001
 9.5504999e-001
 9.6503001e-001
 9.7501004e-001
 9.8499006e-001
 9.9497002e-001
 1.0049601e+000
 1.0149400e+000
 1.0249200e+000
 1.0349001e+000
 1.0448800e+000
 1.0548601e+000
 1.0648401e+000
 1.0748200e+000
 1.0848000e+000
 1.0947798e+000
 1.1047699e+000
 1.1147500e+000
 1.1247300e+000
 1.1347100e+000
 1.1446899e+000
 1.1546699e+000
 1.1646501e+000
 1.1746300e+000
 1.1846100e+000
 1.1945900e+000
 1.2045799e+000
 1.2145600e+000
 1.2245400e+000
 1.2345201e+000
 1.2445000e+000
 1.2544800e+000
 1.2644601e+000
 1.2744401e+000
 1.2844200e+000
 1.2944000e+000
 1.3043801e+000
 1.3143700e+000
 1.3243501e+000
 1.3343301e+000
 1.3443100e+000
 1.3542899e+000
 1.3642699e+000
 1.3742501e+000
 1.3842300e+000
 1.3942100e+000
 1.4041899e+000
 1.4141799e+000
 1.4241600e+000
 1.4341400e+000
 1.4441200e+000
 1.4541000e+000
 1.4640800e+000
 1.4740601e+000
 1.4840400e+000
 1.4940200e+000
 1.5039999e+000
 1.5139900e+000
 1.5239700e+000
 1.5339501e+000
 1.5439301e+000
 1.5539100e+000
 1.5638900e+000
 1.5738699e+000
 1.5838501e+000
 1.5938301e+000
 1.6038101e+000
 1.6138000e+000
 1.6237799e+000
 1.6337600e+000
 1.6437399e+000
 1.6537200e+000
 1.6637000e+000
 1.6736799e+000
 1.6836600e+000
 1.6936400e+000
 1.7036200e+000
 1.7135999e+000
 1.7235900e+000
 1.7335700e+000
 1.7435501e+000
 1.7535300e+000
 1.7635100e+000
 1.7734900e+000
 1.7834699e+000
 1.7934501e+000
 1.8034301e+000
 1.8134100e+000
 1.8234000e+000
 1.8333800e+000
 1.8433601e+000
 1.8533400e+000
 1.8633201e+000
 1.8733001e+000
 1.8832799e+000
 1.8932600e+000
 1.9032400e+000
 1.9132199e+000
 1.9232099e+000
 1.9331900e+000
 1.9431700e+000
 1.9531500e+000
 1.9631300e+000
 1.9731100e+000
 1.9830899e+000
 1.9930699e+000
 2.0030501e+000
 2.0130301e+000
 2.0230100e+000
 2.0330000e+000
 2.0429800e+000
 2.0529599e+000
 2.0629399e+000
 2.0729198e+000
 2.0828998e+000
 2.0928800e+000
 2.1028602e+000
 2.1128402e+000
 2.1228201e+000
 2.1328101e+000
 2.1427901e+000
 2.1527700e+000
 2.1627500e+000
 2.1727300e+000
 2.1827099e+000
 2.1926901e+000
 2.2026701e+000
 2.2126501e+000
 2.2226300e+000
 2.2326200e+000
 2.2426002e+000
 2.2525802e+000
 2.2625601e+000
 2.2725401e+000
 2.2825201e+000
 2.2925000e+000
 2.3024800e+000
 2.3124599e+000
 2.3224399e+000
 2.3324199e+000
 2.3424098e+000
 2.3523901e+000
 2.3623700e+000
 2.3723502e+000
 2.3823302e+000
 2.3923101e+000
 2.4022901e+000
 2.4122701e+000
 2.4222500e+000
 2.4322300e+000
 2.4422200e+000
 2.4521999e+000
 2.4621801e+000
 2.4721601e+000
 2.4821401e+000
 2.4921200e+000
 2.5021000e+000
 2.5120802e+000
 2.5220602e+000
 2.5320401e+000
 2.5420301e+000
 2.5520101e+000
 2.5619900e+000
 2.5719700e+000
 2.5819499e+000
 2.5919299e+000
 2.6019099e+000
 2.6118901e+000
 2.6218700e+000
 2.6318500e+000
 2.6418300e+000
 2.6518202e+000
 2.6618001e+000
 2.6717801e+000
 2.6817601e+000
 2.6917400e+000
 2.7017200e+000
 2.7117000e+000
 2.7216802e+000
 2.7316601e+000
 2.7416401e+000
 2.7516301e+000
 2.7616100e+000
 2.7715900e+000
 2.7815700e+000
 2.7915502e+000
 2.8015301e+000
 2.8115101e+000
 2.8214900e+000
 2.8314700e+000
 2.8414500e+000
 2.8514400e+000
 2.8614199e+000
 2.8713999e+000
 2.8813801e+000
 2.8913600e+000
 2.9013400e+000
 2.9113200e+000
 2.9212999e+000
 2.9312801e+000
 2.9412601e+000
 2.9512501e+000
 2.9612300e+000
 2.9712100e+000
 2.9811902e+000
 2.9911702e+000
