Wavelength (nm),SynOl_Fo40
300.0,0.04682
305.0,0.0468
310.0,0.04579
315.0,0.04689
320.0,0.04864
325.0,0.05157
330.0,0.05585
335.0,0.05985
340.0,0.06534
345.0,0.0734
350.0,0.08343
355.0,0.09598
360.0,0.11253
365.0,0.13142
370.0,0.15317
375.0,0.1753
380.0,0.19749
385.0,0.21817
390.0,0.23815
395.0,0.25561
400.0,0.26471
405.0,0.27486
410.0,0.29805
415.0,0.30999
420.0,0.31709
425.0,0.32253
430.0,0.32756
435.0,0.33341
440.0,0.33929
445.0,0.33919
450.0,0.33331
455.0,0.33435
460.0,0.34322
465.0,0.35331
470.0,0.35899
475.0,0.37246
480.0,0.3872
485.0,0.39313
490.0,0.39556
495.0,0.39557
500.0,0.40536
505.0,0.42156
510.0,0.43427
515.0,0.44309
520.0,0.44874
525.0,0.45342
530.0,0.45916
535.0,0.46819
540.0,0.47723
545.0,0.48506
550.0,0.49195
555.0,0.49599
560.0,0.50003
565.0,0.5031
570.0,0.50508
575.0,0.50664
580.0,0.50821
585.0,0.50988
590.0,0.51109
595.0,0.51201
600.0,0.51257
605.0,0.51282
610.0,0.51289
615.0,0.5121
620.0,0.51251
625.0,0.51373
630.0,0.51599
635.0,0.51975
640.0,0.52385
645.0,0.52792
650.0,0.5325
655.0,0.53536
660.0,0.53784
665.0,0.53918
670.0,0.5399
675.0,0.53952
680.0,0.5387
685.0,0.53806
690.0,0.53521
695.0,0.53377
700.0,0.53148
705.0,0.52706
710.0,0.52341
715.0,0.52068
720.0,0.51591
725.0,0.51213
730.0,0.50787
735.0,0.50316
740.0,0.4981
745.0,0.49254
750.0,0.48783
755.0,0.48168
760.0,0.47621
765.0,0.46971
770.0,0.46307
775.0,0.45664
780.0,0.44948
785.0,0.44288
790.0,0.43581
795.0,0.42867
800.0,0.42302
805.0,0.41492
810.0,0.40795
815.0,0.4018
820.0,0.3946
825.0,0.38887
830.0,0.38244
835.0,0.37752
840.0,0.3716
