Wavenumber (cm-1)	Wavelength (µm)	Wavelength (nm)	SynOl_Fo20
7168.5	1.3950	1395.0	0.29911
7142.9	1.4000	1400.0	0.30125
7117.4	1.4050	1405.0	0.30350
7092.2	1.4100	1410.0	0.30638
7067.1	1.4150	1415.0	0.30849
7042.3	1.4200	1420.0	0.31117
7017.5	1.4250	1425.0	0.31429
6993.0	1.4300	1430.0	0.31704
6968.6	1.4350	1435.0	0.31966
6944.4	1.4400	1440.0	0.32295
6920.4	1.4450	1445.0	0.32562
6896.6	1.4500	1450.0	0.32903
6872.9	1.4550	1455.0	0.33143
6849.3	1.4600	1460.0	0.33492
6825.9	1.4650	1465.0	0.33766
6802.7	1.4700	1470.0	0.34090
6779.7	1.4750	1475.0	0.34418
6756.8	1.4800	1480.0	0.34725
6734.0	1.4850	1485.0	0.35042
6711.4	1.4900	1490.0	0.35336
6689.0	1.4950	1495.0	0.35639
6666.7	1.5000	1500.0	0.35961
6644.5	1.5050	1505.0	0.36244
6622.5	1.5100	1510.0	0.36556
6600.7	1.5150	1515.0	0.36855
6578.9	1.5200	1520.0	0.37189
6557.4	1.5250	1525.0	0.37549
6535.9	1.5300	1530.0	0.37802
6514.7	1.5350	1535.0	0.38131
6493.5	1.5400	1540.0	0.38435
6472.5	1.5450	1545.0	0.38736
6451.6	1.5500	1550.0	0.39070
6430.9	1.5550	1555.0	0.39312
6410.3	1.5600	1560.0	0.39574
6389.8	1.5650	1565.0	0.39894
6369.4	1.5700	1570.0	0.40138
6349.2	1.5750	1575.0	0.40446
6329.1	1.5800	1580.0	0.40722
6309.1	1.5850	1585.0	0.40932
6289.3	1.5900	1590.0	0.41204
6269.6	1.5950	1595.0	0.41461
6250.0	1.6000	1600.0	0.41718
6230.5	1.6050	1605.0	0.42028
6211.2	1.6100	1610.0	0.42227
6192.0	1.6150	1615.0	0.42508
6172.8	1.6200	1620.0	0.42688
6153.8	1.6250	1625.0	0.42935
6135.0	1.6300	1630.0	0.43040
6116.2	1.6350	1635.0	0.43377
6097.6	1.6400	1640.0	0.43527
6079.0	1.6450	1645.0	0.43749
6060.6	1.6500	1650.0	0.44059
6042.3	1.6550	1655.0	0.44130
6024.1	1.6600	1660.0	0.44316
6006.0	1.6650	1665.0	0.44664
5988.0	1.6700	1670.0	0.44826
5970.1	1.6750	1675.0	0.44893
5952.4	1.6800	1680.0	0.45155
5934.7	1.6850	1685.0	0.45302
5917.2	1.6900	1690.0	0.45419
5899.7	1.6950	1695.0	0.45525
5882.4	1.7000	1700.0	0.45690
5865.1	1.7050	1705.0	0.45885
5848.0	1.7100	1710.0	0.46013
5830.9	1.7150	1715.0	0.46143
5814.0	1.7200	1720.0	0.46262
5797.1	1.7250	1725.0	0.46406
5780.3	1.7300	1730.0	0.46506
5763.7	1.7350	1735.0	0.46632
5747.1	1.7400	1740.0	0.46690
5730.7	1.7450	1745.0	0.46805
5714.3	1.7500	1750.0	0.46875
5698.0	1.7550	1755.0	0.47000
5681.8	1.7600	1760.0	0.47069
5665.7	1.7650	1765.0	0.47183
5649.7	1.7700	1770.0	0.47221
5633.8	1.7750	1775.0	0.47257
5618.0	1.7800	1780.0	0.47303
5602.2	1.7850	1785.0	0.47424
5586.6	1.7900	1790.0	0.47498
5571.0	1.7950	1795.0	0.47561
5555.6	1.8000	1800.0	0.47572
5540.2	1.8050	1805.0	0.47634
5524.9	1.8100	1810.0	0.47655
5509.6	1.8150	1815.0	0.47703
5494.5	1.8200	1820.0	0.47689
5479.5	1.8250	1825.0	0.47842
5464.5	1.8300	1830.0	0.47787
5449.6	1.8350	1835.0	0.47839
5434.8	1.8400	1840.0	0.47897
5420.1	1.8450	1845.0	0.47951
5405.4	1.8500	1850.0	0.47989
5401.9	1.8512	1851.2	0.47983
5399.9	1.8519	1851.9	0.48002
5397.8	1.8526	1852.6	0.48016
5396.1	1.8532	1853.2	0.48031
5394.0	1.8539	1853.9	0.48033
5392.3	1.8545	1854.5	0.48029
5390.3	1.8552	1855.2	0.48040
5388.2	1.8559	1855.9	0.48036
5386.5	1.8565	1856.5	0.48049
5384.4	1.8572	1857.2	0.48067
5382.4	1.8579	1857.9	0.48066
5380.7	1.8585	1858.5	0.48066
5378.7	1.8592	1859.2	0.48083
5376.6	1.8599	1859.9	0.48077
5374.9	1.8605	1860.5	0.48077
5372.9	1.8612	1861.2	0.48079
5370.9	1.8619	1861.9	0.48074
5369.1	1.8625	1862.5	0.48066
5367.1	1.8632	1863.2	0.48087
5365.1	1.8639	1863.9	0.48104
5363.4	1.8645	1864.5	0.48105
5361.4	1.8652	1865.2	0.48085
5359.3	1.8659	1865.9	0.48083
5357.3	1.8666	1866.6	0.48068
5355.6	1.8672	1867.2	0.48090
5353.6	1.8679	1867.9	0.48107
5351.6	1.8686	1868.6	0.48125
5349.6	1.8693	1869.3	0.48131
5347.9	1.8699	1869.9	0.48110
5345.9	1.8706	1870.6	0.48103
5343.9	1.8713	1871.3	0.48131
5342.2	1.8719	1871.9	0.48155
5340.2	1.8726	1872.6	0.48150
5338.2	1.8733	1873.3	0.48126
5336.2	1.8740	1874.0	0.48113
5334.2	1.8747	1874.7	0.48118
5332.5	1.8753	1875.3	0.48132
5330.5	1.8760	1876.0	0.48136
5328.5	1.8767	1876.7	0.48127
5326.5	1.8774	1877.4	0.48125
5324.5	1.8781	1878.1	0.48150
5322.8	1.8787	1878.7	0.48158
5320.8	1.8794	1879.4	0.48150
5318.9	1.8801	1880.1	0.48154
5316.9	1.8808	1880.8	0.48154
5314.9	1.8815	1881.5	0.48162
5313.2	1.8821	1882.1	0.48164
5311.2	1.8828	1882.8	0.48166
5309.3	1.8835	1883.5	0.48172
5307.3	1.8842	1884.2	0.48162
5305.3	1.8849	1884.9	0.48165
5303.4	1.8856	1885.6	0.48192
5301.4	1.8863	1886.3	0.48217
5299.7	1.8869	1886.9	0.48205
5297.7	1.8876	1887.6	0.48200
5295.8	1.8883	1888.3	0.48200
5293.8	1.8890	1889.0	0.48199
5291.8	1.8897	1889.7	0.48200
5289.9	1.8904	1890.4	0.48199
5287.9	1.8911	1891.1	0.48190
5286.0	1.8918	1891.8	0.48212
5284.3	1.8924	1892.4	0.48226
5282.3	1.8931	1893.1	0.48222
5280.4	1.8938	1893.8	0.48232
5278.4	1.8945	1894.5	0.48242
5276.5	1.8952	1895.2	0.48224
5274.5	1.8959	1895.9	0.48218
5272.6	1.8966	1896.6	0.48218
5270.6	1.8973	1897.3	0.48219
5268.7	1.8980	1898.0	0.48223
5266.8	1.8987	1898.7	0.48233
5264.8	1.8994	1899.4	0.48243
5262.9	1.9001	1900.1	0.48243
5260.9	1.9008	1900.8	0.48242
5259.0	1.9015	1901.5	0.48258
5257.1	1.9022	1902.2	0.48260
5255.1	1.9029	1902.9	0.48248
5253.2	1.9036	1903.6	0.48245
5251.3	1.9043	1904.3	0.48252
5249.3	1.9050	1905.0	0.48257
5247.4	1.9057	1905.7	0.48271
5245.5	1.9064	1906.4	0.48272
5243.6	1.9071	1907.1	0.48263
5241.6	1.9078	1907.8	0.48264
5239.7	1.9085	1908.5	0.48275
5237.8	1.9092	1909.2	0.48282
5235.9	1.9099	1909.9	0.48287
5234.0	1.9106	1910.6	0.48287
5232.0	1.9113	1911.3	0.48272
5230.1	1.9120	1912.0	0.48264
5228.2	1.9127	1912.7	0.48282
5226.3	1.9134	1913.4	0.48299
5224.4	1.9141	1914.1	0.48293
5222.5	1.9148	1914.8	0.48282
5220.6	1.9155	1915.5	0.48285
5218.7	1.9162	1916.2	0.48294
5216.8	1.9169	1916.9	0.48311
5214.9	1.9176	1917.6	0.48305
5212.9	1.9183	1918.3	0.48302
5210.8	1.9191	1919.1	0.48317
5208.9	1.9198	1919.8	0.48322
5207.0	1.9205	1920.5	0.48302
5205.1	1.9212	1921.2	0.48291
5203.2	1.9219	1921.9	0.48304
5201.3	1.9226	1922.6	0.48310
5199.4	1.9233	1923.3	0.48311
5197.2	1.9241	1924.1	0.48322
5195.3	1.9248	1924.8	0.48337
5193.5	1.9255	1925.5	0.48340
5191.6	1.9262	1926.2	0.48328
5189.7	1.9269	1926.9	0.48323
5187.8	1.9276	1927.6	0.48329
5185.9	1.9283	1928.3	0.48342
5183.8	1.9291	1929.1	0.48354
5181.9	1.9298	1929.8	0.48346
5180.0	1.9305	1930.5	0.48335
5178.1	1.9312	1931.2	0.48347
5176.3	1.9319	1931.9	0.48352
5174.1	1.9327	1932.7	0.48365
5172.2	1.9334	1933.4	0.48371
5170.4	1.9341	1934.1	0.48369
5168.5	1.9348	1934.8	0.48360
5166.6	1.9355	1935.5	0.48358
5164.5	1.9363	1936.3	0.48370
5162.6	1.9370	1937.0	0.48363
5160.8	1.9377	1937.7	0.48355
5158.9	1.9384	1938.4	0.48372
5156.8	1.9392	1939.2	0.48380
5154.9	1.9399	1939.9	0.48379
5153.0	1.9406	1940.6	0.48384
5151.2	1.9413	1941.3	0.48386
5149.1	1.9421	1942.1	0.48379
5147.2	1.9428	1942.8	0.48367
5145.4	1.9435	1943.5	0.48368
5143.2	1.9443	1944.3	0.48386
5141.4	1.9450	1945.0	0.48378
5139.5	1.9457	1945.7	0.48371
5137.7	1.9464	1946.4	0.48369
5135.6	1.9472	1947.2	0.48381
5133.7	1.9479	1947.9	0.48376
5131.9	1.9486	1948.6	0.48382
5129.8	1.9494	1949.4	0.48400
5127.9	1.9501	1950.1	0.48407
5126.1	1.9508	1950.8	0.48409
5124.0	1.9516	1951.6	0.48407
5122.2	1.9523	1952.3	0.48408
5120.3	1.9530	1953.0	0.48405
5118.2	1.9538	1953.8	0.48405
5116.4	1.9545	1954.5	0.48412
5114.3	1.9553	1955.3	0.48409
5112.5	1.9560	1956.0	0.48408
5110.6	1.9567	1956.7	0.48395
5108.6	1.9575	1957.5	0.48398
5106.7	1.9582	1958.2	0.48411
5104.9	1.9589	1958.9	0.48408
5102.8	1.9597	1959.7	0.48406
5101.0	1.9604	1960.4	0.48416
5098.9	1.9612	1961.2	0.48422
5097.1	1.9619	1961.9	0.48414
5095.0	1.9627	1962.7	0.48409
5093.2	1.9634	1963.4	0.48422
5091.4	1.9641	1964.1	0.48435
5089.3	1.9649	1964.9	0.48430
5087.5	1.9656	1965.6	0.48431
5085.4	1.9664	1966.4	0.48432
5083.6	1.9671	1967.1	0.48432
5081.6	1.9679	1967.9	0.48442
5079.8	1.9686	1968.6	0.48447
5077.7	1.9694	1969.4	0.48436
5075.9	1.9701	1970.1	0.48429
5074.1	1.9708	1970.8	0.48446
5072.0	1.9716	1971.6	0.48450
5070.2	1.9723	1972.3	0.48449
5068.2	1.9731	1973.1	0.48443
5066.4	1.9738	1973.8	0.48450
5064.3	1.9746	1974.6	0.48465
5062.3	1.9754	1975.4	0.48464
5060.5	1.9761	1976.1	0.48455
5058.4	1.9769	1976.9	0.48459
5056.6	1.9776	1977.6	0.48466
5054.6	1.9784	1978.4	0.48463
5052.8	1.9791	1979.1	0.48450
5050.8	1.9799	1979.9	0.48453
5049.0	1.9806	1980.6	0.48456
5046.9	1.9814	1981.4	0.48468
5044.9	1.9822	1982.2	0.48467
5043.1	1.9829	1982.9	0.48463
5041.1	1.9837	1983.7	0.48466
5039.3	1.9844	1984.4	0.48471
5037.3	1.9852	1985.2	0.48469
5035.5	1.9859	1985.9	0.48471
5033.5	1.9867	1986.7	0.48466
5031.4	1.9875	1987.5	0.48467
5029.7	1.9882	1988.2	0.48470
5027.7	1.9890	1989.0	0.48470
5025.6	1.9898	1989.8	0.48475
5023.9	1.9905	1990.5	0.48458
5021.8	1.9913	1991.3	0.48460
5019.8	1.9921	1992.1	0.48484
5018.1	1.9928	1992.8	0.48490
5016.1	1.9936	1993.6	0.48487
5014.3	1.9943	1994.3	0.48483
5012.3	1.9951	1995.1	0.48484
5010.3	1.9959	1995.9	0.48483
5008.3	1.9967	1996.7	0.48479
5006.5	1.9974	1997.4	0.48480
5004.5	1.9982	1998.2	0.48495
5002.5	1.9990	1999.0	0.48498
5000.7	1.9997	1999.7	0.48492
4998.8	2.0005	2000.5	0.48475
4996.8	2.0013	2001.3	0.48488
4994.8	2.0021	2002.1	0.48509
4993.0	2.0028	2002.8	0.48515
4991.0	2.0036	2003.6	0.48508
4989.0	2.0044	2004.4	0.48505
4987.0	2.0052	2005.2	0.48504
4985.3	2.0059	2005.9	0.48510
4983.3	2.0067	2006.7	0.48504
4981.3	2.0075	2007.5	0.48498
4979.3	2.0083	2008.3	0.48505
4977.6	2.0090	2009.0	0.48517
4975.6	2.0098	2009.8	0.48512
4973.6	2.0106	2010.6	0.48510
4971.7	2.0114	2011.4	0.48522
4969.7	2.0122	2012.2	0.48524
4968.0	2.0129	2012.9	0.48515
4966.0	2.0137	2013.7	0.48506
4964.0	2.0145	2014.5	0.48514
4962.0	2.0153	2015.3	0.48524
4960.1	2.0161	2016.1	0.48524
4958.3	2.0168	2016.8	0.48533
4956.4	2.0176	2017.6	0.48524
4954.4	2.0184	2018.4	0.48507
4952.5	2.0192	2019.2	0.48500
4950.5	2.0200	2020.0	0.48500
4948.5	2.0208	2020.8	0.48511
4946.6	2.0216	2021.6	0.48528
4944.6	2.0224	2022.4	0.48544
4942.7	2.0232	2023.2	0.48545
4941.0	2.0239	2023.9	0.48540
4939.0	2.0247	2024.7	0.48538
4937.1	2.0255	2025.5	0.48537
4935.1	2.0263	2026.3	0.48538
4933.2	2.0271	2027.1	0.48526
4931.2	2.0279	2027.9	0.48528
4929.3	2.0287	2028.7	0.48532
4927.3	2.0295	2029.5	0.48528
4925.4	2.0303	2030.3	0.48539
4923.4	2.0311	2031.1	0.48548
4921.5	2.0319	2031.9	0.48537
4919.6	2.0327	2032.7	0.48543
4917.6	2.0335	2033.5	0.48543
4915.7	2.0343	2034.3	0.48542
4913.8	2.0351	2035.1	0.48548
4911.8	2.0359	2035.9	0.48554
4909.9	2.0367	2036.7	0.48542
4908.0	2.0375	2037.5	0.48532
4906.0	2.0383	2038.3	0.48540
4904.1	2.0391	2039.1	0.48544
4902.2	2.0399	2039.9	0.48542
4900.3	2.0407	2040.7	0.48550
4898.4	2.0415	2041.5	0.48547
4896.4	2.0423	2042.3	0.48531
4894.5	2.0431	2043.1	0.48521
4892.6	2.0439	2043.9	0.48530
4890.7	2.0447	2044.7	0.48538
4888.8	2.0455	2045.5	0.48560
4886.9	2.0463	2046.3	0.48574
4885.0	2.0471	2047.1	0.48583
4883.1	2.0479	2047.9	0.48570
4881.1	2.0487	2048.7	0.48565
4879.2	2.0495	2049.5	0.48561
4877.1	2.0504	2050.4	0.48573
4875.2	2.0512	2051.2	0.48583
4873.3	2.0520	2052.0	0.48586
4871.4	2.0528	2052.8	0.48584
4869.5	2.0536	2053.6	0.48576
4867.6	2.0544	2054.4	0.48578
4865.7	2.0552	2055.2	0.48580
4863.8	2.0560	2056.0	0.48589
4861.7	2.0569	2056.9	0.48587
4859.8	2.0577	2057.7	0.48574
4857.9	2.0585	2058.5	0.48584
4856.0	2.0593	2059.3	0.48589
4854.1	2.0601	2060.1	0.48584
4852.2	2.0609	2060.9	0.48583
4850.1	2.0618	2061.8	0.48582
4848.2	2.0626	2062.6	0.48592
4846.4	2.0634	2063.4	0.48605
4844.5	2.0642	2064.2	0.48598
4842.4	2.0651	2065.1	0.48592
4840.5	2.0659	2065.9	0.48584
4838.6	2.0667	2066.7	0.48585
4836.8	2.0675	2067.5	0.48591
4834.9	2.0683	2068.3	0.48597
4832.8	2.0692	2069.2	0.48598
4830.9	2.0700	2070.0	0.48582
4829.1	2.0708	2070.8	0.48582
4827.2	2.0716	2071.6	0.48590
4825.1	2.0725	2072.5	0.48586
4823.2	2.0733	2073.3	0.48585
4821.4	2.0741	2074.1	0.48594
4819.3	2.0750	2075.0	0.48606
4817.4	2.0758	2075.8	0.48601
4815.6	2.0766	2076.6	0.48603
4813.5	2.0775	2077.5	0.48611
4811.6	2.0783	2078.3	0.48610
4809.8	2.0791	2079.1	0.48602
4807.7	2.0800	2080.0	0.48606
4805.8	2.0808	2080.8	0.48603
4804.0	2.0816	2081.6	0.48595
4801.9	2.0825	2082.5	0.48600
4800.1	2.0833	2083.3	0.48610
4798.2	2.0841	2084.1	0.48614
4796.2	2.0850	2085.0	0.48615
4794.3	2.0858	2085.8	0.48614
4792.3	2.0867	2086.7	0.48610
4790.4	2.0875	2087.5	0.48601
4788.6	2.0883	2088.3	0.48613
4786.5	2.0892	2089.2	0.48624
4784.7	2.0900	2090.0	0.48620
4782.6	2.0909	2090.9	0.48616
4780.8	2.0917	2091.7	0.48610
4778.7	2.0926	2092.6	0.48604
4776.9	2.0934	2093.4	0.48618
4775.1	2.0942	2094.2	0.48634
4773.0	2.0951	2095.1	0.48627
4771.2	2.0959	2095.9	0.48625
4769.2	2.0968	2096.8	0.48638
4767.4	2.0976	2097.6	0.48632
4765.3	2.0985	2098.5	0.48623
4763.5	2.0993	2099.3	0.48613
4761.5	2.1002	2100.2	0.48612
4759.6	2.1010	2101.0	0.48634
4757.6	2.1019	2101.9	0.48646
4755.8	2.1027	2102.7	0.48642
4753.8	2.1036	2103.6	0.48643
4751.9	2.1044	2104.4	0.48643
4749.9	2.1053	2105.3	0.48649
4748.1	2.1061	2106.1	0.48657
4746.1	2.1070	2107.0	0.48658
4744.1	2.1079	2107.9	0.48660
4742.3	2.1087	2108.7	0.48670
4740.2	2.1096	2109.6	0.48669
4738.4	2.1104	2110.4	0.48665
4736.4	2.1113	2111.3	0.48657
4734.4	2.1122	2112.2	0.48663
4732.6	2.1130	2113.0	0.48671
4730.6	2.1139	2113.9	0.48665
4728.8	2.1147	2114.7	0.48651
4726.8	2.1156	2115.6	0.48656
4724.8	2.1165	2116.5	0.48669
4723.0	2.1173	2117.3	0.48689
4721.0	2.1182	2118.2	0.48691
4719.0	2.1191	2119.1	0.48692
4717.2	2.1199	2119.9	0.48695
4715.2	2.1208	2120.8	0.48691
4713.2	2.1217	2121.7	0.48689
4711.4	2.1225	2122.5	0.48685
4709.4	2.1234	2123.4	0.48683
4707.4	2.1243	2124.3	0.48681
4705.7	2.1251	2125.1	0.48673
4703.7	2.1260	2126.0	0.48668
4701.7	2.1269	2126.9	0.48662
4699.7	2.1278	2127.8	0.48658
4697.9	2.1286	2128.6	0.48656
4695.9	2.1295	2129.5	0.48655
4694.0	2.1304	2130.4	0.48665
4692.0	2.1313	2131.3	0.48670
4690.2	2.1321	2132.1	0.48666
4688.2	2.1330	2133.0	0.48663
4686.3	2.1339	2133.9	0.48667
4684.3	2.1348	2134.8	0.48682
4682.5	2.1356	2135.6	0.48691
4680.6	2.1365	2136.5	0.48690
4678.6	2.1374	2137.4	0.48682
4676.6	2.1383	2138.3	0.48682
4674.6	2.1392	2139.2	0.48687
4672.7	2.1401	2140.1	0.48690
4670.9	2.1409	2140.9	0.48692
4669.0	2.1418	2141.8	0.48692
4667.0	2.1427	2142.7	0.48693
4665.0	2.1436	2143.6	0.48705
4663.1	2.1445	2144.5	0.48697
4661.1	2.1454	2145.4	0.48690
4659.2	2.1463	2146.3	0.48686
4657.4	2.1471	2147.1	0.48687
4655.5	2.1480	2148.0	0.48682
4653.5	2.1489	2148.9	0.48683
4651.6	2.1498	2149.8	0.48673
4649.6	2.1507	2150.7	0.48670
4647.7	2.1516	2151.6	0.48678
4645.8	2.1525	2152.5	0.48691
4643.8	2.1534	2153.4	0.48703
4641.9	2.1543	2154.3	0.48708
4639.9	2.1552	2155.2	0.48699
4638.0	2.1561	2156.1	0.48689
4636.1	2.1570	2157.0	0.48683
4634.1	2.1579	2157.9	0.48680
4632.2	2.1588	2158.8	0.48679
4630.3	2.1597	2159.7	0.48700
4628.3	2.1606	2160.6	0.48698
4626.4	2.1615	2161.5	0.48686
4624.5	2.1624	2162.4	0.48687
4622.6	2.1633	2163.3	0.48699
