Wavelength (µm),Pigeonite hs199.17856
11.545999,0.057631
11.571771,0.056445
11.597663,0.055203
11.623667,0.053736
11.649787,0.052494
11.676025,0.051422
11.702382,0.050236
11.728858,0.048938
11.755454,0.047753
11.782171,0.046737
11.809002,0.045834
11.835962,0.04493
11.863048,0.043858
11.890256,0.043124
11.91759,0.04239
11.94505,0.0416
11.972636,0.041092
12.000351,0.040358
12.028198,0.039625
12.056171,0.039004
12.084274,0.038213
12.112508,0.037423
12.140875,0.036802
12.169374,0.036012
12.198009,0.035222
12.226777,0.034601
12.255688,0.033924
12.28473,0.033077
12.31391,0.0324
12.343228,0.032004
12.372687,0.031609
12.402287,0.031101
12.432029,0.030593
12.461913,0.030029
12.491931,0.029464
12.522105,0.028956
12.552425,0.028392
12.582892,0.027997
12.613507,0.027828
12.644272,0.027263
12.675187,0.027094
12.706254,0.027263
12.737479,0.027263
12.768852,0.027037
12.80038,0.027207
12.832064,0.027376
12.863906,0.027037
12.895905,0.026699
12.928064,0.026586
12.960384,0.02636
12.992874,0.026191
13.025519,0.025683
13.05833,0.025457
13.091305,0.025683
13.124448,0.025683
13.157759,0.02557
13.191238,0.025626
13.22489,0.025795
13.258701,0.025908
13.292698,0.025739
13.326869,0.025739
13.361217,0.025852
13.395742,0.02557
13.430446,0.025287
13.46533,0.025344
13.500397,0.025287
13.535651,0.025062
13.571085,0.025005
13.606705,0.024836
13.642511,0.024779
13.678508,0.024949
13.714694,0.024892
13.751073,0.024554
13.787644,0.024384
13.82442,0.024441
13.861383,0.02461
13.898545,0.02461
13.935907,0.024271
13.97347,0.023876
14.011236,0.023368
14.049208,0.022917
14.087384,0.022804
14.125755,0.022465
14.16435,0.021957
14.203156,0.021844
14.242176,0.021336
14.281411,0.020998
14.320862,0.020885
14.360532,0.020659
14.400422,0.020433
14.440542,0.020151
14.48088,0.019925
14.521442,0.019812
14.562233,0.019643
14.603253,0.019643
14.644506,0.019812
14.685991,0.019643
14.727713,0.019643
14.76966,0.019925
14.811859,0.020038
14.8543,0.019869
14.896984,0.019925
14.939916,0.019925
14.983094,0.019869
15.026524,0.019474
15.070205,0.019135
15.11415,0.019248
15.158343,0.019417
15.202796,0.019756
15.24751,0.020546
15.292488,0.021731
15.337732,0.023651
15.383245,0.026134
15.429028,0.028674
15.475092,0.03144
15.521424,0.034432
15.568036,0.036802
15.614927,0.038834
15.662103,0.040133
15.709563,0.041036
15.757313,0.041713
15.805353,0.041995
15.853672,0.041826
15.902304,0.041544
15.951234,0.041318
16.000465,0.04081
16.050003,0.040415
16.099848,0.039963
16.150003,0.03985
16.200472,0.040076
16.251265,0.040358
16.30237,0.040697
16.353796,0.0416
16.405548,0.042898
16.45763,0.043971
16.510042,0.044535
16.56279,0.04493
16.615877,0.045382
16.669313,0.04589
16.723085,0.045946
16.777206,0.046172
16.831676,0.047075
16.886503,0.048091
16.941689,0.049107
16.997234,0.050236
17.053146,0.051478
17.109409,0.053002
17.166063,0.054639
17.223093,0.056163
17.280504,0.057405
17.338299,0.058647
17.396481,0.059832
17.455055,0.061074
17.514025,0.06288
17.573404,0.064573
17.633179,0.065138
17.693359,0.065985
17.753954,0.067226
17.814964,0.068073
17.876394,0.068299
17.938251,0.069089
18.000536,0.069597
18.063269,0.069992
18.126427,0.071347
18.190027,0.073266
18.254078,0.07479
18.318579,0.07637
18.383539,0.078233
18.448961,0.079927
18.514851,0.08083
18.58119,0.081225
18.648029,0.080491
18.715351,0.079362
18.783159,0.078515
18.851461,0.078177
18.920263,0.077838
18.989569,0.077499
19.059383,0.077838
19.129725,0.078403
19.200575,0.078854
19.271952,0.079644
19.343863,0.080096
19.416311,0.079757
19.489305,0.07987
19.562849,0.080604
19.636951,0.080039
19.711594,0.079249
19.786827,0.078346
19.862638,0.077838
19.939034,0.076483
20.016018,0.074621
20.093599,0.073153
20.171785,0.071629
20.250582,0.070557
20.330009,0.0705
20.410049,0.070726
20.490723,0.070444
20.572035,0.071121
20.653994,0.072363
20.73661,0.073266
20.819889,0.073605
20.903841,0.07383
20.988487,0.073322
21.073807,0.072419
21.159821,0.07321
21.246542,0.073492
21.333977,0.072024
21.422132,0.070331
21.511023,0.068242
21.600651,0.066888
21.691,0.066154
21.782139,0.064009
21.874046,0.061695
21.966734,0.060566
22.060209,0.059155
22.154484,0.058534
22.249567,0.057913
22.34547,0.0578
22.442221,0.057518
22.539797,0.055824
22.638224,0.055203
22.737514,0.057066
22.837679,0.058534
22.93873,0.058139
23.04068,0.05701
23.143541,0.057292
23.247343,0.058421
23.35206,0.058647
23.457727,0.057969
23.564352,0.057123
23.671953,0.057574
23.78054,0.058364
23.890127,0.057913
24.000731,0.058647
24.112324,0.062033
24.224998,0.063106
24.338732,0.06288
24.453537,0.064009
24.569429,0.066605
24.686426,0.067057
24.804543,0.067226
