Wavelength (µm),Augite ws592.3259
7.311926,0.096532
7.322253,0.096006
7.33261,0.095289
7.342996,0.09462
7.353412,0.093951
7.363857,0.093187
7.374328,0.092422
7.384833,0.091657
7.395367,0.090702
7.405932,0.089794
7.416527,0.088886
7.427153,0.088121
7.437809,0.087213
7.448495,0.086305
7.459215,0.085397
7.469963,0.084489
7.480742,0.083581
7.491552,0.082673
7.502394,0.081717
7.513267,0.08081
7.524172,0.079854
7.535108,0.078898
7.546078,0.077894
7.557078,0.076986
7.56811,0.075983
7.579175,0.074932
7.590272,0.073832
7.601401,0.072877
7.612564,0.071873
7.623759,0.07087
7.634982,0.069818
7.646243,0.068767
7.657537,0.067668
7.668865,0.066664
7.680227,0.065661
7.691622,0.064609
7.703051,0.06351
7.714513,0.062459
7.726013,0.061408
7.737544,0.060356
7.74911,0.059162
7.76071,0.057967
7.772346,0.05682
7.784016,0.055816
7.795721,0.054669
7.807461,0.053523
7.819234,0.052328
7.831045,0.051229
7.842893,0.050034
7.854775,0.048935
7.866695,0.047836
7.87865,0.046689
7.890642,0.045446
7.90267,0.044204
7.914737,0.042866
7.926839,0.041576
7.938978,0.040333
7.951155,0.039091
7.963368,0.037848
7.97562,0.036701
7.987909,0.035411
8.000236,0.034216
8.012604,0.033069
8.025007,0.031922
8.03745,0.030728
8.04993,0.029629
8.062449,0.028529
8.075007,0.027526
8.087605,0.026522
8.100242,0.025614
8.112914,0.024515
8.12563,0.023416
8.138387,0.022365
8.151183,0.021457
8.16402,0.020501
8.176896,0.019593
8.189815,0.018637
8.202773,0.017729
8.215774,0.016869
8.228815,0.016105
8.241898,0.015388
8.255021,0.014623
8.268188,0.013811
8.281395,0.013189
8.294645,0.012568
8.307939,0.011899
8.321277,0.011278
8.334655,0.0108
8.348077,0.01037
8.361541,0.009988
8.37505,0.00951
8.388601,0.009175
8.402197,0.008793
8.415837,0.008554
8.429516,0.008411
8.443245,0.008172
8.457019,0.007933
8.470837,0.007837
8.484701,0.007789
8.49861,0.007981
8.512566,0.008172
8.526567,0.008315
8.540616,0.008745
8.554709,0.009366
8.56885,0.009988
8.583036,0.010848
8.59727,0.011995
8.611551,0.013428
8.62588,0.015005
8.640257,0.01706
8.654684,0.019354
8.669156,0.021935
8.683678,0.024802
8.698248,0.027813
8.712867,0.030728
8.727534,0.034121
8.742252,0.037848
8.75702,0.041719
8.771832,0.04559
8.786699,0.049508
8.801618,0.053236
8.816586,0.056677
8.831606,0.059639
8.846677,0.062124
8.861799,0.064275
8.876974,0.066091
8.892203,0.067524
8.907482,0.068671
8.922813,0.069627
8.938197,0.070248
8.953634,0.070583
8.969126,0.070631
8.98467,0.070344
9.000268,0.069866
9.015924,0.069054
9.031631,0.068241
9.047393,0.067524
9.06321,0.066712
9.079082,0.065709
9.095011,0.064801
9.110995,0.06394
9.127035,0.063176
9.143127,0.062507
9.159282,0.062029
9.175492,0.061455
9.191761,0.060882
9.208088,0.060308
9.224472,0.059735
9.240915,0.059066
9.257417,0.058588
9.27398,0.057823
9.290601,0.057011
9.307281,0.056055
9.32402,0.055004
9.34082,0.053857
9.35768,0.052423
9.374602,0.050655
9.391585,0.048744
9.408624,0.046976
9.42573,0.045303
9.442899,0.043535
9.460131,0.041958
9.477425,0.040333
9.494783,0.039091
9.512204,0.038135
9.52969,0.037275
9.547244,0.036462
9.564858,0.035889
9.582539,0.035363
9.600284,0.035076
9.618095,0.034694
9.635973,0.034503
9.653916,0.034407
9.671927,0.03436
9.690009,0.034216
9.708156,0.034025
9.72637,0.033834
9.744653,0.033595
9.763004,0.033404
9.781425,0.03326
9.799915,0.032878
9.818476,0.032591
9.837101,0.032352
9.855803,0.032066
9.874576,0.031731
9.89342,0.031731
9.912336,0.031683
9.931326,0.031588
9.950388,0.031492
9.969523,0.031827
9.988736,0.031731
10.008019,0.031636
10.027377,0.031492
10.04681,0.031349
10.066319,0.031158
10.085902,0.030919
10.105563,0.030871
10.1253,0.031397
10.145119,0.032066
10.165011,0.032974
10.184982,0.034216
10.205031,0.035459
10.22516,0.036797
10.245367,0.038517
10.265656,0.040094
10.286023,0.041671
10.306466,0.042866
10.326997,0.044108
10.34761,0.045303
10.368304,0.045972
10.389083,0.046402
10.409945,0.046832
10.43089,0.047167
10.45192,0.047406
10.473039,0.047692
10.49424,0.04817
10.515526,0.048648
10.536899,0.049461
10.558359,0.050273
10.579906,0.050799
10.601542,0.051181
10.623267,0.051563
10.645084,0.051802
10.666988,0.052089
10.688982,0.052232
10.711066,0.052615
10.733243,0.053236
10.755511,0.053953
10.777872,0.054908
10.800325,0.055673
10.822865,0.056055
10.845508,0.056438
10.868244,0.056629
10.891077,0.056677
10.914005,0.056916
10.937031,0.05725
10.960154,0.057202
10.983374,0.057059
11.006698,0.057107
11.030116,0.057393
11.053635,0.05768
11.077253,0.057823
11.100973,0.057967
11.124795,0.058158
11.14872,0.05811
11.172747,0.058301
11.196871,0.058397
11.221107,0.05854
11.245447,0.058684
11.269894,0.058779
11.294447,0.05897
11.319107,0.059257
11.343875,0.059162
11.368752,0.058923
11.393744,0.058731
11.418839,0.058684
11.444047,0.058445
11.469365,0.058062
11.494797,0.057441
11.52034,0.056868
11.545999,0.056294
11.571771,0.055769
11.597663,0.055291
11.623667,0.054813
11.649787,0.054192
11.676025,0.05357
11.702382,0.052901
11.728858,0.051946
11.755454,0.051038
11.782171,0.050512
11.809002,0.050034
11.835962,0.049413
11.863048,0.048935
11.890256,0.048648
11.91759,0.048457
11.94505,0.048361
11.972636,0.047979
12.000351,0.047692
12.028198,0.04774
12.056171,0.047931
12.084274,0.047836
12.112508,0.047692
12.140875,0.047453
12.169374,0.047453
12.198009,0.047501
12.226777,0.047549
12.255688,0.047406
12.28473,0.047501
12.31391,0.047597
12.343228,0.047549
12.372687,0.047549
12.402287,0.047453
12.432029,0.04731
12.461913,0.047358
12.491931,0.047023
12.522105,0.046784
12.552425,0.046641
12.582892,0.046498
12.613507,0.046307
12.644272,0.046115
12.675187,0.045638
12.706254,0.045303
12.737479,0.045255
12.768852,0.045542
12.80038,0.045494
12.832064,0.045399
12.863906,0.045255
12.895905,0.045016
12.928064,0.044586
12.960384,0.044491
12.992874,0.044395
13.025519,0.044299
13.05833,0.044108
13.091305,0.043869
13.124448,0.043344
13.157759,0.042818
13.191238,0.042722
13.22489,0.042866
13.258701,0.042531
13.292698,0.042101
13.326869,0.042006
13.361217,0.041862
13.395742,0.041432
13.430446,0.041384
13.46533,0.041145
13.500397,0.040524
13.535651,0.039855
13.571085,0.039425
13.606705,0.038852
13.642511,0.038087
13.678508,0.036845
13.714694,0.035506
13.751073,0.034407
13.787644,0.033547
13.82442,0.032687
13.861383,0.031588
13.898545,0.030632
13.935907,0.029867
13.97347,0.029198
14.011236,0.028577
14.049208,0.027813
14.087384,0.027096
14.125755,0.02614
14.16435,0.025567
14.203156,0.025089
14.242176,0.024563
14.281411,0.023942
14.320862,0.023321
14.360532,0.02246
14.400422,0.021935
14.440542,0.021218
14.48088,0.020358
14.521442,0.019498
14.562233,0.018685
14.603253,0.018016
14.644506,0.017204
14.685991,0.016439
14.727713,0.0162
14.76966,0.015866
14.811859,0.015627
14.8543,0.015388
14.896984,0.015053
14.939916,0.014719
14.983094,0.014384
15.026524,0.013715
15.070205,0.013428
15.11415,0.013189
15.158343,0.012807
15.202796,0.01209
15.24751,0.011804
15.292488,0.011612
15.337732,0.011421
15.383245,0.011517
15.429028,0.01209
15.475092,0.012903
15.521424,0.013763
15.568036,0.014528
15.614927,0.015149
15.662103,0.015674
15.709563,0.016296
15.757313,0.016678
15.805353,0.016774
15.853672,0.016439
15.902304,0.015866
15.951234,0.015483
16.000465,0.015531
16.050003,0.01491
16.099848,0.014575
16.150003,0.014623
16.200472,0.014575
16.251265,0.014814
16.30237,0.014958
16.353796,0.015292
16.405548,0.016296
16.45763,0.017251
16.510042,0.018542
16.56279,0.020023
16.615877,0.021887
16.669313,0.024037
16.723085,0.026475
16.777206,0.029342
16.831676,0.032114
16.886503,0.03479
16.941689,0.037991
16.997234,0.04105
17.053146,0.043726
17.109409,0.046259
17.166063,0.04903
17.223093,0.052041
17.280504,0.055243
17.338299,0.058779
17.396481,0.061933
17.455055,0.064323
17.514025,0.066999
17.573404,0.069818
17.633179,0.071873
17.693359,0.073307
17.753954,0.074645
17.814964,0.075696
17.876394,0.076031
17.938251,0.075983
18.000536,0.0767
18.063269,0.076986
18.126427,0.076031
18.190027,0.076031
18.254078,0.076078
18.318579,0.075075
18.383539,0.074501
18.448961,0.073976
18.514851,0.073928
18.58119,0.074024
18.648029,0.073737
18.715351,0.07431
18.783159,0.075266
18.851461,0.075171
18.920263,0.075792
18.989569,0.077082
19.059383,0.07799
19.129725,0.07842
19.200575,0.079089
19.271952,0.079328
19.343863,0.080188
19.416311,0.081001
19.489305,0.081479
19.562849,0.081048
19.636951,0.081096
19.711594,0.080236
19.786827,0.078659
19.862638,0.077894
19.939034,0.077321
20.016018,0.076078
20.093599,0.074597
20.171785,0.073259
20.250582,0.071825
20.330009,0.071921
20.410049,0.073211
20.490723,0.073307
20.572035,0.073641
20.653994,0.073689
20.73661,0.073116
20.819889,0.072399
20.903841,0.07345
20.988487,0.074024
21.073807,0.072877
21.159821,0.071586
21.246542,0.071252
21.333977,0.070678
21.422132,0.069293
21.511023,0.067381
21.600651,0.066091
21.691,0.065613
21.782139,0.064227
21.874046,0.061933
21.966734,0.060643
22.060209,0.059831
22.154484,0.05897
22.249567,0.055816
22.34547,0.052901
22.442221,0.05142
22.539797,0.051946
22.638224,0.052041
22.737514,0.052806
22.837679,0.053666
22.93873,0.052232
23.04068,0.052806
23.143541,0.054048
23.247343,0.054622
23.35206,0.054526
23.457727,0.053618
23.564352,0.053475
23.671953,0.055339
23.78054,0.057537
23.890127,0.058827
24.000731,0.060356
24.112324,0.060165
24.224998,0.05897
24.338732,0.060977
24.453537,0.064657
24.569429,0.06394
24.686426,0.064418
24.804543,0.063367
