Wavelength (µm),Augite ws592.3259
2.460443,0.385745
2.461612,0.385793
2.462781,0.385936
2.463952,0.386175
2.465123,0.386175
2.466296,0.386605
2.46747,0.386844
2.468645,0.387035
2.469821,0.387131
2.470998,0.38737
2.472176,0.387895
2.473356,0.388182
2.474536,0.388564
2.475718,0.388994
2.476901,0.389138
2.478085,0.389185
2.47927,0.389233
2.480456,0.389424
2.481644,0.38952
2.482832,0.389807
2.484022,0.389998
2.485213,0.390141
2.486404,0.390476
2.487597,0.390954
2.488792,0.391097
2.489987,0.391384
2.491184,0.391336
2.492381,0.391336
2.493581,0.391623
2.494781,0.391909
2.495982,0.392196
2.497184,0.39277
2.498387,0.392913
2.499592,0.392961
2.500798,0.393009
2.502005,0.3932
2.503213,0.393486
2.504422,0.39363
2.505633,0.393916
2.506844,0.394155
2.508057,0.394251
2.509271,0.394538
2.510486,0.394824
2.511703,0.395016
2.51292,0.395207
2.514138,0.395493
2.515358,0.395828
2.516579,0.396115
2.517802,0.396401
2.519025,0.396497
2.52025,0.396784
2.521476,0.397214
2.522703,0.397405
2.523931,0.397644
2.52516,0.398217
2.526391,0.398409
2.527622,0.398695
2.528856,0.398886
2.53009,0.398791
2.531325,0.39903
2.532562,0.399412
2.5338,0.399938
2.535039,0.399842
2.536279,0.400129
2.53752,0.400798
2.538763,0.401037
2.540007,0.40118
2.541252,0.401563
2.542498,0.401754
2.543746,0.402136
2.544994,0.402614
2.546244,0.402614
2.547495,0.402423
2.548748,0.402805
2.550002,0.402996
2.551256,0.403187
2.552513,0.40357
2.553771,0.404573
2.555029,0.405386
2.556289,0.405768
2.55755,0.406007
2.558813,0.405768
2.560076,0.404334
2.561341,0.403474
2.562607,0.404095
2.563875,0.404908
2.565143,0.406533
2.566413,0.407918
2.567684,0.407249
2.568957,0.406294
2.57023,0.407202
2.571505,0.407823
2.572781,0.406485
2.574058,0.407488
2.575337,0.408396
2.576617,0.408253
2.577898,0.409352
2.579181,0.410021
2.580465,0.4094
2.58175,0.409448
2.583036,0.408253
2.584324,0.408826
2.585613,0.410021
2.586903,0.409687
2.588195,0.410451
2.589488,0.411502
2.590782,0.412363
2.592077,0.411407
2.593373,0.407345
2.594671,0.405051
2.595971,0.409448
2.597271,0.413318
2.598573,0.414418
2.599876,0.414083
2.601181,0.413653
2.602487,0.413223
2.603794,0.412124
2.605102,0.411263
2.606412,0.412458
2.607723,0.414035
2.609035,0.414465
2.610349,0.415469
2.611664,0.416233
2.612981,0.416138
2.614299,0.416233
2.615618,0.414322
2.616938,0.413653
2.61826,0.41523
2.619583,0.414561
2.620907,0.416042
2.622233,0.418049
2.62356,0.418432
2.624888,0.417667
2.626217,0.416186
2.627548,0.417237
2.628881,0.416377
2.630215,0.415039
2.63155,0.41738
2.632886,0.418193
2.634224,0.41848
2.635564,0.419435
2.636904,0.41977
2.638246,0.41977
2.63959,0.419579
2.640934,0.419387
2.64228,0.419149
2.643628,0.419149
2.644976,0.418671
2.646327,0.418862
2.647678,0.419387
2.649031,0.419483
2.650386,0.418766
2.651741,0.417476
2.653098,0.417428
2.654457,0.417476
2.655817,0.417428
2.657177,0.417667
2.65854,0.416329
2.659904,0.415421
2.66127,0.415421
2.662637,0.415087
2.664005,0.412172
2.665375,0.409925
2.666745,0.409639
2.668118,0.40983
2.669492,0.406341
2.670867,0.405625
2.672244,0.40744
2.673622,0.406102
2.675002,0.402662
2.676383,0.398886
2.677765,0.39621
2.67915,0.393056
2.680535,0.390141
2.681922,0.385267
2.68331,0.379007
2.6847,0.372077
2.68609,0.363953
2.687483,0.355304
2.688877,0.346367
2.690272,0.33638
2.691669,0.325293
2.693067,0.312916
2.694467,0.301399
2.695868,0.289978
2.69727,0.276979
2.698674,0.263455
2.70008,0.252655
2.701487,0.244722
2.702896,0.23722
2.704306,0.228092
2.705717,0.218535
2.70713,0.209455
2.708544,0.201856
2.70996,0.19703
2.711378,0.19574
2.712797,0.195883
2.714217,0.195787
2.715639,0.195596
2.717062,0.194736
2.718487,0.19335
2.719913,0.191678
2.721341,0.191439
2.72277,0.190817
2.7242,0.189718
2.725633,0.189623
2.727067,0.189145
2.728502,0.188046
2.729939,0.186755
2.731377,0.185179
2.732817,0.183506
2.734258,0.18169
2.735701,0.180495
2.737146,0.179109
2.738592,0.176959
2.740039,0.175334
2.741488,0.174761
2.742939,0.174235
2.744391,0.173231
2.745844,0.172324
2.747299,0.171511
2.748756,0.170794
2.750214,0.170077
2.751674,0.169695
2.753135,0.168978
2.754598,0.16807
2.756062,0.168453
2.757528,0.169074
2.758996,0.16917
2.760465,0.168883
2.761936,0.168453
2.763408,0.168835
2.764882,0.169456
2.766357,0.1696
2.767834,0.169934
2.769313,0.170125
2.770793,0.170173
2.772275,0.170747
2.773758,0.171368
2.775243,0.171846
2.77673,0.172037
2.778218,0.172132
2.779707,0.172132
2.781199,0.172419
2.782691,0.172706
2.784185,0.172754
2.785681,0.172706
2.787179,0.172897
2.788678,0.173327
2.790179,0.173709
2.791682,0.174044
2.793186,0.174331
2.794692,0.174617
2.7962,0.174856
2.797709,0.174904
2.799219,0.175047
2.800731,0.175239
2.802245,0.175143
2.803761,0.175525
2.805278,0.176051
2.806797,0.176481
2.808318,0.177007
2.80984,0.177246
2.811363,0.17758
2.812889,0.177963
2.814416,0.178297
2.815945,0.178632
2.817475,0.178918
2.819007,0.179205
2.82054,0.179635
2.822076,0.17997
2.823613,0.1804
2.825152,0.180925
2.826692,0.181355
2.828234,0.181738
2.829778,0.182311
2.831324,0.182694
2.832871,0.18298
2.83442,0.18341
2.835971,0.183697
2.837523,0.183984
2.839077,0.184366
2.840632,0.184892
2.84219,0.18537
2.843749,0.185704
2.84531,0.1858
2.846872,0.185943
2.848437,0.186278
2.850003,0.186564
2.85157,0.18709
2.85314,0.187377
2.854711,0.187616
2.856283,0.187711
2.857857,0.187998
2.859434,0.188237
2.861012,0.188094
2.862592,0.188189
2.864173,0.188428
2.865757,0.188667
2.867342,0.188906
2.868929,0.189049
2.870517,0.189097
2.872108,0.189193
2.873699,0.189288
2.875293,0.189288
2.876889,0.189193
2.878486,0.189288
2.880085,0.189623
2.881686,0.189718
2.883289,0.189575
2.884893,0.189623
2.886499,0.189766
2.888107,0.189862
2.889717,0.189862
2.891329,0.189671
2.892942,0.189718
2.894558,0.189957
2.896175,0.190292
2.897794,0.190483
2.899415,0.190626
2.901037,0.190674
2.902662,0.190817
2.904288,0.190913
2.905916,0.191104
2.907546,0.191391
2.909178,0.191678
2.910811,0.191917
2.912446,0.19206
2.914083,0.192251
2.915722,0.192394
2.917363,0.192538
2.919006,0.192825
2.92065,0.193016
2.922296,0.193159
2.923944,0.193446
2.925594,0.193876
2.927246,0.194019
2.9289,0.19421
2.930556,0.194641
2.932213,0.194927
2.933873,0.195214
2.935534,0.19531
2.937198,0.195596
2.938863,0.195835
2.94053,0.196074
2.942199,0.196456
2.943869,0.1966
2.945542,0.196839
2.947217,0.197221
2.948893,0.197556
2.950572,0.197747
2.952252,0.197986
2.953934,0.198511
2.955618,0.198989
2.957304,0.19918
2.958992,0.199372
2.960681,0.199658
2.962373,0.199802
2.964067,0.200232
2.965763,0.200566
2.96746,0.200853
2.96916,0.20114
2.970861,0.201618
2.972565,0.202
2.974271,0.202382
2.975978,0.202812
2.977687,0.203147
2.979398,0.203434
2.981112,0.203816
2.982827,0.204198
2.984544,0.204485
2.986264,0.204772
2.987985,0.205345
2.989709,0.205966
2.991434,0.206349
2.993161,0.20654
2.99489,0.206922
2.996621,0.2074
2.998354,0.207782
3.000089,0.208356
3.001826,0.209025
3.003565,0.209455
3.005306,0.209694
3.00705,0.210028
3.008795,0.210602
3.010542,0.210984
3.012291,0.211462
3.014043,0.211844
3.015796,0.212322
3.017552,0.212896
3.019309,0.213326
3.021069,0.213756
3.02283,0.214186
3.024594,0.214616
3.02636,0.215142
3.028127,0.215524
3.029897,0.215906
3.031669,0.216288
3.033443,0.216623
3.035219,0.217005
3.036998,0.21734
3.038778,0.217674
3.04056,0.218104
3.042344,0.218535
3.04413,0.218869
3.045919,0.219204
3.047709,0.21949
3.049502,0.219873
3.051297,0.220159
3.053094,0.220446
3.054893,0.220589
3.056694,0.220733
3.058498,0.220924
3.060303,0.221211
3.062111,0.221545
3.063921,0.221784
3.065733,0.222071
3.067547,0.222405
3.069363,0.222644
3.071181,0.222788
3.073001,0.223027
3.074824,0.223409
3.076649,0.223696
3.078476,0.22403
3.080305,0.224365
3.082136,0.224604
3.08397,0.224795
3.085805,0.225177
3.087644,0.225655
3.089484,0.225846
3.091326,0.226085
3.093171,0.226467
3.095017,0.22685
3.096866,0.227232
3.098717,0.227519
3.10057,0.227901
3.102426,0.228474
3.104284,0.228809
3.106144,0.229143
3.108006,0.229717
3.109871,0.230482
3.111737,0.231007
3.113606,0.231437
3.115477,0.231963
3.11735,0.232441
3.119226,0.232919
3.121104,0.233492
3.122984,0.234066
3.124866,0.234544
3.126751,0.235117
3.128638,0.235786
3.130527,0.236455
3.132419,0.237076
3.134313,0.23765
3.136209,0.238175
3.138108,0.238797
3.140008,0.239466
3.141912,0.240182
3.143817,0.240852
3.145725,0.241425
3.147635,0.241998
3.149547,0.242572
3.151462,0.243336
3.153378,0.244101
3.155298,0.244722
3.157219,0.245344
3.159143,0.246013
3.16107,0.246634
3.162998,0.247303
3.164929,0.247924
3.166862,0.248545
3.168798,0.24931
3.170736,0.250027
3.172677,0.250839
3.174619,0.251556
3.176565,0.252082
3.178513,0.252894
3.180463,0.253611
3.182415,0.254184
3.18437,0.25471
3.186327,0.255427
3.188287,0.256191
3.190248,0.256813
3.192213,0.25753
3.19418,0.258151
3.196149,0.258724
3.198121,0.259537
3.200095,0.260158
3.202072,0.260684
3.204051,0.261353
3.206032,0.262213
3.208016,0.263025
3.210002,0.263599
3.211991,0.264124
3.213982,0.264698
3.215976,0.26551
3.217972,0.266179
3.219971,0.266753
3.221972,0.267374
3.223976,0.268043
3.225982,0.268712
3.227991,0.269381
3.230002,0.269954
3.232016,0.270528
3.234032,0.271149
3.236051,0.271914
3.238072,0.272535
3.240096,0.273013
3.242123,0.273539
3.244152,0.274303
3.246183,0.274972
3.248217,0.27545
3.250253,0.276167
3.252293,0.276836
3.254334,0.277409
3.256378,0.278031
3.258425,0.278652
3.260474,0.279273
3.262526,0.279942
3.26458,0.280516
3.266638,0.281041
3.268697,0.281615
3.27076,0.282188
3.272825,0.282857
3.274892,0.283478
3.276962,0.2841
3.279035,0.284673
3.28111,0.285247
3.283188,0.285772
3.285269,0.286489
3.287352,0.28711
3.289438,0.287588
3.291526,0.288066
3.293617,0.28864
3.295711,0.289165
3.297807,0.289643
3.299906,0.290121
3.302008,0.290694
3.304113,0.291124
3.30622,0.29165
3.30833,0.292271
3.310443,0.292749
3.312558,0.293227
3.314676,0.293848
3.316797,0.294422
3.31892,0.2949
3.321046,0.295378
3.323175,0.295951
3.325307,0.296477
3.327442,0.297002
3.329579,0.297337
3.331719,0.297671
3.333861,0.298102
3.336007,0.298579
3.338155,0.298962
3.340306,0.299392
3.342458,0.299679
3.344615,0.299822
3.346774,0.300109
3.348936,0.300539
3.351101,0.300778
3.353268,0.300969
3.355439,0.30116
3.357612,0.301399
3.359789,0.301494
3.361968,0.301447
3.364149,0.301399
3.366334,0.301399
3.368521,0.301494
3.370711,0.30159
3.372904,0.301638
3.3751,0.301877
3.3773,0.301925
3.379501,0.302068
3.381706,0.302307
3.383913,0.302594
3.386123,0.302976
3.388336,0.303406
3.390553,0.303788
3.392771,0.304362
3.394992,0.304744
3.397217,0.304744
3.399445,0.304648
3.401675,0.304505
3.403909,0.304362
3.406146,0.304218
3.408385,0.303979
3.410627,0.303932
3.412873,0.303979
3.415121,0.304362
3.417372,0.304792
3.419626,0.305413
3.421884,0.306369
3.424144,0.307564
3.426407,0.308758
3.428673,0.310001
3.430943,0.3111
3.433215,0.312008
3.43549,0.31282
3.437768,0.313489
3.440049,0.314111
3.442333,0.314827
3.444621,0.315353
3.446911,0.315926
3.449204,0.316595
3.4515,0.317121
3.4538,0.317647
3.456102,0.318316
3.458408,0.318889
3.460716,0.319272
3.463028,0.319654
3.465343,0.319893
3.467662,0.32018
3.469983,0.320275
3.472307,0.320275
3.474634,0.320419
3.476965,0.320514
3.479298,0.32061
3.481635,0.320801
3.483975,0.32104
3.486317,0.321231
3.488663,0.32147
3.491012,0.321852
3.493365,0.321996
3.49572,0.321948
3.498079,0.322139
3.500441,0.322378
3.502806,0.32276
3.505175,0.323525
3.507547,0.324385
3.509921,0.325245
3.512299,0.326201
3.514681,0.327109
3.517065,0.327921
3.519453,0.328638
3.521844,0.329498
3.524238,0.330358
3.526636,0.331266
3.529036,0.331935
3.53144,0.332557
3.533848,0.333274
3.536258,0.333799
3.538672,0.334325
3.541089,0.334898
3.543509,0.335281
3.545932,0.335615
3.548359,0.336093
3.55079,0.336571
3.553223,0.336905
3.55566,0.337288
3.558101,0.337718
3.560545,0.338148
3.562992,0.338435
3.565443,0.338626
3.567896,0.338817
3.570354,0.339295
3.572814,0.339725
3.575278,0.340155
3.577746,0.34049
3.580216,0.340776
3.582691,0.341111
3.585169,0.341397
3.58765,0.341541
3.590135,0.341828
3.592623,0.342066
3.595114,0.342353
3.597609,0.342592
3.600107,0.342879
3.602608,0.343166
3.605114,0.343405
3.607622,0.343596
3.610135,0.343882
3.61265,0.344169
3.61517,0.34436
3.617692,0.344599
3.620219,0.344838
3.622749,0.345029
3.625283,0.345316
3.627819,0.345555
3.63036,0.345698
3.632904,0.345842
3.635452,0.346033
3.638003,0.34632
3.640558,0.346511
3.643116,0.346702
3.645679,0.346941
3.648244,0.347132
3.650813,0.347275
3.653386,0.347467
3.655962,0.347753
3.658543,0.347944
3.661126,0.348183
3.663713,0.348422
3.666304,0.348709
3.668898,0.3489
3.671497,0.349044
3.674099,0.349235
3.676705,0.349378
3.679314,0.349617
3.681927,0.349904
3.684544,0.350095
3.687165,0.350334
3.689789,0.350573
3.692417,0.350668
3.695049,0.350859
3.697685,0.351098
3.700324,0.351194
3.702967,0.351385
3.705615,0.351576
3.708265,0.351767
3.71092,0.352006
3.713578,0.352245
3.71624,0.352484
3.718906,0.352771
3.721576,0.35301
3.724249,0.353201
3.726926,0.353344
3.729607,0.353488
3.732292,0.353727
3.734981,0.354014
3.737674,0.354252
3.740371,0.354444
3.743071,0.354635
3.745776,0.354778
3.748485,0.355017
3.751197,0.355256
3.753913,0.355495
3.756634,0.355686
3.759358,0.355829
3.762086,0.355973
3.764818,0.356212
3.767554,0.356594
3.770293,0.356785
3.773037,0.356976
3.775785,0.357168
3.778537,0.357406
3.781293,0.35755
3.784053,0.357693
3.786817,0.357741
3.789586,0.357884
3.792358,0.358123
3.795134,0.358314
3.797915,0.358506
3.800699,0.358601
3.803488,0.358649
3.80628,0.358745
3.809077,0.358888
3.811877,0.359031
3.814683,0.359127
3.817492,0.359318
3.820305,0.359461
3.823123,0.359557
3.825944,0.3597
3.82877,0.359891
3.8316,0.359939
3.834434,0.360035
3.837271,0.36013
3.840113,0.360178
3.84296,0.360369
3.845811,0.360608
3.848666,0.360608
3.851525,0.360656
3.854389,0.360799
3.857257,0.360895
3.86013,0.361038
3.863006,0.361229
3.865887,0.361373
3.868772,0.361421
3.871661,0.361468
3.874554,0.361612
3.877452,0.361755
3.880355,0.361899
3.883262,0.361994
3.886173,0.36209
3.889088,0.362185
3.892008,0.362329
3.894932,0.362424
3.897861,0.362472
3.900793,0.362568
3.903731,0.362711
3.906672,0.362854
3.909618,0.36295
3.912569,0.36295
3.915524,0.36295
3.918483,0.362902
3.921447,0.362998
3.924416,0.362998
3.927389,0.363093
3.930367,0.363237
3.933349,0.363189
3.936336,0.363045
3.939327,0.36295
3.942322,0.362854
3.945323,0.362663
3.948327,0.36252
3.951337,0.362424
3.954351,0.362185
3.95737,0.36209
3.960393,0.36209
3.963421,0.36209
3.966453,0.362042
3.96949,0.36209
3.972532,0.361851
3.975579,0.361851
3.978629,0.361899
3.981685,0.361851
3.984745,0.362042
3.98781,0.362137
3.99088,0.362233
3.993955,0.362376
3.997034,0.362568
4.000118,0.362759
4.003208,0.362854
4.006302,0.363045
4.0094,0.363237
4.012504,0.363284
4.015612,0.36338
4.018724,0.363428
4.021842,0.363428
4.024965,0.363523
4.028091,0.363667
4.031223,0.363714
4.03436,0.363762
4.037502,0.363667
4.040649,0.363619
4.043801,0.363667
4.046958,0.363619
4.050119,0.363523
4.053287,0.36338
4.056458,0.363332
4.059635,0.363332
4.062816,0.363284
4.066003,0.363189
4.069194,0.363093
4.072391,0.36295
4.075593,0.362854
4.078799,0.362711
4.082011,0.36252
4.085227,0.362329
4.088449,0.362281
4.091676,0.362233
4.094908,0.362042
4.098145,0.361899
4.101388,0.361803
4.104634,0.361564
4.107887,0.361373
4.111144,0.361277
4.114407,0.361229
4.117675,0.361086
4.120948,0.360991
4.124227,0.360752
4.12751,0.360656
4.130799,0.360513
4.134094,0.360274
4.137393,0.360178
4.140697,0.360083
4.144008,0.359748
4.147323,0.359509
4.150643,0.359366
4.153969,0.359318
4.157301,0.359127
4.160638,0.358936
4.16398,0.35884
4.167327,0.358745
4.17068,0.358506
4.174038,0.358171
4.177401,0.358075
4.18077,0.357884
4.184143,0.357693
4.187523,0.357598
4.190908,0.357502
4.194299,0.357359
4.197695,0.357406
4.201097,0.357645
4.204504,0.358123
4.207917,0.358649
4.211336,0.359175
4.214759,0.359844
4.218189,0.360083
4.221624,0.360178
4.225064,0.360274
4.22851,0.360369
4.231962,0.360226
4.23542,0.360035
4.238883,0.359796
4.242352,0.359461
4.245827,0.358888
4.249307,0.35798
4.252793,0.356594
4.256284,0.355543
4.259782,0.355734
4.263285,0.356498
4.266792,0.356785
4.270307,0.356737
4.273828,0.356546
4.277354,0.356307
4.280886,0.356021
4.284424,0.355734
4.287968,0.355495
4.291517,0.355208
4.295074,0.354683
4.298635,0.3543
4.302202,0.354014
4.305776,0.353583
4.309355,0.353058
4.31294,0.352532
4.316531,0.352006
4.320128,0.351481
4.323732,0.350955
4.327342,0.350525
4.330956,0.350143
4.334578,0.34976
4.338205,0.349282
4.341838,0.348948
4.345478,0.348613
4.349123,0.348375
4.352774,0.348088
4.356431,0.347801
4.360096,0.347514
4.363765,0.347228
4.367442,0.346941
4.371124,0.34675
4.374813,0.346511
4.378508,0.346224
4.38221,0.345937
4.385918,0.345746
4.389631,0.345555
4.393351,0.345268
4.397078,0.344982
4.40081,0.344743
4.404549,0.344504
4.408295,0.344313
4.412045,0.343978
4.415803,0.343691
4.419568,0.343405
4.423338,0.34307
4.427116,0.342927
4.4309,0.342783
4.43469,0.342449
4.438487,0.342066
4.442291,0.341684
4.446101,0.34135
4.449917,0.341111
4.45374,0.340872
4.45757,0.340537
4.461406,0.340107
4.465249,0.339677
4.469098,0.339343
4.472954,0.33896
4.476817,0.338626
4.480686,0.338196
4.484562,0.337718
4.488445,0.337144
4.492334,0.336619
4.496231,0.336141
4.500134,0.33552
4.504043,0.334898
4.507959,0.334229
4.511883,0.333512
4.515813,0.332796
4.51975,0.331888
4.523694,0.330932
4.527645,0.329881
4.531602,0.328734
4.535568,0.327491
4.539539,0.326249
4.543518,0.324958
4.547503,0.323668
4.551496,0.32233
4.555496,0.320992
4.559502,0.319606
4.563516,0.318172
4.567537,0.316691
4.571565,0.31521
4.5756,0.313872
4.579642,0.312438
4.583691,0.310813
4.587747,0.309284
4.591811,0.307707
4.595881,0.306178
4.599958,0.304601
4.604044,0.303024
4.608136,0.301399
4.612236,0.29987
4.616343,0.29834
4.620458,0.296811
4.624579,0.295234
4.628708,0.293705
4.632845,0.292128
4.636989,0.290455
4.64114,0.288735
4.645299,0.287158
4.649466,0.285486
4.653639,0.283813
4.65782,0.28214
4.662009,0.280563
4.666206,0.279034
4.67041,0.277457
4.674621,0.275928
4.67884,0.274446
4.683066,0.272869
4.687301,0.271388
4.691543,0.269954
4.695792,0.268473
4.700048,0.266896
4.704313,0.265319
4.708586,0.263742
4.712867,0.262213
4.717155,0.260588
4.721451,0.259107
4.725755,0.257434
4.730067,0.255905
4.734388,0.254376
4.738715,0.252894
4.743051,0.251365
4.747394,0.250075
4.751746,0.248784
4.756105,0.247494
4.760472,0.246252
4.764848,0.245009
4.769232,0.243767
4.773623,0.242667
4.778023,0.241568
4.782431,0.240469
4.786847,0.239466
4.791271,0.238462
4.795703,0.237315
4.800144,0.236168
4.804591,0.234974
4.809048,0.233827
4.813513,0.232584
4.817986,0.231342
4.822468,0.230195
4.826958,0.228952
4.831457,0.22771
4.835964,0.226467
4.84048,0.225225
4.845004,0.223982
4.849536,0.222644
4.854077,0.221402
4.858626,0.220159
4.863184,0.218965
4.867751,0.217865
4.872326,0.216814
4.876908,0.215667
4.8815,0.214616
4.886101,0.213612
4.89071,0.212657
4.895329,0.211749
4.899956,0.210888
4.904591,0.210076
4.909236,0.209216
4.91389,0.208403
4.918552,0.207639
4.923223,0.206826
4.927903,0.206014
4.932591,0.205297
4.937289,0.20458
4.941996,0.203864
4.946712,0.203147
4.951437,0.202382
4.956171,0.201665
4.960914,0.200949
4.965665,0.200184
4.970426,0.199324
4.975196,0.198416
4.979976,0.197556
4.984764,0.1966
4.989561,0.195596
4.994367,0.194497
4.999184,0.193302
5.004009,0.192203
5.008844,0.191009
5.013688,0.189718
5.018541,0.188476
5.023404,0.187233
5.028277,0.185943
5.033159,0.184701
5.038051,0.183506
5.042951,0.182455
5.047862,0.181451
5.052782,0.180639
5.057711,0.17997
5.06265,0.179492
5.0676,0.179014
5.072558,0.178679
5.077527,0.17844
5.082504,0.17844
5.087492,0.178488
5.09249,0.178632
5.097497,0.178823
5.102514,0.178966
5.10754,0.179157
5.112577,0.179492
5.117624,0.179683
5.122681,0.179874
5.127748,0.180161
5.132825,0.180447
5.137912,0.180734
5.143009,0.181021
5.148117,0.181308
5.153234,0.181594
5.158362,0.181833
5.1635,0.182216
5.168648,0.18255
5.173806,0.182741
5.178975,0.18298
5.184154,0.183267
5.189344,0.183506
5.194544,0.183793
5.199754,0.184127
5.204975,0.184318
5.210206,0.184462
5.215447,0.184653
5.2207,0.184844
5.225963,0.184987
5.231235,0.185179
5.236519,0.18537
5.241814,0.18537
5.247119,0.185609
5.252435,0.1858
5.257762,0.185943
5.2631,0.186039
5.268449,0.186325
5.273809,0.186755
5.27918,0.187186
5.284561,0.187616
5.289953,0.188237
5.295357,0.188954
5.300771,0.189623
5.306197,0.190244
5.311634,0.191009
5.31708,0.191869
5.322538,0.192777
5.328009,0.193589
5.33349,0.194497
5.338983,0.195405
5.344487,0.196265
5.350003,0.197125
5.355529,0.198129
5.361069,0.199037
5.366619,0.199945
5.37218,0.200805
5.377753,0.201713
5.383337,0.202669
5.388933,0.203529
5.394541,0.204485
5.40016,0.205488
5.405792,0.206444
5.411435,0.207495
5.417089,0.208403
5.422756,0.209455
5.428434,0.21065
5.434124,0.211701
5.439826,0.2128
5.44554,0.213803
5.451264,0.214759
5.457003,0.215763
5.462753,0.216671
5.468515,0.217627
5.47429,0.218535
5.480077,0.21949
5.485876,0.220303
5.491687,0.221067
5.497512,0.221641
5.503348,0.222214
5.509196,0.22274
5.515058,0.22317
5.520931,0.223457
5.526816,0.223696
5.532715,0.223791
5.538626,0.223743
5.544551,0.223552
5.550487,0.223361
5.556436,0.223122
5.562398,0.222979
5.568373,0.222692
5.57436,0.22231
5.58036,0.222214
5.586374,0.222358
5.592398,0.222119
5.598437,0.221927
5.604489,0.221593
5.610555,0.221306
5.616633,0.220924
5.622725,0.220446
5.62883,0.219777
5.634949,0.218917
5.641082,0.218057
5.647227,0.217627
5.653385,0.216958
5.659557,0.216241
5.665742,0.215285
5.671941,0.214234
5.678154,0.213326
5.68438,0.212418
5.69062,0.211271
5.696874,0.210124
5.703141,0.208881
5.709422,0.207543
5.715717,0.206253
5.722026,0.204867
5.728348,0.203338
5.734685,0.201665
5.741033,0.199802
5.747398,0.19789
5.753777,0.195979
5.76017,0.193733
5.766577,0.191439
5.772999,0.189671
5.779435,0.187759
5.785885,0.185704
5.792351,0.183601
5.798831,0.181594
5.805324,0.179683
5.811832,0.177867
5.818355,0.175812
5.824893,0.174283
5.831445,0.173088
5.838012,0.171893
5.844594,0.170508
5.851191,0.169122
5.857803,0.167593
5.864429,0.166111
5.871071,0.164486
5.877727,0.162336
5.884399,0.160615
5.891086,0.158895
5.897785,0.156792
5.904502,0.155024
5.911235,0.152826
5.917983,0.150484
5.924747,0.147999
5.931525,0.145323
5.93832,0.142838
5.94513,0.141022
5.951957,0.13892
5.958798,0.136674
5.965655,0.134236
5.972528,0.132134
5.979417,0.130222
5.986322,0.128359
5.993242,0.126543
6.000179,0.125109
6.00713,0.123628
6.014098,0.122242
6.021083,0.121047
6.028085,0.119948
6.035102,0.118658
6.042136,0.117081
6.049186,0.115743
6.056253,0.115456
6.063337,0.114643
6.070437,0.11364
6.077554,0.112971
6.084687,0.112589
6.091837,0.112111
6.099004,0.111681
6.106188,0.111203
6.113389,0.110964
6.120608,0.111155
6.127842,0.111442
6.135094,0.111489
6.142364,0.111728
6.14965,0.111967
6.156953,0.112397
6.164274,0.112923
6.171613,0.113496
6.178967,0.11364
6.18634,0.113974
6.193731,0.114691
6.201139,0.115217
6.208566,0.115504
6.216011,0.115743
6.223473,0.116029
6.230953,0.116268
6.238452,0.116412
6.245968,0.116459
6.253502,0.116507
6.261055,0.116555
6.268626,0.116555
6.276215,0.116507
6.283823,0.116412
6.291449,0.116268
6.299095,0.116029
6.306758,0.115743
6.31444,0.115599
6.32214,0.115265
6.32986,0.114835
6.337598,0.114213
6.345355,0.113688
6.353131,0.113592
6.360924,0.113066
6.368739,0.11235
6.376572,0.111967
6.384425,0.111489
6.392297,0.111012
6.400189,0.110295
6.4081,0.109196
6.416031,0.108765
6.423983,0.109148
6.431953,0.109148
6.439943,0.109052
6.447953,0.108957
6.455982,0.108861
6.464032,0.108765
6.472102,0.108574
6.480192,0.108431
6.488305,0.108288
6.496436,0.10867
6.504587,0.109578
6.512758,0.10996
6.52095,0.110247
6.529163,0.110964
6.537397,0.111633
6.545651,0.112158
6.553923,0.112636
6.562219,0.113019
6.570536,0.113353
6.578875,0.114118
6.587234,0.114643
6.595614,0.115026
6.604017,0.11536
6.61244,0.115695
6.620886,0.116029
6.629353,0.115934
6.637841,0.116125
6.646351,0.117224
6.654883,0.118084
6.663437,0.118466
6.672013,0.119088
6.680611,0.1199
6.689233,0.120999
6.697875,0.121907
6.70654,0.122624
6.715228,0.123532
6.723937,0.124536
6.73267,0.125444
6.741425,0.126113
6.750203,0.126782
6.759001,0.127259
6.767824,0.127451
6.776671,0.127546
6.785541,0.127355
6.794435,0.127403
6.803351,0.12769
6.812291,0.127737
6.821255,0.127451
6.830244,0.127355
6.839254,0.127355
6.848289,0.126782
6.857347,0.12573
6.86643,0.1253
6.875537,0.125444
6.884668,0.124966
6.893823,0.124344
6.902999,0.123628
6.912203,0.123054
6.921432,0.122481
6.930685,0.121859
6.939963,0.12119
6.949265,0.12033
6.958593,0.119231
6.967947,0.118658
6.977327,0.118084
6.98673,0.117367
6.996159,0.116651
7.005613,0.115981
7.015093,0.115169
7.024599,0.114357
7.03413,0.113496
7.043687,0.112589
7.053272,0.112063
7.062882,0.111585
7.072517,0.110916
7.082179,0.110247
7.091867,0.109626
7.101583,0.108957
7.111324,0.108144
7.121092,0.107475
7.130883,0.106806
7.140706,0.106042
7.150555,0.105325
7.160431,0.10456
7.170335,0.103891
7.180266,0.103365
7.190225,0.102792
7.200211,0.102075
7.210228,0.101454
7.22027,0.101024
7.23034,0.100403
7.240438,0.099877
7.250565,0.099447
7.26072,0.098826
7.270903,0.098252
7.281115,0.09787
7.291358,0.097535
7.301627,0.097057
