Wavelength (µm) raw,Microcline hs108.13761 raw,Wavelength (µm) bin avg,Microcline hs108.13761 bin avg,Wavelength (µm) cubic spline of bin avg,Microcline hs108.13761 cubic spline of bin avg
1.82927,0.738311,1.83338,0.7388186666666666,1.83338,0.7388186666666666
1.82992,0.73841,1.84336,0.7410800666666668,1.8433609482758622,0.7410803116449789
1.83056,0.738113,1.85334,0.7434930666666665,1.853341896551724,0.7434934479932305
1.83121,0.738212,1.86332,0.7448312666666667,1.8633228448275863,0.7448314514472882
1.83186,0.738509,1.8733,0.744979142857143,1.8733037931034482,0.744979088782087
1.8325,0.738608,1.88328,0.7443368666666665,1.8832847413793103,0.7443361239670263
1.83315,0.739003,1.89326,0.7416522857142859,1.8932656896551725,0.7416502401121567
1.8338,0.739498,1.90324,0.7380013999999999,1.9032466379310344,0.7379993433828756
1.83445,0.739399,1.91322,0.7359802142857144,1.9132275862068966,0.7359794112950366
1.8351,0.739102,1.92321,0.7358177857142858,1.9232085344827585,0.7358176727020354
1.83575,0.739003,1.93319,0.7372587857142857,1.9331894827586207,0.7372586916353894
1.8364,0.739003,1.94317,0.7392392307692307,1.9431704310344828,0.7392393272426863
1.83705,0.738904,1.95315,0.7415887142857142,1.9531513793103448,0.7415890238347715
1.8377,0.738707,1.96313,0.7435902307692307,1.963132327586207,0.7435906646010866
1.83835,0.739498,1.97311,0.7453321428571428,1.9731132758620689,0.7453326515672233
1.83901,0.739992,1.98309,0.7468080000000001,1.983094224137931,0.7468086745678855
1.83966,0.739893,1.99307,0.7485804615384615,1.9930751724137932,0.748581405105942
1.84031,0.740289,2.00305,0.750406076923077,2.003056120689655,0.7504072533655068
1.84096,0.740487,2.01303,0.752444769230769,2.013037068965517,0.7524462565594195
1.84162,0.74019,2.02301,0.75458675,2.0230180172413794,0.7545885371950549
1.84227,0.740783,2.033,0.7568871538461539,2.0329989655172414,0.7568869131807516
1.84293,0.741673,2.04298,0.7590451666666667,2.0429799137931033,0.7590451506295869
1.84358,0.741476,2.05296,0.7605203333333331,2.0529608620689657,0.7605204327935804
1.84424,0.741575,2.06294,0.7614890769230769,2.0629418103448276,0.761489234617808
1.84489,0.74197,2.07292,0.76218475,2.0729227586206895,0.7621848507020398
1.84555,0.74197,2.0829,0.7622094166666668,2.082903706896552,0.7622093549597224
1.84621,0.741377,2.09288,0.7620628181818181,2.092884655172414,0.762062787530511
1.84687,0.740981,2.10286,0.7620857500000001,2.1028656034482758,0.7620857826882307
1.84753,0.741476,2.11284,0.76226725,2.1128465517241377,0.7622675430699112
1.84818,0.742069,2.12282,0.7629706363636365,2.1228275,0.7629712464149958
1.84884,0.742761,2.13281,0.76384125,2.132808448275862,0.7638410904726326
1.8495,0.743355,2.14279,0.7649484545454545,2.142789396551724,0.7649483931659955
1.85016,0.743453,2.15277,0.7658295454545455,2.1527703448275863,0.7658295758070504
1.85082,0.743355,2.16275,0.7667105454545454,2.1627512931034483,0.7667106435793783
1.85148,0.743355,2.17273,0.7670403636363637,2.17273224137931,0.7670403017477877
1.85214,0.743651,2.18271,0.766243,2.182713189655172,0.7662426617232304
1.85281,0.743355,2.19269,0.7653217272727274,2.1926941379310345,0.7653214591534183
1.85347,0.743058,2.20267,0.7651367000000001,2.2026750862068964,0.7651368667173878
1.85413,0.743157,2.21265,0.7655577272727274,2.2126560344827584,0.7655577556645693
1.8548,0.743453,2.22263,0.7652289999999999,2.2226369827586208,0.7652288324913953
1.85546,0.743849,2.23262,0.7652684545454546,2.2326179310344827,0.7652684455715607
1.85612,0.743849,2.2426,0.7650196,2.2425988793103446,0.7650196630729996
1.85679,0.743355,2.25258,0.7643997999999999,2.252579827586207,0.7643998069507059
1.85745,0.743948,2.26256,0.7643499000000001,2.262560775862069,0.7643499125884953
1.85812,0.744442,2.27254,0.7642493,2.272541724137931,0.7642491795830962
