Wavelength (µm)	ALH-271, spot f
4.6122	0.095003
4.6163	0.094582
4.6204	0.094275
4.6246	0.094024
4.6287	0.093986
4.6328	0.093834
4.6370	0.093515
4.6411	0.093321
4.6453	0.093045
4.6494	0.092928
4.6536	0.092713
4.6578	0.092498
4.6620	0.092189
4.6662	0.091797
4.6704	0.091601
4.6746	0.091408
4.6788	0.091267
4.6830	0.091129
4.6873	0.090767
4.6915	0.090535
4.6958	0.090335
4.7000	0.090096
4.7043	0.089898
4.7086	0.089549
4.7129	0.089547
4.7171	0.089507
4.7214	0.089036
4.7257	0.088810
4.7301	0.088815
4.7344	0.088727
4.7387	0.088363
4.7430	0.088127
4.7474	0.088180
4.7517	0.088299
4.7561	0.088176
4.7605	0.088217
4.7648	0.088178
4.7692	0.087780
4.7736	0.087491
4.7780	0.087456
4.7824	0.087308
4.7868	0.086971
4.7913	0.086656
4.7957	0.086575
4.8001	0.086622
4.8046	0.086324
4.8090	0.086051
4.8135	0.085922
4.8180	0.085751
4.8225	0.085668
4.8269	0.085502
4.8314	0.085253
4.8359	0.084879
4.8405	0.084421
4.8450	0.084359
4.8495	0.084555
4.8541	0.084368
4.8586	0.084138
4.8632	0.084093
4.8677	0.084206
4.8723	0.084114
4.8769	0.084183
4.8815	0.084204
4.8861	0.083978
4.8907	0.083563
4.8953	0.083469
4.8999	0.083720
4.9046	0.083757
4.9092	0.083348
4.9139	0.083152
4.9185	0.083190
4.9232	0.083031
4.9279	0.083037
4.9326	0.083263
4.9373	0.083322
4.9420	0.083073
4.9467	0.082877
4.9514	0.082827
4.9562	0.082871
4.9609	0.082897
4.9656	0.082763
4.9704	0.082465
4.9752	0.082288
4.9800	0.082090
4.9847	0.081907
4.9895	0.081917
4.9943	0.082043
4.9992	0.082394
5.0040	0.082565
5.0088	0.082250
5.0137	0.082015
5.0185	0.081909
5.0234	0.081941
5.0283	0.081869
5.0331	0.081500
5.0380	0.081387
5.0429	0.081407
5.0478	0.081138
5.0528	0.080957
5.0577	0.080992
5.0626	0.080823
5.0676	0.080672
5.0725	0.080549
5.0775	0.080512
5.0825	0.080349
5.0875	0.080083
5.0925	0.079948
5.0975	0.079870
5.1025	0.079642
5.1075	0.079429
5.1126	0.079167
5.1176	0.079108
5.1227	0.078893
5.1277	0.078482
5.1328	0.078335
5.1379	0.078326
5.1430	0.078324
5.1481	0.078394
5.1532	0.078430
5.1583	0.078298
5.1635	0.077911
5.1686	0.077875
5.1738	0.077868
5.1790	0.077856
5.1841	0.077743
5.1893	0.077677
5.1945	0.077928
5.1997	0.078137
5.2050	0.078226
5.2102	0.078179
5.2154	0.078479
5.2207	0.078875
5.2259	0.079001
5.2312	0.078901
5.2365	0.078916
5.2418	0.079103
5.2471	0.079431
5.2524	0.079629
5.2577	0.079819
5.2631	0.079897
5.2684	0.079978
5.2738	0.080144
5.2792	0.080270
5.2845	0.080459
5.2899	0.080710
5.2953	0.081060
5.3008	0.081211
5.3062	0.081353
5.3116	0.081803
5.3171	0.082013
5.3225	0.082284
5.3280	0.082531
5.3335	0.082812
5.3390	0.082999
5.3445	0.082961
5.3500	0.083348
5.3555	0.084129
5.3610	0.084266
5.3666	0.083833
5.3722	0.083484
5.3777	0.083414
5.3833	0.083506
5.3889	0.083386
5.3945	0.083414
5.4001	0.083548
5.4058	0.083467
5.4114	0.083467
5.4171	0.083503
5.4227	0.083885
5.4284	0.084242
5.4341	0.083967
5.4398	0.083859
5.4455	0.083984
5.4512	0.083806
5.4570	0.083646
5.4627	0.083780
5.4685	0.084400
5.4743	0.084415
5.4801	0.084193
5.4859	0.084470
5.4917	0.084521
5.4975	0.084385
5.5033	0.084331
5.5092	0.084517
5.5150	0.084689
5.5209	0.084762
5.5268	0.084702
5.5327	0.084619
5.5386	0.084287
5.5445	0.084148
5.5505	0.084389
5.5564	0.084329
5.5624	0.084185
5.5684	0.083999
5.5743	0.083750
5.5803	0.083946
5.5864	0.083904
5.5924	0.083244
5.5984	0.082745
5.6045	0.082612
5.6105	0.082535
5.6166	0.082409
5.6227	0.082424
5.6288	0.082199
5.6349	0.082032
5.6411	0.082290
5.6472	0.082771
5.6534	0.082635
5.6595	0.082330
5.6657	0.082115
5.6719	0.081981
5.6781	0.082282
5.6844	0.082311
5.6906	0.082062
5.6969	0.082198
5.7031	0.082111
5.7094	0.082181
5.7157	0.082456
5.7220	0.082648
5.7283	0.082405
5.7347	0.081909
5.7410	0.081877
5.7474	0.082126
5.7538	0.082130
5.7601	0.081885
5.7666	0.082216
5.7730	0.082890
5.7794	0.082339
5.7859	0.081538
5.7923	0.080910
5.7988	0.080781
5.8053	0.080868
5.8118	0.080723
5.8183	0.081166
5.8249	0.082109
5.8314	0.082247
5.8380	0.081664
5.8446	0.080842
5.8512	0.080604
5.8578	0.080791
5.8644	0.081009
5.8710	0.081253
5.8777	0.081243
5.8844	0.082030
5.8911	0.082194
5.8978	0.081539
5.9045	0.080974
5.9112	0.079804
5.9180	0.079271
5.9247	0.079103
5.9315	0.079197
5.9383	0.079889
5.9451	0.080519
5.9519	0.079516
5.9588	0.078290
5.9656	0.077741
5.9725	0.077964
5.9794	0.077983
5.9863	0.077643
5.9932	0.077788
6.0002	0.077596
6.0071	0.077230
6.0141	0.077164
6.0211	0.077362
6.0281	0.077140
6.0351	0.076723
6.0421	0.076744
6.0492	0.078124
6.0562	0.079344
6.0633	0.077843
6.0704	0.077434
6.0775	0.077830
6.0847	0.077290
6.0918	0.076527
6.0990	0.076110
6.1062	0.076123
6.1134	0.076936
6.1206	0.077564
6.1278	0.076711
6.1351	0.075940
6.1423	0.075731
6.1496	0.075686
6.1569	0.075772
6.1643	0.075942
6.1716	0.075620
6.1789	0.075020
6.1863	0.075337
6.1937	0.075829
6.2011	0.075267
6.2085	0.074799
6.2160	0.074799
6.2235	0.074807
6.2309	0.074918
6.2384	0.075105
6.2459	0.075039
6.2535	0.074958
6.2610	0.075171
6.2686	0.075410
6.2762	0.075446
6.2838	0.075555
6.2914	0.075936
6.2991	0.076051
6.3067	0.075880
6.3144	0.076016
6.3221	0.076234
6.3298	0.076402
6.3376	0.076544
6.3453	0.077283
6.3531	0.077917
6.3609	0.077385
6.3687	0.077334
6.3765	0.077992
6.3844	0.078239
6.3923	0.078081
6.4002	0.078035
6.4081	0.078545
6.4160	0.080119
6.4240	0.081175
6.4319	0.079853
6.4399	0.078961
6.4479	0.078646
6.4560	0.078733
6.4640	0.078775
6.4721	0.078939
6.4802	0.079465
6.4883	0.080046
6.4964	0.080678
6.5046	0.080302
6.5127	0.079131
6.5209	0.078869
6.5291	0.079156
6.5374	0.078592
6.5456	0.078290
6.5539	0.078475
6.5622	0.078767
6.5705	0.078973
6.5789	0.079303
6.5872	0.079108
6.5956	0.078869
6.6040	0.078635
6.6124	0.078196
6.6209	0.078077
6.6293	0.078182
6.6378	0.079108
6.6463	0.080000
6.6549	0.078850
6.6634	0.078043
6.6720	0.078230
6.6806	0.078588
6.6892	0.078624
6.6978	0.078105
6.7065	0.077675
6.7152	0.078094
6.7239	0.078520
6.7326	0.078169
6.7414	0.077603
6.7502	0.077289
6.7590	0.077155
6.7678	0.077009
6.7766	0.077124
6.7855	0.077281
6.7944	0.077628
6.8033	0.077605
6.8123	0.076717
6.8212	0.076308
6.8302	0.076500
6.8392	0.076389
6.8483	0.075940
6.8573	0.075968
6.8664	0.076693
6.8755	0.076498
6.8846	0.075316
6.8938	0.074699
6.9030	0.074456
6.9122	0.074448
6.9214	0.074284
6.9307	0.073867
6.9399	0.073534
6.9492	0.073336
6.9586	0.073485
6.9679	0.073918
6.9773	0.073388
6.9867	0.072664
6.9961	0.072508
7.0056	0.072278
7.0151	0.072082
7.0246	0.072110
7.0341	0.072004
7.0437	0.072059
7.0532	0.072642
7.0629	0.072306
7.0725	0.071795
7.0822	0.071689
7.0918	0.071553
7.1016	0.071252
7.1113	0.071197
7.1211	0.071263
7.1309	0.071069
7.1407	0.070737
7.1505	0.070673
7.1604	0.070650
7.1703	0.070512
7.1802	0.070484
7.1902	0.070054
7.2002	0.069724
7.2102	0.069856
7.2202	0.069730
7.2303	0.069343
7.2404	0.069140
7.2505	0.068811
7.2607	0.068562
7.2709	0.068396
7.2811	0.068332
7.2913	0.068253
7.3016	0.067893
7.3119	0.067642
7.3222	0.067203
7.3326	0.066974
7.3430	0.067122
7.3534	0.066886
7.3638	0.066292
7.3743	0.065784
7.3848	0.065471
7.3953	0.065266
7.4059	0.064975
7.4165	0.064768
7.4271	0.064585
7.4378	0.064227
7.4485	0.063789
7.4592	0.063497
7.4699	0.063438
7.4807	0.063289
7.4915	0.062912
7.5024	0.062667
7.5132	0.062267
7.5241	0.061749
7.5351	0.061313
7.5460	0.061334
7.5570	0.061215
7.5681	0.060736
7.5791	0.060415
7.5902	0.060149
7.6014	0.059906
7.6125	0.059761
7.6237	0.059682
7.6350	0.059393
7.6462	0.059193
7.6575	0.058988
7.6688	0.058718
7.6802	0.058597
7.6916	0.058403
7.7030	0.058065
7.7145	0.057671
7.7260	0.057409
7.7375	0.057053
7.7491	0.056643
7.7607	0.056114
7.7723	0.055557
7.7840	0.055208
7.7957	0.054837
7.8074	0.054467
7.8192	0.054022
7.8310	0.053701
7.8429	0.053328
7.8548	0.052890
7.8667	0.052370
7.8786	0.052181
7.8906	0.052076
7.9026	0.051848
7.9147	0.051506
7.9268	0.051165
7.9390	0.050784
7.9511	0.050439
7.9633	0.050131
7.9756	0.049811
7.9879	0.049713
8.0002	0.049296
8.0126	0.048849
8.0250	0.048545
8.0374	0.048276
8.0499	0.048289
8.0624	0.048202
8.0750	0.047672
8.0876	0.047244
8.1002	0.047170
8.1129	0.047210
8.1256	0.046897
8.1384	0.046592
8.1512	0.046360
8.1640	0.046139
8.1769	0.045999
8.1898	0.045664
8.2027	0.045286
8.2157	0.044879
8.2288	0.044304
8.2419	0.043949
8.2550	0.043676
8.2682	0.043582
8.2814	0.043240
8.2946	0.042720
8.3079	0.042205
8.3212	0.041522
8.3346	0.040996
8.3480	0.040738
8.3615	0.040257
8.3750	0.039604
8.3886	0.039182
8.4022	0.038744
8.4158	0.038284
8.4295	0.038143
8.4432	0.038054
8.4570	0.038011
8.4708	0.038112
8.4847	0.038754
8.4986	0.039817
8.5125	0.041345
8.5265	0.043738
8.5406	0.047576
8.5547	0.052502
8.5688	0.058920
8.5830	0.066948
8.5972	0.076185
8.6115	0.086699
8.6258	0.098303
8.6402	0.11097
8.6546	0.12423
8.6691	0.13785
8.6836	0.15181
8.6982	0.16620
8.7128	0.18092
8.7275	0.19590
8.7422	0.21110
8.7570	0.22585
8.7718	0.23965
8.7867	0.25197
8.8016	0.26244
8.8166	0.27163
8.8316	0.28096
8.8466	0.29112
8.8618	0.30194
8.8769	0.31253
8.8922	0.32145
8.9074	0.32796
8.9228	0.33220
8.9382	0.33465
8.9536	0.33618
8.9691	0.33793
8.9846	0.34000
9.0002	0.34190
9.0159	0.34344
9.0316	0.34416
9.0474	0.34367
9.0632	0.34260
9.0790	0.34099
9.0950	0.33909
9.1110	0.33665
9.1270	0.33415
9.1431	0.33136
9.1593	0.32892
9.1755	0.32702
9.1917	0.32550
9.2081	0.32402
9.2244	0.32345
9.2409	0.32350
9.2574	0.32326
9.2739	0.32293
9.2906	0.32242
9.3072	0.32198
9.3240	0.32157
9.3408	0.32120
9.3576	0.32046
9.3746	0.31958
9.3915	0.31821
9.4086	0.31654
9.4257	0.31485
9.4429	0.31285
9.4601	0.31085
9.4774	0.30875
9.4948	0.30661
9.5122	0.30436
9.5297	0.30187
9.5472	0.29890
9.5648	0.29509
9.5825	0.29092
9.6003	0.28671
9.6181	0.28159
9.6359	0.27619
9.6539	0.27092
9.6719	0.26616
9.6900	0.26165
9.7081	0.25722
9.7263	0.25283
9.7446	0.24825
9.7630	0.24355
9.7814	0.23885
9.7999	0.23375
9.8184	0.22884
9.8371	0.22437
9.8558	0.22020
9.8745	0.21631
9.8934	0.21357
9.9123	0.21196
9.9313	0.21124
9.9504	0.21122
9.9695	0.21167
9.9887	0.21322
10.008	0.21605
10.027	0.21881
10.047	0.22183
10.066	0.22516
10.086	0.22806
10.106	0.23046
10.125	0.23313
10.145	0.23528
10.165	0.23778
10.185	0.24041
10.205	0.24298
10.225	0.24638
10.245	0.25112
10.266	0.25615
10.286	0.26048
10.306	0.26335
10.327	0.26427
10.348	0.26374
10.368	0.26218
10.389	0.25994
10.410	0.25876
10.431	0.25892
10.452	0.25961
10.473	0.26071
10.494	0.26164
10.515	0.26182
10.537	0.26110
10.558	0.25975
10.580	0.25858
10.602	0.25719
10.623	0.25536
10.645	0.25344
10.667	0.25140
10.689	0.24930
10.711	0.24702
10.733	0.24393
10.755	0.24014
10.778	0.23596
10.800	0.23111
10.823	0.22520
10.845	0.21878
10.868	0.21258
10.891	0.20624
10.914	0.20017
10.937	0.19518
10.960	0.19157
10.983	0.18914
11.007	0.18758
11.030	0.18666
11.054	0.18639
11.077	0.18746
11.101	0.19074
11.125	0.19697
11.149	0.20532
11.173	0.21466
11.197	0.22392
11.221	0.23231
11.245	0.23932
11.270	0.24426
11.294	0.24755
11.319	0.24918
11.344	0.24908
11.369	0.24785
11.394	0.24611
11.419	0.24375
11.444	0.24074
11.469	0.23733
11.495	0.23391
11.520	0.23047
11.546	0.22709
11.572	0.22375
11.598	0.21959
11.624	0.21571
11.650	0.21228
11.676	0.20903
11.702	0.20544
11.729	0.20204
11.755	0.19878
11.782	0.19527
11.809	0.19221
11.836	0.18991
11.863	0.18784
11.890	0.18509
11.918	0.18224
11.945	0.18009
11.973	0.17842
12.000	0.17682
12.028	0.17491
12.056	0.17301
12.084	0.17148
12.112	0.16960
12.141	0.16785
12.169	0.16676
12.198	0.16533
12.227	0.16358
12.256	0.16191
12.285	0.16066
12.314	0.15944
12.343	0.15821
12.373	0.15665
12.402	0.15500
12.432	0.15366
12.462	0.15219
12.492	0.15082
12.522	0.15005
12.552	0.14889
12.583	0.14757
12.613	0.14626
12.644	0.14479
12.675	0.14319
12.706	0.14190
12.737	0.14093
12.769	0.13980
12.800	0.13834
12.832	0.13728
12.864	0.13601
12.896	0.13452
12.928	0.13363
12.960	0.13243
12.993	0.13134
13.025	0.13047
13.058	0.12951
13.091	0.12851
13.124	0.12718
13.158	0.12584
13.191	0.12451
13.225	0.12274
13.259	0.12104
13.293	0.11950
13.327	0.11869
13.361	0.11750
13.396	0.11604
13.430	0.11505
13.465	0.11482
13.500	0.11514
13.536	0.11515
13.571	0.11431
13.607	0.11378
13.642	0.11354
13.678	0.11398
13.715	0.11591
13.751	0.11882
13.788	0.12190
13.824	0.12393
13.861	0.12460
13.898	0.12383
13.936	0.12241
13.973	0.12041
14.011	0.11794
14.049	0.11573
14.087	0.11397
14.126	0.11255
14.164	0.11062
14.203	0.10850
14.242	0.10645
14.281	0.10479
14.321	0.10445
14.360	0.10431
14.400	0.10468
14.440	0.10749
14.481	0.11142
14.521	0.11616
14.562	0.12132
14.603	0.12554
14.644	0.12758
14.686	0.12749
14.728	0.12657
14.770	0.12452
14.812	0.12136
14.854	0.11795
14.897	0.11508
14.940	0.11239
14.983	0.10965
15.026	0.10620
15.070	0.10189
15.114	0.098298
15.158	0.096272
15.203	0.095065
15.247	0.094954
15.292	0.096319
15.338	0.099831
15.383	0.10533
15.429	0.11109
15.475	0.11592
15.521	0.11996
15.568	0.12262
15.615	0.12315
15.662	0.12149
15.710	0.11895
15.757	0.11590
15.805	0.11267
15.854	0.11018
15.902	0.10888
15.951	0.10911
16.000	0.11062
16.050	0.11313
16.100	0.11719
16.150	0.12259
16.200	0.12971
16.251	0.13926
16.302	0.15094
16.354	0.16472
16.405	0.17947
16.458	0.19378
16.510	0.20783
16.563	0.21998
16.616	0.23017
16.669	0.23963
16.723	0.24843
16.777	0.25517
16.832	0.26055
16.886	0.26568
16.942	0.26992
16.997	0.27361
17.053	0.27812
17.109	0.28313
17.166	0.28810
17.223	0.29471
17.280	0.30127
17.338	0.30703
17.396	0.31368
17.455	0.32015
17.514	0.32718
17.573	0.33423
17.633	0.34020
17.693	0.34530
17.754	0.34923
17.815	0.35141
17.876	0.35096
17.938	0.34834
18.000	0.34675
18.063	0.34465
18.126	0.34283
18.190	0.34214
18.254	0.34223
18.319	0.34198
18.383	0.34196
18.449	0.34354
18.515	0.34406
18.581	0.34228
18.648	0.34012
18.715	0.33706
18.783	0.33343
18.851	0.33253
18.920	0.33528
18.990	0.33973
19.059	0.34841
19.130	0.36200
19.201	0.37917
19.272	0.39732
19.344	0.41383
19.416	0.42720
19.489	0.43571
19.563	0.43865
19.637	0.43859
19.712	0.43745
19.787	0.43530
19.863	0.43063
19.939	0.42541
20.016	0.41980
20.094	0.41450
20.172	0.40936
20.251	0.40481
20.330	0.40257
20.410	0.39899
20.491	0.39262
20.572	0.38692
20.654	0.38161
20.737	0.37479
20.820	0.36623
20.904	0.35795
20.988	0.34870
21.074	0.33791
21.160	0.32919
21.246	0.32165
21.334	0.31491
21.422	0.31028
21.511	0.30619
21.601	0.30554
21.691	0.30544
21.782	0.30634
21.874	0.30857
21.967	0.31130
22.060	0.31274
22.154	0.31810
22.250	0.32363
22.345	0.32823
22.442	0.33183
22.540	0.33337
22.638	0.33354
22.737	0.33032
22.838	0.32609
22.939	0.32206
23.041	0.31489
23.143	0.30979
23.247	0.30331
23.352	0.29554
23.458	0.29029
23.564	0.28475
23.672	0.28196
23.780	0.28286
23.890	0.28202
24.001	0.27506
24.112	0.26849
24.225	0.26720
24.339	0.26406
24.453	0.26208
24.569	0.26422
24.686	0.26441
24.804	0.26179
24.924	0.26116
