Wavenumber (cm-1)	Wavelength (µm)	Wavelength (nm)	SynOl_Fo40
16260	0.61500	615.00	0.51210
16129	0.62000	620.00	0.51251
16000	0.62500	625.00	0.51373
15873	0.63000	630.00	0.51599
15748	0.63500	635.00	0.51975
15625	0.64000	640.00	0.52385
15504	0.64500	645.00	0.52792
15385	0.65000	650.00	0.53250
15267	0.65500	655.00	0.53536
15152	0.66000	660.00	0.53784
15038	0.66500	665.00	0.53918
14925	0.67000	670.00	0.53990
14815	0.67500	675.00	0.53952
14706	0.68000	680.00	0.53870
14599	0.68500	685.00	0.53806
14493	0.69000	690.00	0.53521
14388	0.69500	695.00	0.53377
14286	0.70000	700.00	0.53148
14184	0.70500	705.00	0.52706
14085	0.71000	710.00	0.52341
13986	0.71500	715.00	0.52068
13889	0.72000	720.00	0.51591
13793	0.72500	725.00	0.51213
13699	0.73000	730.00	0.50787
13605	0.73500	735.00	0.50316
13514	0.74000	740.00	0.49810
13423	0.74500	745.00	0.49254
13333	0.75000	750.00	0.48783
13245	0.75500	755.00	0.48168
13158	0.76000	760.00	0.47621
13072	0.76500	765.00	0.46971
12987	0.77000	770.00	0.46307
12903	0.77500	775.00	0.45664
12821	0.78000	780.00	0.44948
12739	0.78500	785.00	0.44288
12658	0.79000	790.00	0.43581
12579	0.79500	795.00	0.42867
12500	0.80000	800.00	0.42302
12422	0.80500	805.00	0.41492
12346	0.81000	810.00	0.40795
12270	0.81500	815.00	0.40180
12195	0.82000	820.00	0.39460
12121	0.82500	825.00	0.38887
12048	0.83000	830.00	0.38244
11976	0.83500	835.00	0.37752
11905	0.84000	840.00	0.37160
11834	0.84500	845.00	0.36644
11765	0.85000	850.00	0.36100
11696	0.85500	855.00	0.35533
11628	0.86000	860.00	0.35056
11561	0.86500	865.00	0.34664
11494	0.87000	870.00	0.34251
11429	0.87500	875.00	0.33888
11364	0.88000	880.00	0.33482
11299	0.88500	885.00	0.33137
11236	0.89000	890.00	0.32784
11173	0.89500	895.00	0.32428
11111	0.90000	900.00	0.32141
11050	0.90500	905.00	0.31862
10989	0.91000	910.00	0.31526
10929	0.91500	915.00	0.31179
10870	0.92000	920.00	0.30871
10811	0.92500	925.00	0.30555
10753	0.93000	930.00	0.30281
10695	0.93500	935.00	0.29960
10638	0.94000	940.00	0.29613
10582	0.94500	945.00	0.29276
10526	0.95000	950.00	0.28916
10471	0.95500	955.00	0.28599
10417	0.96000	960.00	0.28162
10363	0.96500	965.00	0.27795
10309	0.97000	970.00	0.27474
10256	0.97500	975.00	0.27125
10204	0.98000	980.00	0.26675
10152	0.98500	985.00	0.26329
10101	0.99000	990.00	0.25991
10050	0.99500	995.00	0.25590
10000	1.0000	1000.0	0.25294
9950.2	1.0050	1005.0	0.24893
9901.0	1.0100	1010.0	0.24591
9852.2	1.0150	1015.0	0.24236
9803.9	1.0200	1020.0	0.23964
9756.1	1.0250	1025.0	0.23727
9708.7	1.0300	1030.0	0.23446
9661.8	1.0350	1035.0	0.23251
9615.4	1.0400	1040.0	0.23091
9569.4	1.0450	1045.0	0.22908
9523.8	1.0500	1050.0	0.22837
9478.7	1.0550	1055.0	0.22722
9434.0	1.0600	1060.0	0.22632
9389.7	1.0650	1065.0	0.22590
9345.8	1.0700	1070.0	0.22495
9302.3	1.0750	1075.0	0.22509
9259.3	1.0800	1080.0	0.22535
9216.6	1.0850	1085.0	0.22627
9174.3	1.0900	1090.0	0.22715
9132.4	1.0950	1095.0	0.22809
9090.9	1.1000	1100.0	0.23033
9049.8	1.1050	1105.0	0.23139
9009.0	1.1100	1110.0	0.23392
8968.6	1.1150	1115.0	0.23626
8928.6	1.1200	1120.0	0.23824
8888.9	1.1250	1125.0	0.24083
8849.6	1.1300	1130.0	0.24310
8810.6	1.1350	1135.0	0.24593
8771.9	1.1400	1140.0	0.24882
8733.6	1.1450	1145.0	0.25146
8695.7	1.1500	1150.0	0.25411
8658.0	1.1550	1155.0	0.25616
8620.7	1.1600	1160.0	0.25874
8583.7	1.1650	1165.0	0.26157
8547.0	1.1700	1170.0	0.26363
8510.6	1.1750	1175.0	0.26547
8474.6	1.1800	1180.0	0.26786
8438.8	1.1850	1185.0	0.26916
8403.4	1.1900	1190.0	0.27028
8368.2	1.1950	1195.0	0.27229
8333.3	1.2000	1200.0	0.27322
8298.8	1.2050	1205.0	0.27458
8264.5	1.2100	1210.0	0.27599
8230.5	1.2150	1215.0	0.27717
8196.7	1.2200	1220.0	0.27822
8163.3	1.2250	1225.0	0.27922
8130.1	1.2300	1230.0	0.28023
8097.2	1.2350	1235.0	0.28126
8064.5	1.2400	1240.0	0.28188
8032.1	1.2450	1245.0	0.28343
8000.0	1.2500	1250.0	0.28419
7968.1	1.2550	1255.0	0.28559
7936.5	1.2600	1260.0	0.28626
7905.1	1.2650	1265.0	0.28773
7874.0	1.2700	1270.0	0.28873
7843.1	1.2750	1275.0	0.28996
7812.5	1.2800	1280.0	0.29104
7782.1	1.2850	1285.0	0.29287
7751.9	1.2900	1290.0	0.29433
7722.0	1.2950	1295.0	0.29599
7692.3	1.3000	1300.0	0.29778
7662.8	1.3050	1305.0	0.29966
7633.6	1.3100	1310.0	0.30145
7604.6	1.3150	1315.0	0.30342
7575.8	1.3200	1320.0	0.30560
7547.2	1.3250	1325.0	0.30820
7518.8	1.3300	1330.0	0.31095
7490.6	1.3350	1335.0	0.31354
7462.7	1.3400	1340.0	0.31615
7434.9	1.3450	1345.0	0.31855
7407.4	1.3500	1350.0	0.32172
7380.1	1.3550	1355.0	0.32554
7352.9	1.3600	1360.0	0.32823
7326.0	1.3650	1365.0	0.33082
7299.3	1.3700	1370.0	0.33426
7272.7	1.3750	1375.0	0.33801
7246.4	1.3800	1380.0	0.34323
7220.2	1.3850	1385.0	0.34465
7194.2	1.3900	1390.0	0.34974
7168.5	1.3950	1395.0	0.35497
7142.9	1.4000	1400.0	0.36007
7117.4	1.4050	1405.0	0.36421
7092.2	1.4100	1410.0	0.36730
7067.1	1.4150	1415.0	0.37258
7042.3	1.4200	1420.0	0.37759
7017.5	1.4250	1425.0	0.38298
6993.0	1.4300	1430.0	0.38713
6968.6	1.4350	1435.0	0.39177
6944.4	1.4400	1440.0	0.39693
6920.4	1.4450	1445.0	0.40246
6896.6	1.4500	1450.0	0.40818
6872.9	1.4550	1455.0	0.41360
6849.3	1.4600	1460.0	0.41896
6825.9	1.4650	1465.0	0.42422
6802.7	1.4700	1470.0	0.43018
6779.7	1.4750	1475.0	0.43524
6756.8	1.4800	1480.0	0.44118
6734.0	1.4850	1485.0	0.44732
6711.4	1.4900	1490.0	0.45287
6689.0	1.4950	1495.0	0.45876
6666.7	1.5000	1500.0	0.46512
6644.5	1.5050	1505.0	0.47079
6622.5	1.5100	1510.0	0.47675
6600.7	1.5150	1515.0	0.48287
6578.9	1.5200	1520.0	0.48865
6557.4	1.5250	1525.0	0.49528
6535.9	1.5300	1530.0	0.50098
6514.7	1.5350	1535.0	0.50734
6493.5	1.5400	1540.0	0.51353
6472.5	1.5450	1545.0	0.51936
6451.6	1.5500	1550.0	0.52540
6430.9	1.5550	1555.0	0.53146
6410.3	1.5600	1560.0	0.53636
6389.8	1.5650	1565.0	0.54331
6369.4	1.5700	1570.0	0.54889
6349.2	1.5750	1575.0	0.55535
6329.1	1.5800	1580.0	0.55993
6309.1	1.5850	1585.0	0.56609
6289.3	1.5900	1590.0	0.57162
6269.6	1.5950	1595.0	0.57774
6250.0	1.6000	1600.0	0.58314
6230.5	1.6050	1605.0	0.58872
6211.2	1.6100	1610.0	0.59444
6192.0	1.6150	1615.0	0.59937
6172.8	1.6200	1620.0	0.60484
6153.8	1.6250	1625.0	0.61000
6135.0	1.6300	1630.0	0.61458
6116.2	1.6350	1635.0	0.61953
6097.6	1.6400	1640.0	0.62438
6079.0	1.6450	1645.0	0.62836
6060.6	1.6500	1650.0	0.63341
6042.3	1.6550	1655.0	0.63855
6024.1	1.6600	1660.0	0.64207
6006.0	1.6650	1665.0	0.64728
5988.0	1.6700	1670.0	0.65155
5970.1	1.6750	1675.0	0.65581
5952.4	1.6800	1680.0	0.65877
5934.7	1.6850	1685.0	0.66329
5917.2	1.6900	1690.0	0.66634
5899.7	1.6950	1695.0	0.67015
5882.4	1.7000	1700.0	0.67118
5865.1	1.7050	1705.0	0.67583
5848.0	1.7100	1710.0	0.67935
5830.9	1.7150	1715.0	0.68296
5814.0	1.7200	1720.0	0.68635
5797.1	1.7250	1725.0	0.69030
5780.3	1.7300	1730.0	0.69259
5763.7	1.7350	1735.0	0.69586
5747.1	1.7400	1740.0	0.69818
5730.7	1.7450	1745.0	0.70017
5714.3	1.7500	1750.0	0.70243
5698.0	1.7550	1755.0	0.70723
5681.8	1.7600	1760.0	0.70978
5665.7	1.7650	1765.0	0.71276
5649.7	1.7700	1770.0	0.71479
5633.8	1.7750	1775.0	0.71758
5618.0	1.7800	1780.0	0.71897
5602.2	1.7850	1785.0	0.72142
5586.6	1.7900	1790.0	0.72419
5571.0	1.7950	1795.0	0.72461
5555.6	1.8000	1800.0	0.72724
5540.2	1.8050	1805.0	0.72800
5524.9	1.8100	1810.0	0.72932
5509.6	1.8150	1815.0	0.73185
5494.5	1.8200	1820.0	0.73289
5479.5	1.8250	1825.0	0.73363
5464.5	1.8300	1830.0	0.73575
5449.6	1.8350	1835.0	0.73673
5434.8	1.8400	1840.0	0.73764
5420.1	1.8450	1845.0	0.73898
5405.4	1.8500	1850.0	0.73970
5401.9	1.8512	1851.2	0.73971
5399.9	1.8519	1851.9	0.73984
5397.8	1.8526	1852.6	0.73991
5396.1	1.8532	1853.2	0.73999
5394.0	1.8539	1853.9	0.74037
5392.3	1.8545	1854.5	0.74047
5390.3	1.8552	1855.2	0.74044
5388.2	1.8559	1855.9	0.74058
5386.5	1.8565	1856.5	0.74085
5384.4	1.8572	1857.2	0.74093
5382.4	1.8579	1857.9	0.74103
5380.7	1.8585	1858.5	0.74100
5378.7	1.8592	1859.2	0.74114
5376.6	1.8599	1859.9	0.74137
5374.9	1.8605	1860.5	0.74170
5372.9	1.8612	1861.2	0.74183
5370.9	1.8619	1861.9	0.74211
5369.1	1.8625	1862.5	0.74198
5367.1	1.8632	1863.2	0.74187
5365.1	1.8639	1863.9	0.74174
5363.4	1.8645	1864.5	0.74178
5361.4	1.8652	1865.2	0.74205
5359.3	1.8659	1865.9	0.74228
5357.3	1.8666	1866.6	0.74250
5355.6	1.8672	1867.2	0.74278
5353.6	1.8679	1867.9	0.74264
5351.6	1.8686	1868.6	0.74283
5349.6	1.8693	1869.3	0.74309
5347.9	1.8699	1869.9	0.74299
5345.9	1.8706	1870.6	0.74293
5343.9	1.8713	1871.3	0.74308
5342.2	1.8719	1871.9	0.74339
5340.2	1.8726	1872.6	0.74358
5338.2	1.8733	1873.3	0.74344
5336.2	1.8740	1874.0	0.74345
5334.2	1.8747	1874.7	0.74374
5332.5	1.8753	1875.3	0.74371
5330.5	1.8760	1876.0	0.74370
5328.5	1.8767	1876.7	0.74409
5326.5	1.8774	1877.4	0.74425
5324.5	1.8781	1878.1	0.74427
5322.8	1.8787	1878.7	0.74421
5320.8	1.8794	1879.4	0.74433
5318.9	1.8801	1880.1	0.74442
5316.9	1.8808	1880.8	0.74458
5314.9	1.8815	1881.5	0.74482
5313.2	1.8821	1882.1	0.74499
5311.2	1.8828	1882.8	0.74471
5309.3	1.8835	1883.5	0.74471
5307.3	1.8842	1884.2	0.74478
5305.3	1.8849	1884.9	0.74500
5303.4	1.8856	1885.6	0.74518
5301.4	1.8863	1886.3	0.74533
5299.7	1.8869	1886.9	0.74526
5297.7	1.8876	1887.6	0.74533
5295.8	1.8883	1888.3	0.74546
5293.8	1.8890	1889.0	0.74553
5291.8	1.8897	1889.7	0.74544
5289.9	1.8904	1890.4	0.74551
5287.9	1.8911	1891.1	0.74581
5286.0	1.8918	1891.8	0.74626
5284.3	1.8924	1892.4	0.74628
5282.3	1.8931	1893.1	0.74620
5280.4	1.8938	1893.8	0.74618
5278.4	1.8945	1894.5	0.74625
5276.5	1.8952	1895.2	0.74646
5274.5	1.8959	1895.9	0.74668
5272.6	1.8966	1896.6	0.74662
5270.6	1.8973	1897.3	0.74665
5268.7	1.8980	1898.0	0.74678
5266.8	1.8987	1898.7	0.74686
5264.8	1.8994	1899.4	0.74690
5262.9	1.9001	1900.1	0.74690
5260.9	1.9008	1900.8	0.74702
5259.0	1.9015	1901.5	0.74712
5257.1	1.9022	1902.2	0.74728
5255.1	1.9029	1902.9	0.74740
5253.2	1.9036	1903.6	0.74754
5251.3	1.9043	1904.3	0.74767
5249.3	1.9050	1905.0	0.74753
5247.4	1.9057	1905.7	0.74751
5245.5	1.9064	1906.4	0.74772
5243.6	1.9071	1907.1	0.74770
5241.6	1.9078	1907.8	0.74769
5239.7	1.9085	1908.5	0.74804
5237.8	1.9092	1909.2	0.74822
5235.9	1.9099	1909.9	0.74799
5234.0	1.9106	1910.6	0.74802
5232.0	1.9113	1911.3	0.74828
5230.1	1.9120	1912.0	0.74829
5228.2	1.9127	1912.7	0.74834
5226.3	1.9134	1913.4	0.74839
5224.4	1.9141	1914.1	0.74853
5222.5	1.9148	1914.8	0.74856
5220.6	1.9155	1915.5	0.74866
5218.7	1.9162	1916.2	0.74889
5216.8	1.9169	1916.9	0.74907
5214.9	1.9176	1917.6	0.74911
5212.9	1.9183	1918.3	0.74919
5210.8	1.9191	1919.1	0.74917
5208.9	1.9198	1919.8	0.74904
5207.0	1.9205	1920.5	0.74913
5205.1	1.9212	1921.2	0.74926
5203.2	1.9219	1921.9	0.74906
5201.3	1.9226	1922.6	0.74913
5199.4	1.9233	1923.3	0.74938
5197.2	1.9241	1924.1	0.74968
5195.3	1.9248	1924.8	0.74989
5193.5	1.9255	1925.5	0.74997
5191.6	1.9262	1926.2	0.75004
5189.7	1.9269	1926.9	0.74996
5187.8	1.9276	1927.6	0.74977
5185.9	1.9283	1928.3	0.74989
5183.8	1.9291	1929.1	0.75008
5181.9	1.9298	1929.8	0.75011
5180.0	1.9305	1930.5	0.75023
5178.1	1.9312	1931.2	0.75047
5176.3	1.9319	1931.9	0.75039
5174.1	1.9327	1932.7	0.75033
5172.2	1.9334	1933.4	0.75060
5170.4	1.9341	1934.1	0.75076
5168.5	1.9348	1934.8	0.75061
5166.6	1.9355	1935.5	0.75060
5164.5	1.9363	1936.3	0.75057
5162.6	1.9370	1937.0	0.75069
5160.8	1.9377	1937.7	0.75084
5158.9	1.9384	1938.4	0.75103
5156.8	1.9392	1939.2	0.75108
5154.9	1.9399	1939.9	0.75110
5153.0	1.9406	1940.6	0.75119
5151.2	1.9413	1941.3	0.75133
5149.1	1.9421	1942.1	0.75139
5147.2	1.9428	1942.8	0.75152
5145.4	1.9435	1943.5	0.75160
5143.2	1.9443	1944.3	0.75181
5141.4	1.9450	1945.0	0.75178
5139.5	1.9457	1945.7	0.75172
5137.7	1.9464	1946.4	0.75187
5135.6	1.9472	1947.2	0.75211
5133.7	1.9479	1947.9	0.75206
5131.9	1.9486	1948.6	0.75221
5129.8	1.9494	1949.4	0.75233
5127.9	1.9501	1950.1	0.75237
5126.1	1.9508	1950.8	0.75241
5124.0	1.9516	1951.6	0.75248
5122.2	1.9523	1952.3	0.75256
5120.3	1.9530	1953.0	0.75259
5118.2	1.9538	1953.8	0.75254
5116.4	1.9545	1954.5	0.75265
5114.3	1.9553	1955.3	0.75265
5112.5	1.9560	1956.0	0.75265
5110.6	1.9567	1956.7	0.75269
5108.6	1.9575	1957.5	0.75277
5106.7	1.9582	1958.2	0.75284
5104.9	1.9589	1958.9	0.75292
5102.8	1.9597	1959.7	0.75291
5101.0	1.9604	1960.4	0.75301
5098.9	1.9612	1961.2	0.75312
5097.1	1.9619	1961.9	0.75323
5095.0	1.9627	1962.7	0.75313
5093.2	1.9634	1963.4	0.75328
5091.4	1.9641	1964.1	0.75354
5089.3	1.9649	1964.9	0.75358
5087.5	1.9656	1965.6	0.75339
5085.4	1.9664	1966.4	0.75349
5083.6	1.9671	1967.1	0.75355
5081.6	1.9679	1967.9	0.75366
5079.8	1.9686	1968.6	0.75380
5077.7	1.9694	1969.4	0.75403
5075.9	1.9701	1970.1	0.75403
5074.1	1.9708	1970.8	0.75403
5072.0	1.9716	1971.6	0.75415
5070.2	1.9723	1972.3	0.75424
5068.2	1.9731	1973.1	0.75420
5066.4	1.9738	1973.8	0.75440
5064.3	1.9746	1974.6	0.75454
5062.3	1.9754	1975.4	0.75465
5060.5	1.9761	1976.1	0.75447
5058.4	1.9769	1976.9	0.75458
5056.6	1.9776	1977.6	0.75468
5054.6	1.9784	1978.4	0.75462
5052.8	1.9791	1979.1	0.75467
5050.8	1.9799	1979.9	0.75482
5049.0	1.9806	1980.6	0.75488
5046.9	1.9814	1981.4	0.75497
5044.9	1.9822	1982.2	0.75505
5043.1	1.9829	1982.9	0.75509
5041.1	1.9837	1983.7	0.75508
5039.3	1.9844	1984.4	0.75516
5037.3	1.9852	1985.2	0.75519
5035.5	1.9859	1985.9	0.75531
5033.5	1.9867	1986.7	0.75524
5031.4	1.9875	1987.5	0.75522
5029.7	1.9882	1988.2	0.75544
5027.7	1.9890	1989.0	0.75576
5025.6	1.9898	1989.8	0.75572
5023.9	1.9905	1990.5	0.75581
5021.8	1.9913	1991.3	0.75589
5019.8	1.9921	1992.1	0.75594
5018.1	1.9928	1992.8	0.75596
5016.1	1.9936	1993.6	0.75606
5014.3	1.9943	1994.3	0.75594
5012.3	1.9951	1995.1	0.75603
5010.3	1.9959	1995.9	0.75625
5008.3	1.9967	1996.7	0.75619
5006.5	1.9974	1997.4	0.75623
5004.5	1.9982	1998.2	0.75647
5002.5	1.9990	1999.0	0.75638
5000.7	1.9997	1999.7	0.75636
4998.8	2.0005	2000.5	0.75640
4996.8	2.0013	2001.3	0.75667
4994.8	2.0021	2002.1	0.75685
4993.0	2.0028	2002.8	0.75698
4991.0	2.0036	2003.6	0.75688
4989.0	2.0044	2004.4	0.75684
4987.0	2.0052	2005.2	0.75689
4985.3	2.0059	2005.9	0.75698
4983.3	2.0067	2006.7	0.75711
4981.3	2.0075	2007.5	0.75716
4979.3	2.0083	2008.3	0.75726
4977.6	2.0090	2009.0	0.75732
4975.6	2.0098	2009.8	0.75722
4973.6	2.0106	2010.6	0.75725
4971.7	2.0114	2011.4	0.75735
4969.7	2.0122	2012.2	0.75739
4968.0	2.0129	2012.9	0.75744
4966.0	2.0137	2013.7	0.75753
4964.0	2.0145	2014.5	0.75757
4962.0	2.0153	2015.3	0.75760
4960.1	2.0161	2016.1	0.75776
4958.3	2.0168	2016.8	0.75777
4956.4	2.0176	2017.6	0.75776
4954.4	2.0184	2018.4	0.75805
4952.5	2.0192	2019.2	0.75802
4950.5	2.0200	2020.0	0.75794
4948.5	2.0208	2020.8	0.75800
4946.6	2.0216	2021.6	0.75811
4944.6	2.0224	2022.4	0.75817
4942.7	2.0232	2023.2	0.75816
4941.0	2.0239	2023.9	0.75815
4939.0	2.0247	2024.7	0.75837
4937.1	2.0255	2025.5	0.75850
4935.1	2.0263	2026.3	0.75853
4933.2	2.0271	2027.1	0.75850
4931.2	2.0279	2027.9	0.75861
4929.3	2.0287	2028.7	0.75861
4927.3	2.0295	2029.5	0.75854
4925.4	2.0303	2030.3	0.75852
4923.4	2.0311	2031.1	0.75867
4921.5	2.0319	2031.9	0.75872
4919.6	2.0327	2032.7	0.75880
4917.6	2.0335	2033.5	0.75890
4915.7	2.0343	2034.3	0.75904
4913.8	2.0351	2035.1	0.75915
4911.8	2.0359	2035.9	0.75920
4909.9	2.0367	2036.7	0.75925
4908.0	2.0375	2037.5	0.75930
4906.0	2.0383	2038.3	0.75929
4904.1	2.0391	2039.1	0.75935
4902.2	2.0399	2039.9	0.75937
4900.3	2.0407	2040.7	0.75942
4898.4	2.0415	2041.5	0.75943
4896.4	2.0423	2042.3	0.75958
4894.5	2.0431	2043.1	0.75942
4892.6	2.0439	2043.9	0.75950
4890.7	2.0447	2044.7	0.75963
4888.8	2.0455	2045.5	0.75975
4886.9	2.0463	2046.3	0.75981
4885.0	2.0471	2047.1	0.75992
4883.1	2.0479	2047.9	0.76004
4881.1	2.0487	2048.7	0.76005
4879.2	2.0495	2049.5	0.76008
4877.1	2.0504	2050.4	0.76026
4875.2	2.0512	2051.2	0.76029
4873.3	2.0520	2052.0	0.76041
4871.4	2.0528	2052.8	0.76035
4869.5	2.0536	2053.6	0.76020
4867.6	2.0544	2054.4	0.76022
4865.7	2.0552	2055.2	0.76035
4863.8	2.0560	2056.0	0.76050
4861.7	2.0569	2056.9	0.76057
4859.8	2.0577	2057.7	0.76055
4857.9	2.0585	2058.5	0.76067
4856.0	2.0593	2059.3	0.76086
4854.1	2.0601	2060.1	0.76089
4852.2	2.0609	2060.9	0.76086
4850.1	2.0618	2061.8	0.76094
4848.2	2.0626	2062.6	0.76098
4846.4	2.0634	2063.4	0.76113
4844.5	2.0642	2064.2	0.76114
4842.4	2.0651	2065.1	0.76120
4840.5	2.0659	2065.9	0.76125
4838.6	2.0667	2066.7	0.76134
4836.8	2.0675	2067.5	0.76138
4834.9	2.0683	2068.3	0.76151
4832.8	2.0692	2069.2	0.76147
4830.9	2.0700	2070.0	0.76151
4829.1	2.0708	2070.8	0.76170
4827.2	2.0716	2071.6	0.76178
4825.1	2.0725	2072.5	0.76172
4823.2	2.0733	2073.3	0.76185
4821.4	2.0741	2074.1	0.76186
4819.3	2.0750	2075.0	0.76190
4817.4	2.0758	2075.8	0.76187
4815.6	2.0766	2076.6	0.76188
4813.5	2.0775	2077.5	0.76203
4811.6	2.0783	2078.3	0.76238
4809.8	2.0791	2079.1	0.76233
4807.7	2.0800	2080.0	0.76213
4805.8	2.0808	2080.8	0.76218
4804.0	2.0816	2081.6	0.76242
4801.9	2.0825	2082.5	0.76253
4800.1	2.0833	2083.3	0.76244
4798.2	2.0841	2084.1	0.76246
4796.2	2.0850	2085.0	0.76269
4794.3	2.0858	2085.8	0.76271
4792.3	2.0867	2086.7	0.76269
4790.4	2.0875	2087.5	0.76267
4788.6	2.0883	2088.3	0.76284
4786.5	2.0892	2089.2	0.76291
4784.7	2.0900	2090.0	0.76294
4782.6	2.0909	2090.9	0.76289
4780.8	2.0917	2091.7	0.76288
4778.7	2.0926	2092.6	0.76291
4776.9	2.0934	2093.4	0.76308
4775.1	2.0942	2094.2	0.76333
4773.0	2.0951	2095.1	0.76346
4771.2	2.0959	2095.9	0.76338
4769.2	2.0968	2096.8	0.76339
4767.4	2.0976	2097.6	0.76343
4765.3	2.0985	2098.5	0.76347
4763.5	2.0993	2099.3	0.76348
4761.5	2.1002	2100.2	0.76365
4759.6	2.1010	2101.0	0.76370
4757.6	2.1019	2101.9	0.76371
4755.8	2.1027	2102.7	0.76385
4753.8	2.1036	2103.6	0.76405
4751.9	2.1044	2104.4	0.76402
4749.9	2.1053	2105.3	0.76393
4748.1	2.1061	2106.1	0.76411
4746.1	2.1070	2107.0	0.76429
4744.1	2.1079	2107.9	0.76434
4742.3	2.1087	2108.7	0.76440
4740.2	2.1096	2109.6	0.76446
4738.4	2.1104	2110.4	0.76464
4736.4	2.1113	2111.3	0.76466
4734.4	2.1122	2112.2	0.76478
4732.6	2.1130	2113.0	0.76487
4730.6	2.1139	2113.9	0.76493
4728.8	2.1147	2114.7	0.76491
4726.8	2.1156	2115.6	0.76508
4724.8	2.1165	2116.5	0.76521
4723.0	2.1173	2117.3	0.76528
4721.0	2.1182	2118.2	0.76530
4719.0	2.1191	2119.1	0.76543
4717.2	2.1199	2119.9	0.76541
4715.2	2.1208	2120.8	0.76556
4713.2	2.1217	2121.7	0.76553
4711.4	2.1225	2122.5	0.76548
4709.4	2.1234	2123.4	0.76564
4707.4	2.1243	2124.3	0.76564
4705.7	2.1251	2125.1	0.76562
4703.7	2.1260	2126.0	0.76563
4701.7	2.1269	2126.9	0.76546
4699.7	2.1278	2127.8	0.76540
4697.9	2.1286	2128.6	0.76537
4695.9	2.1295	2129.5	0.76556
4694.0	2.1304	2130.4	0.76582
4692.0	2.1313	2131.3	0.76589
4690.2	2.1321	2132.1	0.76582
4688.2	2.1330	2133.0	0.76591
4686.3	2.1339	2133.9	0.76602
4684.3	2.1348	2134.8	0.76624
4682.5	2.1356	2135.6	0.76639
4680.6	2.1365	2136.5	0.76646
4678.6	2.1374	2137.4	0.76642
4676.6	2.1383	2138.3	0.76641
4674.6	2.1392	2139.2	0.76650
4672.7	2.1401	2140.1	0.76659
4670.9	2.1409	2140.9	0.76657
4669.0	2.1418	2141.8	0.76669
4667.0	2.1427	2142.7	0.76666
4665.0	2.1436	2143.6	0.76680
4663.1	2.1445	2144.5	0.76692
4661.1	2.1454	2145.4	0.76691
4659.2	2.1463	2146.3	0.76704
4657.4	2.1471	2147.1	0.76716
4655.5	2.1480	2148.0	0.76700
4653.5	2.1489	2148.9	0.76707
4651.6	2.1498	2149.8	0.76709
4649.6	2.1507	2150.7	0.76709
4647.7	2.1516	2151.6	0.76720
4645.8	2.1525	2152.5	0.76737
4643.8	2.1534	2153.4	0.76741
4641.9	2.1543	2154.3	0.76754
4639.9	2.1552	2155.2	0.76745
4638.0	2.1561	2156.1	0.76761
4636.1	2.1570	2157.0	0.76759
4634.1	2.1579	2157.9	0.76749
4632.2	2.1588	2158.8	0.76752
4630.3	2.1597	2159.7	0.76765
4628.3	2.1606	2160.6	0.76765
4626.4	2.1615	2161.5	0.76766
4624.5	2.1624	2162.4	0.76756
4622.6	2.1633	2163.3	0.76776
