Wavenumber (cm-1)	Wavelength (µm)	Wavelength (nm)	SynOl_Fo50
12658	0.79000	790.00	0.47428
12579	0.79500	795.00	0.46725
12500	0.80000	800.00	0.46189
12422	0.80500	805.00	0.45313
12346	0.81000	810.00	0.44642
12270	0.81500	815.00	0.43992
12195	0.82000	820.00	0.43338
12121	0.82500	825.00	0.42739
12048	0.83000	830.00	0.42086
11976	0.83500	835.00	0.41546
11905	0.84000	840.00	0.40999
11834	0.84500	845.00	0.40561
11765	0.85000	850.00	0.40025
11696	0.85500	855.00	0.39417
11628	0.86000	860.00	0.39062
11561	0.86500	865.00	0.38619
11494	0.87000	870.00	0.38255
11429	0.87500	875.00	0.37848
11364	0.88000	880.00	0.37510
11299	0.88500	885.00	0.37167
11236	0.89000	890.00	0.36833
11173	0.89500	895.00	0.36570
11111	0.90000	900.00	0.36258
11050	0.90500	905.00	0.36201
10989	0.91000	910.00	0.35880
10929	0.91500	915.00	0.35588
10870	0.92000	920.00	0.35296
10811	0.92500	925.00	0.34980
10753	0.93000	930.00	0.34718
10695	0.93500	935.00	0.34340
10638	0.94000	940.00	0.33980
10582	0.94500	945.00	0.33672
10526	0.95000	950.00	0.33314
10471	0.95500	955.00	0.32720
10417	0.96000	960.00	0.32436
10363	0.96500	965.00	0.32032
10309	0.97000	970.00	0.31611
10256	0.97500	975.00	0.31277
10204	0.98000	980.00	0.30803
10152	0.98500	985.00	0.30437
10101	0.99000	990.00	0.30058
10050	0.99500	995.00	0.29699
10000	1.0000	1000.0	0.29286
9950.2	1.0050	1005.0	0.28877
9901.0	1.0100	1010.0	0.28518
9852.2	1.0150	1015.0	0.28234
9803.9	1.0200	1020.0	0.27954
9756.1	1.0250	1025.0	0.27709
9708.7	1.0300	1030.0	0.27455
9661.8	1.0350	1035.0	0.27259
9615.4	1.0400	1040.0	0.27018
9569.4	1.0450	1045.0	0.26865
9523.8	1.0500	1050.0	0.26705
9478.7	1.0550	1055.0	0.26643
9434.0	1.0600	1060.0	0.26591
9389.7	1.0650	1065.0	0.26567
9345.8	1.0700	1070.0	0.26532
9302.3	1.0750	1075.0	0.26558
9259.3	1.0800	1080.0	0.26652
9216.6	1.0850	1085.0	0.26772
9174.3	1.0900	1090.0	0.26898
9132.4	1.0950	1095.0	0.27082
9090.9	1.1000	1100.0	0.27243
9049.8	1.1050	1105.0	0.27494
9009.0	1.1100	1110.0	0.27705
8968.6	1.1150	1115.0	0.27993
8928.6	1.1200	1120.0	0.28230
8888.9	1.1250	1125.0	0.28447
8849.6	1.1300	1130.0	0.28794
8810.6	1.1350	1135.0	0.29197
8771.9	1.1400	1140.0	0.29325
8733.6	1.1450	1145.0	0.29696
8695.7	1.1500	1150.0	0.29914
8658.0	1.1550	1155.0	0.30145
8620.7	1.1600	1160.0	0.30422
8583.7	1.1650	1165.0	0.30710
8547.0	1.1700	1170.0	0.30931
8510.6	1.1750	1175.0	0.31173
8474.6	1.1800	1180.0	0.31314
8438.8	1.1850	1185.0	0.31564
8403.4	1.1900	1190.0	0.31666
8368.2	1.1950	1195.0	0.31867
8333.3	1.2000	1200.0	0.32041
8298.8	1.2050	1205.0	0.32238
8264.5	1.2100	1210.0	0.32536
8230.5	1.2150	1215.0	0.32521
8196.7	1.2200	1220.0	0.32675
8163.3	1.2250	1225.0	0.32814
8130.1	1.2300	1230.0	0.32969
8097.2	1.2350	1235.0	0.33097
8064.5	1.2400	1240.0	0.33218
8032.1	1.2450	1245.0	0.33359
8000.0	1.2500	1250.0	0.33458
7968.1	1.2550	1255.0	0.33589
7936.5	1.2600	1260.0	0.33741
7905.1	1.2650	1265.0	0.33907
7874.0	1.2700	1270.0	0.34048
7843.1	1.2750	1275.0	0.34145
7812.5	1.2800	1280.0	0.34288
7782.1	1.2850	1285.0	0.34463
7751.9	1.2900	1290.0	0.34680
7722.0	1.2950	1295.0	0.34854
7692.3	1.3000	1300.0	0.35037
7662.8	1.3050	1305.0	0.35279
7633.6	1.3100	1310.0	0.35528
7604.6	1.3150	1315.0	0.35750
7575.8	1.3200	1320.0	0.35983
7547.2	1.3250	1325.0	0.36222
7518.8	1.3300	1330.0	0.36553
7490.6	1.3350	1335.0	0.36848
7462.7	1.3400	1340.0	0.37132
7434.9	1.3450	1345.0	0.37428
7407.4	1.3500	1350.0	0.37831
7380.1	1.3550	1355.0	0.38126
7352.9	1.3600	1360.0	0.38472
7326.0	1.3650	1365.0	0.38798
7299.3	1.3700	1370.0	0.39182
7272.7	1.3750	1375.0	0.39478
7246.4	1.3800	1380.0	0.39890
7220.2	1.3850	1385.0	0.40342
7194.2	1.3900	1390.0	0.40846
7168.5	1.3950	1395.0	0.41267
7142.9	1.4000	1400.0	0.41795
7117.4	1.4050	1405.0	0.42306
7092.2	1.4100	1410.0	0.42776
7067.1	1.4150	1415.0	0.43213
7042.3	1.4200	1420.0	0.43727
7017.5	1.4250	1425.0	0.44113
6993.0	1.4300	1430.0	0.44582
6968.6	1.4350	1435.0	0.45000
6944.4	1.4400	1440.0	0.45533
6920.4	1.4450	1445.0	0.46140
6896.6	1.4500	1450.0	0.46656
6872.9	1.4550	1455.0	0.47143
6849.3	1.4600	1460.0	0.47736
6825.9	1.4650	1465.0	0.48290
6802.7	1.4700	1470.0	0.48813
6779.7	1.4750	1475.0	0.49302
6756.8	1.4800	1480.0	0.49919
6734.0	1.4850	1485.0	0.50475
6711.4	1.4900	1490.0	0.50983
6689.0	1.4950	1495.0	0.51596
6666.7	1.5000	1500.0	0.52182
6644.5	1.5050	1505.0	0.52715
6622.5	1.5100	1510.0	0.53302
6600.7	1.5150	1515.0	0.53851
6578.9	1.5200	1520.0	0.54427
6557.4	1.5250	1525.0	0.55040
6535.9	1.5300	1530.0	0.55525
6514.7	1.5350	1535.0	0.56115
6493.5	1.5400	1540.0	0.56685
6472.5	1.5450	1545.0	0.57253
6451.6	1.5500	1550.0	0.57777
6430.9	1.5550	1555.0	0.58305
6410.3	1.5600	1560.0	0.58780
6389.8	1.5650	1565.0	0.59328
6369.4	1.5700	1570.0	0.59838
6349.2	1.5750	1575.0	0.60367
6329.1	1.5800	1580.0	0.60940
6309.1	1.5850	1585.0	0.61431
6289.3	1.5900	1590.0	0.61884
6269.6	1.5950	1595.0	0.62402
6250.0	1.6000	1600.0	0.62866
6230.5	1.6050	1605.0	0.63364
6211.2	1.6100	1610.0	0.63835
6192.0	1.6150	1615.0	0.64247
6172.8	1.6200	1620.0	0.64698
6153.8	1.6250	1625.0	0.65192
6135.0	1.6300	1630.0	0.65561
6116.2	1.6350	1635.0	0.65987
6097.6	1.6400	1640.0	0.66366
6079.0	1.6450	1645.0	0.66702
6060.6	1.6500	1650.0	0.67170
6042.3	1.6550	1655.0	0.67491
6024.1	1.6600	1660.0	0.67890
6006.0	1.6650	1665.0	0.68288
5988.0	1.6700	1670.0	0.68703
5970.1	1.6750	1675.0	0.69040
5952.4	1.6800	1680.0	0.69340
5934.7	1.6850	1685.0	0.69551
5917.2	1.6900	1690.0	0.69898
5899.7	1.6950	1695.0	0.70140
5882.4	1.7000	1700.0	0.70153
5865.1	1.7050	1705.0	0.70498
5848.0	1.7100	1710.0	0.70886
5830.9	1.7150	1715.0	0.71230
5814.0	1.7200	1720.0	0.71518
5797.1	1.7250	1725.0	0.71828
5780.3	1.7300	1730.0	0.72044
5763.7	1.7350	1735.0	0.72283
5747.1	1.7400	1740.0	0.72451
5730.7	1.7450	1745.0	0.72634
5714.3	1.7500	1750.0	0.72800
5698.0	1.7550	1755.0	0.73210
5681.8	1.7600	1760.0	0.73429
5665.7	1.7650	1765.0	0.73695
5649.7	1.7700	1770.0	0.73817
5633.8	1.7750	1775.0	0.74047
5618.0	1.7800	1780.0	0.74071
5602.2	1.7850	1785.0	0.74220
5586.6	1.7900	1790.0	0.74390
5571.0	1.7950	1795.0	0.74515
5555.6	1.8000	1800.0	0.74680
5540.2	1.8050	1805.0	0.74820
5524.9	1.8100	1810.0	0.74980
5509.6	1.8150	1815.0	0.75019
5494.5	1.8200	1820.0	0.75156
5479.5	1.8250	1825.0	0.75351
5464.5	1.8300	1830.0	0.75393
5449.6	1.8350	1835.0	0.75394
5434.8	1.8400	1840.0	0.75408
5420.1	1.8450	1845.0	0.75425
5405.4	1.8500	1850.0	0.75540
5401.9	1.8512	1851.2	0.75534
5399.9	1.8519	1851.9	0.75547
5397.8	1.8526	1852.6	0.75553
5396.1	1.8532	1853.2	0.75550
5394.0	1.8539	1853.9	0.75567
5392.3	1.8545	1854.5	0.75572
5390.3	1.8552	1855.2	0.75575
5388.2	1.8559	1855.9	0.75592
5386.5	1.8565	1856.5	0.75604
5384.4	1.8572	1857.2	0.75605
5382.4	1.8579	1857.9	0.75607
5380.7	1.8585	1858.5	0.75616
5378.7	1.8592	1859.2	0.75615
5376.6	1.8599	1859.9	0.75612
5374.9	1.8605	1860.5	0.75622
5372.9	1.8612	1861.2	0.75640
5370.9	1.8619	1861.9	0.75678
5369.1	1.8625	1862.5	0.75689
5367.1	1.8632	1863.2	0.75688
5365.1	1.8639	1863.9	0.75682
5363.4	1.8645	1864.5	0.75687
5361.4	1.8652	1865.2	0.75697
5359.3	1.8659	1865.9	0.75680
5357.3	1.8666	1866.6	0.75678
5355.6	1.8672	1867.2	0.75693
5353.6	1.8679	1867.9	0.75689
5351.6	1.8686	1868.6	0.75706
5349.6	1.8693	1869.3	0.75734
5347.9	1.8699	1869.9	0.75737
5345.9	1.8706	1870.6	0.75720
5343.9	1.8713	1871.3	0.75723
5342.2	1.8719	1871.9	0.75748
5340.2	1.8726	1872.6	0.75755
5338.2	1.8733	1873.3	0.75746
5336.2	1.8740	1874.0	0.75772
5334.2	1.8747	1874.7	0.75789
5332.5	1.8753	1875.3	0.75788
5330.5	1.8760	1876.0	0.75773
5328.5	1.8767	1876.7	0.75769
5326.5	1.8774	1877.4	0.75766
5324.5	1.8781	1878.1	0.75766
5322.8	1.8787	1878.7	0.75780
5320.8	1.8794	1879.4	0.75781
5318.9	1.8801	1880.1	0.75786
5316.9	1.8808	1880.8	0.75789
5314.9	1.8815	1881.5	0.75802
5313.2	1.8821	1882.1	0.75800
5311.2	1.8828	1882.8	0.75795
5309.3	1.8835	1883.5	0.75806
5307.3	1.8842	1884.2	0.75815
5305.3	1.8849	1884.9	0.75823
5303.4	1.8856	1885.6	0.75845
5301.4	1.8863	1886.3	0.75853
5299.7	1.8869	1886.9	0.75857
5297.7	1.8876	1887.6	0.75858
5295.8	1.8883	1888.3	0.75849
5293.8	1.8890	1889.0	0.75846
5291.8	1.8897	1889.7	0.75837
5289.9	1.8904	1890.4	0.75857
5287.9	1.8911	1891.1	0.75876
5286.0	1.8918	1891.8	0.75881
5284.3	1.8924	1892.4	0.75874
5282.3	1.8931	1893.1	0.75885
5280.4	1.8938	1893.8	0.75905
5278.4	1.8945	1894.5	0.75912
5276.5	1.8952	1895.2	0.75912
5274.5	1.8959	1895.9	0.75927
5272.6	1.8966	1896.6	0.75920
5270.6	1.8973	1897.3	0.75916
5268.7	1.8980	1898.0	0.75914
5266.8	1.8987	1898.7	0.75926
5264.8	1.8994	1899.4	0.75931
5262.9	1.9001	1900.1	0.75937
5260.9	1.9008	1900.8	0.75949
5259.0	1.9015	1901.5	0.75958
5257.1	1.9022	1902.2	0.75949
5255.1	1.9029	1902.9	0.75958
5253.2	1.9036	1903.6	0.75959
5251.3	1.9043	1904.3	0.75970
5249.3	1.9050	1905.0	0.75974
5247.4	1.9057	1905.7	0.75976
5245.5	1.9064	1906.4	0.75980
5243.6	1.9071	1907.1	0.75987
5241.6	1.9078	1907.8	0.75973
5239.7	1.9085	1908.5	0.75982
5237.8	1.9092	1909.2	0.76009
5235.9	1.9099	1909.9	0.76018
5234.0	1.9106	1910.6	0.76015
5232.0	1.9113	1911.3	0.76017
5230.1	1.9120	1912.0	0.76019
5228.2	1.9127	1912.7	0.76005
5226.3	1.9134	1913.4	0.75989
5224.4	1.9141	1914.1	0.75999
5222.5	1.9148	1914.8	0.76014
5220.6	1.9155	1915.5	0.76049
5218.7	1.9162	1916.2	0.76064
5216.8	1.9169	1916.9	0.76063
5214.9	1.9176	1917.6	0.76062
5212.9	1.9183	1918.3	0.76074
5210.8	1.9191	1919.1	0.76080
5208.9	1.9198	1919.8	0.76091
5207.0	1.9205	1920.5	0.76091
5205.1	1.9212	1921.2	0.76076
5203.2	1.9219	1921.9	0.76056
5201.3	1.9226	1922.6	0.76066
5199.4	1.9233	1923.3	0.76086
5197.2	1.9241	1924.1	0.76098
5195.3	1.9248	1924.8	0.76110
5193.5	1.9255	1925.5	0.76115
5191.6	1.9262	1926.2	0.76115
5189.7	1.9269	1926.9	0.76117
5187.8	1.9276	1927.6	0.76129
5185.9	1.9283	1928.3	0.76140
5183.8	1.9291	1929.1	0.76142
5181.9	1.9298	1929.8	0.76156
5180.0	1.9305	1930.5	0.76163
5178.1	1.9312	1931.2	0.76163
5176.3	1.9319	1931.9	0.76159
5174.1	1.9327	1932.7	0.76163
5172.2	1.9334	1933.4	0.76175
5170.4	1.9341	1934.1	0.76193
5168.5	1.9348	1934.8	0.76196
5166.6	1.9355	1935.5	0.76199
5164.5	1.9363	1936.3	0.76213
5162.6	1.9370	1937.0	0.76236
5160.8	1.9377	1937.7	0.76228
5158.9	1.9384	1938.4	0.76219
5156.8	1.9392	1939.2	0.76201
5154.9	1.9399	1939.9	0.76194
5153.0	1.9406	1940.6	0.76212
5151.2	1.9413	1941.3	0.76242
5149.1	1.9421	1942.1	0.76235
5147.2	1.9428	1942.8	0.76216
5145.4	1.9435	1943.5	0.76232
5143.2	1.9443	1944.3	0.76263
5141.4	1.9450	1945.0	0.76265
5139.5	1.9457	1945.7	0.76267
5137.7	1.9464	1946.4	0.76274
5135.6	1.9472	1947.2	0.76286
5133.7	1.9479	1947.9	0.76287
5131.9	1.9486	1948.6	0.76297
5129.8	1.9494	1949.4	0.76298
5127.9	1.9501	1950.1	0.76297
5126.1	1.9508	1950.8	0.76304
5124.0	1.9516	1951.6	0.76330
5122.2	1.9523	1952.3	0.76323
5120.3	1.9530	1953.0	0.76321
5118.2	1.9538	1953.8	0.76334
5116.4	1.9545	1954.5	0.76336
5114.3	1.9553	1955.3	0.76341
5112.5	1.9560	1956.0	0.76352
5110.6	1.9567	1956.7	0.76341
5108.6	1.9575	1957.5	0.76353
5106.7	1.9582	1958.2	0.76375
5104.9	1.9589	1958.9	0.76380
5102.8	1.9597	1959.7	0.76369
5101.0	1.9604	1960.4	0.76371
5098.9	1.9612	1961.2	0.76371
5097.1	1.9619	1961.9	0.76383
5095.0	1.9627	1962.7	0.76400
5093.2	1.9634	1963.4	0.76421
5091.4	1.9641	1964.1	0.76425
5089.3	1.9649	1964.9	0.76417
5087.5	1.9656	1965.6	0.76411
5085.4	1.9664	1966.4	0.76406
5083.6	1.9671	1967.1	0.76417
5081.6	1.9679	1967.9	0.76442
5079.8	1.9686	1968.6	0.76450
5077.7	1.9694	1969.4	0.76452
5075.9	1.9701	1970.1	0.76446
5074.1	1.9708	1970.8	0.76449
5072.0	1.9716	1971.6	0.76449
5070.2	1.9723	1972.3	0.76460
5068.2	1.9731	1973.1	0.76480
5066.4	1.9738	1973.8	0.76496
5064.3	1.9746	1974.6	0.76496
5062.3	1.9754	1975.4	0.76491
5060.5	1.9761	1976.1	0.76493
5058.4	1.9769	1976.9	0.76499
5056.6	1.9776	1977.6	0.76504
5054.6	1.9784	1978.4	0.76511
5052.8	1.9791	1979.1	0.76514
5050.8	1.9799	1979.9	0.76506
5049.0	1.9806	1980.6	0.76511
5046.9	1.9814	1981.4	0.76540
5044.9	1.9822	1982.2	0.76554
5043.1	1.9829	1982.9	0.76562
5041.1	1.9837	1983.7	0.76566
5039.3	1.9844	1984.4	0.76570
5037.3	1.9852	1985.2	0.76578
5035.5	1.9859	1985.9	0.76574
5033.5	1.9867	1986.7	0.76559
5031.4	1.9875	1987.5	0.76579
5029.7	1.9882	1988.2	0.76583
5027.7	1.9890	1989.0	0.76580
5025.6	1.9898	1989.8	0.76593
5023.9	1.9905	1990.5	0.76607
5021.8	1.9913	1991.3	0.76603
5019.8	1.9921	1992.1	0.76617
5018.1	1.9928	1992.8	0.76629
5016.1	1.9936	1993.6	0.76630
5014.3	1.9943	1994.3	0.76640
5012.3	1.9951	1995.1	0.76653
5010.3	1.9959	1995.9	0.76656
5008.3	1.9967	1996.7	0.76648
5006.5	1.9974	1997.4	0.76647
5004.5	1.9982	1998.2	0.76670
5002.5	1.9990	1999.0	0.76681
5000.7	1.9997	1999.7	0.76682
4998.8	2.0005	2000.5	0.76673
4996.8	2.0013	2001.3	0.76682
4994.8	2.0021	2002.1	0.76702
4993.0	2.0028	2002.8	0.76712
4991.0	2.0036	2003.6	0.76710
4989.0	2.0044	2004.4	0.76718
4987.0	2.0052	2005.2	0.76716
4985.3	2.0059	2005.9	0.76721
4983.3	2.0067	2006.7	0.76728
4981.3	2.0075	2007.5	0.76731
4979.3	2.0083	2008.3	0.76743
4977.6	2.0090	2009.0	0.76770
4975.6	2.0098	2009.8	0.76773
4973.6	2.0106	2010.6	0.76774
4971.7	2.0114	2011.4	0.76783
4969.7	2.0122	2012.2	0.76791
4968.0	2.0129	2012.9	0.76789
4966.0	2.0137	2013.7	0.76785
4964.0	2.0145	2014.5	0.76790
4962.0	2.0153	2015.3	0.76805
4960.1	2.0161	2016.1	0.76821
4958.3	2.0168	2016.8	0.76812
4956.4	2.0176	2017.6	0.76799
4954.4	2.0184	2018.4	0.76818
4952.5	2.0192	2019.2	0.76829
4950.5	2.0200	2020.0	0.76836
4948.5	2.0208	2020.8	0.76842
4946.6	2.0216	2021.6	0.76853
4944.6	2.0224	2022.4	0.76860
4942.7	2.0232	2023.2	0.76868
4941.0	2.0239	2023.9	0.76871
4939.0	2.0247	2024.7	0.76883
4937.1	2.0255	2025.5	0.76885
4935.1	2.0263	2026.3	0.76889
4933.2	2.0271	2027.1	0.76896
4931.2	2.0279	2027.9	0.76894
4929.3	2.0287	2028.7	0.76896
4927.3	2.0295	2029.5	0.76913
4925.4	2.0303	2030.3	0.76929
4923.4	2.0311	2031.1	0.76941
4921.5	2.0319	2031.9	0.76925
4919.6	2.0327	2032.7	0.76918
4917.6	2.0335	2033.5	0.76923
4915.7	2.0343	2034.3	0.76934
4913.8	2.0351	2035.1	0.76948
4911.8	2.0359	2035.9	0.76963
4909.9	2.0367	2036.7	0.76971
4908.0	2.0375	2037.5	0.76967
4906.0	2.0383	2038.3	0.76965
4904.1	2.0391	2039.1	0.76986
4902.2	2.0399	2039.9	0.76988
4900.3	2.0407	2040.7	0.76997
4898.4	2.0415	2041.5	0.77005
4896.4	2.0423	2042.3	0.77008
4894.5	2.0431	2043.1	0.77007
4892.6	2.0439	2043.9	0.77010
4890.7	2.0447	2044.7	0.76999
4888.8	2.0455	2045.5	0.77015
4886.9	2.0463	2046.3	0.77041
4885.0	2.0471	2047.1	0.77055
4883.1	2.0479	2047.9	0.77055
4881.1	2.0487	2048.7	0.77067
4879.2	2.0495	2049.5	0.77073
4877.1	2.0504	2050.4	0.77076
4875.2	2.0512	2051.2	0.77068
4873.3	2.0520	2052.0	0.77073
4871.4	2.0528	2052.8	0.77073
4869.5	2.0536	2053.6	0.77067
4867.6	2.0544	2054.4	0.77080
4865.7	2.0552	2055.2	0.77099
4863.8	2.0560	2056.0	0.77111
4861.7	2.0569	2056.9	0.77115
4859.8	2.0577	2057.7	0.77123
4857.9	2.0585	2058.5	0.77147
4856.0	2.0593	2059.3	0.77158
4854.1	2.0601	2060.1	0.77155
4852.2	2.0609	2060.9	0.77135
4850.1	2.0618	2061.8	0.77145
4848.2	2.0626	2062.6	0.77163
4846.4	2.0634	2063.4	0.77181
4844.5	2.0642	2064.2	0.77183
4842.4	2.0651	2065.1	0.77181
4840.5	2.0659	2065.9	0.77181
4838.6	2.0667	2066.7	0.77195
4836.8	2.0675	2067.5	0.77209
4834.9	2.0683	2068.3	0.77220
4832.8	2.0692	2069.2	0.77216
4830.9	2.0700	2070.0	0.77228
4829.1	2.0708	2070.8	0.77250
4827.2	2.0716	2071.6	0.77244
4825.1	2.0725	2072.5	0.77245
4823.2	2.0733	2073.3	0.77263
4821.4	2.0741	2074.1	0.77261
4819.3	2.0750	2075.0	0.77259
4817.4	2.0758	2075.8	0.77260
4815.6	2.0766	2076.6	0.77267
4813.5	2.0775	2077.5	0.77269
4811.6	2.0783	2078.3	0.77290
4809.8	2.0791	2079.1	0.77303
4807.7	2.0800	2080.0	0.77312
4805.8	2.0808	2080.8	0.77318
4804.0	2.0816	2081.6	0.77318
4801.9	2.0825	2082.5	0.77323
4800.1	2.0833	2083.3	0.77331
4798.2	2.0841	2084.1	0.77347
4796.2	2.0850	2085.0	0.77358
4794.3	2.0858	2085.8	0.77355
4792.3	2.0867	2086.7	0.77347
4790.4	2.0875	2087.5	0.77347
4788.6	2.0883	2088.3	0.77364
4786.5	2.0892	2089.2	0.77377
4784.7	2.0900	2090.0	0.77387
4782.6	2.0909	2090.9	0.77408
4780.8	2.0917	2091.7	0.77415
4778.7	2.0926	2092.6	0.77409
4776.9	2.0934	2093.4	0.77416
4775.1	2.0942	2094.2	0.77433
4773.0	2.0951	2095.1	0.77452
4771.2	2.0959	2095.9	0.77451
4769.2	2.0968	2096.8	0.77452
4767.4	2.0976	2097.6	0.77465
4765.3	2.0985	2098.5	0.77464
4763.5	2.0993	2099.3	0.77460
4761.5	2.1002	2100.2	0.77466
4759.6	2.1010	2101.0	0.77478
4757.6	2.1019	2101.9	0.77485
4755.8	2.1027	2102.7	0.77490
4753.8	2.1036	2103.6	0.77516
4751.9	2.1044	2104.4	0.77532
4749.9	2.1053	2105.3	0.77536
4748.1	2.1061	2106.1	0.77543
4746.1	2.1070	2107.0	0.77551
4744.1	2.1079	2107.9	0.77543
4742.3	2.1087	2108.7	0.77552
4740.2	2.1096	2109.6	0.77563
4738.4	2.1104	2110.4	0.77581
4736.4	2.1113	2111.3	0.77585
4734.4	2.1122	2112.2	0.77588
4732.6	2.1130	2113.0	0.77594
4730.6	2.1139	2113.9	0.77603
4728.8	2.1147	2114.7	0.77612
4726.8	2.1156	2115.6	0.77633
4724.8	2.1165	2116.5	0.77638
4723.0	2.1173	2117.3	0.77638
4721.0	2.1182	2118.2	0.77638
4719.0	2.1191	2119.1	0.77649
4717.2	2.1199	2119.9	0.77658
4715.2	2.1208	2120.8	0.77669
4713.2	2.1217	2121.7	0.77679
4711.4	2.1225	2122.5	0.77688
4709.4	2.1234	2123.4	0.77685
4707.4	2.1243	2124.3	0.77692
4705.7	2.1251	2125.1	0.77702
4703.7	2.1260	2126.0	0.77705
4701.7	2.1269	2126.9	0.77690
4699.7	2.1278	2127.8	0.77686
4697.9	2.1286	2128.6	0.77697
4695.9	2.1295	2129.5	0.77716
4694.0	2.1304	2130.4	0.77724
4692.0	2.1313	2131.3	0.77729
4690.2	2.1321	2132.1	0.77732
4688.2	2.1330	2133.0	0.77744
4686.3	2.1339	2133.9	0.77762
4684.3	2.1348	2134.8	0.77776
4682.5	2.1356	2135.6	0.77783
4680.6	2.1365	2136.5	0.77788
4678.6	2.1374	2137.4	0.77783
4676.6	2.1383	2138.3	0.77790
4674.6	2.1392	2139.2	0.77801
4672.7	2.1401	2140.1	0.77807
4670.9	2.1409	2140.9	0.77820
4669.0	2.1418	2141.8	0.77834
4667.0	2.1427	2142.7	0.77835
4665.0	2.1436	2143.6	0.77843
4663.1	2.1445	2144.5	0.77844
4661.1	2.1454	2145.4	0.77850
4659.2	2.1463	2146.3	0.77859
4657.4	2.1471	2147.1	0.77870
4655.5	2.1480	2148.0	0.77873
4653.5	2.1489	2148.9	0.77877
4651.6	2.1498	2149.8	0.77874
4649.6	2.1507	2150.7	0.77879
4647.7	2.1516	2151.6	0.77890
4645.8	2.1525	2152.5	0.77902
4643.8	2.1534	2153.4	0.77902
4641.9	2.1543	2154.3	0.77905
4639.9	2.1552	2155.2	0.77902
4638.0	2.1561	2156.1	0.77922
4636.1	2.1570	2157.0	0.77924
4634.1	2.1579	2157.9	0.77918
4632.2	2.1588	2158.8	0.77904
4630.3	2.1597	2159.7	0.77919
4628.3	2.1606	2160.6	0.77929
4626.4	2.1615	2161.5	0.77932
4624.5	2.1624	2162.4	0.77937
4622.6	2.1633	2163.3	0.77957
