Wavelength raw,Microcline hs108.13749 raw,Wavelength bin avg,Microcline hs108.13749 bin avg,Wavelength cubic spline of bin avg,Microcline hs108.13749 cubic spline of bin avg
0.4733,0.520903,2.1378570222222226,0.8178920888888889,2.335850144578313,0.8143875208299342
0.4753,0.51952,2.177820431818182,0.8199718863636364,2.3654620516351117,0.8127805966877334
0.4773,0.524517,2.217879738095238,0.818874642857143,2.3950739586919103,0.8107732361901787
0.4793,0.526477,2.2574724,0.8180199499999997,2.424685865748709,0.8079472607054761
0.4813,0.527044,2.2974916250000006,0.815855775,2.4542977728055075,0.804360680962869
0.4833,0.528481,2.3373644594594603,0.814322972972973,2.483909679862306,0.8018087930726413
0.4853,0.528288,2.377018972972972,0.8120295405405407,2.5135215869191048,0.7997538075748964
0.4873,0.527524,2.4169087999999994,0.8088257142857144,2.5431334939759034,0.7981788833036342
0.4893,0.532623,2.457001285714285,0.8040714571428573,2.572745401032702,0.7971920387731848
0.4913,0.534338,2.4972363939393944,0.8008864848484851,2.6023573080895006,0.7948344187323405
0.4933,0.531408,2.5369511875000006,0.7984135625,2.6319692151462992,0.7904424980420558
0.4953,0.535273,2.5766681935483877,0.7969922903225807,2.661581122203098,0.7813355639175286
0.4973,0.539369,2.6163273000000005,0.7930542999999999,2.6911930292598965,0.7500211254758024
0.4993,0.53719,2.6565491333333338,0.7834607333333334,2.720804936316695,0.6602886409153412
0.5013,0.539527,2.6966167857142858,0.7382544999999999,2.7504168433734937,0.5505875713230101
0.5033,0.537797,2.7364729999999997,0.6004447142857144,2.7800287504302923,0.46875939232563274
0.5053,0.541932,2.776777592592593,0.47571440740740734,2.809640657487091,0.4240238592558608
0.5073,0.542433,2.816756307692308,0.4160681923076923,2.8392525645438895,0.3925454423743217
0.5093,0.544504,2.8563284000000007,0.37724163999999993,2.868864471600688,0.36805100597370416
0.5113,0.54567,2.89622212,0.35414864,2.8984763786574868,0.3533652698517419
0.5133,0.54759,2.9280882857142854,0.34791171428571416,2.9280882857142854,0.34791171428571416
