Wavelength (µm),Orthoclase nmnh142137.17360,Wavelength (µm) target,Orthoclase nmnh142137.17360 target
2.624888,0.807003,,
2.626217,0.803793,,
2.627548,0.805892,,
2.628881,0.804287,,
2.630215,0.801076,,
2.63155,0.804781,,
2.632886,0.806139,,
2.634224,0.806077,,
2.635564,0.807559,,
2.636904,0.807806,,
2.638246,0.807744,,
2.63959,0.80725,,
2.640934,0.806695,,
2.64228,0.806139,,
2.643628,0.806139,,
2.644976,0.804719,,
2.646327,0.805151,,
2.647678,0.806139,,
2.649031,0.806139,,
2.650386,0.804781,,
2.651741,0.802682,,
2.653098,0.802867,,
2.654457,0.803423,,
2.655817,0.803423,,
2.657177,0.80441,,
2.65854,0.802496,,
2.659904,0.801756,,
2.66127,0.802064,,
2.662637,0.801509,,
2.664005,0.796137,,
2.665375,0.792495,,
2.666745,0.793421,,
2.668118,0.796384,,
2.669492,0.79126,,
2.670867,0.792186,,
2.672244,0.799224,,
2.673622,0.799718,,
2.675002,0.796508,,
2.676383,0.793791,,
2.677765,0.79447,,
2.67915,0.795149,,
2.680535,0.797742,,
2.681922,0.797496,,
2.68331,0.796076,,
2.6847,0.795582,,
2.68609,0.794717,,
2.687483,0.794347,,
2.688877,0.793668,,
2.690272,0.792433,,
2.691669,0.789284,,
2.693067,0.783974,,
2.694467,0.782184,,
2.695868,0.78274,,
2.69727,0.782431,,
2.698674,0.779961,,
2.70008,0.775825,,
2.701487,0.772738,,
2.702896,0.771935,,
2.704306,0.770206,,
2.705717,0.769219,,
2.70713,0.767799,,
2.708544,0.765329,,
2.70996,0.762612,,
2.711378,0.764156,,
2.712797,0.768354,,
2.714217,0.768725,,
2.715639,0.767428,,
2.717062,0.764588,,
2.718487,0.760019,,
2.719913,0.753598,,
2.721341,0.754833,,
2.72277,0.755018,,
2.7242,0.751808,,
2.725633,0.75366,,
2.727067,0.755265,,
2.728502,0.754278,,
2.729939,0.752055,,
2.731377,0.749956,,
2.732817,0.74693,,
2.734258,0.74267,,
2.735701,0.741374,,
2.737146,0.739213,,
2.738592,0.733162,,
2.740039,0.729643,,
2.741488,0.730755,,
2.742939,0.732298,,
2.744391,0.731557,,
2.745844,0.729767,,
2.747299,0.727791,,
2.748756,0.725754,,
2.750214,0.723469,,
2.751674,0.720691,,
2.753135,0.716801,,
2.754598,0.710133,,
2.756062,0.70896,,
2.757528,0.710751,,
2.758996,0.709207,,
2.760465,0.705997,,
2.761936,0.702478,,
2.763408,0.702292,,
2.764882,0.703527,,
2.766357,0.70291,,
2.767834,0.701737,,
2.769313,0.70044,,
2.770793,0.699144,,
2.772275,0.699761,,
2.773758,0.699885,,
2.775243,0.69865,,
2.77673,0.697168,,
2.778218,0.696304,,
2.779707,0.695254,,
2.781199,0.693896,,
2.782691,0.693278,,
2.784185,0.692352,,
2.785681,0.689883,,
2.787179,0.688463,,
2.788678,0.689142,,
2.790179,0.689512,,
2.791682,0.688771,,
2.793186,0.687907,,
2.794692,0.687104,,
2.7962,0.68624,,
2.797709,0.685376,,
2.799219,0.684573,,
2.800731,0.682844,,
2.802245,0.68056,,
2.803761,0.680066,,
2.805278,0.680622,,
2.806797,0.680251,,
2.808318,0.679572,,
2.80984,0.679078,,
2.811363,0.678523,,
2.812889,0.677596,,
2.814416,0.67667,,
2.815945,0.676115,,
2.817475,0.67525,,
2.819007,0.674139,,
2.82054,0.673398,,
2.822076,0.673089,,
2.823613,0.672904,,
2.825152,0.672287,,
2.826692,0.671361,,
2.828234,0.670743,,
2.829778,0.670249,,
2.831324,0.669323,,
2.832871,0.668459,,
2.83442,0.66778,,
2.835971,0.667286,,
2.837523,0.66673,,
2.839077,0.666422,,
2.840632,0.666051,,
2.84219,0.665557,,
2.843749,0.665002,,
2.84531,0.664322,,
2.846872,0.663767,,
2.848437,0.663026,,
2.850003,0.662717,,
2.85157,0.662408,,
2.85314,0.661791,,
2.854711,0.661174,,
2.856283,0.661112,,
2.857857,0.660618,,
2.859434,0.660124,,
2.861012,0.659939,,
2.862592,0.659568,,
2.864173,0.659136,,
2.865757,0.658704,,
2.867342,0.658457,,
2.868929,0.65821,,
2.870517,0.657654,,
2.872108,0.657346,,
2.873699,0.657161,,
2.875293,0.656975,,
2.876889,0.656728,,
2.878486,0.656728,,
2.880085,0.656481,,
2.881686,0.656234,,
2.883289,0.655926,,
2.884893,0.655617,,
2.886499,0.655432,,
2.888107,0.655123,,
2.889717,0.655123,,
2.891329,0.655061,,
2.892942,0.654938,,
2.894558,0.654814,,
2.896175,0.654629,,
2.897794,0.654567,,
2.899415,0.654382,,
2.901037,0.654259,,
2.902662,0.654259,,
2.904288,0.654197,,
2.905916,0.654197,,
2.907546,0.654197,,
2.909178,0.654135,,
2.910811,0.654012,,
2.912446,0.65395,,
2.914083,0.653827,,
2.915722,0.653888,,
2.917363,0.653827,,
2.919006,0.653703,,
2.92065,0.653765,,
2.922296,0.653703,,
2.923944,0.65358,,
2.925594,0.653641,,
2.927246,0.653765,,
2.9289,0.653703,,
2.930556,0.653888,,
2.932213,0.653827,,
2.933873,0.653765,,
2.935534,0.653827,,
2.937198,0.65395,,
2.938863,0.654012,,
2.94053,0.65395,,
2.942199,0.653827,,
2.943869,0.653888,,
2.945542,0.654012,,
2.947217,0.654074,,
2.948893,0.654259,,
2.950572,0.654259,,
2.952252,0.65432,,
2.953934,0.654444,,
2.955618,0.654444,,
2.957304,0.654506,,
2.958992,0.654444,,
2.960681,0.654506,,
2.962373,0.654814,,
2.964067,0.655,,
2.965763,0.655123,,
2.96746,0.655247,,
2.96916,0.655247,,
2.970861,0.655432,,
2.972565,0.655555,,
2.974271,0.655555,,
2.975978,0.655679,,
2.977687,0.655802,,
2.979398,0.655987,,
2.981112,0.656049,,
2.982827,0.656111,,
2.984544,0.656234,,
2.986264,0.656234,,
2.987985,0.65642,,
2.989709,0.656667,,
2.991434,0.656914,,
2.993161,0.657099,,
2.99489,0.657284,,
2.996621,0.657284,,
2.998354,0.657346,,
3.000089,0.657531,,
3.001826,0.657654,,
3.003565,0.657778,,
3.005306,0.657963,,
3.00705,0.65821,,
3.008795,0.658395,,
3.010542,0.658457,,
3.012291,0.658642,,
3.014043,0.658766,,
3.015796,0.658889,,
3.017552,0.658889,,
3.019309,0.659074,,
3.021069,0.65926,,
3.02283,0.65926,,
3.024594,0.659383,,
3.02636,0.659568,,
3.028127,0.659877,,
3.029897,0.660001,,
3.031669,0.660186,,
3.033443,0.660309,,
3.035219,0.660433,,
3.036998,0.660556,,
3.038778,0.66068,,
3.04056,0.660865,,
3.042344,0.660927,,
3.04413,0.661112,,
3.045919,0.661544,,
3.047709,0.661791,,
3.049502,0.661729,,
3.051297,0.661853,,
3.053094,0.662038,,
3.054893,0.662347,,
3.056694,0.662594,,
3.058498,0.662964,,
3.060303,0.663149,,
3.062111,0.663458,,
3.063921,0.66389,,
3.065733,0.664075,,
3.067547,0.664322,,
3.069363,0.664755,,
3.071181,0.665125,,
3.073001,0.665372,,
3.074824,0.665681,,
3.076649,0.666051,,
3.078476,0.666422,,
3.080305,0.666854,,
3.082136,0.667162,,
3.08397,0.667533,,
3.085805,0.667965,,
3.087644,0.668335,,
3.089484,0.668768,,
3.091326,0.669323,,
3.093171,0.669756,,
3.095017,0.670126,,
3.096866,0.670558,,
3.098717,0.671052,,
3.10057,0.671422,,
3.102426,0.671855,,
3.104284,0.672472,,
3.106144,0.672966,,
3.108006,0.673398,,
3.109871,0.673892,,
3.111737,0.674509,,
3.113606,0.674942,,
3.115477,0.675436,,
3.11735,0.676176,,
3.119226,0.676609,,
3.121104,0.676979,,
3.122984,0.677535,,
3.124866,0.67809,,
3.126751,0.678646,,
3.128638,0.679202,,
3.130527,0.679757,,
3.132419,0.680251,,
3.134313,0.680807,,
3.136209,0.681363,,
3.138108,0.681857,,
3.140008,0.68235,,
3.141912,0.682906,,
3.143817,0.683338,,
3.145725,0.683832,,
3.147635,0.68445,,
3.149547,0.685067,,
3.151462,0.685561,,
3.153378,0.686117,,
3.155298,0.686611,,
3.157219,0.687166,,
3.159143,0.687784,,
3.16107,0.688216,,
3.162998,0.688895,,
3.164929,0.689512,,
3.166862,0.689944,,
3.168798,0.690377,,
3.170736,0.690994,,
3.172677,0.691488,,
3.174619,0.691858,,
3.176565,0.692167,,
3.178513,0.692784,,
3.180463,0.693278,,
3.182415,0.693649,,
3.18437,0.694328,,
3.186327,0.69476,,
3.188287,0.695007,,
3.190248,0.695439,,
3.192213,0.695872,,
3.19418,0.696427,,
3.196149,0.697045,,
3.198121,0.697538,,
3.200095,0.697847,,
3.202072,0.698341,,
3.204051,0.698712,,
3.206032,0.69902,,
3.208016,0.699391,,
3.210002,0.699885,,
3.211991,0.700379,,
3.213982,0.700811,,
3.215976,0.701243,,
3.217972,0.701799,,
3.219971,0.702231,,
3.221972,0.702539,,
3.223976,0.702786,,
3.225982,0.703219,,
3.227991,0.703651,,
3.230002,0.704145,,
3.232016,0.704577,,
3.234032,0.704824,,
3.236051,0.705132,,
3.238072,0.705441,,
3.240096,0.705688,,
3.242123,0.705997,,
3.244152,0.706306,,
3.246183,0.706553,,
3.248217,0.706738,,
3.250253,0.707046,,
3.252293,0.707355,,
3.254334,0.707787,,
3.256378,0.708034,,
3.258425,0.708466,,
3.260474,0.708837,,
3.262526,0.709146,,
3.26458,0.709516,,
3.266638,0.709948,,
3.268697,0.710319,,
3.27076,0.710689,,
3.272825,0.710874,,
3.274892,0.711245,,
3.276962,0.711553,,
3.279035,0.711862,,
3.28111,0.712047,,
3.283188,0.712233,,
3.285269,0.71248,,
3.287352,0.712727,,
3.289438,0.712973,,
3.291526,0.71322,,
3.293617,0.71322,,
3.295711,0.713282,,
3.297807,0.713406,,
3.299906,0.713714,,
3.302008,0.713961,,
3.304113,0.71427,,
3.30622,0.714517,,
3.30833,0.714826,,
3.310443,0.715073,,
3.312558,0.715196,,
3.314676,0.715134,,
3.316797,0.715073,,
3.31892,0.715073,,
3.321046,0.715011,,
3.323175,0.714887,,
3.325307,0.714826,,
3.327442,0.714764,,
3.329579,0.714826,,
3.331719,0.714702,,
3.333861,0.714579,,
3.336007,0.714517,,
3.338155,0.714393,,
3.340306,0.714147,,
3.342458,0.713653,,
3.344615,0.712788,,
3.346774,0.7118,,
3.348936,0.710751,,
3.351101,0.709701,,
3.353268,0.708281,,
3.355439,0.706429,,
3.357612,0.704083,,
3.359789,0.701366,,
3.361968,0.698218,,
3.364149,0.694575,,
3.366334,0.690438,,
3.368521,0.686796,,
3.370711,0.684017,,
3.372904,0.68235,,
3.3751,0.681301,,
3.3773,0.680992,,
3.379501,0.681548,,
3.381706,0.682783,,
3.383913,0.684141,,
3.386123,0.685067,,
3.388336,0.685314,,
3.390553,0.684697,,
3.392771,0.683153,,
3.394992,0.680807,,
3.397217,0.677596,,
3.399445,0.673954,,
3.401675,0.670249,,
3.403909,0.666607,,
3.406146,0.662964,,
3.408385,0.659815,,
3.410627,0.657346,,
3.412873,0.655926,,
3.415121,0.655555,,
3.417372,0.656481,,
3.419626,0.658766,,
3.421884,0.662285,,
3.424144,0.666483,,
3.426407,0.67099,,
3.428673,0.675683,,
3.430943,0.680313,,
3.433215,0.684511,,
3.43549,0.688216,,
3.437768,0.691303,,
3.440049,0.693896,,
3.442333,0.696304,,
3.444621,0.698526,,
3.446911,0.700749,,
3.449204,0.70291,,
3.4515,0.704824,,
3.4538,0.706676,,
3.456102,0.708466,,
3.458408,0.71001,,
3.460716,0.711245,,
3.463028,0.712109,,
3.465343,0.712356,,
3.467662,0.712109,,
3.469983,0.711739,,
3.472307,0.711368,,
3.474634,0.711121,,
3.476965,0.710874,,
3.479298,0.710627,,
3.481635,0.71038,,
3.483975,0.709516,,
3.486317,0.708466,,
3.488663,0.706861,,
3.491012,0.705009,,
3.493365,0.703033,,
3.49572,0.701058,,
3.498079,0.699946,,
3.500441,0.70007,,
3.502806,0.701675,,
3.505175,0.704824,,
3.507547,0.709022,,
3.509921,0.7139,,
3.512299,0.71958,,
3.514681,0.725013,,
3.517065,0.729088,,
3.519453,0.732422,,
3.521844,0.734891,,
3.524238,0.736743,,
3.526636,0.738349,,
3.529036,0.73983,,
3.53144,0.740757,,
3.533848,0.741559,,
3.536258,0.742362,,
3.538672,0.742979,,
3.541089,0.743535,,
3.543509,0.744152,,
3.545932,0.744708,,
3.548359,0.745078,,
3.55079,0.745449,,
3.553223,0.745819,,
3.55566,0.74619,,
3.558101,0.746684,,
3.560545,0.746869,,
3.562992,0.747116,,
3.565443,0.747486,,
3.567896,0.747671,,
3.570354,0.747857,,
3.572814,0.748227,,
3.575278,0.748412,,
3.577746,0.748721,,
3.580216,0.748906,,
3.582691,0.749091,,
3.585169,0.749277,,
3.58765,0.749277,,
3.590135,0.749338,,
3.592623,0.749524,,
3.595114,0.749894,,
3.597609,0.750203,,
3.600107,0.750079,,
3.602608,0.750079,,
3.605114,0.750264,,
3.607622,0.750388,,
3.610135,0.750511,,
3.61265,0.750635,,
3.61517,0.750697,,
3.617692,0.750758,,
3.620219,0.750944,,
3.622749,0.751005,,
3.625283,0.751005,,
3.627819,0.751005,,
3.63036,0.751067,,
3.632904,0.751005,,
3.635452,0.751005,,
3.638003,0.751252,,
3.640558,0.751252,,
3.643116,0.751129,,
3.645679,0.751129,,
3.648244,0.751252,,
3.650813,0.751252,,
3.653386,0.751499,,
3.655962,0.751684,,
3.658543,0.751931,,
3.661126,0.751993,,
3.663713,0.752055,,
3.666304,0.752178,,
3.668898,0.752302,,
3.671497,0.752425,,
3.674099,0.752981,,
3.676705,0.753475,,
3.679314,0.753475,,
3.681927,0.753475,,
3.684544,0.753784,,
3.687165,0.753907,,
3.689789,0.754216,,
3.692417,0.754463,,
3.695049,0.754895,,
3.697685,0.75508,,
3.700324,0.755204,,
3.702967,0.755451,,
3.705615,0.755636,,
3.708265,0.755821,,
3.71092,0.756068,,
3.713578,0.756253,,
3.71624,0.756253,,
3.718906,0.756562,,
3.721576,0.756747,,
3.724249,0.756809,,
3.726926,0.756932,,
3.729607,0.757118,,
3.732292,0.757303,,
3.734981,0.757365,,
3.737674,0.75755,,
3.740371,0.757797,,
3.743071,0.757982,,
3.745776,0.758105,,
3.748485,0.758229,,
3.751197,0.758538,,
3.753913,0.758661,,
3.756634,0.758538,,
3.759358,0.758538,,
3.762086,0.758785,,
3.764818,0.75897,,
3.767554,0.759155,,
3.770293,0.759402,,
3.773037,0.759217,,
3.775785,0.759278,,
3.778537,0.759217,,
3.781293,0.759155,,
3.784053,0.759217,,
3.786817,0.759402,,
3.789586,0.759217,,
3.792358,0.759278,,
3.795134,0.759155,,
3.797915,0.75897,,
3.800699,0.758908,,
3.803488,0.759032,,
3.80628,0.758785,,
3.809077,0.758661,,
3.811877,0.758476,,
3.814683,0.758476,,
3.817492,0.758167,,
3.820305,0.758044,,
3.823123,0.757858,,
3.825944,0.757673,,
3.82877,0.757488,,
3.8316,0.757303,,
3.834434,0.756994,,
3.837271,0.756438,,
3.840113,0.75613,,
3.84296,0.756068,,
3.845811,0.755821,,
3.848666,0.755451,,
3.851525,0.755142,,
3.854389,0.754895,,
3.857257,0.754648,,
3.86013,0.754216,,
3.863006,0.753598,,
3.865887,0.753351,,
3.868772,0.752981,,
3.871661,0.752611,,
3.874554,0.752055,,
3.877452,0.751684,,
3.880355,0.751499,,
3.883262,0.751067,,
3.886173,0.750511,,
3.889088,0.750326,,
3.892008,0.749894,,
3.894932,0.749524,,
3.897861,0.748968,,
3.900793,0.748474,,
3.903731,0.747918,,
3.906672,0.747548,,
3.909618,0.747239,,
3.912569,0.74693,,
3.915524,0.746622,,
3.918483,0.746437,,
3.921447,0.746375,,
3.924416,0.746375,,
3.927389,0.74619,,
3.930367,0.745819,,
3.933349,0.745757,,
3.936336,0.745881,,
3.939327,0.745819,,
3.942322,0.745943,,
3.945323,0.745819,,
3.948327,0.745696,,
3.951337,0.745757,,
3.954351,0.745819,,
3.95737,0.745696,,
3.960393,0.745572,,
3.963421,0.745572,,
3.966453,0.745634,,
3.96949,0.745634,,
3.972532,0.745757,,
3.975579,0.745819,,
3.978629,0.745943,,
3.981685,0.746066,,
3.984745,0.746437,,
3.98781,0.746498,,
3.99088,0.746498,,
3.993955,0.746498,,
3.997034,0.74656,,
4.000118,0.746684,,
