Wavelength (µm),Microcline hs108.13761,Wavelength (µm) target,Microcline hs108.13761 target
2.876889,0.338406,,
2.878486,0.337569,,
2.880085,0.336899,,
2.881686,0.336229,,
2.883289,0.335392,,
2.884893,0.334554,,
2.886499,0.333884,,
2.888107,0.333214,,
2.889717,0.332628,,
2.891329,0.332126,,
2.892942,0.331456,,
2.894558,0.330786,,
2.896175,0.330283,,
2.897794,0.329781,,
2.899415,0.329446,,
2.901037,0.329195,,
2.902662,0.328776,,
2.904288,0.328106,,
2.905916,0.327687,,
2.907546,0.327101,,
2.909178,0.326682,,
2.910811,0.326682,,
2.912446,0.326264,,
2.914083,0.325845,,
2.915722,0.32551,,
2.917363,0.325426,,
2.919006,0.32551,,
2.92065,0.325259,,
2.922296,0.325091,,
2.923944,0.325175,,
2.925594,0.32484,,
2.927246,0.324589,,
2.9289,0.324673,,
2.930556,0.32484,,
2.932213,0.324924,,
2.933873,0.325091,,
2.935534,0.325259,,
2.937198,0.325594,,
2.938863,0.325845,,
2.94053,0.325845,,
2.942199,0.32618,,
2.943869,0.326515,,
2.945542,0.327101,,
2.947217,0.32752,,
2.948893,0.327687,,
2.950572,0.328106,,
2.952252,0.328608,,
2.953934,0.329027,,
2.955618,0.329613,,
2.957304,0.330283,,
2.958992,0.33087,,
2.960681,0.331539,,
2.962373,0.332377,,
2.964067,0.333214,,
2.965763,0.333801,,
2.96746,0.334303,,
2.96916,0.335224,,
2.970861,0.336313,,
2.972565,0.33715,,
2.974271,0.337904,,
2.975978,0.338909,,
2.977687,0.339746,,
2.979398,0.340667,,
2.981112,0.341672,,
2.982827,0.342677,,
2.984544,0.343431,,
2.986264,0.344268,,
2.987985,0.345273,,
2.989709,0.346362,,
2.991434,0.347367,,
2.993161,0.348288,,
2.99489,0.349544,,
2.996621,0.350633,,
2.998354,0.351554,,
3.000089,0.35281,,
3.001826,0.35415,,
3.003565,0.355239,,
3.005306,0.356244,,
3.00705,0.357249,,
3.008795,0.358421,,
3.010542,0.359593,,
3.012291,0.360347,,
3.014043,0.361352,,
3.015796,0.362608,,
3.017552,0.363781,,
3.019309,0.364786,,
3.021069,0.365874,,
3.02283,0.366963,,
3.024594,0.368135,,
3.02636,0.369308,,
3.028127,0.370313,,
3.029897,0.37115,,
3.031669,0.372071,,
3.033443,0.373244,,
3.035219,0.374332,,
3.036998,0.375253,,
3.038778,0.376258,,
3.04056,0.377263,,
3.042344,0.378352,,
3.04413,0.379441,,
3.045919,0.380362,,
3.047709,0.381367,,
3.049502,0.382204,,
3.051297,0.383125,,
3.053094,0.384298,,
3.054893,0.385135,,
3.056694,0.386056,,
3.058498,0.387061,,
3.060303,0.388066,,
3.062111,0.389071,,
3.063921,0.390076,,
3.065733,0.391165,,
3.067547,0.392086,,
3.069363,0.393007,,
3.071181,0.394179,,
3.073001,0.395184,,
3.074824,0.396105,,
3.076649,0.397278,,
3.078476,0.39845,,
3.080305,0.399623,,
3.082136,0.400879,,
3.08397,0.402135,,
3.085805,0.403224,,
3.087644,0.404564,,
3.089484,0.405903,,
3.091326,0.407243,,
3.093171,0.408332,,
3.095017,0.409672,,
3.096866,0.411012,,
3.098717,0.412352,,
3.10057,0.413943,,
3.102426,0.415618,,
3.104284,0.417041,,
3.106144,0.418632,,
3.108006,0.420307,,
3.109871,0.421898,,
3.111737,0.423741,,
3.113606,0.425416,,
3.115477,0.426923,,
3.11735,0.428765,,
3.119226,0.430356,,
3.121104,0.432115,,
3.122984,0.434041,,
3.124866,0.435884,,
3.126751,0.437726,,
3.128638,0.439484,,
3.130527,0.441411,,
3.132419,0.443337,,
3.134313,0.445179,,
3.136209,0.447105,,
3.138108,0.449031,,
3.140008,0.450957,,
3.141912,0.4528,,
3.143817,0.454726,,
3.145725,0.456736,,
3.147635,0.458745,,
3.149547,0.460588,,
3.151462,0.462598,,
3.153378,0.464691,,
3.155298,0.466701,,
3.157219,0.468711,,
3.159143,0.470637,,
3.16107,0.472731,,
3.162998,0.474489,,
3.164929,0.476248,,
3.166862,0.478258,,
3.168798,0.480267,,
3.170736,0.482277,,
3.172677,0.484371,,
3.174619,0.486297,,
3.176565,0.488223,,
3.178513,0.490317,,
3.180463,0.492494,,
3.182415,0.494588,,
3.18437,0.496262,,
3.186327,0.498021,,
3.188287,0.499947,,
3.190248,0.501957,,
3.192213,0.503883,,
3.19418,0.505809,,
3.196149,0.507568,,
3.198121,0.509243,,
3.200095,0.511252,,
3.202072,0.51343,,
3.204051,0.515272,,
3.206032,0.516947,,
3.208016,0.518706,,
3.210002,0.520464,,
3.211991,0.522307,,
3.213982,0.523981,,
3.215976,0.525824,,
3.217972,0.527834,,
3.219971,0.529676,,
3.221972,0.531351,,
3.223976,0.533193,,
3.225982,0.535035,,
3.227991,0.536627,,
3.230002,0.538385,,
3.232016,0.540311,,
3.234032,0.542154,,
3.236051,0.543829,,
3.238072,0.545755,,
3.240096,0.547513,,
3.242123,0.548853,,
3.244152,0.550361,,
3.246183,0.552203,,
3.248217,0.553878,,
3.250253,0.555469,,
3.252293,0.557144,,
3.254334,0.558902,,
3.256378,0.56041,,
3.258425,0.561833,,
3.260474,0.563508,,
3.262526,0.565267,,
3.26458,0.566942,,
3.266638,0.568449,,
3.268697,0.569956,,
3.27076,0.571631,,
3.272825,0.57339,,
3.274892,0.574897,,
3.276962,0.576237,,
3.279035,0.577828,,
3.28111,0.579587,,
3.283188,0.581178,,
3.285269,0.582602,,
3.287352,0.584109,,
3.289438,0.585533,,
3.291526,0.586956,,
3.293617,0.588547,,
3.295711,0.590055,,
3.297807,0.591478,,
3.299906,0.592818,,
3.302008,0.594242,,
3.304113,0.595749,,
3.30622,0.597257,,
3.30833,0.598597,,
3.310443,0.599853,,
3.312558,0.601193,,
3.314676,0.602533,,
3.316797,0.603789,,
3.31892,0.605129,,
3.321046,0.606552,,
3.323175,0.607976,,
3.325307,0.609232,,
3.327442,0.610572,,
3.329579,0.611828,,
3.331719,0.613084,,
3.333861,0.61434,,
3.336007,0.615429,,
3.338155,0.616769,,
3.340306,0.617941,,
3.342458,0.618863,,
3.344615,0.619784,,
3.346774,0.620705,,
3.348936,0.621877,,
3.351101,0.622966,,
3.353268,0.62372,,
3.355439,0.62439,,
3.357612,0.625059,,
3.359789,0.625897,,
3.361968,0.626734,,
3.364149,0.627739,,
3.366334,0.62866,,
3.368521,0.629498,,
3.370711,0.630335,,
3.372904,0.631173,,
3.3751,0.632178,,
3.3773,0.633183,,
3.379501,0.634271,,
3.381706,0.635192,,
3.383913,0.636197,,
3.386123,0.637286,,
3.388336,0.638375,,
3.390553,0.639463,,
3.392771,0.640384,,
3.394992,0.641054,,
3.397217,0.641557,,
3.399445,0.642311,,
3.401675,0.643232,,
3.403909,0.643818,,
3.406146,0.644488,,
3.408385,0.645158,,
3.410627,0.64566,,
3.412873,0.646163,,
3.415121,0.647084,,
3.417372,0.647838,,
3.419626,0.648675,,
3.421884,0.649513,,
3.424144,0.650685,,
3.426407,0.651941,,
3.428673,0.65303,,
3.430943,0.653867,,
3.433215,0.654872,,
3.43549,0.655961,,
3.437768,0.656798,,
3.440049,0.657384,,
3.442333,0.657887,,
3.444621,0.658724,,
3.446911,0.659478,,
3.449204,0.660315,,
3.4515,0.661404,,
3.4538,0.662242,,
3.456102,0.662744,,
3.458408,0.66333,,
3.460716,0.664,,
3.463028,0.664503,,
3.465343,0.664754,,
3.467662,0.665089,,
3.469983,0.665591,,
3.472307,0.66601,,
3.474634,0.666345,,
3.476965,0.666764,,
3.479298,0.667182,,
3.481635,0.667601,,
3.483975,0.668355,,
3.486317,0.668857,,
3.488663,0.66936,,
3.491012,0.669778,,
3.493365,0.670197,,
3.49572,0.670448,,
3.498079,0.670532,,
3.500441,0.670951,,
3.502806,0.671537,,
3.505175,0.672123,,
3.507547,0.672542,,
3.509921,0.673212,,
3.512299,0.674217,,
3.514681,0.675054,,
3.517065,0.675892,,
3.519453,0.676729,,
3.521844,0.677399,,
3.524238,0.677985,,
3.526636,0.678655,,
3.529036,0.679409,,
3.53144,0.679995,,
3.533848,0.680665,,
3.536258,0.681335,,
3.538672,0.681837,,
3.541089,0.682256,,
3.543509,0.682759,,
3.545932,0.683177,,
3.548359,0.683429,,
3.55079,0.683847,,
3.553223,0.684098,,
3.55566,0.684433,,
3.558101,0.684601,,
3.560545,0.684768,,
3.562992,0.684936,,
3.565443,0.685355,,
3.567896,0.68569,,
3.570354,0.686025,,
3.572814,0.686192,,
3.575278,0.68636,,
3.577746,0.686527,,
3.580216,0.686695,,
3.582691,0.686862,,
3.585169,0.687029,,
3.58765,0.687197,,
3.590135,0.687364,,
3.592623,0.687532,,
3.595114,0.687532,,
3.597609,0.687699,,
3.600107,0.687867,,
3.602608,0.687951,,
3.605114,0.687951,,
3.607622,0.687951,,
3.610135,0.688034,,
3.61265,0.687951,,
3.61517,0.687951,,
3.617692,0.688118,,
3.620219,0.688202,,
3.622749,0.688118,,
3.625283,0.688034,,
3.627819,0.687951,,
3.63036,0.687951,,
3.632904,0.687951,,
3.635452,0.687867,,
3.638003,0.687532,,
3.640558,0.687532,,
3.643116,0.687448,,
3.645679,0.687364,,
3.648244,0.687113,,
3.650813,0.686862,,
3.653386,0.686946,,
3.655962,0.686862,,
3.658543,0.686695,,
3.661126,0.686611,,
3.663713,0.686443,,
3.666304,0.686108,,
3.668898,0.685773,,
3.671497,0.685773,,
3.674099,0.68569,,
3.676705,0.685522,,
3.679314,0.685355,,
3.681927,0.685103,,
3.684544,0.684852,,
3.687165,0.684685,,
3.689789,0.684601,,
3.692417,0.684601,,
3.695049,0.684517,,
3.697685,0.684182,,
3.700324,0.683847,,
3.702967,0.683764,,
3.705615,0.683345,,
3.708265,0.68301,,
3.71092,0.682926,,
3.713578,0.682675,,
3.71624,0.68234,,
3.718906,0.681921,,
3.721576,0.681502,,
3.724249,0.681335,,
3.726926,0.681084,,
3.729607,0.680749,,
3.732292,0.680414,,
3.734981,0.680163,,
3.737674,0.680079,,
3.740371,0.679911,,
3.743071,0.679493,,
3.745776,0.679241,,
3.748485,0.679074,,
3.751197,0.678739,,
3.753913,0.678571,,
3.756634,0.678488,,
3.759358,0.678153,,
3.762086,0.677818,,
3.764818,0.677315,,
3.767554,0.677148,,
3.770293,0.676813,,
3.773037,0.676394,,
3.775785,0.676059,,
3.778537,0.675808,,
3.781293,0.675557,,
3.784053,0.675389,,
3.786817,0.675138,,
3.789586,0.674636,,
3.792358,0.674133,,
3.795134,0.673882,,
3.797915,0.673547,,
3.800699,0.673296,,
3.803488,0.672961,,
3.80628,0.672626,,
3.809077,0.672291,,
3.811877,0.671704,,
3.814683,0.671118,,
3.817492,0.670616,,
3.820305,0.67003,,
3.823123,0.669443,,
3.825944,0.668857,,
3.82877,0.668271,,
3.8316,0.667601,,
3.834434,0.667182,,
3.837271,0.666512,,
3.840113,0.665926,,
3.84296,0.66534,,
3.845811,0.664503,,
3.848666,0.663665,,
3.851525,0.663079,,
3.854389,0.662325,,
3.857257,0.661572,,
3.86013,0.660734,,
3.863006,0.660148,,
3.865887,0.659394,,
3.868772,0.658557,,
3.871661,0.657887,,
3.874554,0.657468,,
3.877452,0.657133,,
3.880355,0.656798,,
3.883262,0.656631,,
3.886173,0.656296,,
3.889088,0.656128,,
3.892008,0.656128,,
3.894932,0.655961,,
3.897861,0.655626,,
3.900793,0.655458,,
3.903731,0.655291,,
3.906672,0.655207,,
3.909618,0.655123,,
3.912569,0.654705,,
3.915524,0.654286,,
3.918483,0.653951,,
3.921447,0.653532,,
3.924416,0.653113,,
3.927389,0.652695,,
3.930367,0.652109,,
3.933349,0.65169,,
3.936336,0.651355,,
3.939327,0.65102,,
3.942322,0.650434,,
3.945323,0.649931,,
3.948327,0.649345,,
3.951337,0.648843,,
3.954351,0.648424,,
3.95737,0.648005,,
3.960393,0.647586,,
3.963421,0.647168,,
3.966453,0.646665,,
3.96949,0.64633,,
3.972532,0.646079,,
3.975579,0.645744,,
3.978629,0.645493,,
3.981685,0.645158,,
3.984745,0.644907,,
3.98781,0.644823,,
3.99088,0.644907,,
3.993955,0.64499,,
3.997034,0.64499,,
4.000118,0.644823,,
4.003208,0.644823,,
4.006302,0.644907,,
4.0094,0.644823,,
4.012504,0.644572,,
4.015612,0.644404,,
4.018724,0.644237,,
4.021842,0.644237,,
4.024965,0.644153,,
4.028091,0.643902,,
4.031223,0.64365,,
4.03436,0.643483,,
4.037502,0.643316,,
4.040649,0.643232,,
4.043801,0.642897,,
4.046958,0.642562,,
4.050119,0.642478,,
4.053287,0.642311,,
4.056458,0.641976,,
4.059635,0.641724,,
4.062816,0.641473,,
4.066003,0.641138,,
4.069194,0.640971,,
4.072391,0.640552,,
4.075593,0.640217,,
4.078799,0.639882,,
4.082011,0.639547,,
4.085227,0.639128,,
4.088449,0.638793,,
4.091676,0.638375,,
4.094908,0.637788,,
4.098145,0.63737,,
4.101388,0.636951,,
4.104634,0.636532,,
4.107887,0.636197,,
4.111144,0.635611,,
4.114407,0.635025,,
4.117675,0.634606,,
4.120948,0.634104,,
4.124227,0.633518,,
4.12751,0.633015,,
4.130799,0.632513,,
4.134094,0.63201,,
4.137393,0.631424,,
4.140697,0.63067,,
4.144008,0.629833,,
4.147323,0.629163,,
4.150643,0.628493,,
4.153969,0.627823,,
4.157301,0.626902,,
4.160638,0.625981,,
4.16398,0.625059,,
4.167327,0.623971,,
4.17068,0.622631,,
4.174038,0.621458,,
4.177401,0.620119,,
4.18077,0.618611,,
4.184143,0.61702,,
4.187523,0.61568,,
4.190908,0.614005,,
4.194299,0.611912,,
4.197695,0.609567,,
4.201097,0.607473,,
4.204504,0.605547,,
4.207917,0.603454,,
4.211336,0.600941,,
4.214759,0.598345,,
4.218189,0.595331,,
4.221624,0.591813,,
4.225064,0.587878,,
4.22851,0.583272,,
4.231962,0.57808,,
4.23542,0.572469,,
4.238883,0.566356,,
4.242352,0.559991,,
4.245827,0.553292,,
4.249307,0.546341,,
4.252793,0.53939,,
4.256284,0.533528,,
4.259782,0.530011,,
4.263285,0.527834,,
4.266792,0.526577,,
4.270307,0.52641,,
4.273828,0.526829,,
4.277354,0.527331,,
4.280886,0.52775,,
4.284424,0.528252,,
4.287968,0.528671,,
4.291517,0.529173,,
4.295074,0.529425,,
4.298635,0.529676,,
4.302202,0.529927,,
4.305776,0.530178,,
4.309355,0.530011,,
4.31294,0.529508,,
4.316531,0.528755,,
4.320128,0.527917,,
4.323732,0.526912,,
4.327342,0.525489,,
4.330956,0.52373,,
4.334578,0.521888,,
4.338205,0.519878,,
4.341838,0.517617,,
4.345478,0.515272,,
4.349123,0.513011,,
4.352774,0.510666,,
4.356431,0.508405,,
4.360096,0.505977,,
4.363765,0.503464,,
4.367442,0.500868,,
4.371124,0.498272,,
4.374813,0.495509,,
4.378508,0.492745,,
4.38221,0.489814,,
4.385918,0.486799,,
4.389631,0.484036,,
4.393351,0.481524,,
4.397078,0.478928,,
4.40081,0.476248,,
4.404549,0.473735,,
4.408295,0.471391,,
4.412045,0.468878,,
4.415803,0.46645,,
4.419568,0.464021,,
4.423338,0.461844,,
4.427116,0.45975,,
4.4309,0.457657,,
4.43469,0.455396,,
4.438487,0.452967,,
4.442291,0.450455,,
4.446101,0.447524,,
4.449917,0.444425,,
4.45374,0.441243,,
4.45757,0.437893,,
4.461406,0.434376,,
4.465249,0.430691,,
4.469098,0.426923,,
4.472954,0.423238,,
4.476817,0.41947,,
4.480686,0.415785,,
4.484562,0.412268,,
4.488445,0.408834,,
4.492334,0.405485,,
4.496231,0.402386,,
4.500134,0.399371,,
4.504043,0.396189,,
4.507959,0.392839,,
4.511883,0.38949,,
4.515813,0.38614,,
4.51975,0.382623,,
4.523694,0.379106,,
4.527645,0.375505,,
4.531602,0.371569,,
4.535568,0.367884,,
4.539539,0.364199,,
4.543518,0.360012,,
4.547503,0.355909,,
4.551496,0.351889,,
4.555496,0.347618,,
4.559502,0.343347,,
4.563516,0.339244,,
4.567537,0.335392,,
4.571565,0.331707,,
4.5756,0.32819,,
4.579642,0.325091,,
4.583691,0.322411,,
4.587747,0.32015,,
4.591811,0.318057,,
4.595881,0.315879,,
4.599958,0.313618,,
4.604044,0.311274,,
4.608136,0.308761,,
4.612236,0.306165,,
4.616343,0.303569,,
4.620458,0.301057,,
4.624579,0.298628,,
4.628708,0.2962,,
4.632845,0.293771,,
4.636989,0.29151,,
4.64114,0.2895,,
4.645299,0.287407,,
4.649466,0.285564,,
4.653639,0.283973,,
4.65782,0.282717,,
4.662009,0.281628,,
4.666206,0.280624,,
4.67041,0.279786,,
4.674621,0.279284,,
4.67884,0.278865,,
4.683066,0.27853,,
4.687301,0.278279,,
4.691543,0.278446,,
4.695792,0.278781,,
4.700048,0.279367,,
4.704313,0.280456,,
4.708586,0.281628,,
4.712867,0.283052,,
4.717155,0.284643,,
4.721451,0.286402,,
4.725755,0.28816,,
4.730067,0.2895,,
4.734388,0.290003,,
4.738715,0.290003,,
4.743051,0.289249,,
4.747394,0.287658,,
4.751746,0.285648,,
4.756105,0.283722,,
4.760472,0.281796,,
4.764848,0.280289,,
4.769232,0.279284,,
4.773623,0.278949,,
4.778023,0.279032,,
4.782431,0.279367,,
4.786847,0.279702,,
4.791271,0.280037,,
4.795703,0.280875,,
4.800144,0.28188,,
4.804591,0.283136,,
4.809048,0.28456,,
4.813513,0.286151,,
4.817986,0.287658,,
4.822468,0.289165,,
4.826958,0.290505,,
4.831457,0.291343,,
4.835964,0.291761,,
4.84048,0.292013,,
4.845004,0.29218,,
4.849536,0.292264,,
4.854077,0.292096,,
4.858626,0.291678,,
4.863184,0.290924,,
4.867751,0.289584,,
4.872326,0.287825,,
4.876908,0.285648,,
4.8815,0.283136,,
4.886101,0.28054,,
4.89071,0.277776,,
4.895329,0.274929,,
4.899956,0.272249,,
4.904591,0.269904,,
4.909236,0.268146,,
4.91389,0.267057,,
4.918552,0.266555,,
4.923223,0.266638,,
4.927903,0.266973,,
4.932591,0.26756,,
4.937289,0.268481,,
4.941996,0.269904,,
4.946712,0.271914,,
4.951437,0.27451,,
4.956171,0.277441,,
4.960914,0.280037,,
4.965665,0.282047,,
4.970426,0.283471,,
4.975196,0.284225,,
4.979976,0.284057,,
4.984764,0.283387,,
4.989561,0.282298,,
4.994367,0.281042,,
4.999184,0.279451,,
5.004009,0.277693,,
5.008844,0.275515,,
5.013688,0.272835,,
5.018541,0.269904,,
5.023404,0.266555,,
5.028277,0.262786,,
5.033159,0.259185,,
5.038051,0.256087,,
5.042951,0.253909,,
5.047862,0.25257,,
5.052782,0.252235,,
5.057711,0.252402,,
5.06265,0.252737,,
5.0676,0.252486,,
5.072558,0.251481,,
5.077527,0.249639,,
5.082504,0.246791,,
5.087492,0.24319,,
5.09249,0.238919,,
5.097497,0.234481,,
5.102514,0.229791,,
5.10754,0.224767,,
5.112577,0.219826,,
5.117624,0.215136,,
5.122681,0.21053,,
5.127748,0.205841,,
5.132825,0.20157,,
5.137912,0.197215,,
5.143009,0.193279,,
5.148117,0.189343,,
5.153234,0.185575,,
5.158362,0.182058,,
5.1635,0.178792,,
5.168648,0.175526,,
5.173806,0.17226,,
5.178975,0.168743,,
5.184154,0.165309,,
5.189344,0.161959,,
5.194544,0.158358,,
5.199754,0.154757,,
5.204975,0.15124,,
5.210206,0.147723,,
5.215447,0.144373,,
5.2207,0.141275,,
5.225963,0.138595,,
5.231235,0.136501,,
5.236519,0.134743,,
5.241814,0.133403,,
5.247119,0.132482,,
5.252435,0.131728,,
5.257762,0.131142,,
5.2631,0.130472,,
5.268449,0.129635,,
5.273809,0.128713,,
5.27918,0.127792,,
5.284561,0.126787,,
5.289953,0.125782,,
5.295357,0.124777,,
5.300771,0.123772,,
5.306197,0.122768,,
5.311634,0.12193,,
5.31708,0.120841,,
5.322538,0.119669,,
5.328009,0.118497,,
5.33349,0.117324,,
5.338983,0.116152,,
5.344487,0.115063,,
5.350003,0.113975,,
5.355529,0.112886,,
5.361069,0.112048,,
5.366619,0.111295,,
5.37218,0.110625,,
5.377753,0.110122,,
5.383337,0.109536,,
5.388933,0.10895,,
5.394541,0.10828,,
5.40016,0.107443,,
5.405792,0.106438,,
5.411435,0.105433,,
5.417089,0.104344,,
5.422756,0.103339,,
5.428434,0.10225,,
5.434124,0.101413,,
5.439826,0.100743,,
5.44554,0.100157,,
5.451264,0.099654,,
5.457003,0.099236,,
5.462753,0.098566,,
5.468515,0.098147,,
5.47429,0.097728,,
5.480077,0.097142,,
5.485876,0.096305,,
5.491687,0.095132,,
5.497512,0.093792,,
5.503348,0.09195,,
5.509196,0.089689,,
5.515058,0.087344,,
5.520931,0.084832,,
5.526816,0.082403,,
5.532715,0.080142,,
5.538626,0.078049,,
5.544551,0.076458,,
5.550487,0.075453,,
5.556436,0.074866,,
5.562398,0.074615,,
5.568373,0.074531,,
5.57436,0.074448,,
5.58036,0.07428,,
5.586374,0.073694,,
5.592398,0.07294,,
5.598437,0.072019,,
5.604489,0.070931,,
5.610555,0.069674,,
5.616633,0.068418,,
5.622725,0.06733,,
5.62883,0.066408,,
5.634949,0.065655,,
5.641082,0.065152,,
5.647227,0.064901,,
5.653385,0.064817,,
5.659557,0.064985,,
5.665742,0.065403,,
5.671941,0.065822,,
5.678154,0.066325,,
5.68438,0.066827,,
5.69062,0.067413,,
5.696874,0.067916,,
5.703141,0.068334,,
5.709422,0.068837,,
5.715717,0.069172,,
5.722026,0.069423,,
5.728348,0.069507,,
5.734685,0.069591,,
5.741033,0.069758,,
5.747398,0.069926,,
5.753777,0.070009,,
5.76017,0.070093,,
5.766577,0.070344,,
5.772999,0.070512,,
5.779435,0.070763,,
5.785885,0.071098,,
5.792351,0.071265,,
5.798831,0.071517,,
5.805324,0.071768,,
5.811832,0.072019,,
5.818355,0.072522,,
5.824893,0.072857,,
5.831445,0.073108,,
5.838012,0.073275,,
5.844594,0.073359,,
5.851191,0.073527,,
5.857803,0.073694,,
5.864429,0.073778,,
5.871071,0.073694,,
5.877727,0.073694,,
5.884399,0.073778,,
5.891086,0.073945,,
5.897785,0.074113,,
5.904502,0.074113,,
5.911235,0.07428,,
5.917983,0.074448,,
5.924747,0.074531,,
5.931525,0.074866,,
5.93832,0.075285,,
5.94513,0.075369,,
5.951957,0.075536,,
5.958798,0.075704,,
5.965655,0.076039,,
5.972528,0.076039,,
5.979417,0.076039,,
5.986322,0.075955,,
5.993242,0.075871,,
6.000179,0.07562,,
6.00713,0.075285,,
6.014098,0.074783,,
6.021083,0.07428,,
6.028085,0.073778,,
6.035102,0.073359,,
6.042136,0.072857,,
6.049186,0.072438,,
6.056253,0.071852,,
6.063337,0.071098,,
6.070437,0.070512,,
6.077554,0.069758,,
6.084687,0.068921,,
6.091837,0.068167,,
6.099004,0.067413,,
6.106188,0.066743,,
6.113389,0.066073,,
6.120608,0.065236,,
6.127842,0.064482,,
6.135094,0.06398,,
6.142364,0.06331,,
6.14965,0.06264,,
6.156953,0.062054,,
6.164274,0.061551,,
6.171613,0.061049,,
6.178967,0.06063,,
6.18634,0.060211,,
6.193731,0.059793,,
6.201139,0.059374,,
6.208566,0.059039,,
6.216011,0.058788,,
6.223473,0.058537,,
6.230953,0.058369,,
6.238452,0.058285,,
6.245968,0.058285,,
6.253502,0.058285,,
6.261055,0.058202,,
6.268626,0.058285,,
6.276215,0.058369,,
6.283823,0.058453,,
6.291449,0.058453,,
6.299095,0.058537,,
6.306758,0.058788,,
6.31444,0.059039,,
6.32214,0.05929,,
6.32986,0.059458,,
6.337598,0.059793,,
6.345355,0.060128,,
6.353131,0.060463,,
6.360924,0.060714,,
6.368739,0.061049,,
6.376572,0.061384,,
6.384425,0.061468,,
6.392297,0.061468,,
6.400189,0.061719,,
6.4081,0.06197,,
6.416031,0.062305,,
6.423983,0.062389,,
6.431953,0.062472,,
6.439943,0.06264,,
6.447953,0.062807,,
6.455982,0.062975,,
6.464032,0.063059,,
6.472102,0.063142,,
6.480192,0.063226,,
6.488305,0.063394,,
6.496436,0.06331,,
6.504587,0.063142,,
6.512758,0.063059,,
6.52095,0.063059,,
6.529163,0.062975,,
6.537397,0.062724,,
6.545651,0.062556,,
6.553923,0.062389,,
6.562219,0.062137,,
6.570536,0.061803,,
6.578875,0.061384,,
6.587234,0.061049,,
6.595614,0.06063,,
6.604017,0.060128,,
6.61244,0.059793,,
6.620886,0.059541,,
6.629353,0.05929,,
6.637841,0.058955,,
6.646351,0.058537,,
6.654883,0.058118,,
6.663437,0.057615,,
6.672013,0.057029,,
6.680611,0.056443,,
6.689233,0.055689,,
6.697875,0.054852,,
6.70654,0.054098,,
6.715228,0.053344,,
6.723937,0.052507,,
6.73267,0.051586,,
6.741425,0.050665,,
6.750203,0.049911,,
6.759001,0.049241,,
6.767824,0.048655,,
6.776671,0.04832,,
6.785541,0.047985,,
6.794435,0.047734,,
6.803351,0.04765,,
6.812291,0.047817,,
6.821255,0.047901,,
6.830244,0.047817,,
6.839254,0.047817,,
6.848289,0.04765,,
6.857347,0.047482,,
6.86643,0.047147,,
6.875537,0.046812,,
6.884668,0.046394,,
6.893823,0.045975,,
6.902999,0.045473,,
6.912203,0.045138,,
6.921432,0.044468,,
6.930685,0.043798,,
6.939963,0.043212,,
6.949265,0.042709,,
6.958593,0.04229,,
6.967947,0.042039,,
6.977327,0.041537,,
6.98673,0.041118,,
6.996159,0.040783,,
7.005613,0.040448,,
7.015093,0.040113,,
7.024599,0.039862,,
7.03413,0.039359,,
7.043687,0.038773,,
7.053272,0.038103,,
7.062882,0.037433,,
7.072517,0.036931,,
7.082179,0.036093,,
7.091867,0.03534,,
7.101583,0.034418,,
7.111324,0.033414,,
7.121092,0.03266,,
7.130883,0.031906,,
7.140706,0.031069,,
7.150555,0.030148,,
7.160431,0.029394,,
7.170335,0.02864,,
7.180266,0.027803,,
7.190225,0.027133,,
7.200211,0.026295,,
7.210228,0.025625,,
7.22027,0.024955,,
7.23034,0.024369,,
7.240438,0.023699,,
7.250565,0.022946,,
7.26072,0.022359,,
7.270903,0.021857,,
7.281115,0.021103,,
7.291358,0.020433,,
7.301627,0.01968,,
7.311926,0.019177,,
7.322253,0.018675,,
7.33261,0.018089,,
7.342996,0.017586,,
7.353412,0.017167,,
7.363857,0.016581,,
7.374328,0.016162,,
7.384833,0.015827,,
7.395367,0.015492,,
7.405932,0.01499,,
7.416527,0.014404,,
7.427153,0.014069,,
7.437809,0.013734,,
7.448495,0.013399,,
7.459215,0.012896,,
7.469963,0.012478,,
7.480742,0.011975,,
7.491552,0.011473,,
7.502394,0.010887,,
7.513267,0.010468,,
7.524172,0.010133,,
7.535108,0.009798,,
7.546078,0.009379,,
7.557078,0.008877,,
7.56811,0.008458,,
7.579175,0.008207,,
7.590272,0.007788,,
7.601401,0.007286,,
7.612564,0.006951,,
7.623759,0.006616,,
7.634982,0.006448,,
7.646243,0.006113,,
7.657537,0.005862,,
7.668865,0.005443,,
7.680227,0.005108,,
7.691622,0.004773,,
7.703051,0.004522,,
7.714513,0.004438,,
7.726013,0.004355,,
7.737544,0.004103,,
7.74911,0.003768,,
7.76071,0.003768,,
7.772346,0.003852,,
7.784016,0.003936,,
7.795721,0.003768,,
7.807461,0.003768,,
7.819234,0.00402,,
7.831045,0.004355,,
7.842893,0.00469,,
7.854775,0.005192,,
7.866695,0.005695,,
7.87865,0.006281,,
7.890642,0.006951,,
7.90267,0.008039,,
7.914737,0.009212,,
7.926839,0.010552,,
7.938978,0.012227,,
7.951155,0.014069,,
7.963368,0.016079,,
7.97562,0.018591,,
7.987909,0.021438,,
8.000236,0.024704,,
8.012604,0.028305,,
8.025007,0.032325,,
8.03745,0.036847,,
8.04993,0.041872,,
8.062449,0.047566,,
8.075007,0.053847,,
8.087605,0.060379,,
8.100242,0.067497,,
